cue1pos,cue2lag,cueCoords,cueEccentricity,trialNumOriginal
10,2,"[-1, 0]",10,248
10,2,"[1, 0]",2,205
14,2,"[1, 0]",2,249
6,2,"[-1, 0]",10,4
18,2,"[-1, 0]",10,176
6,2,"[1, 0]",10,182
22,2,"[1, 0]",2,57
6,2,"[-1, 0]",2,263
18,2,"[-1, 0]",2,95
10,2,"[1, 0]",10,266
14,2,"[-1, 0]",10,112
10,2,"[1, 0]",2,185
18,2,"[1, 0]",2,133
6,2,"[-1, 0]",2,103
10,2,"[-1, 0]",10,8
6,2,"[-1, 0]",2,123
10,2,"[1, 0]",2,5
22,2,"[-1, 0]",2,179
18,2,"[1, 0]",2,213
14,2,"[-1, 0]",10,252
6,2,"[-1, 0]",2,83
18,2,"[-1, 0]",10,36
14,2,"[-1, 0]",10,172
10,2,"[1, 0]",2,105
6,2,"[-1, 0]",10,184
22,2,"[-1, 0]",2,199
22,2,"[1, 0]",10,218
22,2,"[1, 0]",10,158
10,2,"[1, 0]",2,145
18,2,"[-1, 0]",10,16
6,2,"[1, 0]",10,82
22,2,"[1, 0]",2,237
14,2,"[1, 0]",10,210
14,2,"[1, 0]",10,10
14,2,"[1, 0]",2,89
14,2,"[-1, 0]",10,32
22,2,"[-1, 0]",2,99
18,2,"[1, 0]",10,234
14,2,"[-1, 0]",10,72
22,2,"[1, 0]",2,77
14,2,"[1, 0]",2,69
18,2,"[1, 0]",2,113
6,2,"[1, 0]",2,221
22,2,"[1, 0]",10,178
18,2,"[1, 0]",10,134
22,2,"[1, 0]",2,217
6,2,"[1, 0]",2,181
14,2,"[1, 0]",2,209
22,2,"[-1, 0]",2,19
18,2,"[-1, 0]",2,15
14,2,"[-1, 0]",10,52
22,2,"[-1, 0]",2,39
14,2,"[1, 0]",2,169
6,2,"[1, 0]",2,161
22,2,"[-1, 0]",2,239
18,2,"[1, 0]",2,253
10,2,"[1, 0]",2,65
6,2,"[1, 0]",2,121
6,2,"[1, 0]",2,81
18,2,"[-1, 0]",2,215
10,2,"[1, 0]",2,125
10,2,"[-1, 0]",10,68
22,2,"[-1, 0]",10,40
22,2,"[-1, 0]",10,120
18,2,"[-1, 0]",10,96
14,2,"[-1, 0]",10,272
6,2,"[1, 0]",2,261
18,2,"[1, 0]",2,73
18,2,"[-1, 0]",10,276
18,2,"[1, 0]",10,274
10,2,"[1, 0]",10,6
10,2,"[1, 0]",10,66
18,2,"[-1, 0]",2,135
14,2,"[-1, 0]",2,271
6,2,"[-1, 0]",10,44
14,2,"[-1, 0]",10,132
22,2,"[-1, 0]",10,180
10,2,"[1, 0]",10,166
18,2,"[1, 0]",2,193
14,2,"[-1, 0]",2,171
6,2,"[-1, 0]",10,24
6,2,"[-1, 0]",10,144
14,2,"[1, 0]",10,110
14,2,"[1, 0]",10,70
10,2,"[1, 0]",10,246
22,2,"[1, 0]",10,278
14,2,"[-1, 0]",10,152
6,2,"[-1, 0]",2,163
10,2,"[-1, 0]",10,208
22,2,"[-1, 0]",10,260
10,2,"[1, 0]",10,106
14,2,"[-1, 0]",2,131
14,2,"[-1, 0]",2,11
10,2,"[1, 0]",2,165
18,2,"[1, 0]",2,233
14,2,"[1, 0]",2,29
22,2,"[-1, 0]",10,240
18,2,"[-1, 0]",10,76
6,2,"[-1, 0]",10,244
14,2,"[1, 0]",10,50
10,2,"[1, 0]",2,265
18,2,"[1, 0]",10,14
6,2,"[1, 0]",10,202
6,2,"[1, 0]",2,101
10,2,"[-1, 0]",2,207
14,2,"[1, 0]",2,229
6,2,"[-1, 0]",10,264
14,2,"[1, 0]",2,129
18,2,"[-1, 0]",10,56
22,2,"[-1, 0]",2,139
10,2,"[-1, 0]",10,188
18,2,"[-1, 0]",10,256
6,2,"[-1, 0]",2,183
14,2,"[-1, 0]",10,212
14,2,"[-1, 0]",10,92
14,2,"[1, 0]",10,230
18,2,"[1, 0]",10,174
6,2,"[1, 0]",10,62
6,2,"[-1, 0]",10,84
14,2,"[1, 0]",10,130
6,2,"[-1, 0]",2,43
10,2,"[-1, 0]",2,107
10,2,"[1, 0]",2,245
22,2,"[-1, 0]",2,119
18,2,"[1, 0]",10,114
6,2,"[-1, 0]",10,224
10,2,"[-1, 0]",2,227
22,2,"[1, 0]",2,117
14,2,"[-1, 0]",2,91
18,2,"[-1, 0]",2,155
18,2,"[1, 0]",10,214
6,2,"[1, 0]",10,2
22,2,"[-1, 0]",2,259
18,2,"[1, 0]",10,94
22,2,"[-1, 0]",2,279
6,2,"[1, 0]",2,141
14,2,"[1, 0]",10,270
18,2,"[1, 0]",2,13
22,2,"[1, 0]",10,58
6,2,"[-1, 0]",10,64
6,2,"[1, 0]",10,142
6,2,"[1, 0]",2,61
6,2,"[-1, 0]",10,204
10,2,"[-1, 0]",10,128
10,2,"[-1, 0]",2,267
14,2,"[-1, 0]",10,232
14,2,"[-1, 0]",2,151
10,2,"[-1, 0]",10,108
22,2,"[1, 0]",2,37
14,2,"[1, 0]",10,90
18,2,"[1, 0]",2,93
6,2,"[1, 0]",2,201
6,2,"[-1, 0]",2,3
22,2,"[1, 0]",10,118
18,2,"[1, 0]",2,173
14,2,"[-1, 0]",2,51
22,2,"[1, 0]",10,138
22,2,"[1, 0]",2,277
22,2,"[1, 0]",10,98
14,2,"[-1, 0]",2,191
22,2,"[-1, 0]",10,220
6,2,"[1, 0]",10,22
22,2,"[1, 0]",2,257
6,2,"[-1, 0]",2,203
6,2,"[1, 0]",10,242
22,2,"[1, 0]",2,97
22,2,"[-1, 0]",2,159
10,2,"[-1, 0]",2,67
10,2,"[-1, 0]",2,247
14,2,"[-1, 0]",10,192
14,2,"[1, 0]",10,190
18,2,"[1, 0]",10,194
6,2,"[-1, 0]",2,23
18,2,"[-1, 0]",2,115
10,2,"[1, 0]",2,25
18,2,"[-1, 0]",2,75
14,2,"[1, 0]",10,170
18,2,"[1, 0]",2,273
10,2,"[1, 0]",10,186
22,2,"[-1, 0]",2,79
6,2,"[-1, 0]",10,164
10,2,"[-1, 0]",10,88
18,2,"[1, 0]",10,74
10,2,"[-1, 0]",2,87
22,2,"[-1, 0]",10,20
18,2,"[-1, 0]",10,196
14,2,"[1, 0]",10,250
6,2,"[1, 0]",10,162
18,2,"[1, 0]",2,53
18,2,"[-1, 0]",2,175
10,2,"[-1, 0]",10,148
22,2,"[-1, 0]",10,60
22,2,"[1, 0]",10,18
14,2,"[-1, 0]",10,12
6,2,"[-1, 0]",10,104
10,2,"[-1, 0]",2,7
22,2,"[1, 0]",2,137
6,2,"[-1, 0]",2,63
18,2,"[-1, 0]",2,55
18,2,"[-1, 0]",2,195
22,2,"[1, 0]",10,258
18,2,"[1, 0]",10,54
22,2,"[1, 0]",10,238
22,2,"[-1, 0]",2,59
6,2,"[1, 0]",10,122
6,2,"[-1, 0]",2,243
14,2,"[-1, 0]",2,231
18,2,"[-1, 0]",2,35
14,2,"[-1, 0]",2,251
6,2,"[-1, 0]",2,223
22,2,"[-1, 0]",10,140
14,2,"[-1, 0]",2,211
10,2,"[1, 0]",2,85
