cue1pos,cue2lag,cueCoords,cueEccentricity,trialNumOriginal
22,2,"[1, 0]",0,237
14,2,"[1, 0]",0,29
18,2,"[1, 0]",0,113
18,2,"[-1, 0]",0,195
10,2,"[-1, 0]",0,148
10,2,"[-1, 0]",0,248
18,2,"[-1, 0]",0,35
10,2,"[1, 0]",0,126
14,2,"[1, 0]",0,249
6,2,"[1, 0]",0,22
22,2,"[1, 0]",0,277
10,2,"[1, 0]",0,185
18,2,"[-1, 0]",0,216
6,2,"[-1, 0]",0,124
22,2,"[-1, 0]",0,279
14,2,"[1, 0]",0,229
6,2,"[1, 0]",0,161
6,2,"[1, 0]",0,182
10,2,"[1, 0]",0,25
6,2,"[-1, 0]",0,243
22,2,"[1, 0]",0,177
22,2,"[1, 0]",0,218
10,2,"[1, 0]",0,105
10,2,"[1, 0]",0,186
14,2,"[1, 0]",0,190
14,2,"[-1, 0]",0,112
18,2,"[1, 0]",0,153
6,2,"[-1, 0]",0,103
18,2,"[1, 0]",0,154
22,2,"[-1, 0]",0,199
14,2,"[-1, 0]",0,152
14,2,"[-1, 0]",0,252
18,2,"[-1, 0]",0,196
10,2,"[1, 0]",0,246
22,2,"[-1, 0]",0,79
14,2,"[1, 0]",0,89
22,2,"[1, 0]",0,37
10,2,"[-1, 0]",0,28
6,2,"[-1, 0]",0,104
18,2,"[1, 0]",0,93
6,2,"[1, 0]",0,162
6,2,"[1, 0]",0,222
22,2,"[-1, 0]",0,219
18,2,"[-1, 0]",0,116
10,2,"[-1, 0]",0,47
14,2,"[-1, 0]",0,211
10,2,"[-1, 0]",0,27
18,2,"[-1, 0]",0,56
18,2,"[-1, 0]",0,15
6,2,"[1, 0]",0,2
22,2,"[1, 0]",0,58
14,2,"[-1, 0]",0,52
6,2,"[-1, 0]",0,123
10,2,"[1, 0]",0,225
22,2,"[1, 0]",0,217
6,2,"[-1, 0]",0,3
6,2,"[-1, 0]",0,64
6,2,"[1, 0]",0,121
14,2,"[1, 0]",0,149
6,2,"[1, 0]",0,262
18,2,"[-1, 0]",0,156
22,2,"[1, 0]",0,178
18,2,"[1, 0]",0,14
6,2,"[1, 0]",0,221
14,2,"[-1, 0]",0,271
14,2,"[-1, 0]",0,272
10,2,"[1, 0]",0,146
14,2,"[-1, 0]",0,232
10,2,"[-1, 0]",0,187
22,2,"[-1, 0]",0,280
14,2,"[-1, 0]",0,71
14,2,"[-1, 0]",0,151
22,2,"[1, 0]",0,18
22,2,"[-1, 0]",0,239
10,2,"[-1, 0]",0,188
6,2,"[1, 0]",0,82
10,2,"[1, 0]",0,66
14,2,"[-1, 0]",0,111
22,2,"[1, 0]",0,257
18,2,"[1, 0]",0,114
18,2,"[1, 0]",0,273
10,2,"[1, 0]",0,266
10,2,"[-1, 0]",0,127
18,2,"[1, 0]",0,34
10,2,"[1, 0]",0,6
6,2,"[1, 0]",0,241
10,2,"[-1, 0]",0,107
10,2,"[-1, 0]",0,87
14,2,"[1, 0]",0,90
18,2,"[1, 0]",0,33
18,2,"[-1, 0]",0,215
6,2,"[1, 0]",0,242
18,2,"[-1, 0]",0,235
10,2,"[1, 0]",0,5
18,2,"[-1, 0]",0,276
10,2,"[-1, 0]",0,247
14,2,"[-1, 0]",0,12
10,2,"[1, 0]",0,46
6,2,"[-1, 0]",0,204
14,2,"[-1, 0]",0,92
6,2,"[1, 0]",0,21
6,2,"[-1, 0]",0,184
22,2,"[1, 0]",0,97
18,2,"[-1, 0]",0,136
14,2,"[-1, 0]",0,72
22,2,"[1, 0]",0,17
14,2,"[1, 0]",0,30
18,2,"[-1, 0]",0,115
18,2,"[1, 0]",0,133
18,2,"[1, 0]",0,274
22,2,"[1, 0]",0,258
14,2,"[-1, 0]",0,11
6,2,"[-1, 0]",0,164
22,2,"[-1, 0]",0,160
6,2,"[1, 0]",0,61
14,2,"[-1, 0]",0,191
22,2,"[1, 0]",0,158
6,2,"[-1, 0]",0,223
22,2,"[-1, 0]",0,40
6,2,"[1, 0]",0,142
6,2,"[-1, 0]",0,4
14,2,"[1, 0]",0,250
14,2,"[1, 0]",0,150
10,2,"[1, 0]",0,125
14,2,"[1, 0]",0,70
6,2,"[-1, 0]",0,24
14,2,"[-1, 0]",0,32
10,2,"[1, 0]",0,86
14,2,"[1, 0]",0,270
18,2,"[1, 0]",0,193
6,2,"[-1, 0]",0,44
6,2,"[1, 0]",0,102
10,2,"[-1, 0]",0,168
14,2,"[1, 0]",0,10
22,2,"[-1, 0]",0,220
22,2,"[-1, 0]",0,19
6,2,"[1, 0]",0,201
10,2,"[1, 0]",0,85
10,2,"[1, 0]",0,165
14,2,"[-1, 0]",0,171
6,2,"[-1, 0]",0,63
18,2,"[-1, 0]",0,96
10,2,"[-1, 0]",0,88
14,2,"[1, 0]",0,129
22,2,"[-1, 0]",0,119
14,2,"[-1, 0]",0,231
18,2,"[-1, 0]",0,155
6,2,"[1, 0]",0,181
14,2,"[1, 0]",0,170
22,2,"[1, 0]",0,198
22,2,"[1, 0]",0,157
18,2,"[-1, 0]",0,256
10,2,"[-1, 0]",0,267
18,2,"[-1, 0]",0,95
14,2,"[1, 0]",0,169
6,2,"[1, 0]",0,261
10,2,"[1, 0]",0,226
22,2,"[-1, 0]",0,179
22,2,"[1, 0]",0,278
6,2,"[-1, 0]",0,203
6,2,"[-1, 0]",0,143
6,2,"[1, 0]",0,141
14,2,"[-1, 0]",0,172
18,2,"[-1, 0]",0,76
22,2,"[-1, 0]",0,39
14,2,"[-1, 0]",0,91
6,2,"[-1, 0]",0,83
10,2,"[-1, 0]",0,208
6,2,"[-1, 0]",0,144
10,2,"[-1, 0]",0,128
22,2,"[-1, 0]",0,200
18,2,"[-1, 0]",0,175
10,2,"[1, 0]",0,145
22,2,"[-1, 0]",0,20
6,2,"[1, 0]",0,62
18,2,"[-1, 0]",0,255
22,2,"[-1, 0]",0,80
14,2,"[1, 0]",0,49
6,2,"[1, 0]",0,1
22,2,"[-1, 0]",0,59
14,2,"[1, 0]",0,209
6,2,"[1, 0]",0,202
6,2,"[-1, 0]",0,224
22,2,"[-1, 0]",0,120
22,2,"[-1, 0]",0,140
18,2,"[1, 0]",0,13
10,2,"[1, 0]",0,205
10,2,"[1, 0]",0,45
10,2,"[-1, 0]",0,67
18,2,"[1, 0]",0,214
10,2,"[-1, 0]",0,207
18,2,"[-1, 0]",0,135
22,2,"[-1, 0]",0,60
14,2,"[-1, 0]",0,131
22,2,"[1, 0]",0,138
14,2,"[1, 0]",0,110
14,2,"[1, 0]",0,9
18,2,"[1, 0]",0,74
14,2,"[-1, 0]",0,212
10,2,"[1, 0]",0,166
18,2,"[-1, 0]",0,16
6,2,"[-1, 0]",0,244
10,2,"[1, 0]",0,106
6,2,"[-1, 0]",0,163
6,2,"[-1, 0]",0,183
18,2,"[1, 0]",0,254
22,2,"[-1, 0]",0,139
22,2,"[-1, 0]",0,259
18,2,"[1, 0]",0,173
18,2,"[1, 0]",0,233
18,2,"[1, 0]",0,53
6,2,"[-1, 0]",0,23
22,2,"[-1, 0]",0,240
14,2,"[-1, 0]",0,31
18,2,"[1, 0]",0,253
14,2,"[1, 0]",0,230
22,2,"[1, 0]",0,78
18,2,"[-1, 0]",0,236
10,2,"[-1, 0]",0,227
6,2,"[-1, 0]",0,263
22,2,"[-1, 0]",0,99
18,2,"[-1, 0]",0,75
18,2,"[1, 0]",0,134
10,2,"[-1, 0]",0,48
10,2,"[-1, 0]",0,8
22,2,"[1, 0]",0,117
14,2,"[-1, 0]",0,132
22,2,"[-1, 0]",0,260
14,2,"[-1, 0]",0,51
10,2,"[-1, 0]",0,228
10,2,"[1, 0]",0,206
18,2,"[-1, 0]",0,176
18,2,"[1, 0]",0,174
22,2,"[1, 0]",0,98
22,2,"[1, 0]",0,38
10,2,"[-1, 0]",0,68
18,2,"[1, 0]",0,234
10,2,"[-1, 0]",0,147
22,2,"[1, 0]",0,238
14,2,"[1, 0]",0,109
18,2,"[-1, 0]",0,275
22,2,"[1, 0]",0,137
10,2,"[1, 0]",0,65
22,2,"[1, 0]",0,77
10,2,"[-1, 0]",0,167
6,2,"[-1, 0]",0,84
22,2,"[1, 0]",0,118
10,2,"[1, 0]",0,245
14,2,"[1, 0]",0,269
18,2,"[1, 0]",0,73
14,2,"[1, 0]",0,189
10,2,"[1, 0]",0,265
18,2,"[1, 0]",0,94
6,2,"[1, 0]",0,122
10,2,"[-1, 0]",0,108
10,2,"[1, 0]",0,26
22,2,"[-1, 0]",0,100
6,2,"[1, 0]",0,41
10,2,"[-1, 0]",0,7
18,2,"[-1, 0]",0,55
18,2,"[1, 0]",0,194
22,2,"[-1, 0]",0,180
6,2,"[-1, 0]",0,43
18,2,"[1, 0]",0,54
22,2,"[1, 0]",0,57
6,2,"[1, 0]",0,81
22,2,"[-1, 0]",0,159
6,2,"[1, 0]",0,42
14,2,"[1, 0]",0,210
14,2,"[1, 0]",0,50
18,2,"[1, 0]",0,213
18,2,"[-1, 0]",0,36
14,2,"[1, 0]",0,69
22,2,"[1, 0]",0,197
10,2,"[-1, 0]",0,268
14,2,"[1, 0]",0,130
14,2,"[-1, 0]",0,192
6,2,"[1, 0]",0,101
6,2,"[-1, 0]",0,264
14,2,"[-1, 0]",0,251
