X1.browser,X1.duration,X1.endTime,X1.feedback,X1.isi,X1.judgment,X1.startTime,X1.subjectID,X1.type,X1.correct
Firefox,1050,null,null,1040,83,2019-09-10T14:24:27.319Z,A11BSFO4LMHPXQ,colorful,0
Firefox,1050,null,null,1008,76,2019-09-10T14:24:27.319Z,A11BSFO4LMHPXQ,red,1
Firefox,1050,null,null,951,76,2019-09-10T14:24:27.319Z,A11BSFO4LMHPXQ,odd,1
Firefox,1050,null,null,1031,83,2019-09-10T14:24:27.319Z,A11BSFO4LMHPXQ,colorful,0
Firefox,1050,null,null,1025,76,2019-09-10T14:24:27.319Z,A11BSFO4LMHPXQ,odd,1
Firefox,1050,null,null,958,83,2019-09-10T14:24:27.319Z,A11BSFO4LMHPXQ,red,0
Firefox,1050,null,null,1020,83,2019-09-10T14:24:27.319Z,A11BSFO4LMHPXQ,odd,0
Firefox,1050,null,null,967,83,2019-09-10T14:24:27.319Z,A11BSFO4LMHPXQ,colorful,0
Firefox,1050,null,null,1019,76,2019-09-10T14:24:27.319Z,A11BSFO4LMHPXQ,red,1
Firefox,1050,null,null,1007,83,2019-09-10T14:24:27.319Z,A11BSFO4LMHPXQ,odd,0
Firefox,1050,null,null,1030,83,2019-09-10T14:24:27.319Z,A11BSFO4LMHPXQ,colorful,0
Firefox,1050,null,null,1003,76,2019-09-10T14:24:27.319Z,A11BSFO4LMHPXQ,red,1
Firefox,1050,null,null,1035,83,2019-09-10T14:24:27.319Z,A11BSFO4LMHPXQ,colorful,0
Firefox,1050,null,null,1027,83,2019-09-10T14:24:27.319Z,A11BSFO4LMHPXQ,red,0
Firefox,1050,null,null,1028,83,2019-09-10T14:24:27.319Z,A11BSFO4LMHPXQ,odd,0
Firefox,1050,null,null,968,76,2019-09-10T14:24:27.319Z,A11BSFO4LMHPXQ,red,1
Firefox,1050,null,null,1029,83,2019-09-10T14:24:27.319Z,A11BSFO4LMHPXQ,colorful,0
Firefox,1050,null,null,1002,76,2019-09-10T14:24:27.319Z,A11BSFO4LMHPXQ,odd,1
