trialnum	subject	answerPos0	answer0	response0	correct0	answerPos1	answer1	response1	correct1	cueSpatialPos	cueEccentricity	timingBlips
0 	Adi 	20 	1 	1 	1.0 	22 	2 	2 	1.0 	[1, 0] 	3 	0
1 	Adi 	20 	1 	2 	0.0 	23 	2 	1 	0.0 	[-1, 0] 	6 	0
2 	Adi 	20 	2 	2 	1.0 	18 	1 	1 	1.0 	[-1, 0] 	3 	0
3 	Adi 	10 	1 	1 	1.0 	11 	2 	2 	1.0 	[1, 0] 	3 	0
4 	Adi 	20 	2 	2 	1.0 	18 	1 	1 	1.0 	[1, 0] 	9 	0
5 	Adi 	20 	1 	1 	1.0 	21 	2 	2 	1.0 	[1, 0] 	6 	0
6 	Adi 	10 	2 	2 	1.0 	9 	1 	1 	1.0 	[1, 0] 	9 	0
7 	Adi 	20 	2 	1 	0.0 	17 	1 	2 	0.0 	[1, 0] 	3 	0
8 	Adi 	10 	1 	1 	1.0 	13 	2 	2 	1.0 	[1, 0] 	3 	0
9 	Adi 	10 	2 	1 	0.0 	9 	1 	2 	0.0 	[-1, 0] 	3 	0
10 	Adi 	10 	1 	2 	0.0 	13 	2 	1 	0.0 	[1, 0] 	9 	0
11 	Adi 	20 	1 	1 	1.0 	21 	2 	2 	1.0 	[-1, 0] 	9 	0
12 	Adi 	20 	1 	1 	1.0 	23 	2 	2 	1.0 	[1, 0] 	6 	0
13 	Adi 	10 	2 	2 	1.0 	9 	1 	1 	1.0 	[-1, 0] 	9 	0
14 	Adi 	20 	2 	1 	0.0 	17 	1 	2 	0.0 	[-1, 0] 	6 	0
15 	Adi 	10 	1 	2 	0.0 	11 	2 	1 	0.0 	[-1, 0] 	9 	0
16 	Adi 	10 	2 	2 	1.0 	8 	1 	1 	1.0 	[1, 0] 	9 	0
17 	Adi 	10 	2 	2 	1.0 	9 	1 	1 	1.0 	[1, 0] 	3 	0
18 	Adi 	10 	1 	2 	0.0 	10 	2 	1 	0.0 	[1, 0] 	9 	0
19 	Adi 	10 	1 	2 	0.0 	13 	2 	1 	0.0 	[-1, 0] 	6 	0
20 	Adi 	10 	1 	2 	0.0 	13 	2 	1 	0.0 	[1, 0] 	6 	0
21 	Adi 	20 	2 	2 	1.0 	18 	1 	1 	1.0 	[-1, 0] 	9 	0
22 	Adi 	10 	1 	2 	0.0 	10 	2 	1 	0.0 	[-1, 0] 	6 	0
