experimentPhase,trialnum,subject,task,answerPos0,cueSpatialPos1,cueEccentricity1,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12,m13,m14,m15,m16,m17,m18,m19,m20,m21,m22,m23,m24,m25,m26,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20,c21,c22,c23,c24,c25,c26,timingBlips
RSVP_two_streams_bigger_cue_size_new ,0 ,13 , T1 ,22 ,"[-1, 0] ",3.0 ,N ,A ,E ,Y ,H ,W ,X ,B ,V ,P ,L ,Q ,I ,Z ,O ,F ,T ,M ,K ,J ,G ,D ,U ,C ,R ,S ,F ,O ,B ,N ,R ,W ,Y ,A ,P ,Z ,V ,J ,T ,L ,U ,X ,M ,C ,E ,D ,S ,  ,I ,Q ,G ,H ,0
RSVP_two_streams_bigger_cue_size_new ,1 ,13 , T1 ,14 ,"[-1, 0] ",10.0 ,G ,N ,Z ,B ,Q ,K ,W ,U ,L ,V ,A ,I ,R ,D ,J ,M ,T ,Y ,H ,O ,C ,F ,E ,X ,P ,S ,B ,C ,A ,P ,H ,M ,Y ,L ,T ,K ,V ,Q ,D ,  ,S ,X ,J ,F ,I ,U ,N ,E ,R ,W ,G ,Z ,1
RSVP_two_streams_bigger_cue_size_new ,2 ,13 , T1 ,18 ,"[-1, 0] ",10.0 ,P ,W ,D ,A ,L ,K ,Y ,H ,V ,Z ,U ,S ,Q ,O ,I ,X ,F ,C ,N ,E ,B ,R ,T ,G ,M ,J ,T ,C ,X ,V ,B ,R ,U ,K ,G ,S ,I ,A ,E ,O ,Q ,M ,W ,  ,N ,F ,L ,D ,H ,J ,Y ,P ,0
RSVP_two_streams_bigger_cue_size_new ,3 ,13 , T1 ,10 ,"[1, 0] ",10.0 ,L ,Q ,A ,E ,D ,F ,I ,Z ,H ,O ,Y ,K ,M ,V ,C ,W ,X ,N ,T ,J ,U ,S ,B ,R ,G ,P ,F ,Y ,R ,X ,M ,V ,I ,N ,U ,  ,A ,S ,O ,Q ,C ,H ,K ,J ,T ,P ,G ,W ,D ,B ,L ,Z ,0
RSVP_two_streams_bigger_cue_size_new ,4 ,13 , T1 ,14 ,"[1, 0] ",3.0 ,J ,I ,U ,D ,C ,B ,H ,P ,G ,A ,Y ,N ,L ,E ,M ,Z ,O ,Q ,W ,X ,T ,R ,S ,F ,V ,K ,C ,R ,B ,S ,P ,L ,E ,Y ,D ,W ,V ,Q ,I ,  ,O ,F ,T ,H ,Z ,J ,A ,X ,G ,K ,M ,U ,0
RSVP_two_streams_bigger_cue_size_new ,5 ,13 , T1 ,22 ,"[-1, 0] ",3.0 ,P ,K ,A ,C ,E ,Q ,Y ,T ,B ,F ,H ,J ,Z ,R ,U ,G ,V ,D ,L ,M ,N ,W ,S ,X ,O ,I ,X ,M ,F ,C ,Q ,N ,V ,U ,Z ,W ,K ,T ,I ,R ,D ,B ,E ,G ,J ,S ,L ,  ,P ,Y ,O ,H ,0
RSVP_two_streams_bigger_cue_size_new ,6 ,13 , T1 ,10 ,"[1, 0] ",10.0 ,N ,H ,V ,I ,Z ,S ,Y ,Q ,A ,F ,K ,C ,W ,P ,B ,M ,G ,U ,X ,R ,O ,T ,E ,D ,J ,L ,I ,O ,Z ,V ,P ,Y ,U ,E ,A ,  ,H ,F ,C ,S ,L ,T ,R ,M ,B ,Q ,W ,K ,D ,X ,G ,J ,0
RSVP_two_streams_bigger_cue_size_new ,7 ,13 , T1 ,6 ,"[-1, 0] ",3.0 ,X ,U ,J ,Y ,K ,N ,M ,H ,I ,B ,T ,D ,F ,O ,L ,A ,Z ,V ,Q ,R ,W ,P ,G ,S ,E ,C ,J ,V ,M ,U ,Q ,  ,I ,X ,E ,P ,D ,A ,L ,R ,H ,K ,B ,T ,O ,Y ,W ,S ,G ,Z ,C ,F ,0
RSVP_two_streams_bigger_cue_size_new ,8 ,13 , T1 ,22 ,"[-1, 0] ",10.0 ,Y ,G ,V ,S ,C ,B ,D ,Q ,A ,H ,Z ,O ,T ,N ,R ,K ,I ,M ,X ,J ,L ,W ,U ,P ,F ,E ,G ,L ,S ,X ,J ,Q ,R ,V ,Y ,A ,M ,D ,U ,H ,I ,B ,F ,Z ,O ,N ,E ,  ,P ,C ,K ,T ,0
RSVP_two_streams_bigger_cue_size_new ,9 ,13 , T1 ,22 ,"[1, 0] ",3.0 ,E ,H ,S ,M ,G ,V ,K ,Z ,P ,A ,D ,N ,O ,R ,W ,Y ,F ,X ,U ,C ,J ,T ,Q ,B ,I ,L ,Q ,J ,F ,B ,G ,H ,M ,A ,Z ,D ,O ,K ,L ,W ,V ,C ,Y ,U ,P ,I ,R ,  ,N ,T ,S ,X ,0
RSVP_two_streams_bigger_cue_size_new ,10 ,13 , T1 ,6 ,"[-1, 0] ",10.0 ,F ,G ,J ,B ,E ,V ,X ,D ,T ,A ,N ,Q ,M ,Y ,U ,R ,O ,W ,H ,Z ,C ,I ,S ,P ,L ,K ,G ,Q ,F ,J ,O ,  ,C ,T ,U ,S ,Y ,W ,P ,N ,A ,Z ,I ,B ,M ,X ,H ,E ,D ,L ,K ,V ,0
RSVP_two_streams_bigger_cue_size_new ,11 ,13 , T1 ,14 ,"[-1, 0] ",10.0 ,M ,X ,Z ,U ,O ,J ,Y ,B ,W ,K ,E ,Q ,T ,G ,D ,A ,R ,N ,I ,V ,S ,L ,C ,P ,H ,F ,X ,O ,V ,U ,Q ,S ,G ,C ,Y ,J ,R ,T ,E ,  ,I ,D ,N ,H ,L ,F ,K ,A ,M ,Z ,B ,W ,0
