experimentPhase,trialnum,subject,task,answerPos0,cueSpatialPos1,cueEccentricity1,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12,m13,m14,m15,m16,m17,m18,m19,m20,m21,m22,m23,m24,m25,m26,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20,c21,c22,c23,c24,c25,c26,timingBlips
RSVP_two_streams_bigger_cue_size_new ,0 ,15 , T1 ,22 ,"[-1, 0] ",10.0 ,R ,V ,E ,C ,T ,M ,Z ,I ,X ,W ,H ,G ,B ,Q ,N ,D ,F ,L ,A ,J ,O ,K ,S ,P ,U ,Y ,T ,Z ,M ,S ,V ,J ,B ,Y ,H ,C ,L ,A ,P ,U ,R ,K ,Q ,W ,O ,X ,N ,  ,E ,F ,G ,D ,0
RSVP_two_streams_bigger_cue_size_new ,1 ,15 , T1 ,22 ,"[-1, 0] ",3.0 ,Z ,F ,H ,D ,C ,V ,E ,S ,R ,N ,I ,Y ,O ,B ,G ,X ,W ,L ,M ,J ,U ,P ,A ,K ,Q ,T ,X ,F ,U ,J ,G ,C ,D ,K ,M ,B ,L ,S ,I ,T ,A ,E ,R ,Q ,P ,N ,W ,  ,H ,O ,Y ,Z ,0
RSVP_two_streams_bigger_cue_size_new ,2 ,15 , T1 ,6 ,"[1, 0] ",10.0 ,Q ,M ,J ,T ,K ,H ,V ,O ,E ,C ,P ,Z ,G ,X ,U ,F ,S ,I ,D ,A ,Y ,L ,N ,B ,W ,R ,B ,L ,Z ,Q ,T ,  ,K ,U ,J ,M ,H ,W ,I ,R ,S ,A ,C ,E ,F ,V ,O ,N ,Y ,P ,D ,X ,0
RSVP_two_streams_bigger_cue_size_new ,3 ,15 , T1 ,22 ,"[1, 0] ",10.0 ,Z ,D ,Q ,H ,T ,Y ,I ,L ,B ,C ,E ,A ,M ,V ,O ,J ,N ,F ,R ,W ,X ,K ,S ,U ,G ,P ,Y ,S ,C ,Q ,E ,L ,F ,D ,H ,U ,R ,W ,Z ,X ,I ,A ,T ,V ,M ,P ,O ,  ,K ,G ,N ,J ,0
RSVP_two_streams_bigger_cue_size_new ,4 ,15 , T1 ,18 ,"[1, 0] ",3.0 ,F ,V ,P ,K ,U ,M ,J ,T ,D ,G ,Y ,H ,W ,L ,N ,C ,O ,Q ,X ,Z ,R ,S ,E ,A ,B ,I ,W ,A ,K ,C ,H ,G ,M ,S ,V ,I ,Y ,D ,J ,T ,F ,P ,O ,  ,X ,Z ,B ,U ,N ,L ,E ,Q ,0
RSVP_two_streams_bigger_cue_size_new ,5 ,15 , T1 ,18 ,"[1, 0] ",10.0 ,S ,I ,R ,U ,T ,A ,Y ,X ,F ,L ,W ,V ,G ,Z ,H ,N ,E ,C ,D ,J ,P ,Q ,O ,M ,B ,K ,G ,B ,X ,H ,I ,W ,Q ,D ,L ,V ,S ,U ,Z ,M ,T ,Y ,O ,  ,R ,N ,C ,E ,P ,F ,A ,J ,0
RSVP_two_streams_bigger_cue_size_new ,6 ,15 , T1 ,18 ,"[-1, 0] ",3.0 ,K ,N ,U ,Z ,S ,Q ,B ,V ,T ,G ,M ,J ,R ,O ,D ,X ,A ,E ,P ,I ,W ,Y ,F ,H ,L ,C ,P ,I ,H ,O ,K ,F ,U ,X ,B ,V ,S ,G ,Z ,D ,C ,N ,T ,  ,J ,Y ,A ,R ,Q ,M ,L ,W ,0
RSVP_two_streams_bigger_cue_size_new ,7 ,15 , T1 ,6 ,"[-1, 0] ",3.0 ,H ,W ,I ,P ,S ,R ,E ,N ,J ,K ,B ,U ,F ,Y ,Z ,C ,G ,T ,V ,M ,D ,X ,L ,O ,Q ,A ,A ,S ,G ,Q ,I ,  ,O ,L ,H ,V ,K ,E ,R ,U ,X ,Y ,J ,B ,F ,D ,N ,C ,M ,Z ,T ,P ,0
RSVP_two_streams_bigger_cue_size_new ,8 ,15 , T1 ,18 ,"[1, 0] ",3.0 ,D ,T ,F ,A ,I ,V ,M ,L ,E ,X ,K ,P ,R ,J ,W ,O ,C ,N ,S ,Q ,U ,Y ,G ,B ,Z ,H ,E ,J ,G ,Y ,T ,P ,R ,I ,W ,K ,C ,L ,H ,B ,O ,D ,M ,  ,X ,Z ,V ,A ,Q ,F ,N ,S ,0
RSVP_two_streams_bigger_cue_size_new ,9 ,15 , T1 ,18 ,"[-1, 0] ",3.0 ,A ,H ,D ,I ,G ,S ,Z ,K ,U ,J ,L ,E ,V ,X ,R ,O ,P ,W ,B ,Q ,N ,C ,Y ,T ,F ,M ,G ,J ,T ,B ,F ,I ,E ,Y ,P ,V ,O ,M ,Q ,C ,N ,D ,X ,  ,L ,K ,A ,H ,R ,U ,Z ,W ,0
RSVP_two_streams_bigger_cue_size_new ,10 ,15 , T1 ,10 ,"[-1, 0] ",10.0 ,S ,B ,J ,Y ,G ,T ,L ,F ,E ,A ,W ,O ,Z ,D ,H ,C ,X ,K ,V ,M ,I ,N ,Q ,R ,P ,U ,N ,D ,X ,R ,M ,T ,J ,V ,W ,  ,A ,C ,H ,Y ,P ,O ,F ,B ,Z ,G ,K ,Q ,U ,L ,E ,S ,0
RSVP_two_streams_bigger_cue_size_new ,11 ,15 , T1 ,6 ,"[-1, 0] ",3.0 ,K ,J ,B ,S ,A ,P ,N ,W ,U ,M ,I ,H ,T ,Y ,O ,D ,Z ,F ,L ,G ,Q ,X ,V ,E ,R ,C ,U ,S ,G ,J ,P ,  ,R ,V ,F ,W ,K ,O ,X ,D ,T ,H ,A ,L ,E ,Z ,N ,M ,I ,Y ,B ,C ,0
RSVP_two_streams_bigger_cue_size_new ,12 ,15 , T1 ,6 ,"[-1, 0] ",10.0 ,B ,J ,E ,C ,U ,N ,T ,K ,Q ,Z ,I ,L ,D ,H ,F ,A ,G ,X ,R ,M ,O ,P ,V ,Y ,W ,S ,Q ,S ,J ,F ,U ,  ,G ,V ,D ,W ,A ,L ,T ,E ,P ,R ,H ,K ,I ,B ,X ,O ,C ,Y ,M ,Z ,0
RSVP_two_streams_bigger_cue_size_new ,13 ,15 , T1 ,18 ,"[-1, 0] ",3.0 ,N ,I ,S ,W ,Q ,E ,J ,V ,F ,O ,Z ,R ,B ,T ,L ,M ,K ,C ,Y ,G ,P ,U ,D ,X ,A ,H ,T ,X ,V ,Q ,Z ,H ,I ,C ,B ,Y ,R ,A ,O ,U ,J ,G ,K ,  ,M ,P ,D ,N ,E ,S ,W ,F ,0
RSVP_two_streams_bigger_cue_size_new ,14 ,15 , T1 ,10 ,"[-1, 0] ",10.0 ,Y ,C ,E ,W ,V ,P ,A ,B ,T ,J ,X ,M ,Z ,U ,L ,H ,R ,Q ,I ,D ,O ,S ,G ,F ,N ,K ,G ,T ,N ,Z ,E ,M ,V ,R ,Y ,  ,H ,I ,Q ,F ,O ,L ,X ,U ,J ,D ,B ,K ,S ,C ,A ,W ,0
RSVP_two_streams_bigger_cue_size_new ,15 ,15 , T1 ,22 ,"[-1, 0] ",3.0 ,H ,J ,N ,T ,E ,I ,X ,B ,D ,M ,Y ,W ,P ,Z ,G ,K ,S ,F ,U ,Q ,V ,O ,C ,R ,L ,A ,F ,B ,Q ,V ,G ,P ,T ,C ,A ,R ,I ,Z ,K ,U ,N ,L ,E ,H ,D ,M ,S ,  ,X ,O ,W ,J ,1
RSVP_two_streams_bigger_cue_size_new ,16 ,15 , T1 ,10 ,"[-1, 0] ",10.0 ,N ,V ,T ,G ,S ,L ,W ,X ,M ,J ,O ,I ,A ,R ,U ,Q ,D ,Z ,F ,C ,E ,H ,B ,Y ,K ,P ,Y ,J ,B ,V ,I ,Q ,H ,E ,C ,  ,P ,L ,S ,X ,W ,U ,F ,M ,T ,K ,A ,N ,G ,D ,Z ,O ,0
RSVP_two_streams_bigger_cue_size_new ,17 ,15 , T1 ,22 ,"[-1, 0] ",10.0 ,N ,I ,H ,V ,W ,R ,Y ,Q ,X ,E ,Z ,F ,P ,M ,O ,B ,J ,L ,K ,G ,C ,A ,U ,D ,T ,S ,B ,Z ,X ,D ,M ,V ,R ,T ,L ,U ,C ,E ,Q ,K ,J ,W ,G ,Y ,N ,P ,H ,  ,A ,I ,O ,F ,0
RSVP_two_streams_bigger_cue_size_new ,18 ,15 , T1 ,18 ,"[1, 0] ",10.0 ,S ,L ,X ,B ,A ,U ,V ,C ,N ,W ,I ,Q ,G ,R ,J ,M ,F ,O ,D ,P ,H ,Y ,Z ,T ,K ,E ,N ,V ,O ,H ,M ,K ,W ,B ,X ,R ,P ,S ,I ,J ,Z ,U ,Q ,  ,A ,Y ,E ,T ,F ,L ,C ,D ,0
RSVP_two_streams_bigger_cue_size_new ,19 ,15 , T1 ,18 ,"[-1, 0] ",10.0 ,I ,P ,M ,R ,N ,T ,H ,D ,E ,K ,J ,V ,O ,F ,C ,Q ,Z ,A ,S ,L ,B ,Y ,G ,U ,W ,X ,W ,G ,Y ,N ,R ,P ,F ,Z ,L ,X ,K ,U ,M ,C ,V ,H ,B ,  ,Q ,J ,A ,D ,O ,T ,S ,I ,0
RSVP_two_streams_bigger_cue_size_new ,20 ,15 , T1 ,18 ,"[1, 0] ",10.0 ,L ,K ,N ,V ,W ,C ,P ,T ,R ,Y ,B ,M ,G ,Z ,D ,H ,S ,A ,U ,J ,I ,O ,E ,Q ,X ,F ,O ,C ,J ,D ,Q ,E ,K ,Y ,Z ,P ,L ,B ,W ,A ,N ,V ,X ,  ,R ,M ,S ,G ,U ,H ,T ,I ,0
RSVP_two_streams_bigger_cue_size_new ,21 ,15 , T1 ,22 ,"[1, 0] ",10.0 ,P ,Z ,Y ,S ,V ,O ,Q ,M ,I ,X ,F ,E ,N ,W ,A ,D ,K ,C ,B ,J ,H ,R ,T ,G ,U ,L ,D ,P ,X ,Y ,U ,B ,Z ,E ,C ,W ,F ,N ,G ,I ,L ,M ,A ,Q ,S ,H ,R ,  ,K ,O ,T ,V ,0
RSVP_two_streams_bigger_cue_size_new ,22 ,15 , T1 ,18 ,"[1, 0] ",3.0 ,S ,Z ,M ,X ,P ,O ,U ,K ,I ,G ,A ,Y ,N ,W ,V ,Q ,C ,J ,F ,L ,E ,D ,B ,H ,R ,T ,B ,C ,F ,P ,R ,N ,Q ,D ,Z ,V ,T ,E ,M ,U ,X ,A ,O ,  ,G ,Y ,K ,H ,W ,J ,S ,L ,0
RSVP_two_streams_bigger_cue_size_new ,23 ,15 , T1 ,14 ,"[1, 0] ",3.0 ,P ,W ,G ,A ,I ,D ,S ,R ,H ,C ,B ,L ,E ,Y ,U ,M ,K ,J ,O ,Z ,N ,V ,X ,T ,F ,Q ,X ,Z ,C ,K ,E ,L ,I ,V ,B ,R ,M ,F ,G ,  ,Q ,A ,U ,D ,H ,W ,J ,N ,O ,P ,S ,T ,0
RSVP_two_streams_bigger_cue_size_new ,24 ,15 , T1 ,22 ,"[1, 0] ",3.0 ,U ,T ,J ,Z ,L ,M ,W ,O ,Y ,S ,D ,B ,R ,X ,E ,N ,V ,F ,G ,C ,H ,I ,Q ,K ,A ,P ,N ,U ,I ,W ,T ,E ,Q ,J ,Z ,H ,A ,K ,R ,G ,O ,M ,L ,P ,V ,Y ,B ,  ,D ,C ,F ,X ,0
RSVP_two_streams_bigger_cue_size_new ,25 ,15 , T1 ,10 ,"[1, 0] ",10.0 ,B ,M ,P ,C ,Y ,G ,K ,J ,X ,W ,L ,U ,D ,S ,V ,O ,H ,A ,F ,N ,E ,R ,T ,Q ,Z ,I ,Q ,H ,S ,N ,M ,D ,Z ,O ,G ,  ,F ,E ,L ,U ,B ,Y ,C ,I ,A ,T ,P ,X ,J ,V ,K ,R ,0
RSVP_two_streams_bigger_cue_size_new ,26 ,15 , T1 ,14 ,"[-1, 0] ",10.0 ,B ,Y ,Z ,L ,P ,E ,K ,U ,V ,Q ,G ,M ,H ,T ,R ,X ,A ,D ,C ,J ,O ,S ,N ,F ,I ,W ,J ,M ,K ,E ,P ,O ,L ,C ,X ,Q ,B ,V ,F ,  ,T ,R ,N ,G ,H ,A ,S ,U ,D ,Y ,W ,I ,0
RSVP_two_streams_bigger_cue_size_new ,27 ,15 , T1 ,10 ,"[1, 0] ",3.0 ,V ,E ,S ,M ,L ,X ,Q ,O ,C ,J ,Z ,H ,K ,F ,W ,D ,N ,A ,T ,B ,R ,P ,I ,U ,Y ,G ,T ,Q ,W ,Z ,O ,X ,G ,J ,B ,  ,E ,N ,H ,A ,C ,V ,K ,I ,D ,Y ,F ,U ,L ,S ,R ,P ,0
RSVP_two_streams_bigger_cue_size_new ,28 ,15 , T1 ,18 ,"[1, 0] ",10.0 ,T ,M ,I ,B ,D ,N ,K ,S ,L ,Y ,Z ,C ,W ,A ,G ,Q ,F ,U ,R ,V ,H ,O ,X ,J ,E ,P ,V ,K ,R ,H ,S ,Z ,N ,I ,J ,B ,U ,Q ,Y ,D ,F ,E ,C ,  ,P ,G ,X ,O ,M ,T ,A ,W ,0
RSVP_two_streams_bigger_cue_size_new ,29 ,15 , T1 ,18 ,"[-1, 0] ",10.0 ,I ,J ,B ,P ,U ,A ,M ,Z ,V ,K ,Y ,C ,O ,D ,E ,Q ,X ,W ,L ,N ,G ,R ,S ,F ,H ,T ,H ,R ,J ,X ,N ,B ,W ,Y ,P ,M ,G ,L ,Z ,K ,S ,A ,V ,  ,D ,E ,F ,I ,O ,C ,Q ,U ,0
RSVP_two_streams_bigger_cue_size_new ,30 ,15 , T1 ,10 ,"[1, 0] ",3.0 ,F ,T ,X ,P ,W ,E ,Q ,B ,D ,A ,G ,V ,H ,M ,R ,I ,U ,O ,L ,K ,Z ,C ,S ,N ,J ,Y ,M ,T ,L ,Q ,S ,Z ,G ,B ,N ,  ,I ,O ,F ,P ,H ,X ,J ,W ,K ,U ,Y ,D ,R ,C ,A ,E ,0
RSVP_two_streams_bigger_cue_size_new ,31 ,15 , T1 ,22 ,"[-1, 0] ",3.0 ,U ,B ,V ,X ,G ,S ,K ,Z ,C ,P ,D ,N ,T ,W ,H ,Y ,M ,O ,R ,F ,E ,L ,J ,I ,Q ,A ,C ,X ,Z ,J ,W ,B ,H ,A ,R ,I ,P ,L ,E ,F ,N ,V ,K ,D ,T ,U ,M ,  ,Y ,O ,S ,G ,0
RSVP_two_streams_bigger_cue_size_new ,32 ,15 , T1 ,6 ,"[-1, 0] ",3.0 ,S ,A ,M ,K ,I ,U ,E ,D ,X ,C ,V ,P ,W ,Z ,L ,T ,H ,J ,Q ,N ,O ,F ,R ,G ,Y ,B ,X ,J ,R ,F ,A ,  ,G ,U ,S ,N ,Y ,Z ,H ,V ,I ,W ,E ,B ,D ,M ,L ,C ,O ,Q ,T ,K ,1
RSVP_two_streams_bigger_cue_size_new ,33 ,15 , T1 ,14 ,"[1, 0] ",3.0 ,C ,V ,N ,I ,P ,L ,H ,A ,S ,T ,R ,D ,K ,Q ,W ,F ,E ,Z ,O ,B ,U ,Y ,J ,X ,G ,M ,G ,R ,Y ,J ,T ,E ,Z ,F ,V ,O ,Q ,P ,L ,  ,N ,C ,I ,K ,X ,U ,M ,B ,S ,W ,D ,H ,0
RSVP_two_streams_bigger_cue_size_new ,34 ,15 , T1 ,6 ,"[-1, 0] ",3.0 ,S ,X ,T ,V ,I ,A ,M ,B ,L ,E ,K ,G ,C ,J ,N ,Q ,H ,O ,Z ,P ,R ,F ,U ,W ,D ,Y ,Q ,Y ,R ,Z ,I ,  ,O ,P ,X ,V ,G ,F ,S ,H ,N ,T ,C ,M ,A ,E ,L ,W ,J ,U ,D ,B ,0
