experimentPhase,trialnum,subject,task,answerPos0,cueSpatialPos1,cueEccentricity1,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12,m13,m14,m15,m16,m17,m18,m19,m20,m21,m22,m23,m24,m25,m26,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20,c21,c22,c23,c24,c25,c26,timingBlips
RSVP_two_streams_bigger_cue_size_new ,0 ,8 , T1 ,10 ,"[1, 0] ",3.0 ,C ,J ,T ,V ,L ,K ,D ,B ,N ,A ,M ,G ,U ,P ,O ,E ,S ,Q ,X ,R ,F ,Y ,H ,I ,Z ,W ,J ,A ,S ,P ,Z ,N ,O ,V ,Q ,  ,M ,C ,K ,Y ,W ,G ,U ,D ,T ,I ,R ,F ,X ,L ,B ,E ,0
RSVP_two_streams_bigger_cue_size_new ,1 ,8 , T1 ,14 ,"[-1, 0] ",3.0 ,S ,G ,Q ,F ,A ,W ,L ,M ,H ,Y ,P ,R ,U ,K ,J ,I ,T ,C ,V ,X ,Z ,E ,O ,B ,N ,D ,I ,S ,N ,C ,T ,P ,M ,J ,Y ,L ,D ,U ,E ,  ,K ,Z ,X ,V ,B ,O ,A ,R ,F ,W ,Q ,G ,0
RSVP_two_streams_bigger_cue_size_new ,2 ,8 , T1 ,10 ,"[1, 0] ",10.0 ,D ,U ,M ,B ,L ,X ,V ,N ,Z ,R ,Y ,Q ,S ,P ,G ,J ,E ,W ,F ,C ,O ,K ,H ,T ,A ,I ,U ,E ,Z ,H ,S ,O ,G ,I ,Y ,  ,N ,J ,D ,C ,B ,V ,T ,M ,A ,L ,F ,Q ,P ,W ,R ,K ,0
RSVP_two_streams_bigger_cue_size_new ,3 ,8 , T1 ,22 ,"[1, 0] ",3.0 ,T ,W ,J ,Z ,E ,B ,X ,M ,O ,G ,Q ,D ,N ,C ,K ,V ,Y ,H ,A ,L ,U ,S ,F ,P ,I ,R ,P ,X ,O ,A ,Q ,I ,F ,J ,V ,H ,B ,N ,S ,Y ,G ,D ,U ,C ,R ,Z ,E ,  ,K ,T ,W ,L ,0
RSVP_two_streams_bigger_cue_size_new ,4 ,8 , T1 ,10 ,"[1, 0] ",10.0 ,R ,V ,W ,S ,J ,K ,U ,O ,Z ,F ,A ,C ,I ,G ,P ,B ,D ,E ,Q ,H ,X ,N ,L ,M ,T ,Y ,R ,E ,O ,Z ,Q ,W ,F ,X ,U ,  ,J ,C ,G ,I ,B ,S ,T ,L ,N ,Y ,V ,D ,H ,P ,A ,K ,0
RSVP_two_streams_bigger_cue_size_new ,5 ,8 , T1 ,6 ,"[-1, 0] ",3.0 ,E ,B ,P ,X ,H ,Q ,A ,W ,F ,Y ,K ,G ,D ,U ,Z ,N ,M ,J ,S ,I ,T ,O ,C ,L ,V ,R ,R ,B ,C ,H ,M ,  ,U ,K ,P ,D ,I ,N ,Y ,V ,S ,O ,G ,L ,X ,W ,F ,E ,A ,Q ,Z ,J ,0
RSVP_two_streams_bigger_cue_size_new ,6 ,8 , T1 ,6 ,"[-1, 0] ",3.0 ,L ,K ,X ,Q ,D ,O ,S ,H ,Y ,C ,U ,Z ,V ,E ,M ,P ,G ,J ,A ,B ,W ,R ,F ,T ,I ,N ,S ,I ,C ,H ,U ,  ,E ,K ,X ,W ,L ,T ,A ,M ,G ,J ,P ,B ,Z ,D ,N ,Y ,R ,V ,Q ,O ,0
RSVP_two_streams_bigger_cue_size_new ,7 ,8 , T1 ,10 ,"[-1, 0] ",3.0 ,Q ,G ,S ,K ,A ,Z ,V ,E ,P ,M ,D ,N ,B ,J ,L ,T ,F ,W ,O ,R ,Y ,C ,U ,X ,I ,H ,Q ,B ,N ,U ,Z ,Y ,F ,E ,H ,  ,G ,T ,K ,O ,P ,X ,S ,J ,D ,W ,A ,I ,L ,M ,R ,V ,0
RSVP_two_streams_bigger_cue_size_new ,8 ,8 , T1 ,6 ,"[1, 0] ",10.0 ,L ,Q ,G ,T ,J ,H ,D ,S ,E ,Z ,A ,N ,K ,F ,X ,C ,M ,Y ,R ,P ,B ,O ,U ,I ,W ,V ,T ,F ,E ,C ,X ,  ,L ,K ,Z ,P ,V ,I ,A ,O ,N ,M ,W ,H ,J ,Y ,R ,G ,Q ,U ,S ,D ,0
RSVP_two_streams_bigger_cue_size_new ,9 ,8 , T1 ,6 ,"[-1, 0] ",10.0 ,O ,L ,N ,W ,B ,J ,E ,Z ,Y ,I ,M ,V ,T ,Q ,R ,X ,C ,F ,D ,P ,S ,K ,G ,H ,A ,U ,M ,N ,Z ,E ,S ,  ,I ,F ,J ,T ,P ,X ,K ,D ,W ,C ,O ,L ,Y ,H ,U ,B ,G ,Q ,R ,A ,0
RSVP_two_streams_bigger_cue_size_new ,10 ,8 , T1 ,22 ,"[-1, 0] ",3.0 ,O ,U ,L ,Z ,I ,P ,K ,T ,J ,F ,W ,X ,Y ,N ,D ,H ,R ,G ,A ,M ,Q ,B ,V ,C ,S ,E ,X ,K ,F ,N ,P ,B ,S ,G ,C ,D ,E ,Y ,W ,R ,J ,V ,U ,Z ,Q ,L ,A ,  ,M ,I ,H ,O ,0
RSVP_two_streams_bigger_cue_size_new ,11 ,8 , T1 ,18 ,"[-1, 0] ",3.0 ,W ,N ,Y ,V ,Z ,T ,A ,S ,K ,X ,U ,D ,B ,P ,J ,F ,H ,O ,C ,Q ,R ,E ,L ,G ,I ,M ,S ,V ,R ,Z ,H ,U ,K ,F ,W ,P ,D ,A ,L ,N ,M ,C ,B ,  ,T ,Q ,O ,J ,E ,X ,G ,Y ,0
RSVP_two_streams_bigger_cue_size_new ,12 ,8 , T1 ,14 ,"[1, 0] ",10.0 ,R ,V ,U ,O ,G ,F ,C ,M ,J ,T ,W ,S ,A ,K ,N ,B ,D ,X ,E ,L ,Q ,Y ,P ,Z ,I ,H ,I ,W ,J ,M ,K ,S ,B ,E ,R ,N ,H ,Z ,A ,  ,V ,Y ,P ,L ,C ,U ,T ,O ,Q ,D ,F ,X ,0
RSVP_two_streams_bigger_cue_size_new ,13 ,8 , T1 ,14 ,"[-1, 0] ",10.0 ,X ,U ,L ,G ,O ,Y ,I ,P ,R ,B ,Q ,M ,V ,C ,A ,K ,S ,H ,Z ,F ,E ,J ,N ,W ,D ,T ,G ,D ,L ,O ,U ,Q ,V ,M ,F ,T ,X ,K ,P ,  ,B ,N ,S ,I ,W ,H ,Z ,A ,C ,E ,Y ,R ,0
RSVP_two_streams_bigger_cue_size_new ,14 ,8 , T1 ,10 ,"[-1, 0] ",10.0 ,N ,Z ,P ,K ,C ,E ,M ,I ,Y ,S ,G ,T ,O ,Q ,V ,B ,D ,H ,W ,J ,U ,X ,R ,L ,F ,A ,O ,U ,P ,F ,N ,Z ,A ,C ,M ,  ,G ,J ,R ,Q ,I ,H ,Y ,B ,T ,L ,V ,E ,X ,D ,K ,S ,0
RSVP_two_streams_bigger_cue_size_new ,15 ,8 , T1 ,6 ,"[-1, 0] ",10.0 ,X ,E ,R ,W ,Z ,O ,B ,J ,H ,T ,A ,Y ,P ,U ,N ,F ,Q ,K ,G ,S ,D ,C ,M ,L ,V ,I ,P ,T ,F ,B ,I ,  ,Q ,M ,E ,O ,C ,Y ,K ,A ,W ,H ,X ,U ,Z ,N ,G ,R ,V ,J ,D ,S ,1
RSVP_two_streams_bigger_cue_size_new ,16 ,8 , T1 ,10 ,"[1, 0] ",3.0 ,D ,G ,R ,H ,U ,A ,F ,Y ,N ,K ,E ,V ,M ,T ,X ,B ,O ,S ,J ,I ,C ,L ,P ,Q ,W ,Z ,X ,I ,V ,A ,G ,H ,Y ,L ,C ,  ,T ,M ,P ,Z ,S ,K ,Q ,B ,D ,R ,W ,E ,O ,N ,F ,U ,0
RSVP_two_streams_bigger_cue_size_new ,17 ,8 , T1 ,6 ,"[1, 0] ",10.0 ,S ,Q ,V ,G ,K ,B ,J ,O ,E ,U ,D ,M ,W ,I ,H ,X ,Z ,L ,P ,C ,Y ,F ,N ,A ,T ,R ,Q ,Y ,V ,P ,G ,  ,B ,N ,J ,K ,M ,R ,Z ,U ,T ,A ,O ,X ,S ,L ,F ,W ,D ,E ,I ,C ,0
RSVP_two_streams_bigger_cue_size_new ,18 ,8 , T1 ,18 ,"[-1, 0] ",10.0 ,S ,C ,T ,O ,X ,Y ,Q ,U ,F ,K ,Z ,P ,G ,N ,J ,H ,B ,A ,R ,L ,V ,E ,W ,M ,D ,I ,D ,V ,B ,Q ,F ,W ,I ,R ,E ,G ,X ,N ,K ,Y ,O ,J ,M ,  ,L ,A ,S ,C ,P ,T ,H ,Z ,0
RSVP_two_streams_bigger_cue_size_new ,19 ,8 , T1 ,22 ,"[1, 0] ",3.0 ,C ,P ,R ,I ,J ,E ,B ,M ,V ,W ,G ,A ,D ,Q ,X ,U ,K ,Z ,N ,T ,O ,F ,Y ,L ,H ,S ,C ,Y ,M ,P ,J ,K ,Z ,N ,E ,W ,H ,X ,R ,B ,I ,T ,S ,A ,Q ,D ,U ,  ,V ,L ,G ,O ,0
RSVP_two_streams_bigger_cue_size_new ,20 ,8 , T1 ,14 ,"[1, 0] ",3.0 ,N ,L ,G ,Q ,U ,M ,R ,Y ,I ,X ,V ,K ,O ,D ,S ,Z ,T ,W ,P ,C ,J ,B ,F ,A ,H ,E ,Y ,S ,A ,K ,P ,G ,O ,B ,X ,F ,Z ,W ,V ,  ,C ,M ,T ,Q ,R ,N ,E ,J ,H ,I ,D ,L ,0
RSVP_two_streams_bigger_cue_size_new ,21 ,8 , T1 ,6 ,"[-1, 0] ",10.0 ,J ,C ,N ,U ,A ,H ,S ,Q ,M ,B ,R ,L ,K ,P ,G ,Z ,E ,F ,O ,Y ,D ,I ,W ,T ,V ,X ,K ,U ,S ,Y ,N ,  ,A ,T ,O ,B ,I ,C ,W ,D ,Z ,L ,P ,J ,E ,Q ,F ,R ,H ,X ,M ,V ,0
RSVP_two_streams_bigger_cue_size_new ,22 ,8 , T1 ,18 ,"[1, 0] ",10.0 ,V ,C ,D ,U ,M ,S ,W ,F ,A ,Y ,E ,I ,Q ,N ,R ,X ,G ,O ,H ,T ,J ,Z ,B ,P ,K ,L ,W ,V ,O ,A ,E ,R ,M ,Y ,I ,S ,J ,U ,F ,D ,C ,G ,L ,  ,K ,H ,T ,B ,N ,Q ,Z ,X ,0
RSVP_two_streams_bigger_cue_size_new ,23 ,8 , T1 ,6 ,"[-1, 0] ",10.0 ,O ,T ,Q ,W ,N ,R ,D ,K ,M ,X ,F ,P ,J ,L ,Y ,V ,B ,U ,Z ,C ,H ,I ,E ,G ,A ,S ,K ,B ,F ,H ,U ,  ,M ,I ,C ,E ,V ,P ,X ,L ,D ,S ,N ,O ,Z ,A ,G ,T ,J ,Y ,W ,R ,0
RSVP_two_streams_bigger_cue_size_new ,24 ,8 , T1 ,14 ,"[-1, 0] ",10.0 ,V ,S ,K ,L ,T ,C ,N ,R ,J ,M ,Y ,A ,I ,W ,G ,B ,F ,Q ,O ,H ,D ,P ,U ,X ,Z ,E ,Q ,I ,F ,B ,G ,E ,Z ,M ,C ,S ,P ,H ,W ,  ,V ,O ,N ,K ,Y ,X ,J ,T ,U ,A ,L ,D ,0
RSVP_two_streams_bigger_cue_size_new ,25 ,8 , T1 ,10 ,"[1, 0] ",3.0 ,K ,A ,H ,N ,R ,L ,C ,W ,Y ,U ,D ,M ,S ,B ,T ,O ,V ,J ,Z ,E ,P ,G ,F ,Q ,I ,X ,C ,Z ,D ,S ,F ,P ,I ,B ,O ,  ,G ,X ,U ,R ,J ,E ,K ,H ,A ,L ,M ,Q ,W ,N ,T ,Y ,0
RSVP_two_streams_bigger_cue_size_new ,26 ,8 , T1 ,6 ,"[1, 0] ",10.0 ,P ,D ,L ,O ,B ,T ,U ,S ,G ,Q ,J ,Y ,E ,I ,A ,R ,V ,X ,M ,K ,H ,W ,Z ,N ,F ,C ,G ,M ,S ,A ,D ,  ,L ,K ,E ,B ,P ,N ,C ,V ,H ,T ,Q ,F ,W ,J ,O ,R ,Z ,U ,I ,X ,0
RSVP_two_streams_bigger_cue_size_new ,27 ,8 , T1 ,22 ,"[1, 0] ",10.0 ,F ,N ,O ,W ,Q ,H ,D ,T ,A ,X ,Y ,K ,P ,C ,M ,B ,Z ,E ,S ,L ,R ,V ,J ,I ,U ,G ,T ,S ,L ,E ,R ,X ,M ,P ,H ,O ,F ,Q ,D ,B ,G ,W ,I ,J ,C ,U ,K ,  ,Z ,Y ,N ,A ,0
RSVP_two_streams_bigger_cue_size_new ,28 ,8 , T1 ,6 ,"[-1, 0] ",10.0 ,V ,T ,C ,Q ,S ,G ,J ,X ,U ,D ,N ,F ,H ,E ,P ,B ,W ,O ,M ,I ,L ,K ,R ,Z ,Y ,A ,F ,J ,Z ,Y ,I ,  ,T ,H ,V ,O ,N ,S ,L ,X ,K ,C ,U ,R ,M ,Q ,W ,P ,B ,A ,G ,E ,0
RSVP_two_streams_bigger_cue_size_new ,29 ,8 , T1 ,10 ,"[1, 0] ",10.0 ,U ,O ,P ,B ,E ,K ,H ,M ,Y ,Q ,Z ,T ,I ,G ,N ,W ,C ,F ,R ,X ,L ,D ,J ,A ,V ,S ,L ,S ,H ,F ,V ,X ,B ,R ,G ,  ,W ,I ,Z ,C ,N ,T ,D ,O ,M ,E ,Y ,Q ,U ,A ,K ,J ,0
RSVP_two_streams_bigger_cue_size_new ,30 ,8 , T1 ,10 ,"[-1, 0] ",10.0 ,W ,N ,I ,K ,O ,J ,E ,S ,A ,C ,V ,Y ,Z ,G ,M ,X ,P ,D ,B ,L ,R ,F ,H ,T ,Q ,U ,T ,U ,Z ,B ,V ,R ,K ,P ,Q ,  ,A ,N ,G ,O ,D ,I ,S ,J ,F ,M ,X ,Y ,H ,E ,L ,C ,0
RSVP_two_streams_bigger_cue_size_new ,31 ,8 , T1 ,18 ,"[-1, 0] ",3.0 ,R ,L ,F ,P ,Q ,K ,B ,M ,C ,A ,H ,T ,V ,J ,G ,S ,O ,X ,E ,D ,I ,U ,W ,N ,Z ,Y ,F ,V ,R ,E ,N ,T ,D ,J ,M ,L ,X ,Z ,U ,A ,O ,Q ,I ,  ,B ,P ,W ,Y ,K ,C ,S ,G ,0
RSVP_two_streams_bigger_cue_size_new ,32 ,8 , T1 ,6 ,"[1, 0] ",10.0 ,H ,Y ,E ,D ,Z ,N ,M ,J ,L ,K ,C ,S ,B ,F ,P ,V ,U ,R ,G ,O ,W ,Q ,A ,T ,X ,I ,G ,M ,O ,T ,K ,  ,U ,Z ,C ,F ,P ,W ,J ,E ,Q ,I ,R ,Y ,A ,V ,B ,L ,X ,H ,S ,D ,0
RSVP_two_streams_bigger_cue_size_new ,33 ,8 , T1 ,10 ,"[-1, 0] ",10.0 ,B ,G ,P ,T ,N ,Q ,I ,K ,Y ,O ,S ,W ,F ,E ,J ,V ,C ,Z ,A ,L ,R ,H ,U ,D ,M ,X ,E ,J ,B ,S ,F ,U ,H ,Y ,K ,  ,Z ,W ,Q ,T ,V ,L ,N ,O ,I ,X ,A ,C ,G ,R ,D ,P ,0
