experimentPhase	trialnum	subject	task	answerPos0	cueSpatialPos1	cueEccentricity1	m1	m2	m3	m4	m5	m6	m7	m8	m9	m10	m11	m12	m13	m14	m15	m16	m17	m18	m19	m20	m21	m22	m23	m24	m25	m26	c1	c2	c3	c4	c5	c6	c7	c8	c9	c10	c11	c12	c13	c14	c15	c16	c17	c18	c19	c20	c21	c22	c23	c24	c25	c26	timingBlips
RSVP_two_streams_bigger_cue_size_new 	0 	4 	 T1 	18 	[-1, 0] 	3.0 	Q 	N 	K 	M 	W 	H 	B 	P 	Y 	F 	X 	Z 	A 	C 	S 	O 	V 	U 	T 	D 	L 	I 	G 	E 	R 	J 	R 	T 	C 	F 	Z 	G 	J 	B 	L 	A 	V 	W 	U 	E 	N 	D 	Y 	  	S 	P 	M 	H 	I 	X 	K 	O 	0
RSVP_two_streams_bigger_cue_size_new 	1 	4 	 T1 	14 	[-1, 0] 	10.0 	S 	U 	L 	G 	F 	Z 	C 	J 	E 	D 	T 	N 	V 	Y 	I 	X 	B 	O 	P 	A 	K 	Q 	M 	R 	H 	W 	Y 	J 	Q 	E 	I 	H 	R 	B 	V 	W 	O 	N 	X 	  	M 	K 	A 	S 	L 	Z 	F 	U 	P 	G 	T 	D 	0
RSVP_two_streams_bigger_cue_size_new 	2 	4 	 T1 	6 	[-1, 0] 	10.0 	P 	A 	C 	N 	I 	H 	S 	Y 	D 	V 	X 	O 	Q 	Z 	E 	B 	U 	K 	G 	L 	M 	J 	T 	F 	R 	W 	U 	S 	H 	T 	Q 	  	X 	W 	A 	D 	K 	P 	N 	V 	L 	M 	C 	Y 	I 	J 	O 	B 	G 	F 	E 	Z 	0
RSVP_two_streams_bigger_cue_size_new 	3 	4 	 T1 	14 	[1, 0] 	10.0 	U 	P 	I 	Z 	V 	C 	J 	A 	W 	K 	H 	T 	X 	G 	S 	F 	L 	R 	E 	Q 	B 	Y 	O 	D 	M 	N 	I 	L 	U 	D 	C 	O 	A 	Q 	F 	Y 	N 	E 	J 	  	R 	H 	P 	V 	B 	Z 	G 	T 	S 	X 	M 	K 	0
RSVP_two_streams_bigger_cue_size_new 	4 	4 	 T1 	14 	[1, 0] 	10.0 	L 	U 	R 	G 	H 	O 	T 	Q 	E 	Y 	Z 	C 	S 	F 	M 	I 	J 	X 	N 	V 	B 	P 	W 	A 	K 	D 	V 	J 	I 	Z 	L 	X 	E 	O 	T 	W 	G 	K 	B 	  	P 	Y 	U 	R 	S 	D 	F 	H 	Q 	C 	A 	M 	0
RSVP_two_streams_bigger_cue_size_new 	5 	4 	 T1 	18 	[1, 0] 	3.0 	U 	T 	M 	Y 	G 	J 	R 	H 	O 	F 	A 	X 	E 	S 	I 	P 	Z 	V 	D 	B 	N 	Q 	W 	C 	K 	L 	I 	D 	Z 	V 	G 	N 	Q 	E 	L 	K 	M 	C 	B 	X 	U 	J 	A 	  	O 	Y 	S 	R 	H 	F 	W 	P 	0
RSVP_two_streams_bigger_cue_size_new 	6 	4 	 T1 	18 	[-1, 0] 	10.0 	Y 	D 	T 	Q 	C 	R 	G 	N 	O 	F 	X 	W 	A 	P 	Z 	V 	B 	S 	E 	K 	J 	U 	H 	I 	M 	L 	E 	P 	B 	O 	X 	V 	T 	W 	Q 	S 	A 	M 	C 	N 	Y 	H 	R 	  	F 	J 	K 	L 	U 	D 	G 	Z 	0
RSVP_two_streams_bigger_cue_size_new 	7 	4 	 T1 	6 	[-1, 0] 	3.0 	Y 	F 	Z 	H 	W 	L 	I 	K 	J 	Q 	R 	E 	U 	G 	C 	D 	M 	A 	N 	O 	B 	X 	V 	S 	T 	P 	D 	G 	V 	Q 	T 	  	B 	R 	S 	Y 	Z 	C 	X 	U 	F 	P 	W 	M 	K 	A 	I 	O 	N 	H 	E 	J 	0
RSVP_two_streams_bigger_cue_size_new 	8 	4 	 T1 	10 	[-1, 0] 	10.0 	B 	Y 	I 	Z 	M 	F 	T 	W 	V 	X 	R 	O 	A 	H 	E 	D 	L 	S 	J 	K 	Q 	U 	P 	C 	G 	N 	G 	L 	J 	N 	O 	A 	P 	Y 	X 	  	B 	W 	H 	D 	U 	E 	R 	I 	C 	Z 	T 	S 	V 	Q 	F 	M 	0
RSVP_two_streams_bigger_cue_size_new 	9 	4 	 T1 	14 	[-1, 0] 	10.0 	Y 	D 	C 	A 	K 	L 	G 	F 	P 	U 	N 	J 	S 	T 	H 	Q 	R 	B 	X 	V 	M 	W 	O 	Z 	I 	E 	I 	X 	T 	J 	Z 	B 	K 	A 	W 	N 	D 	C 	E 	  	U 	L 	R 	Q 	V 	G 	O 	M 	P 	H 	S 	Y 	0
RSVP_two_streams_bigger_cue_size_new 	10 	4 	 T1 	6 	[1, 0] 	10.0 	C 	Y 	O 	F 	E 	R 	G 	W 	A 	L 	D 	J 	N 	X 	I 	V 	T 	P 	U 	Z 	K 	B 	M 	H 	Q 	S 	B 	T 	J 	K 	Y 	  	V 	F 	Q 	Z 	A 	M 	H 	R 	L 	C 	N 	U 	D 	I 	O 	P 	X 	W 	E 	S 	0
