experimentPhase	trialnum	subject	task	answerPos0	cueSpatialPos1	cueEccentricity1	m1	m2	m3	m4	m5	m6	m7	m8	m9	m10	m11	m12	m13	m14	m15	m16	m17	m18	m19	m20	m21	m22	m23	m24	m25	m26	c1	c2	c3	c4	c5	c6	c7	c8	c9	c10	c11	c12	c13	c14	c15	c16	c17	c18	c19	c20	c21	c22	c23	c24	c25	c26	timingBlips
RSVP_two_streams_bigger_cue_size_new 	0 	7 	 T1 	14 	[1, 0] 	10.0 	I 	L 	U 	Q 	X 	Z 	E 	S 	F 	O 	T 	G 	P 	A 	W 	K 	D 	H 	V 	R 	J 	Y 	M 	C 	N 	B 	G 	N 	L 	X 	O 	T 	B 	M 	W 	F 	C 	D 	V 	  	I 	K 	S 	R 	A 	U 	E 	P 	Q 	Z 	Y 	H 	0
RSVP_two_streams_bigger_cue_size_new 	1 	7 	 T1 	22 	[1, 0] 	10.0 	F 	D 	T 	J 	Z 	H 	S 	U 	A 	W 	N 	Q 	X 	B 	K 	P 	G 	O 	L 	Y 	R 	I 	M 	E 	C 	V 	K 	N 	H 	Q 	G 	E 	X 	L 	P 	T 	C 	U 	Z 	B 	S 	F 	I 	A 	J 	R 	M 	  	Y 	O 	W 	V 	0
RSVP_two_streams_bigger_cue_size_new 	2 	7 	 T1 	18 	[1, 0] 	3.0 	A 	B 	E 	P 	H 	J 	X 	T 	W 	C 	N 	Z 	O 	F 	M 	V 	K 	G 	S 	I 	Y 	Q 	R 	L 	D 	U 	T 	D 	K 	I 	U 	Z 	P 	V 	J 	N 	L 	G 	M 	S 	W 	A 	Y 	  	R 	F 	X 	E 	Q 	H 	O 	B 	0
RSVP_two_streams_bigger_cue_size_new 	3 	7 	 T1 	6 	[1, 0] 	3.0 	Z 	C 	X 	F 	K 	T 	H 	I 	L 	J 	N 	S 	U 	E 	V 	G 	A 	Y 	Q 	D 	M 	B 	W 	P 	O 	R 	J 	T 	I 	Z 	L 	  	O 	X 	G 	P 	A 	U 	F 	R 	K 	V 	S 	H 	Q 	W 	C 	D 	B 	Y 	N 	M 	0
RSVP_two_streams_bigger_cue_size_new 	4 	7 	 T1 	10 	[1, 0] 	3.0 	Y 	H 	L 	I 	G 	R 	A 	J 	V 	N 	C 	Z 	D 	M 	K 	B 	X 	E 	T 	O 	F 	P 	U 	W 	Q 	S 	U 	H 	Z 	X 	Q 	M 	I 	R 	C 	  	B 	G 	K 	Y 	W 	E 	V 	S 	F 	O 	L 	P 	J 	T 	N 	A 	0
RSVP_two_streams_bigger_cue_size_new 	5 	7 	 T1 	22 	[-1, 0] 	3.0 	X 	C 	H 	S 	N 	B 	D 	V 	Z 	I 	U 	F 	M 	T 	L 	G 	Q 	Y 	A 	J 	W 	O 	K 	P 	E 	R 	R 	F 	J 	K 	X 	V 	G 	P 	M 	A 	C 	D 	U 	E 	W 	Q 	Y 	H 	N 	Z 	L 	  	S 	T 	O 	B 	0
RSVP_two_streams_bigger_cue_size_new 	6 	7 	 T1 	22 	[-1, 0] 	3.0 	P 	Z 	R 	B 	F 	U 	G 	W 	L 	I 	Y 	T 	Q 	V 	N 	S 	O 	J 	D 	M 	C 	E 	K 	H 	X 	A 	C 	K 	I 	O 	B 	W 	Y 	E 	G 	J 	T 	F 	H 	N 	S 	Z 	A 	M 	Q 	X 	V 	  	U 	L 	D 	R 	0
RSVP_two_streams_bigger_cue_size_new 	7 	7 	 T1 	18 	[1, 0] 	3.0 	X 	A 	V 	S 	B 	C 	U 	M 	I 	N 	W 	Q 	D 	T 	P 	K 	F 	J 	E 	Y 	O 	Z 	R 	H 	G 	L 	I 	E 	C 	S 	J 	B 	U 	L 	H 	X 	W 	R 	T 	P 	G 	M 	D 	  	F 	A 	Z 	Y 	N 	Q 	V 	O 	0
RSVP_two_streams_bigger_cue_size_new 	8 	7 	 T1 	6 	[-1, 0] 	10.0 	B 	V 	D 	Z 	P 	W 	A 	J 	X 	R 	H 	G 	E 	F 	Y 	T 	O 	K 	I 	U 	L 	Q 	M 	C 	N 	S 	C 	R 	X 	B 	P 	  	K 	Q 	W 	M 	J 	A 	T 	F 	S 	H 	V 	L 	O 	Z 	D 	N 	Y 	U 	I 	G 	0
RSVP_two_streams_bigger_cue_size_new 	9 	7 	 T1 	6 	[1, 0] 	10.0 	Y 	U 	G 	N 	O 	C 	P 	R 	S 	D 	Q 	I 	M 	H 	J 	F 	L 	Z 	X 	V 	B 	W 	T 	K 	A 	E 	F 	O 	H 	A 	X 	  	D 	K 	G 	M 	R 	N 	W 	J 	P 	Q 	T 	V 	Z 	Y 	U 	E 	B 	S 	C 	I 	0
RSVP_two_streams_bigger_cue_size_new 	10 	7 	 T1 	6 	[1, 0] 	10.0 	J 	M 	Y 	X 	V 	Q 	U 	B 	W 	E 	F 	K 	H 	R 	Z 	T 	L 	C 	G 	O 	D 	P 	A 	I 	S 	N 	G 	A 	L 	J 	K 	  	U 	E 	S 	M 	Y 	H 	W 	N 	Q 	V 	B 	C 	D 	O 	I 	F 	R 	T 	P 	X 	0
RSVP_two_streams_bigger_cue_size_new 	11 	7 	 T1 	18 	[1, 0] 	10.0 	W 	V 	G 	Z 	K 	J 	M 	A 	O 	D 	B 	N 	F 	X 	H 	E 	U 	I 	T 	L 	R 	S 	Y 	P 	C 	Q 	A 	X 	K 	M 	I 	H 	C 	L 	V 	T 	N 	R 	O 	J 	Q 	F 	S 	  	E 	B 	Y 	D 	P 	W 	G 	Z 	0
RSVP_two_streams_bigger_cue_size_new 	12 	7 	 T1 	22 	[-1, 0] 	3.0 	Q 	N 	X 	C 	L 	O 	E 	T 	H 	S 	M 	J 	K 	F 	W 	A 	G 	Y 	P 	I 	D 	U 	B 	Z 	R 	V 	I 	M 	R 	K 	D 	O 	C 	J 	F 	P 	A 	S 	U 	V 	T 	X 	Z 	N 	H 	G 	Q 	  	Y 	W 	B 	E 	0
RSVP_two_streams_bigger_cue_size_new 	13 	7 	 T1 	22 	[-1, 0] 	10.0 	V 	I 	Z 	S 	X 	T 	U 	F 	A 	D 	K 	Q 	B 	H 	R 	E 	N 	M 	O 	G 	W 	C 	P 	Y 	L 	J 	V 	P 	W 	Z 	A 	C 	R 	G 	B 	I 	Y 	X 	M 	N 	K 	T 	E 	U 	J 	O 	Q 	  	F 	L 	H 	D 	0
RSVP_two_streams_bigger_cue_size_new 	14 	7 	 T1 	14 	[-1, 0] 	3.0 	N 	D 	X 	S 	E 	C 	Z 	T 	H 	W 	I 	A 	B 	F 	K 	V 	O 	R 	U 	Q 	J 	P 	Y 	L 	G 	M 	D 	Y 	K 	M 	R 	J 	I 	G 	Z 	N 	E 	X 	B 	  	P 	A 	Q 	U 	L 	O 	S 	W 	V 	F 	C 	H 	0
RSVP_two_streams_bigger_cue_size_new 	15 	7 	 T1 	22 	[-1, 0] 	10.0 	U 	D 	P 	V 	R 	T 	C 	W 	Y 	X 	J 	M 	O 	I 	G 	F 	S 	B 	K 	H 	A 	Q 	E 	Z 	N 	L 	Z 	C 	H 	P 	I 	D 	K 	Y 	L 	Q 	G 	R 	E 	T 	M 	J 	V 	W 	N 	A 	X 	  	O 	U 	B 	S 	1
