experimentPhase	trialnum	subject	task	answerPos0	cueSpatialPos1	cueEccentricity1	m1	m2	m3	m4	m5	m6	m7	m8	m9	m10	m11	m12	m13	m14	m15	m16	m17	m18	m19	m20	m21	m22	m23	m24	m25	m26	c1	c2	c3	c4	c5	c6	c7	c8	c9	c10	c11	c12	c13	c14	c15	c16	c17	c18	c19	c20	c21	c22	c23	c24	c25	c26	timingBlips
RSVP_two_streams_bigger_cue_size_new 	0 	9 	 T1 	14 	[1, 0] 	3.0 	P 	H 	L 	G 	B 	E 	R 	X 	I 	S 	W 	U 	T 	A 	Q 	V 	N 	F 	J 	O 	Y 	C 	Z 	D 	M 	K 	P 	M 	I 	F 	U 	T 	G 	Y 	V 	A 	S 	Q 	O 	  	L 	H 	W 	D 	C 	K 	J 	Z 	N 	B 	R 	E 	0
RSVP_two_streams_bigger_cue_size_new 	1 	9 	 T1 	18 	[1, 0] 	3.0 	I 	L 	M 	K 	Z 	D 	A 	F 	W 	T 	S 	H 	U 	X 	B 	V 	Y 	R 	Q 	O 	E 	G 	P 	J 	N 	C 	F 	N 	I 	P 	J 	Z 	T 	O 	R 	L 	W 	Y 	B 	V 	U 	X 	G 	  	C 	M 	A 	Q 	S 	D 	K 	H 	0
RSVP_two_streams_bigger_cue_size_new 	2 	9 	 T1 	6 	[1, 0] 	3.0 	R 	U 	O 	P 	F 	E 	D 	Q 	S 	B 	G 	X 	T 	I 	C 	L 	J 	Z 	M 	H 	W 	V 	Y 	A 	K 	N 	Q 	R 	U 	W 	T 	  	C 	F 	Z 	X 	N 	E 	V 	S 	I 	K 	H 	M 	O 	A 	L 	J 	P 	Y 	B 	G 	0
RSVP_two_streams_bigger_cue_size_new 	3 	9 	 T1 	6 	[1, 0] 	3.0 	F 	X 	L 	T 	Z 	G 	I 	B 	C 	K 	Q 	D 	V 	P 	M 	J 	H 	W 	O 	U 	S 	E 	Y 	N 	A 	R 	Y 	S 	W 	C 	I 	  	T 	Q 	K 	Z 	J 	G 	H 	M 	F 	R 	N 	O 	E 	V 	X 	L 	A 	B 	P 	D 	0
RSVP_two_streams_bigger_cue_size_new 	4 	9 	 T1 	18 	[1, 0] 	10.0 	S 	D 	B 	H 	M 	V 	G 	Q 	K 	X 	P 	N 	I 	C 	T 	J 	F 	L 	A 	W 	R 	Y 	U 	O 	E 	Z 	I 	H 	N 	J 	L 	A 	W 	Y 	V 	G 	T 	O 	K 	M 	C 	Z 	F 	  	Q 	B 	U 	E 	S 	R 	D 	X 	0
RSVP_two_streams_bigger_cue_size_new 	5 	9 	 T1 	6 	[1, 0] 	10.0 	O 	K 	V 	Y 	R 	Z 	E 	P 	M 	S 	C 	G 	B 	J 	X 	L 	U 	F 	I 	D 	T 	W 	H 	Q 	A 	N 	A 	U 	Z 	B 	V 	  	S 	E 	N 	Q 	I 	D 	T 	L 	C 	G 	X 	O 	Y 	M 	J 	K 	F 	W 	P 	R 	0
RSVP_two_streams_bigger_cue_size_new 	6 	9 	 T1 	22 	[1, 0] 	10.0 	O 	C 	I 	N 	M 	T 	B 	L 	Z 	K 	E 	S 	U 	R 	J 	Y 	H 	V 	F 	G 	Q 	X 	P 	A 	W 	D 	M 	H 	Y 	E 	T 	I 	X 	O 	G 	R 	U 	B 	C 	F 	P 	D 	K 	V 	L 	Q 	W 	  	A 	N 	S 	J 	0
RSVP_two_streams_bigger_cue_size_new 	7 	9 	 T1 	14 	[-1, 0] 	10.0 	U 	J 	O 	C 	D 	G 	H 	Q 	I 	R 	L 	Y 	P 	V 	X 	A 	N 	K 	B 	W 	E 	M 	T 	S 	Z 	F 	S 	C 	G 	N 	E 	I 	Q 	U 	L 	Y 	Z 	D 	H 	  	F 	P 	W 	X 	J 	M 	A 	V 	R 	B 	K 	T 	0
RSVP_two_streams_bigger_cue_size_new 	8 	9 	 T1 	6 	[-1, 0] 	3.0 	J 	Y 	F 	D 	V 	A 	W 	N 	B 	O 	H 	M 	K 	Z 	C 	U 	X 	L 	T 	S 	R 	E 	Q 	G 	I 	P 	N 	I 	X 	C 	G 	  	O 	K 	R 	B 	E 	M 	V 	J 	A 	W 	D 	Q 	Z 	S 	F 	U 	L 	T 	H 	P 	0
RSVP_two_streams_bigger_cue_size_new 	9 	9 	 T1 	18 	[-1, 0] 	3.0 	O 	B 	D 	Y 	Z 	H 	V 	F 	W 	G 	K 	A 	N 	C 	S 	L 	T 	I 	E 	Q 	R 	P 	M 	J 	X 	U 	B 	W 	J 	X 	A 	K 	R 	N 	D 	F 	U 	S 	Y 	P 	O 	M 	H 	  	I 	T 	G 	Q 	E 	Z 	L 	C 	0
RSVP_two_streams_bigger_cue_size_new 	10 	9 	 T1 	22 	[-1, 0] 	10.0 	M 	Y 	E 	F 	H 	T 	V 	O 	J 	S 	D 	W 	Q 	G 	C 	I 	A 	L 	B 	P 	N 	Z 	X 	R 	U 	K 	W 	A 	S 	M 	L 	P 	I 	O 	B 	R 	T 	D 	N 	Q 	X 	C 	G 	V 	K 	E 	J 	  	F 	U 	H 	Z 	0
RSVP_two_streams_bigger_cue_size_new 	11 	9 	 T1 	6 	[-1, 0] 	3.0 	M 	O 	Y 	G 	C 	T 	Q 	D 	J 	F 	W 	U 	R 	E 	X 	K 	B 	V 	L 	H 	P 	A 	I 	Z 	S 	N 	Q 	J 	B 	V 	M 	  	F 	Z 	W 	E 	T 	H 	G 	A 	U 	S 	K 	P 	X 	D 	R 	O 	N 	C 	Y 	L 	0
RSVP_two_streams_bigger_cue_size_new 	12 	9 	 T1 	10 	[1, 0] 	10.0 	K 	X 	L 	I 	T 	D 	U 	W 	H 	P 	O 	G 	Y 	B 	M 	S 	A 	V 	Q 	E 	N 	R 	C 	J 	F 	Z 	K 	Y 	R 	O 	Z 	B 	H 	D 	I 	  	U 	S 	Q 	C 	J 	A 	E 	V 	W 	G 	P 	L 	F 	X 	M 	N 	0
RSVP_two_streams_bigger_cue_size_new 	13 	9 	 T1 	18 	[1, 0] 	3.0 	Y 	H 	Z 	G 	X 	U 	M 	I 	A 	K 	R 	L 	N 	J 	V 	B 	T 	P 	D 	W 	O 	S 	E 	C 	F 	Q 	H 	B 	E 	R 	T 	N 	I 	K 	A 	Q 	Z 	P 	V 	J 	U 	S 	X 	  	C 	F 	O 	D 	L 	Y 	G 	W 	0
RSVP_two_streams_bigger_cue_size_new 	14 	9 	 T1 	6 	[-1, 0] 	10.0 	M 	R 	F 	U 	E 	K 	Z 	J 	P 	S 	B 	X 	A 	D 	Q 	Y 	C 	V 	G 	O 	L 	N 	T 	H 	I 	W 	L 	R 	A 	K 	Q 	  	P 	H 	W 	S 	Y 	N 	X 	F 	J 	G 	B 	C 	D 	I 	T 	O 	Z 	V 	U 	M 	0
RSVP_two_streams_bigger_cue_size_new 	15 	9 	 T1 	18 	[1, 0] 	10.0 	U 	E 	W 	B 	Y 	L 	Q 	C 	T 	F 	V 	G 	Z 	J 	I 	A 	S 	P 	N 	O 	X 	D 	M 	K 	H 	R 	Q 	W 	F 	C 	B 	U 	D 	K 	H 	M 	J 	A 	T 	X 	Y 	G 	L 	  	S 	O 	Z 	P 	I 	V 	N 	R 	0
RSVP_two_streams_bigger_cue_size_new 	16 	9 	 T1 	18 	[1, 0] 	3.0 	O 	X 	K 	E 	V 	A 	B 	C 	T 	H 	I 	R 	S 	W 	Q 	G 	N 	J 	P 	D 	L 	Z 	U 	F 	M 	Y 	K 	X 	M 	G 	O 	D 	L 	F 	Y 	E 	U 	H 	P 	V 	A 	R 	J 	  	W 	Q 	Z 	C 	T 	S 	I 	B 	1
RSVP_two_streams_bigger_cue_size_new 	17 	9 	 T1 	14 	[1, 0] 	3.0 	Z 	D 	A 	G 	T 	X 	Y 	C 	J 	R 	O 	E 	M 	W 	B 	N 	P 	F 	I 	V 	H 	S 	Q 	L 	K 	U 	O 	Q 	T 	S 	I 	Z 	V 	W 	K 	D 	E 	G 	X 	  	N 	Y 	A 	L 	P 	J 	R 	B 	F 	M 	C 	U 	1
RSVP_two_streams_bigger_cue_size_new 	18 	9 	 T1 	10 	[1, 0] 	10.0 	B 	I 	S 	J 	L 	D 	R 	V 	P 	E 	F 	W 	O 	U 	C 	Q 	M 	Z 	X 	T 	G 	N 	K 	Y 	A 	H 	P 	Y 	X 	F 	A 	U 	Q 	D 	J 	  	E 	B 	H 	G 	O 	K 	N 	V 	L 	C 	R 	S 	T 	M 	Z 	W 	0
RSVP_two_streams_bigger_cue_size_new 	19 	9 	 T1 	14 	[1, 0] 	10.0 	U 	G 	H 	M 	E 	B 	P 	D 	T 	C 	Z 	S 	F 	K 	Y 	A 	W 	X 	R 	J 	L 	V 	Q 	N 	I 	O 	M 	U 	S 	D 	I 	L 	G 	N 	V 	B 	C 	O 	Q 	  	W 	K 	A 	F 	R 	P 	Z 	Y 	H 	J 	X 	T 	0
RSVP_two_streams_bigger_cue_size_new 	20 	9 	 T1 	14 	[1, 0] 	10.0 	U 	D 	B 	Y 	W 	A 	T 	G 	R 	H 	S 	V 	Q 	K 	I 	Z 	F 	M 	E 	O 	P 	X 	J 	C 	N 	L 	M 	O 	H 	X 	I 	Q 	F 	N 	R 	J 	L 	P 	Z 	  	S 	E 	T 	C 	G 	U 	Y 	W 	B 	D 	V 	K 	0
RSVP_two_streams_bigger_cue_size_new 	21 	9 	 T1 	14 	[-1, 0] 	10.0 	C 	P 	A 	K 	Y 	R 	W 	T 	X 	Q 	Z 	E 	F 	J 	B 	L 	D 	G 	O 	N 	M 	S 	U 	H 	V 	I 	G 	S 	E 	V 	L 	B 	F 	X 	I 	P 	A 	D 	M 	  	R 	U 	K 	H 	Z 	N 	J 	T 	Y 	Q 	W 	O 	0
