experimentPhase,trialnum,subject,task,answerPos0,cueSpatialPos1,cueEccentricity1,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12,m13,m14,m15,m16,m17,m18,m19,m20,m21,m22,m23,m24,m25,m26,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20,c21,c22,c23,c24,c25,c26,timingBlips
RSVP_two_streams_bigger_cue_size_new ,0 ,14 , T1 ,22 ,"[1, 0] ",3.0 ,G ,U ,N ,J ,A ,S ,Q ,V ,K ,C ,O ,D ,F ,B ,M ,Y ,Z ,P ,R ,E ,T ,L ,H ,W ,I ,X ,U ,K ,C ,J ,A ,P ,V ,F ,O ,R ,T ,Y ,E ,H ,D ,B ,X ,G ,Q ,L ,M ,  ,N ,I ,S ,W ,0
RSVP_two_streams_bigger_cue_size_new ,1 ,14 , T1 ,10 ,"[-1, 0] ",10.0 ,T ,A ,X ,W ,D ,O ,K ,U ,I ,V ,F ,Z ,E ,M ,P ,B ,Y ,Q ,H ,J ,L ,S ,G ,C ,R ,N ,U ,B ,E ,W ,Y ,X ,D ,R ,P ,  ,J ,K ,O ,T ,G ,Q ,Z ,F ,V ,M ,N ,L ,I ,H ,A ,C ,0
RSVP_two_streams_bigger_cue_size_new ,2 ,14 , T1 ,14 ,"[1, 0] ",3.0 ,Z ,V ,A ,E ,Y ,B ,Q ,O ,R ,P ,H ,T ,F ,C ,S ,L ,W ,G ,J ,D ,K ,U ,M ,I ,X ,N ,A ,C ,L ,M ,G ,B ,V ,N ,H ,J ,Y ,K ,U ,  ,Q ,Z ,O ,X ,E ,T ,F ,S ,I ,D ,W ,R ,0
RSVP_two_streams_bigger_cue_size_new ,3 ,14 , T1 ,18 ,"[-1, 0] ",10.0 ,M ,N ,A ,S ,T ,H ,W ,P ,J ,B ,Q ,G ,F ,V ,U ,X ,L ,I ,R ,D ,K ,O ,C ,Y ,E ,Z ,W ,Q ,E ,H ,F ,S ,A ,L ,I ,K ,O ,V ,Y ,U ,T ,C ,B ,  ,G ,M ,X ,R ,Z ,P ,D ,J ,0
RSVP_two_streams_bigger_cue_size_new ,4 ,14 , T1 ,10 ,"[-1, 0] ",3.0 ,N ,M ,O ,L ,E ,F ,K ,Z ,G ,V ,T ,J ,P ,Y ,X ,I ,Q ,B ,S ,C ,D ,R ,H ,A ,W ,U ,N ,L ,W ,F ,Z ,I ,C ,D ,A ,  ,S ,R ,X ,H ,V ,U ,B ,Y ,P ,Q ,O ,T ,G ,M ,K ,J ,0
RSVP_two_streams_bigger_cue_size_new ,5 ,14 , T1 ,18 ,"[-1, 0] ",10.0 ,J ,K ,G ,T ,F ,C ,V ,Q ,O ,I ,R ,H ,X ,W ,E ,Y ,P ,N ,B ,S ,Z ,M ,U ,D ,A ,L ,K ,R ,H ,B ,D ,Z ,Y ,U ,J ,W ,Q ,G ,L ,E ,C ,N ,P ,  ,O ,T ,A ,V ,I ,M ,F ,S ,0
RSVP_two_streams_bigger_cue_size_new ,6 ,14 , T1 ,6 ,"[1, 0] ",10.0 ,J ,D ,I ,U ,S ,O ,V ,M ,K ,P ,N ,F ,E ,B ,Y ,A ,R ,Z ,H ,T ,W ,C ,Q ,X ,L ,G ,Z ,H ,F ,K ,Q ,  ,V ,Y ,T ,D ,C ,R ,U ,J ,N ,G ,A ,L ,X ,M ,W ,P ,E ,O ,I ,S ,0
RSVP_two_streams_bigger_cue_size_new ,7 ,14 , T1 ,18 ,"[1, 0] ",3.0 ,C ,A ,D ,P ,N ,Q ,U ,M ,B ,Z ,S ,R ,O ,V ,X ,G ,H ,T ,L ,W ,E ,K ,Y ,F ,J ,I ,Y ,Z ,G ,T ,W ,X ,O ,A ,K ,S ,H ,V ,J ,E ,N ,R ,I ,  ,Q ,D ,M ,B ,P ,F ,L ,C ,0
RSVP_two_streams_bigger_cue_size_new ,8 ,14 , T1 ,18 ,"[-1, 0] ",3.0 ,N ,R ,K ,V ,T ,U ,L ,F ,M ,H ,W ,I ,B ,X ,C ,Z ,O ,A ,G ,P ,J ,S ,Y ,E ,D ,Q ,A ,B ,S ,Z ,E ,U ,Q ,T ,P ,Y ,X ,I ,F ,G ,K ,J ,N ,  ,R ,L ,M ,C ,O ,D ,H ,W ,0
RSVP_two_streams_bigger_cue_size_new ,9 ,14 , T1 ,22 ,"[1, 0] ",10.0 ,H ,X ,P ,N ,D ,G ,O ,M ,Z ,B ,T ,R ,J ,Y ,I ,W ,S ,K ,U ,L ,Q ,A ,C ,F ,V ,E ,Q ,E ,H ,N ,V ,R ,G ,L ,K ,U ,P ,X ,S ,M ,F ,Z ,B ,J ,A ,T ,Y ,  ,I ,W ,C ,D ,1
RSVP_two_streams_bigger_cue_size_new ,10 ,14 , T1 ,22 ,"[1, 0] ",10.0 ,Q ,V ,M ,G ,R ,D ,E ,P ,U ,C ,O ,T ,S ,K ,B ,F ,N ,Y ,I ,W ,H ,Z ,X ,A ,J ,L ,E ,I ,H ,G ,C ,D ,Z ,P ,W ,Y ,M ,K ,T ,J ,N ,B ,L ,O ,X ,A ,R ,  ,U ,F ,V ,S ,0
RSVP_two_streams_bigger_cue_size_new ,11 ,14 , T1 ,10 ,"[1, 0] ",3.0 ,G ,H ,D ,X ,I ,K ,N ,L ,V ,B ,F ,P ,S ,A ,T ,U ,M ,Q ,R ,O ,C ,W ,E ,Z ,J ,Y ,E ,H ,S ,J ,N ,K ,C ,A ,R ,  ,W ,D ,T ,P ,Q ,O ,F ,G ,M ,X ,Y ,I ,L ,U ,Z ,V ,0
RSVP_two_streams_bigger_cue_size_new ,12 ,14 , T1 ,10 ,"[-1, 0] ",10.0 ,Q ,I ,N ,H ,K ,T ,V ,L ,D ,C ,A ,O ,S ,B ,E ,J ,R ,Y ,P ,G ,Z ,X ,M ,F ,U ,W ,I ,A ,N ,X ,E ,T ,W ,U ,O ,  ,J ,M ,G ,V ,S ,P ,R ,Z ,Y ,H ,L ,F ,K ,C ,Q ,B ,0
RSVP_two_streams_bigger_cue_size_new ,13 ,14 , T1 ,6 ,"[-1, 0] ",3.0 ,Q ,A ,Z ,S ,F ,L ,Y ,X ,E ,B ,I ,K ,P ,C ,M ,W ,U ,N ,G ,J ,T ,O ,H ,V ,D ,R ,L ,G ,W ,Q ,Y ,  ,K ,U ,N ,S ,D ,X ,E ,V ,B ,Z ,J ,M ,C ,F ,T ,A ,P ,I ,R ,O ,0
RSVP_two_streams_bigger_cue_size_new ,14 ,14 , T1 ,18 ,"[-1, 0] ",3.0 ,W ,Z ,H ,O ,U ,M ,V ,G ,J ,D ,F ,N ,Q ,Y ,S ,R ,P ,B ,I ,K ,X ,A ,T ,E ,L ,C ,L ,Z ,Q ,D ,I ,N ,X ,M ,S ,J ,F ,H ,U ,G ,T ,P ,C ,  ,A ,K ,E ,Y ,B ,W ,V ,R ,0
RSVP_two_streams_bigger_cue_size_new ,15 ,14 , T1 ,14 ,"[1, 0] ",3.0 ,H ,W ,N ,I ,T ,A ,O ,Y ,J ,L ,U ,E ,D ,R ,X ,P ,Q ,B ,K ,C ,F ,Z ,V ,G ,M ,S ,P ,E ,O ,F ,K ,V ,M ,G ,H ,R ,S ,Z ,D ,  ,X ,Y ,I ,B ,T ,W ,J ,N ,Q ,U ,L ,C ,1
RSVP_two_streams_bigger_cue_size_new ,16 ,14 , T1 ,22 ,"[1, 0] ",3.0 ,O ,K ,Q ,D ,P ,R ,G ,Z ,N ,B ,F ,A ,X ,C ,L ,E ,H ,V ,I ,J ,S ,M ,W ,U ,T ,Y ,D ,H ,U ,Y ,C ,I ,B ,Q ,S ,L ,X ,J ,O ,V ,A ,F ,G ,R ,Z ,P ,M ,  ,E ,K ,N ,W ,1
RSVP_two_streams_bigger_cue_size_new ,17 ,14 , T1 ,18 ,"[-1, 0] ",10.0 ,W ,L ,J ,I ,Y ,Q ,M ,T ,X ,B ,G ,P ,N ,C ,H ,F ,V ,O ,R ,K ,D ,A ,Z ,E ,S ,U ,H ,N ,V ,A ,E ,M ,D ,P ,Z ,O ,B ,S ,W ,X ,I ,R ,C ,  ,U ,J ,G ,K ,L ,F ,T ,Y ,0
