experimentPhase	trialnum	subject	task	answerPos0	cueSpatialPos1	cueEccentricity1	m1	m2	m3	m4	m5	m6	m7	m8	m9	m10	m11	m12	m13	m14	m15	m16	m17	m18	m19	m20	m21	m22	m23	m24	m25	m26	c1	c2	c3	c4	c5	c6	c7	c8	c9	c10	c11	c12	c13	c14	c15	c16	c17	c18	c19	c20	c21	c22	c23	c24	c25	c26	timingBlips
RSVP_two_streams_bigger_cue_size_new 	0 	6 	 T1 	14 	[-1, 0] 	10.0 	A 	M 	N 	L 	P 	W 	Q 	H 	O 	X 	I 	D 	E 	S 	Z 	B 	J 	Y 	V 	T 	R 	U 	C 	G 	K 	F 	I 	S 	X 	N 	O 	J 	V 	C 	K 	T 	D 	F 	L 	  	A 	P 	R 	H 	E 	U 	M 	W 	Q 	Y 	Z 	B 	0
RSVP_two_streams_bigger_cue_size_new 	1 	6 	 T1 	22 	[1, 0] 	10.0 	E 	U 	T 	L 	A 	O 	F 	Z 	V 	H 	Y 	R 	J 	P 	W 	M 	C 	K 	X 	I 	G 	N 	Q 	S 	B 	D 	G 	S 	Y 	L 	T 	Q 	A 	O 	U 	P 	X 	H 	M 	I 	C 	K 	Z 	W 	B 	N 	D 	  	F 	R 	E 	J 	1
RSVP_two_streams_bigger_cue_size_new 	2 	6 	 T1 	18 	[-1, 0] 	3.0 	S 	P 	A 	R 	N 	M 	Q 	F 	B 	C 	U 	K 	T 	J 	L 	Y 	G 	Z 	E 	H 	D 	V 	X 	O 	I 	W 	M 	G 	L 	T 	B 	W 	F 	P 	V 	A 	D 	N 	C 	K 	E 	X 	J 	  	H 	O 	R 	Z 	Y 	S 	I 	U 	0
RSVP_two_streams_bigger_cue_size_new 	3 	6 	 T1 	18 	[-1, 0] 	3.0 	D 	S 	R 	G 	V 	O 	W 	T 	E 	K 	B 	M 	H 	L 	X 	F 	N 	C 	J 	Y 	Z 	I 	U 	Q 	P 	A 	T 	K 	I 	A 	S 	B 	L 	O 	P 	F 	N 	H 	J 	U 	D 	E 	G 	  	R 	Q 	W 	V 	M 	Y 	X 	Z 	0
RSVP_two_streams_bigger_cue_size_new 	4 	6 	 T1 	10 	[1, 0] 	10.0 	N 	X 	W 	J 	K 	C 	R 	I 	G 	Y 	H 	V 	F 	T 	E 	B 	D 	Z 	U 	Q 	O 	P 	M 	L 	S 	A 	S 	E 	Z 	V 	L 	G 	X 	B 	H 	  	C 	M 	W 	F 	Q 	I 	Y 	J 	R 	P 	O 	D 	K 	T 	N 	A 	0
RSVP_two_streams_bigger_cue_size_new 	5 	6 	 T1 	6 	[-1, 0] 	3.0 	F 	B 	S 	G 	T 	Z 	V 	Q 	D 	E 	N 	W 	P 	X 	U 	Y 	J 	R 	L 	I 	K 	O 	C 	A 	H 	M 	U 	X 	F 	P 	Z 	  	I 	A 	W 	B 	R 	Y 	N 	L 	C 	D 	J 	E 	Q 	S 	T 	O 	M 	H 	G 	K 	0
RSVP_two_streams_bigger_cue_size_new 	6 	6 	 T1 	14 	[1, 0] 	10.0 	R 	A 	G 	H 	Y 	F 	I 	X 	V 	U 	D 	M 	S 	T 	K 	Q 	E 	C 	Z 	J 	O 	L 	B 	P 	N 	W 	K 	M 	L 	E 	R 	D 	T 	S 	X 	Z 	F 	G 	J 	  	Q 	W 	A 	U 	C 	P 	N 	O 	H 	Y 	B 	I 	0
RSVP_two_streams_bigger_cue_size_new 	7 	6 	 T1 	18 	[-1, 0] 	3.0 	L 	X 	N 	K 	V 	D 	O 	Y 	W 	T 	I 	S 	H 	F 	J 	C 	M 	Q 	U 	P 	B 	A 	G 	Z 	R 	E 	L 	W 	I 	X 	A 	O 	T 	K 	E 	F 	Z 	M 	C 	J 	B 	V 	S 	  	N 	Y 	P 	U 	D 	G 	R 	H 	0
RSVP_two_streams_bigger_cue_size_new 	8 	6 	 T1 	14 	[1, 0] 	3.0 	A 	T 	X 	K 	M 	R 	B 	I 	S 	W 	G 	F 	O 	C 	U 	Q 	P 	D 	V 	L 	H 	E 	Z 	J 	N 	Y 	A 	U 	Y 	Q 	D 	E 	S 	B 	X 	F 	J 	P 	O 	  	G 	R 	N 	W 	Z 	K 	I 	T 	V 	L 	M 	H 	1
RSVP_two_streams_bigger_cue_size_new 	9 	6 	 T1 	14 	[-1, 0] 	3.0 	I 	O 	F 	S 	V 	E 	W 	J 	U 	D 	G 	K 	A 	Y 	B 	C 	X 	R 	L 	N 	P 	H 	Z 	M 	Q 	T 	Z 	D 	C 	W 	Y 	X 	K 	E 	S 	P 	F 	L 	G 	  	O 	M 	J 	R 	B 	U 	H 	I 	N 	A 	T 	V 	0
