experimentPhase,trialnum,subject,task,answerPos0,cueSpatialPos1,cueEccentricity1,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12,m13,m14,m15,m16,m17,m18,m19,m20,m21,m22,m23,m24,m25,m26,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20,c21,c22,c23,c24,c25,c26,timingBlips
RSVP_two_streams_bigger_cue_size_new ,0 ,17 , T1 ,14 ,"[-1, 0] ",3.0 ,R ,X ,Q ,G ,E ,D ,C ,H ,Z ,W ,O ,L ,Y ,N ,I ,B ,P ,A ,K ,U ,S ,M ,J ,F ,T ,V ,K ,S ,T ,X ,Q ,J ,H ,M ,U ,O ,Z ,R ,V ,  ,B ,G ,D ,N ,P ,C ,I ,E ,A ,L ,W ,Y ,0
RSVP_two_streams_bigger_cue_size_new ,1 ,17 , T1 ,6 ,"[-1, 0] ",10.0 ,H ,Z ,C ,A ,L ,G ,P ,U ,X ,K ,O ,J ,T ,F ,W ,Y ,N ,R ,I ,E ,S ,D ,B ,M ,Q ,V ,T ,P ,I ,C ,E ,  ,L ,R ,S ,H ,K ,Q ,B ,D ,N ,V ,X ,Z ,A ,U ,G ,J ,Y ,F ,O ,W ,0
RSVP_two_streams_bigger_cue_size_new ,2 ,17 , T1 ,14 ,"[1, 0] ",10.0 ,G ,L ,X ,W ,Y ,V ,N ,J ,S ,B ,M ,R ,F ,I ,C ,T ,Z ,P ,Q ,A ,E ,D ,U ,O ,H ,K ,O ,Q ,V ,A ,M ,S ,T ,I ,R ,D ,F ,U ,Y ,  ,X ,W ,H ,K ,L ,P ,Z ,J ,N ,C ,G ,E ,0
RSVP_two_streams_bigger_cue_size_new ,3 ,17 , T1 ,10 ,"[1, 0] ",3.0 ,K ,Y ,U ,X ,V ,D ,I ,H ,P ,T ,Q ,B ,R ,M ,W ,F ,N ,E ,A ,J ,L ,S ,C ,Z ,O ,G ,O ,W ,L ,V ,I ,F ,A ,J ,G ,  ,K ,Y ,D ,X ,R ,Q ,H ,E ,S ,Z ,C ,P ,U ,M ,T ,B ,0
RSVP_two_streams_bigger_cue_size_new ,4 ,17 , T1 ,18 ,"[1, 0] ",10.0 ,O ,T ,D ,C ,F ,P ,B ,Y ,M ,L ,E ,R ,U ,I ,N ,S ,X ,Q ,Z ,W ,H ,G ,A ,V ,J ,K ,L ,W ,X ,J ,P ,G ,Y ,Q ,Z ,U ,H ,V ,O ,S ,E ,M ,A ,  ,D ,T ,F ,N ,I ,B ,C ,K ,0
RSVP_two_streams_bigger_cue_size_new ,5 ,17 , T1 ,14 ,"[1, 0] ",3.0 ,J ,V ,S ,L ,P ,Z ,W ,G ,N ,K ,F ,H ,R ,Q ,Y ,T ,X ,A ,I ,D ,E ,B ,C ,O ,M ,U ,Q ,X ,N ,P ,U ,I ,Z ,D ,M ,L ,A ,R ,J ,  ,C ,O ,Y ,S ,K ,T ,E ,H ,G ,F ,W ,B ,0
RSVP_two_streams_bigger_cue_size_new ,6 ,17 , T1 ,6 ,"[1, 0] ",10.0 ,Z ,W ,E ,I ,C ,G ,A ,U ,D ,Y ,K ,P ,X ,M ,L ,R ,B ,Q ,J ,F ,S ,V ,O ,H ,T ,N ,M ,Q ,H ,X ,W ,  ,U ,J ,E ,O ,Y ,I ,K ,G ,R ,N ,F ,Z ,T ,B ,P ,A ,V ,D ,L ,S ,0
RSVP_two_streams_bigger_cue_size_new ,7 ,17 , T1 ,18 ,"[1, 0] ",3.0 ,N ,X ,Q ,S ,B ,I ,G ,O ,R ,T ,Y ,A ,V ,C ,H ,W ,E ,U ,Z ,M ,D ,F ,J ,L ,K ,P ,Q ,P ,Y ,M ,I ,E ,U ,K ,T ,G ,L ,V ,D ,W ,H ,C ,X ,  ,R ,O ,A ,B ,J ,N ,S ,Z ,0
RSVP_two_streams_bigger_cue_size_new ,8 ,17 , T1 ,10 ,"[-1, 0] ",10.0 ,C ,I ,Q ,K ,M ,B ,J ,V ,S ,Y ,D ,H ,N ,P ,G ,W ,R ,A ,E ,F ,T ,X ,L ,U ,Z ,O ,Y ,B ,N ,F ,H ,R ,Q ,I ,M ,  ,W ,Z ,A ,E ,V ,C ,K ,D ,X ,G ,P ,J ,S ,T ,U ,L ,0
RSVP_two_streams_bigger_cue_size_new ,9 ,17 , T1 ,22 ,"[-1, 0] ",3.0 ,N ,Y ,P ,I ,C ,D ,J ,V ,Z ,F ,E ,X ,Q ,K ,O ,S ,T ,R ,G ,A ,H ,L ,M ,U ,W ,B ,Z ,W ,G ,E ,P ,M ,O ,V ,K ,Y ,X ,B ,F ,I ,S ,A ,T ,H ,D ,L ,C ,  ,J ,U ,N ,R ,0
RSVP_two_streams_bigger_cue_size_new ,10 ,17 , T1 ,14 ,"[1, 0] ",3.0 ,T ,I ,H ,V ,Y ,G ,U ,O ,P ,L ,S ,F ,W ,Q ,R ,M ,E ,A ,K ,C ,B ,J ,X ,N ,D ,Z ,O ,U ,F ,G ,X ,D ,I ,R ,A ,S ,L ,H ,K ,  ,P ,C ,V ,T ,Q ,Z ,W ,N ,B ,E ,J ,M ,0
RSVP_two_streams_bigger_cue_size_new ,11 ,17 , T1 ,18 ,"[1, 0] ",3.0 ,T ,U ,A ,B ,W ,Q ,P ,O ,S ,K ,D ,L ,M ,R ,C ,Z ,G ,Y ,E ,V ,I ,X ,F ,J ,N ,H ,F ,R ,O ,D ,Y ,A ,P ,T ,W ,I ,M ,X ,G ,C ,S ,H ,Q ,  ,Z ,U ,E ,K ,N ,V ,B ,L ,0
RSVP_two_streams_bigger_cue_size_new ,12 ,17 , T1 ,14 ,"[1, 0] ",10.0 ,P ,U ,H ,E ,Z ,K ,R ,X ,N ,G ,Q ,D ,O ,F ,S ,I ,V ,A ,C ,J ,M ,L ,B ,W ,Y ,T ,P ,Y ,W ,J ,O ,I ,G ,L ,U ,C ,H ,T ,F ,  ,A ,Q ,N ,E ,K ,Z ,M ,B ,S ,R ,D ,V ,0
RSVP_two_streams_bigger_cue_size_new ,13 ,17 , T1 ,6 ,"[-1, 0] ",10.0 ,E ,G ,Y ,F ,W ,U ,X ,J ,C ,T ,O ,M ,Q ,Z ,D ,V ,L ,K ,P ,I ,A ,B ,R ,S ,H ,N ,B ,T ,S ,W ,C ,  ,Z ,F ,Q ,K ,M ,Y ,H ,G ,P ,U ,J ,X ,I ,D ,A ,O ,L ,V ,N ,R ,0
RSVP_two_streams_bigger_cue_size_new ,14 ,17 , T1 ,10 ,"[1, 0] ",10.0 ,W ,T ,A ,C ,D ,U ,H ,B ,K ,Q ,E ,N ,V ,L ,R ,J ,Y ,G ,O ,F ,S ,I ,P ,M ,X ,Z ,W ,L ,G ,U ,D ,P ,J ,S ,C ,  ,H ,O ,A ,F ,V ,T ,X ,Z ,R ,K ,Q ,E ,Y ,I ,M ,B ,0
RSVP_two_streams_bigger_cue_size_new ,15 ,17 , T1 ,18 ,"[-1, 0] ",3.0 ,Q ,D ,B ,V ,X ,K ,S ,Y ,N ,Z ,L ,C ,O ,J ,F ,I ,H ,T ,U ,P ,A ,M ,G ,R ,W ,E ,Y ,P ,X ,E ,J ,V ,U ,C ,F ,A ,Q ,H ,I ,R ,G ,B ,K ,  ,T ,S ,M ,O ,Z ,W ,L ,N ,1
RSVP_two_streams_bigger_cue_size_new ,16 ,17 , T1 ,22 ,"[1, 0] ",10.0 ,F ,P ,M ,A ,L ,Q ,J ,D ,U ,G ,N ,C ,S ,I ,R ,H ,W ,E ,T ,B ,Y ,K ,X ,Z ,O ,V ,O ,H ,S ,A ,U ,K ,E ,X ,W ,G ,Q ,R ,N ,I ,Z ,B ,M ,Y ,F ,V ,D ,  ,P ,J ,C ,L ,0
RSVP_two_streams_bigger_cue_size_new ,17 ,17 , T1 ,10 ,"[1, 0] ",10.0 ,L ,F ,Z ,G ,D ,O ,A ,K ,M ,P ,W ,J ,I ,C ,R ,X ,S ,N ,V ,H ,Y ,T ,B ,Q ,U ,E ,S ,G ,H ,Q ,Z ,Y ,N ,E ,T ,  ,R ,W ,D ,I ,P ,A ,B ,X ,F ,U ,M ,K ,O ,L ,V ,J ,0
RSVP_two_streams_bigger_cue_size_new ,18 ,17 , T1 ,14 ,"[-1, 0] ",10.0 ,N ,X ,O ,P ,B ,T ,R ,M ,W ,Q ,A ,F ,C ,V ,E ,G ,J ,L ,K ,Y ,U ,Z ,D ,S ,H ,I ,V ,K ,P ,C ,J ,E ,A ,W ,S ,R ,N ,U ,X ,  ,I ,F ,Y ,T ,G ,Q ,B ,Z ,L ,D ,M ,O ,0
RSVP_two_streams_bigger_cue_size_new ,19 ,17 , T1 ,14 ,"[1, 0] ",3.0 ,G ,W ,B ,Q ,D ,C ,S ,H ,M ,L ,J ,K ,I ,F ,A ,U ,R ,P ,O ,E ,Y ,X ,T ,V ,Z ,N ,W ,P ,C ,S ,Q ,T ,L ,D ,K ,R ,I ,O ,N ,  ,Z ,U ,A ,V ,G ,H ,E ,F ,M ,J ,B ,X ,0
RSVP_two_streams_bigger_cue_size_new ,20 ,17 , T1 ,22 ,"[-1, 0] ",3.0 ,Z ,Y ,C ,T ,D ,M ,L ,Q ,O ,V ,B ,R ,K ,P ,I ,A ,J ,X ,E ,S ,N ,W ,U ,H ,G ,F ,T ,Y ,R ,G ,S ,D ,O ,Q ,J ,A ,V ,Z ,L ,B ,E ,W ,M ,P ,N ,H ,C ,  ,U ,F ,X ,I ,0
RSVP_two_streams_bigger_cue_size_new ,21 ,17 , T1 ,10 ,"[1, 0] ",10.0 ,V ,Q ,D ,Y ,L ,U ,K ,R ,I ,T ,W ,M ,H ,E ,N ,F ,X ,G ,P ,O ,J ,C ,A ,S ,B ,Z ,M ,G ,N ,S ,T ,Y ,E ,Q ,C ,  ,W ,B ,F ,A ,K ,D ,H ,I ,Z ,O ,J ,U ,X ,R ,V ,P ,0
RSVP_two_streams_bigger_cue_size_new ,22 ,17 , T1 ,22 ,"[1, 0] ",10.0 ,B ,F ,M ,V ,T ,K ,I ,S ,C ,Z ,Q ,O ,J ,D ,H ,X ,L ,A ,U ,P ,E ,R ,G ,N ,W ,Y ,T ,R ,J ,D ,U ,P ,K ,H ,E ,V ,O ,S ,C ,B ,G ,L ,M ,X ,Y ,F ,I ,  ,W ,Z ,A ,N ,0
RSVP_two_streams_bigger_cue_size_new ,23 ,17 , T1 ,6 ,"[1, 0] ",10.0 ,S ,G ,K ,R ,L ,X ,H ,Y ,A ,M ,T ,C ,I ,Z ,O ,E ,N ,V ,J ,P ,W ,B ,D ,F ,Q ,U ,H ,R ,S ,F ,Y ,  ,J ,I ,L ,B ,C ,V ,K ,Q ,D ,E ,X ,W ,M ,G ,P ,A ,U ,N ,T ,Z ,0
RSVP_two_streams_bigger_cue_size_new ,24 ,17 , T1 ,6 ,"[-1, 0] ",3.0 ,S ,O ,Z ,T ,D ,R ,K ,G ,N ,H ,I ,J ,F ,X ,Q ,W ,B ,Y ,L ,U ,C ,P ,V ,A ,E ,M ,E ,U ,J ,H ,F ,  ,Z ,T ,C ,A ,R ,L ,G ,B ,X ,M ,D ,K ,P ,Q ,N ,Y ,W ,S ,I ,V ,0
RSVP_two_streams_bigger_cue_size_new ,25 ,17 , T1 ,14 ,"[-1, 0] ",3.0 ,H ,T ,S ,U ,Q ,M ,O ,A ,X ,L ,J ,I ,E ,B ,N ,Z ,D ,K ,V ,Y ,F ,P ,R ,G ,C ,W ,H ,J ,R ,S ,E ,Q ,B ,U ,C ,W ,A ,Y ,L ,  ,M ,T ,F ,G ,N ,D ,X ,I ,O ,P ,K ,Z ,0
RSVP_two_streams_bigger_cue_size_new ,26 ,17 , T1 ,14 ,"[1, 0] ",10.0 ,F ,H ,O ,R ,N ,Y ,L ,S ,X ,G ,B ,M ,W ,P ,I ,T ,C ,E ,A ,K ,Z ,V ,Q ,U ,J ,D ,C ,O ,D ,H ,X ,K ,W ,J ,I ,T ,Z ,Q ,E ,  ,M ,G ,S ,P ,L ,A ,Y ,B ,U ,N ,F ,R ,0
RSVP_two_streams_bigger_cue_size_new ,27 ,17 , T1 ,18 ,"[-1, 0] ",3.0 ,J ,Y ,X ,A ,F ,M ,Z ,U ,B ,C ,H ,V ,N ,D ,L ,G ,O ,P ,I ,R ,T ,Q ,E ,W ,K ,S ,Z ,R ,Y ,A ,O ,F ,U ,J ,I ,W ,T ,P ,N ,D ,S ,L ,V ,  ,X ,Q ,G ,E ,C ,H ,B ,K ,0
RSVP_two_streams_bigger_cue_size_new ,28 ,17 , T1 ,18 ,"[-1, 0] ",10.0 ,J ,V ,L ,K ,M ,A ,N ,F ,Z ,Q ,B ,P ,R ,D ,O ,X ,H ,W ,E ,G ,S ,T ,U ,C ,Y ,I ,P ,L ,G ,S ,Z ,N ,B ,R ,A ,U ,I ,J ,O ,V ,X ,W ,Q ,  ,K ,H ,F ,T ,Y ,M ,D ,C ,0
RSVP_two_streams_bigger_cue_size_new ,29 ,17 , T1 ,6 ,"[1, 0] ",3.0 ,B ,I ,W ,R ,Z ,O ,E ,A ,U ,M ,S ,X ,C ,Q ,V ,F ,Y ,D ,P ,N ,G ,L ,J ,K ,T ,H ,K ,R ,N ,U ,L ,  ,W ,A ,J ,G ,T ,V ,Q ,P ,Z ,H ,F ,B ,Y ,I ,O ,M ,S ,E ,D ,C ,0
