cue1pos,cue2lag,cueCoords,cueEccentricity,trialNumOriginal
6,2,"[-1, 0]",10,264
10,2,"[-1, 0]",10,268
14,2,"[-1, 0]",10,172
14,2,"[-1, 0]",10,32
22,2,"[1, 0]",2,97
18,2,"[1, 0]",10,254
22,2,"[1, 0]",10,178
18,2,"[-1, 0]",10,216
14,2,"[-1, 0]",10,92
18,2,"[-1, 0]",2,215
10,2,"[-1, 0]",2,147
18,2,"[1, 0]",10,14
6,2,"[-1, 0]",2,183
6,2,"[1, 0]",2,161
10,2,"[-1, 0]",10,88
18,2,"[-1, 0]",2,155
10,2,"[-1, 0]",2,227
10,2,"[1, 0]",2,65
14,2,"[-1, 0]",10,212
10,2,"[-1, 0]",2,207
18,2,"[-1, 0]",2,195
10,2,"[-1, 0]",10,248
18,2,"[-1, 0]",10,36
6,2,"[1, 0]",10,242
6,2,"[1, 0]",2,241
18,2,"[-1, 0]",2,95
10,2,"[-1, 0]",10,228
22,2,"[1, 0]",10,138
18,2,"[1, 0]",2,153
10,2,"[1, 0]",10,206
14,2,"[1, 0]",2,89
18,2,"[-1, 0]",10,156
6,2,"[1, 0]",10,22
14,2,"[1, 0]",2,49
22,2,"[-1, 0]",2,179
6,2,"[-1, 0]",10,64
22,2,"[-1, 0]",2,219
10,2,"[1, 0]",2,5
6,2,"[-1, 0]",10,4
22,2,"[1, 0]",2,17
10,2,"[-1, 0]",10,188
10,2,"[1, 0]",10,106
18,2,"[-1, 0]",10,196
14,2,"[1, 0]",2,249
22,2,"[-1, 0]",10,40
10,2,"[1, 0]",10,266
14,2,"[-1, 0]",2,271
10,2,"[1, 0]",10,146
6,2,"[1, 0]",10,102
6,2,"[-1, 0]",2,23
18,2,"[-1, 0]",10,176
22,2,"[1, 0]",2,57
6,2,"[-1, 0]",2,63
18,2,"[1, 0]",2,73
10,2,"[1, 0]",10,66
10,2,"[1, 0]",10,46
14,2,"[1, 0]",10,90
22,2,"[1, 0]",10,278
10,2,"[1, 0]",10,166
22,2,"[1, 0]",2,117
14,2,"[-1, 0]",2,111
18,2,"[-1, 0]",2,55
10,2,"[1, 0]",2,85
6,2,"[-1, 0]",10,144
6,2,"[1, 0]",2,141
14,2,"[1, 0]",2,29
