cue1pos,cue2lag,cueCoords,cueEccentricity,trialNumOriginal
6,2,"[1, 0]",10,142
10,2,"[1, 0]",10,26
6,2,"[-1, 0]",2,43
6,2,"[-1, 0]",10,124
14,2,"[-1, 0]",10,152
10,2,"[1, 0]",10,86
10,2,"[1, 0]",10,126
10,2,"[1, 0]",10,186
18,2,"[1, 0]",10,274
22,2,"[1, 0]",10,58
14,2,"[-1, 0]",10,252
14,2,"[1, 0]",10,70
14,2,"[1, 0]",10,130
14,2,"[-1, 0]",10,272
6,2,"[1, 0]",2,181
6,2,"[1, 0]",2,101
18,2,"[1, 0]",10,154
6,2,"[1, 0]",10,62
10,2,"[1, 0]",10,106
6,2,"[-1, 0]",10,244
18,2,"[-1, 0]",10,96
18,2,"[1, 0]",2,173
6,2,"[1, 0]",2,61
22,2,"[1, 0]",10,198
6,2,"[-1, 0]",2,243
22,2,"[-1, 0]",2,59
6,2,"[1, 0]",2,1
22,2,"[-1, 0]",2,159
22,2,"[1, 0]",10,218
18,2,"[-1, 0]",2,75
18,2,"[-1, 0]",2,275
22,2,"[1, 0]",10,138
6,2,"[-1, 0]",2,23
6,2,"[-1, 0]",10,24
22,2,"[-1, 0]",10,80
14,2,"[-1, 0]",2,211
22,2,"[1, 0]",10,238
18,2,"[1, 0]",2,33
18,2,"[-1, 0]",2,15
10,2,"[-1, 0]",10,108
6,2,"[1, 0]",10,42
18,2,"[-1, 0]",10,196
14,2,"[1, 0]",2,89
10,2,"[-1, 0]",2,247
22,2,"[1, 0]",2,117
14,2,"[-1, 0]",10,72
6,2,"[1, 0]",10,2
6,2,"[1, 0]",10,82
10,2,"[1, 0]",10,66
6,2,"[-1, 0]",2,223
6,2,"[1, 0]",10,102
10,2,"[-1, 0]",10,68
18,2,"[-1, 0]",2,55
22,2,"[-1, 0]",10,280
22,2,"[1, 0]",2,157
18,2,"[-1, 0]",2,235
18,2,"[-1, 0]",2,175
22,2,"[-1, 0]",2,199
18,2,"[-1, 0]",2,135
22,2,"[-1, 0]",10,100
10,2,"[1, 0]",2,105
22,2,"[-1, 0]",10,40
10,2,"[-1, 0]",2,27
14,2,"[-1, 0]",10,192
6,2,"[1, 0]",2,261
14,2,"[-1, 0]",2,171
18,2,"[1, 0]",10,134
6,2,"[1, 0]",10,22
22,2,"[1, 0]",10,158
10,2,"[-1, 0]",10,88
10,2,"[1, 0]",2,225
18,2,"[-1, 0]",2,115
10,2,"[-1, 0]",10,48
10,2,"[-1, 0]",2,207
10,2,"[1, 0]",2,65
6,2,"[1, 0]",2,241
22,2,"[-1, 0]",2,119
18,2,"[-1, 0]",10,256
22,2,"[1, 0]",10,278
22,2,"[1, 0]",2,237
22,2,"[-1, 0]",10,200
18,2,"[1, 0]",2,113
6,2,"[-1, 0]",10,104
10,2,"[-1, 0]",10,268
10,2,"[-1, 0]",10,168
22,2,"[1, 0]",2,57
6,2,"[1, 0]",2,21
6,2,"[-1, 0]",2,203
10,2,"[-1, 0]",10,248
6,2,"[-1, 0]",2,63
14,2,"[-1, 0]",2,31
18,2,"[1, 0]",2,233
10,2,"[1, 0]",2,185
22,2,"[-1, 0]",10,160
22,2,"[-1, 0]",2,259
10,2,"[-1, 0]",10,148
10,2,"[1, 0]",2,85
14,2,"[1, 0]",10,10
18,2,"[-1, 0]",10,176
6,2,"[-1, 0]",2,123
14,2,"[1, 0]",10,210
22,2,"[-1, 0]",10,240
14,2,"[1, 0]",2,129
22,2,"[-1, 0]",2,139
10,2,"[1, 0]",2,165
14,2,"[1, 0]",2,149
10,2,"[-1, 0]",10,128
6,2,"[1, 0]",10,122
6,2,"[1, 0]",10,162
6,2,"[1, 0]",2,161
18,2,"[1, 0]",2,193
10,2,"[-1, 0]",2,227
22,2,"[1, 0]",10,258
18,2,"[-1, 0]",2,195
22,2,"[-1, 0]",2,239
22,2,"[-1, 0]",10,220
22,2,"[1, 0]",10,178
10,2,"[-1, 0]",2,87
14,2,"[1, 0]",10,230
18,2,"[1, 0]",10,174
6,2,"[1, 0]",10,182
10,2,"[1, 0]",10,246
18,2,"[1, 0]",10,54
10,2,"[-1, 0]",2,47
14,2,"[1, 0]",10,170
18,2,"[1, 0]",10,74
18,2,"[1, 0]",2,213
22,2,"[1, 0]",2,197
14,2,"[-1, 0]",2,191
10,2,"[1, 0]",10,6
18,2,"[1, 0]",2,153
14,2,"[-1, 0]",2,251
10,2,"[1, 0]",2,5
10,2,"[-1, 0]",2,167
18,2,"[-1, 0]",10,56
14,2,"[1, 0]",10,50
14,2,"[-1, 0]",10,172
14,2,"[1, 0]",10,90
22,2,"[-1, 0]",2,79
6,2,"[-1, 0]",2,3
10,2,"[-1, 0]",2,7
14,2,"[-1, 0]",10,32
18,2,"[-1, 0]",2,95
14,2,"[1, 0]",2,109
10,2,"[1, 0]",2,145
14,2,"[1, 0]",2,209
22,2,"[1, 0]",2,77
22,2,"[-1, 0]",10,260
18,2,"[1, 0]",2,73
6,2,"[1, 0]",2,121
22,2,"[1, 0]",2,257
14,2,"[1, 0]",10,270
18,2,"[1, 0]",10,234
22,2,"[1, 0]",2,17
18,2,"[1, 0]",10,14
18,2,"[1, 0]",2,93
18,2,"[-1, 0]",10,216
22,2,"[1, 0]",2,37
14,2,"[-1, 0]",2,11
10,2,"[-1, 0]",10,28
10,2,"[1, 0]",2,25
14,2,"[1, 0]",2,9
10,2,"[1, 0]",10,226
14,2,"[1, 0]",2,249
14,2,"[-1, 0]",10,212
6,2,"[-1, 0]",2,183
22,2,"[-1, 0]",2,99
10,2,"[1, 0]",2,265
6,2,"[-1, 0]",10,84
10,2,"[1, 0]",2,205
6,2,"[-1, 0]",10,264
14,2,"[-1, 0]",2,231
6,2,"[1, 0]",2,221
6,2,"[-1, 0]",10,224
14,2,"[-1, 0]",10,12
14,2,"[-1, 0]",2,151
18,2,"[-1, 0]",2,155
18,2,"[1, 0]",10,34
14,2,"[1, 0]",2,29
14,2,"[1, 0]",10,250
18,2,"[-1, 0]",10,136
14,2,"[-1, 0]",2,71
18,2,"[-1, 0]",10,116
18,2,"[1, 0]",2,133
18,2,"[-1, 0]",10,276
10,2,"[1, 0]",10,46
6,2,"[1, 0]",10,242
18,2,"[1, 0]",10,94
10,2,"[1, 0]",10,166
22,2,"[1, 0]",2,137
18,2,"[-1, 0]",10,156
6,2,"[1, 0]",2,201
22,2,"[-1, 0]",10,20
22,2,"[-1, 0]",2,179
10,2,"[-1, 0]",10,8
14,2,"[1, 0]",2,169
22,2,"[-1, 0]",2,19
6,2,"[1, 0]",10,262
14,2,"[1, 0]",2,49
6,2,"[1, 0]",2,141
14,2,"[-1, 0]",10,232
22,2,"[-1, 0]",10,60
18,2,"[1, 0]",10,254
18,2,"[1, 0]",10,194
6,2,"[1, 0]",10,222
22,2,"[1, 0]",10,98
14,2,"[-1, 0]",10,112
22,2,"[1, 0]",10,18
18,2,"[-1, 0]",10,16
14,2,"[-1, 0]",10,132
6,2,"[-1, 0]",10,184
22,2,"[-1, 0]",2,219
18,2,"[1, 0]",2,13
22,2,"[1, 0]",2,277
14,2,"[-1, 0]",2,51
10,2,"[1, 0]",2,125
14,2,"[-1, 0]",2,271
6,2,"[-1, 0]",10,4
10,2,"[-1, 0]",2,187
22,2,"[1, 0]",10,78
14,2,"[1, 0]",2,189
10,2,"[-1, 0]",2,107
10,2,"[-1, 0]",2,67
18,2,"[-1, 0]",10,236
14,2,"[1, 0]",10,150
18,2,"[-1, 0]",2,215
6,2,"[1, 0]",2,41
10,2,"[-1, 0]",2,267
22,2,"[1, 0]",10,38
14,2,"[1, 0]",10,190
6,2,"[-1, 0]",2,163
6,2,"[-1, 0]",10,44
14,2,"[1, 0]",2,229
10,2,"[-1, 0]",10,208
6,2,"[-1, 0]",10,64
6,2,"[-1, 0]",2,143
6,2,"[-1, 0]",2,263
10,2,"[1, 0]",10,206
18,2,"[1, 0]",10,214
10,2,"[1, 0]",2,245
14,2,"[-1, 0]",2,131
10,2,"[-1, 0]",2,147
18,2,"[-1, 0]",10,76
10,2,"[-1, 0]",2,127
22,2,"[-1, 0]",2,279
14,2,"[-1, 0]",10,92
10,2,"[-1, 0]",10,228
14,2,"[-1, 0]",2,91
6,2,"[-1, 0]",2,103
18,2,"[1, 0]",2,253
6,2,"[1, 0]",2,81
18,2,"[-1, 0]",10,36
