cue1pos,cue2lag,cueCoords,cueEccentricity,trialNumOriginal
10,2,"[-1, 0]",10,208
18,2,"[1, 0]",2,53
22,2,"[-1, 0]",10,200
6,2,"[-1, 0]",2,123
22,2,"[-1, 0]",10,20
18,2,"[1, 0]",10,234
22,2,"[1, 0]",2,17
6,2,"[1, 0]",2,261
6,2,"[-1, 0]",2,163
14,2,"[-1, 0]",2,111
10,2,"[-1, 0]",10,8
14,2,"[1, 0]",2,89
22,2,"[1, 0]",10,178
22,2,"[1, 0]",10,138
22,2,"[1, 0]",2,77
6,2,"[1, 0]",2,21
14,2,"[-1, 0]",2,171
22,2,"[1, 0]",2,117
6,2,"[-1, 0]",2,203
10,2,"[-1, 0]",2,107
14,2,"[1, 0]",2,149
6,2,"[-1, 0]",10,44
10,2,"[1, 0]",2,245
6,2,"[1, 0]",2,181
6,2,"[1, 0]",10,202
6,2,"[1, 0]",2,161
14,2,"[1, 0]",10,250
22,2,"[-1, 0]",10,180
22,2,"[-1, 0]",2,139
10,2,"[1, 0]",2,265
10,2,"[-1, 0]",10,128
10,2,"[1, 0]",2,165
22,2,"[1, 0]",2,57
10,2,"[1, 0]",10,106
10,2,"[-1, 0]",10,148
14,2,"[1, 0]",2,69
6,2,"[-1, 0]",10,24
18,2,"[-1, 0]",10,176
14,2,"[1, 0]",2,249
14,2,"[-1, 0]",10,232
14,2,"[-1, 0]",2,151
18,2,"[1, 0]",2,73
14,2,"[-1, 0]",2,11
18,2,"[1, 0]",2,273
6,2,"[-1, 0]",2,63
6,2,"[-1, 0]",2,143
6,2,"[1, 0]",10,142
22,2,"[-1, 0]",2,199
6,2,"[1, 0]",10,222
6,2,"[1, 0]",10,122
22,2,"[1, 0]",2,97
22,2,"[1, 0]",2,157
14,2,"[-1, 0]",2,31
18,2,"[-1, 0]",2,135
14,2,"[1, 0]",2,169
6,2,"[1, 0]",2,61
18,2,"[-1, 0]",2,95
14,2,"[-1, 0]",2,211
22,2,"[-1, 0]",2,39
10,2,"[-1, 0]",10,108
14,2,"[-1, 0]",10,192
22,2,"[1, 0]",2,217
18,2,"[-1, 0]",2,175
22,2,"[1, 0]",10,78
18,2,"[-1, 0]",2,255
22,2,"[1, 0]",10,218
14,2,"[-1, 0]",2,271
6,2,"[1, 0]",2,1
22,2,"[-1, 0]",2,179
10,2,"[1, 0]",2,145
18,2,"[-1, 0]",10,276
6,2,"[-1, 0]",10,244
18,2,"[-1, 0]",2,215
14,2,"[-1, 0]",2,231
6,2,"[1, 0]",10,182
18,2,"[-1, 0]",10,156
6,2,"[1, 0]",2,201
6,2,"[-1, 0]",10,144
6,2,"[1, 0]",10,22
6,2,"[-1, 0]",10,124
10,2,"[1, 0]",2,25
10,2,"[1, 0]",2,85
