cue1pos,cue2lag,cueCoords,cueEccentricity,trialNumOriginal
18,2,"[-1, 0]",10,196
22,2,"[1, 0]",10,238
22,2,"[-1, 0]",2,39
10,2,"[1, 0]",10,206
14,2,"[-1, 0]",2,251
10,2,"[-1, 0]",10,48
18,2,"[-1, 0]",10,156
22,2,"[1, 0]",10,38
6,2,"[-1, 0]",10,4
18,2,"[-1, 0]",10,176
14,2,"[-1, 0]",10,172
14,2,"[-1, 0]",10,92
10,2,"[-1, 0]",2,227
22,2,"[1, 0]",10,118
6,2,"[-1, 0]",10,244
14,2,"[-1, 0]",10,112
18,2,"[1, 0]",2,213
22,2,"[-1, 0]",10,240
10,2,"[-1, 0]",2,27
10,2,"[1, 0]",2,85
18,2,"[-1, 0]",2,15
10,2,"[1, 0]",10,146
14,2,"[1, 0]",10,250
6,2,"[-1, 0]",10,24
14,2,"[1, 0]",10,50
22,2,"[1, 0]",10,58
18,2,"[-1, 0]",2,115
6,2,"[1, 0]",2,241
6,2,"[1, 0]",10,2
14,2,"[-1, 0]",2,51
10,2,"[-1, 0]",2,167
6,2,"[1, 0]",2,181
18,2,"[1, 0]",10,274
6,2,"[-1, 0]",10,144
18,2,"[1, 0]",10,54
18,2,"[1, 0]",10,214
14,2,"[-1, 0]",2,191
6,2,"[1, 0]",2,161
6,2,"[1, 0]",2,81
6,2,"[1, 0]",10,222
14,2,"[1, 0]",2,49
10,2,"[1, 0]",2,125
6,2,"[-1, 0]",2,3
6,2,"[1, 0]",2,261
14,2,"[1, 0]",2,149
22,2,"[1, 0]",10,218
18,2,"[1, 0]",10,34
18,2,"[1, 0]",10,154
6,2,"[1, 0]",10,182
22,2,"[1, 0]",10,158
18,2,"[-1, 0]",10,76
14,2,"[1, 0]",10,150
10,2,"[-1, 0]",10,88
10,2,"[-1, 0]",10,108
18,2,"[-1, 0]",10,256
22,2,"[-1, 0]",10,260
18,2,"[-1, 0]",2,175
10,2,"[1, 0]",2,5
22,2,"[-1, 0]",10,120
22,2,"[-1, 0]",2,179
10,2,"[-1, 0]",2,127
10,2,"[-1, 0]",10,148
18,2,"[1, 0]",10,194
6,2,"[1, 0]",2,21
14,2,"[-1, 0]",2,171
10,2,"[1, 0]",10,246
18,2,"[-1, 0]",10,16
22,2,"[-1, 0]",2,259
22,2,"[-1, 0]",2,59
10,2,"[-1, 0]",10,228
10,2,"[-1, 0]",2,107
18,2,"[1, 0]",10,174
14,2,"[-1, 0]",10,72
6,2,"[1, 0]",2,141
14,2,"[-1, 0]",10,232
22,2,"[1, 0]",2,237
6,2,"[-1, 0]",10,264
10,2,"[-1, 0]",10,128
10,2,"[-1, 0]",10,28
22,2,"[1, 0]",10,258
10,2,"[-1, 0]",2,247
10,2,"[-1, 0]",10,8
10,2,"[-1, 0]",2,207
22,2,"[-1, 0]",2,119
10,2,"[1, 0]",2,45
18,2,"[1, 0]",2,273
22,2,"[1, 0]",2,257
18,2,"[-1, 0]",10,96
22,2,"[1, 0]",2,217
6,2,"[-1, 0]",2,143
22,2,"[-1, 0]",2,19
14,2,"[1, 0]",2,189
6,2,"[1, 0]",2,101
6,2,"[1, 0]",2,201
14,2,"[-1, 0]",2,271
14,2,"[-1, 0]",2,131
14,2,"[-1, 0]",2,211
18,2,"[-1, 0]",2,135
10,2,"[1, 0]",10,126
14,2,"[1, 0]",10,70
22,2,"[-1, 0]",2,219
6,2,"[-1, 0]",10,64
14,2,"[-1, 0]",10,252
6,2,"[1, 0]",2,61
18,2,"[1, 0]",10,114
6,2,"[1, 0]",10,242
