cue1pos,cue2lag,cueCoords,cueEccentricity,trialNumOriginal
14,2,"[1, 0]",2,169
10,2,"[-1, 0]",2,47
18,2,"[1, 0]",2,153
18,2,"[1, 0]",10,274
22,2,"[1, 0]",10,218
22,2,"[-1, 0]",10,240
10,2,"[-1, 0]",10,48
10,2,"[-1, 0]",10,248
6,2,"[-1, 0]",2,183
10,2,"[-1, 0]",2,167
6,2,"[-1, 0]",10,24
22,2,"[1, 0]",10,18
10,2,"[1, 0]",2,5
10,2,"[1, 0]",10,6
10,2,"[-1, 0]",10,68
10,2,"[1, 0]",10,126
22,2,"[1, 0]",2,257
14,2,"[1, 0]",10,110
6,2,"[1, 0]",2,21
22,2,"[-1, 0]",2,239
22,2,"[-1, 0]",10,100
18,2,"[-1, 0]",2,215
14,2,"[-1, 0]",10,192
10,2,"[-1, 0]",10,88
22,2,"[-1, 0]",2,99
10,2,"[1, 0]",2,85
6,2,"[-1, 0]",10,244
22,2,"[-1, 0]",2,279
14,2,"[1, 0]",10,70
18,2,"[-1, 0]",2,35
14,2,"[-1, 0]",2,251
22,2,"[1, 0]",10,238
6,2,"[1, 0]",10,42
6,2,"[1, 0]",10,102
14,2,"[-1, 0]",2,231
18,2,"[-1, 0]",2,275
10,2,"[-1, 0]",2,27
6,2,"[1, 0]",2,161
6,2,"[-1, 0]",10,164
22,2,"[-1, 0]",2,139
18,2,"[-1, 0]",10,276
14,2,"[-1, 0]",2,51
14,2,"[1, 0]",10,150
14,2,"[1, 0]",10,190
10,2,"[-1, 0]",2,87
6,2,"[-1, 0]",2,223
14,2,"[1, 0]",2,89
14,2,"[1, 0]",10,10
18,2,"[1, 0]",10,134
14,2,"[1, 0]",2,69
22,2,"[1, 0]",2,277
10,2,"[-1, 0]",2,107
14,2,"[-1, 0]",2,71
10,2,"[-1, 0]",10,168
14,2,"[-1, 0]",2,131
18,2,"[1, 0]",2,173
6,2,"[-1, 0]",10,64
14,2,"[1, 0]",2,109
6,2,"[1, 0]",2,1
14,2,"[1, 0]",2,269
22,2,"[1, 0]",10,58
10,2,"[-1, 0]",10,128
10,2,"[1, 0]",10,246
14,2,"[-1, 0]",10,92
18,2,"[-1, 0]",10,36
22,2,"[-1, 0]",10,60
14,2,"[1, 0]",10,230
18,2,"[1, 0]",2,113
6,2,"[1, 0]",2,41
10,2,"[1, 0]",10,66
10,2,"[-1, 0]",10,108
6,2,"[-1, 0]",2,163
10,2,"[1, 0]",10,186
14,2,"[1, 0]",2,49
22,2,"[1, 0]",2,197
22,2,"[1, 0]",10,278
18,2,"[1, 0]",10,34
10,2,"[1, 0]",2,245
10,2,"[-1, 0]",2,247
6,2,"[-1, 0]",10,124
18,2,"[-1, 0]",10,216
18,2,"[-1, 0]",2,235
18,2,"[-1, 0]",10,96
18,2,"[-1, 0]",10,136
22,2,"[-1, 0]",2,219
22,2,"[1, 0]",2,237
22,2,"[1, 0]",10,98
22,2,"[1, 0]",10,178
18,2,"[1, 0]",10,114
18,2,"[-1, 0]",10,176
18,2,"[-1, 0]",2,55
22,2,"[1, 0]",2,177
22,2,"[1, 0]",2,117
14,2,"[-1, 0]",2,111
22,2,"[1, 0]",2,157
6,2,"[1, 0]",10,242
18,2,"[-1, 0]",10,196
6,2,"[1, 0]",2,81
22,2,"[1, 0]",10,118
14,2,"[1, 0]",10,270
10,2,"[-1, 0]",10,148
14,2,"[-1, 0]",10,252
14,2,"[1, 0]",10,170
18,2,"[-1, 0]",2,255
10,2,"[1, 0]",10,146
22,2,"[1, 0]",10,198
14,2,"[1, 0]",2,149
6,2,"[1, 0]",10,202
18,2,"[1, 0]",2,93
10,2,"[1, 0]",10,166
22,2,"[1, 0]",2,217
18,2,"[-1, 0]",10,156
22,2,"[1, 0]",2,137
10,2,"[-1, 0]",2,267
14,2,"[-1, 0]",10,272
14,2,"[-1, 0]",10,212
10,2,"[1, 0]",2,185
22,2,"[-1, 0]",2,199
22,2,"[1, 0]",2,37
14,2,"[1, 0]",10,50
22,2,"[-1, 0]",2,59
6,2,"[1, 0]",10,122
18,2,"[1, 0]",2,213
14,2,"[1, 0]",2,209
14,2,"[1, 0]",10,250
6,2,"[-1, 0]",2,83
18,2,"[1, 0]",10,214
18,2,"[1, 0]",2,33
6,2,"[1, 0]",10,82
18,2,"[-1, 0]",10,256
14,2,"[-1, 0]",10,132
18,2,"[1, 0]",2,13
10,2,"[1, 0]",2,205
6,2,"[1, 0]",10,262
18,2,"[-1, 0]",10,236
22,2,"[1, 0]",10,38
18,2,"[1, 0]",2,73
22,2,"[-1, 0]",10,40
18,2,"[1, 0]",10,254
10,2,"[1, 0]",2,225
6,2,"[-1, 0]",10,44
6,2,"[1, 0]",2,201
22,2,"[-1, 0]",2,19
6,2,"[-1, 0]",10,204
10,2,"[1, 0]",2,165
14,2,"[1, 0]",10,130
6,2,"[-1, 0]",10,4
22,2,"[1, 0]",2,77
14,2,"[1, 0]",2,9
14,2,"[1, 0]",2,229
22,2,"[-1, 0]",2,159
14,2,"[-1, 0]",10,52
22,2,"[-1, 0]",10,140
14,2,"[-1, 0]",2,271
14,2,"[-1, 0]",10,152
22,2,"[1, 0]",10,78
22,2,"[-1, 0]",10,260
6,2,"[-1, 0]",2,23
6,2,"[1, 0]",2,181
18,2,"[-1, 0]",10,16
10,2,"[-1, 0]",2,207
10,2,"[1, 0]",2,105
6,2,"[-1, 0]",10,104
6,2,"[1, 0]",10,142
22,2,"[-1, 0]",2,179
18,2,"[-1, 0]",2,75
14,2,"[-1, 0]",10,172
6,2,"[1, 0]",10,22
18,2,"[1, 0]",2,193
22,2,"[-1, 0]",2,119
10,2,"[1, 0]",2,65
18,2,"[1, 0]",10,54
18,2,"[-1, 0]",10,76
6,2,"[1, 0]",10,62
18,2,"[1, 0]",10,174
18,2,"[-1, 0]",2,175
18,2,"[1, 0]",2,233
6,2,"[1, 0]",2,221
18,2,"[1, 0]",10,14
6,2,"[1, 0]",2,261
6,2,"[-1, 0]",2,63
14,2,"[1, 0]",2,129
6,2,"[-1, 0]",2,263
10,2,"[-1, 0]",10,8
10,2,"[1, 0]",2,145
6,2,"[1, 0]",2,121
18,2,"[1, 0]",2,53
6,2,"[-1, 0]",10,84
14,2,"[-1, 0]",2,151
10,2,"[-1, 0]",2,187
18,2,"[-1, 0]",2,95
22,2,"[-1, 0]",10,80
22,2,"[1, 0]",2,97
14,2,"[-1, 0]",2,171
6,2,"[-1, 0]",2,43
10,2,"[-1, 0]",2,147
22,2,"[1, 0]",2,57
14,2,"[-1, 0]",10,12
18,2,"[-1, 0]",2,135
18,2,"[-1, 0]",2,15
22,2,"[-1, 0]",10,120
10,2,"[1, 0]",10,266
10,2,"[-1, 0]",2,7
6,2,"[1, 0]",10,222
18,2,"[1, 0]",10,94
22,2,"[-1, 0]",10,20
18,2,"[-1, 0]",10,56
22,2,"[-1, 0]",10,280
6,2,"[-1, 0]",2,243
10,2,"[-1, 0]",10,28
22,2,"[-1, 0]",10,180
14,2,"[-1, 0]",2,91
18,2,"[-1, 0]",2,195
6,2,"[-1, 0]",2,203
10,2,"[-1, 0]",2,67
22,2,"[-1, 0]",10,200
14,2,"[-1, 0]",2,191
22,2,"[-1, 0]",2,79
10,2,"[1, 0]",10,46
14,2,"[1, 0]",2,189
14,2,"[1, 0]",2,249
22,2,"[1, 0]",10,258
18,2,"[1, 0]",10,154
22,2,"[-1, 0]",10,160
10,2,"[1, 0]",2,25
6,2,"[-1, 0]",2,123
10,2,"[-1, 0]",2,127
18,2,"[-1, 0]",2,115
10,2,"[1, 0]",2,45
18,2,"[-1, 0]",2,155
14,2,"[-1, 0]",2,31
6,2,"[1, 0]",10,2
6,2,"[1, 0]",10,182
22,2,"[-1, 0]",10,220
10,2,"[1, 0]",2,265
10,2,"[1, 0]",10,26
10,2,"[1, 0]",10,226
14,2,"[-1, 0]",2,11
14,2,"[-1, 0]",10,32
6,2,"[-1, 0]",2,143
