cue1pos,cue2lag,cueCoords,cueEccentricity,trialNumOriginal
14,2,"[1, 0]",10,10
10,2,"[-1, 0]",10,8
6,2,"[1, 0]",2,41
6,2,"[-1, 0]",2,203
10,2,"[-1, 0]",10,68
14,2,"[1, 0]",10,50
18,2,"[-1, 0]",10,156
22,2,"[-1, 0]",2,159
6,2,"[-1, 0]",10,64
18,2,"[-1, 0]",10,256
22,2,"[-1, 0]",2,239
18,2,"[-1, 0]",10,276
22,2,"[1, 0]",2,257
6,2,"[-1, 0]",2,163
22,2,"[1, 0]",10,198
22,2,"[-1, 0]",2,219
14,2,"[-1, 0]",10,272
6,2,"[1, 0]",10,102
18,2,"[-1, 0]",10,36
6,2,"[1, 0]",10,242
6,2,"[-1, 0]",10,44
14,2,"[1, 0]",2,229
6,2,"[1, 0]",2,81
14,2,"[-1, 0]",2,91
6,2,"[-1, 0]",10,84
18,2,"[1, 0]",10,74
14,2,"[1, 0]",2,69
14,2,"[1, 0]",2,189
14,2,"[-1, 0]",10,92
6,2,"[1, 0]",2,241
14,2,"[-1, 0]",10,12
14,2,"[1, 0]",2,249
10,2,"[-1, 0]",2,147
22,2,"[1, 0]",2,277
10,2,"[1, 0]",10,6
14,2,"[1, 0]",10,30
14,2,"[1, 0]",10,250
14,2,"[-1, 0]",2,231
6,2,"[-1, 0]",10,124
14,2,"[1, 0]",10,90
22,2,"[1, 0]",2,17
10,2,"[-1, 0]",10,168
14,2,"[-1, 0]",10,152
14,2,"[1, 0]",2,149
10,2,"[-1, 0]",2,7
14,2,"[-1, 0]",10,72
6,2,"[-1, 0]",10,24
18,2,"[1, 0]",10,54
18,2,"[1, 0]",10,194
6,2,"[1, 0]",2,121
18,2,"[-1, 0]",2,255
10,2,"[-1, 0]",2,207
6,2,"[-1, 0]",2,143
18,2,"[1, 0]",2,13
6,2,"[1, 0]",10,82
22,2,"[-1, 0]",10,20
6,2,"[-1, 0]",2,263
6,2,"[-1, 0]",10,224
22,2,"[1, 0]",10,178
10,2,"[-1, 0]",10,248
18,2,"[-1, 0]",2,55
14,2,"[-1, 0]",2,11
10,2,"[1, 0]",2,225
22,2,"[1, 0]",10,78
22,2,"[1, 0]",10,258
14,2,"[1, 0]",10,210
