cue1pos,cue2lag,cueCoords,cueEccentricity,trialNumOriginal
18,2,"[1, 0]",1,153
18,2,"[-1, 0]",5,216
22,2,"[-1, 0]",5,180
22,2,"[1, 0]",1,57
6,2,"[-1, 0]",1,183
22,2,"[-1, 0]",5,160
22,2,"[1, 0]",5,258
18,2,"[1, 0]",5,174
22,2,"[1, 0]",5,118
22,2,"[-1, 0]",1,279
14,2,"[1, 0]",1,49
10,2,"[1, 0]",1,225
10,2,"[1, 0]",1,25
10,2,"[1, 0]",5,86
22,2,"[-1, 0]",1,199
6,2,"[1, 0]",1,201
14,2,"[-1, 0]",1,131
18,2,"[1, 0]",1,213
10,2,"[-1, 0]",1,167
18,2,"[-1, 0]",1,15
14,2,"[1, 0]",5,190
14,2,"[-1, 0]",1,11
6,2,"[-1, 0]",5,164
14,2,"[1, 0]",5,90
14,2,"[-1, 0]",5,272
6,2,"[-1, 0]",1,3
6,2,"[1, 0]",5,262
18,2,"[1, 0]",5,114
18,2,"[-1, 0]",1,155
10,2,"[1, 0]",5,166
6,2,"[-1, 0]",5,124
6,2,"[1, 0]",1,161
18,2,"[-1, 0]",5,136
18,2,"[1, 0]",1,33
22,2,"[-1, 0]",5,100
14,2,"[1, 0]",1,169
6,2,"[-1, 0]",5,204
22,2,"[-1, 0]",5,200
22,2,"[1, 0]",5,218
22,2,"[-1, 0]",5,80
14,2,"[1, 0]",5,50
10,2,"[-1, 0]",1,127
6,2,"[-1, 0]",5,24
6,2,"[1, 0]",1,101
6,2,"[-1, 0]",5,44
14,2,"[1, 0]",1,129
22,2,"[1, 0]",1,277
6,2,"[1, 0]",5,242
18,2,"[1, 0]",5,74
22,2,"[-1, 0]",1,39
10,2,"[-1, 0]",5,148
6,2,"[-1, 0]",1,203
18,2,"[-1, 0]",5,176
18,2,"[1, 0]",5,14
18,2,"[1, 0]",1,93
10,2,"[-1, 0]",1,47
22,2,"[1, 0]",5,38
22,2,"[1, 0]",5,238
14,2,"[1, 0]",5,270
22,2,"[-1, 0]",1,259
22,2,"[-1, 0]",5,280
14,2,"[1, 0]",5,150
10,2,"[-1, 0]",1,147
22,2,"[-1, 0]",5,20
22,2,"[1, 0]",1,17
14,2,"[1, 0]",1,109
14,2,"[1, 0]",5,110
10,2,"[1, 0]",5,106
22,2,"[-1, 0]",1,139
6,2,"[1, 0]",1,1
14,2,"[-1, 0]",1,191
22,2,"[-1, 0]",1,159
18,2,"[1, 0]",5,54
10,2,"[1, 0]",1,265
22,2,"[-1, 0]",1,99
10,2,"[1, 0]",5,46
14,2,"[1, 0]",1,189
14,2,"[-1, 0]",5,152
22,2,"[1, 0]",1,157
14,2,"[1, 0]",5,10
10,2,"[-1, 0]",1,67
6,2,"[-1, 0]",1,243
22,2,"[1, 0]",1,217
10,2,"[-1, 0]",5,168
18,2,"[-1, 0]",1,255
18,2,"[1, 0]",5,254
10,2,"[-1, 0]",1,27
14,2,"[-1, 0]",5,52
6,2,"[1, 0]",1,81
10,2,"[-1, 0]",1,87
14,2,"[1, 0]",5,70
22,2,"[1, 0]",1,257
18,2,"[1, 0]",5,134
18,2,"[1, 0]",1,53
10,2,"[-1, 0]",1,247
10,2,"[1, 0]",5,126
10,2,"[1, 0]",1,105
14,2,"[-1, 0]",5,212
6,2,"[1, 0]",1,21
14,2,"[1, 0]",1,249
22,2,"[1, 0]",5,98
6,2,"[1, 0]",1,221
10,2,"[-1, 0]",1,207
10,2,"[-1, 0]",5,88
18,2,"[1, 0]",5,274
14,2,"[1, 0]",1,149
10,2,"[-1, 0]",5,248
14,2,"[-1, 0]",1,51
14,2,"[-1, 0]",1,211
6,2,"[1, 0]",5,162
18,2,"[1, 0]",1,73
18,2,"[-1, 0]",1,115
22,2,"[1, 0]",5,158
18,2,"[1, 0]",5,94
10,2,"[1, 0]",5,266
18,2,"[-1, 0]",5,196
22,2,"[1, 0]",5,278
14,2,"[-1, 0]",5,32
22,2,"[-1, 0]",1,239
18,2,"[-1, 0]",5,16
10,2,"[1, 0]",1,85
18,2,"[1, 0]",1,173
14,2,"[1, 0]",1,269
6,2,"[-1, 0]",1,83
22,2,"[-1, 0]",5,240
6,2,"[1, 0]",1,121
10,2,"[-1, 0]",1,7
10,2,"[-1, 0]",5,8
18,2,"[-1, 0]",1,215
6,2,"[-1, 0]",1,43
10,2,"[1, 0]",5,66
14,2,"[-1, 0]",1,271
22,2,"[1, 0]",5,78
18,2,"[1, 0]",5,214
18,2,"[1, 0]",1,233
10,2,"[1, 0]",1,145
14,2,"[-1, 0]",5,72
18,2,"[1, 0]",1,273
18,2,"[1, 0]",1,133
10,2,"[-1, 0]",1,107
22,2,"[1, 0]",1,97
18,2,"[1, 0]",5,34
6,2,"[-1, 0]",1,143
6,2,"[-1, 0]",5,144
14,2,"[-1, 0]",5,252
6,2,"[1, 0]",5,142
14,2,"[-1, 0]",5,92
6,2,"[-1, 0]",5,84
14,2,"[1, 0]",1,209
18,2,"[-1, 0]",1,195
18,2,"[-1, 0]",5,96
22,2,"[-1, 0]",5,140
18,2,"[1, 0]",1,113
22,2,"[1, 0]",1,137
6,2,"[-1, 0]",5,64
6,2,"[1, 0]",1,141
10,2,"[1, 0]",5,186
22,2,"[-1, 0]",5,220
18,2,"[-1, 0]",5,56
6,2,"[-1, 0]",5,224
14,2,"[-1, 0]",1,31
18,2,"[-1, 0]",5,116
6,2,"[-1, 0]",1,23
6,2,"[1, 0]",1,41
22,2,"[-1, 0]",1,119
14,2,"[1, 0]",5,30
10,2,"[1, 0]",1,165
14,2,"[1, 0]",5,210
18,2,"[-1, 0]",1,95
10,2,"[-1, 0]",5,268
10,2,"[-1, 0]",5,128
10,2,"[1, 0]",5,226
10,2,"[1, 0]",1,45
22,2,"[1, 0]",5,198
14,2,"[1, 0]",5,170
14,2,"[-1, 0]",5,172
22,2,"[-1, 0]",1,179
6,2,"[1, 0]",5,102
14,2,"[1, 0]",1,229
14,2,"[-1, 0]",1,151
10,2,"[-1, 0]",1,187
18,2,"[-1, 0]",5,256
10,2,"[1, 0]",5,146
6,2,"[1, 0]",1,61
10,2,"[1, 0]",1,5
6,2,"[-1, 0]",1,223
6,2,"[1, 0]",5,2
18,2,"[-1, 0]",1,135
22,2,"[-1, 0]",5,120
14,2,"[1, 0]",1,89
22,2,"[1, 0]",1,177
22,2,"[1, 0]",1,117
14,2,"[-1, 0]",5,232
18,2,"[-1, 0]",1,235
18,2,"[1, 0]",1,13
6,2,"[1, 0]",5,182
10,2,"[1, 0]",1,205
10,2,"[1, 0]",1,245
6,2,"[-1, 0]",5,4
6,2,"[1, 0]",1,241
10,2,"[-1, 0]",1,227
22,2,"[1, 0]",1,77
10,2,"[1, 0]",1,125
22,2,"[-1, 0]",5,60
18,2,"[-1, 0]",5,276
10,2,"[1, 0]",1,65
18,2,"[-1, 0]",1,35
18,2,"[1, 0]",1,193
6,2,"[-1, 0]",5,244
22,2,"[-1, 0]",1,19
14,2,"[-1, 0]",5,132
14,2,"[-1, 0]",5,112
10,2,"[-1, 0]",5,48
22,2,"[-1, 0]",1,79
14,2,"[-1, 0]",1,171
14,2,"[-1, 0]",1,91
18,2,"[1, 0]",5,194
10,2,"[1, 0]",5,206
6,2,"[1, 0]",5,202
6,2,"[1, 0]",5,62
10,2,"[1, 0]",5,246
14,2,"[1, 0]",5,130
10,2,"[-1, 0]",5,28
14,2,"[1, 0]",5,230
22,2,"[1, 0]",1,37
22,2,"[1, 0]",5,18
14,2,"[-1, 0]",5,192
14,2,"[1, 0]",1,69
18,2,"[-1, 0]",1,75
6,2,"[1, 0]",5,222
10,2,"[1, 0]",1,185
14,2,"[-1, 0]",1,71
6,2,"[-1, 0]",1,163
22,2,"[1, 0]",5,138
18,2,"[-1, 0]",1,175
6,2,"[1, 0]",5,82
6,2,"[-1, 0]",1,63
18,2,"[1, 0]",1,253
14,2,"[-1, 0]",1,251
6,2,"[-1, 0]",5,264
22,2,"[1, 0]",5,58
