cue1pos,cue2lag,cueCoords,cueEccentricity,trialNumOriginal
10,2,"[-1, 0]",10,128
22,2,"[-1, 0]",2,99
22,2,"[1, 0]",10,258
10,2,"[-1, 0]",2,7
22,2,"[-1, 0]",2,159
22,2,"[1, 0]",10,278
6,2,"[-1, 0]",10,4
6,2,"[1, 0]",10,42
10,2,"[-1, 0]",10,248
14,2,"[1, 0]",10,70
18,2,"[-1, 0]",10,216
6,2,"[1, 0]",2,61
18,2,"[-1, 0]",2,175
14,2,"[-1, 0]",10,212
14,2,"[-1, 0]",10,172
6,2,"[-1, 0]",10,164
18,2,"[-1, 0]",10,236
10,2,"[1, 0]",10,166
6,2,"[1, 0]",2,201
6,2,"[1, 0]",10,82
14,2,"[-1, 0]",10,132
10,2,"[-1, 0]",10,208
18,2,"[-1, 0]",10,196
22,2,"[-1, 0]",10,100
10,2,"[1, 0]",10,66
22,2,"[1, 0]",2,137
18,2,"[-1, 0]",10,116
18,2,"[-1, 0]",10,96
18,2,"[1, 0]",2,233
22,2,"[1, 0]",2,77
14,2,"[-1, 0]",2,171
6,2,"[1, 0]",2,81
6,2,"[1, 0]",10,222
6,2,"[-1, 0]",2,143
6,2,"[-1, 0]",2,223
6,2,"[-1, 0]",2,123
10,2,"[-1, 0]",10,48
22,2,"[1, 0]",2,157
22,2,"[1, 0]",10,198
6,2,"[-1, 0]",2,183
18,2,"[1, 0]",2,273
18,2,"[-1, 0]",2,155
6,2,"[1, 0]",10,162
22,2,"[-1, 0]",2,259
6,2,"[1, 0]",2,241
18,2,"[-1, 0]",2,95
6,2,"[1, 0]",2,181
18,2,"[1, 0]",10,114
18,2,"[-1, 0]",2,35
6,2,"[-1, 0]",10,44
6,2,"[1, 0]",10,2
18,2,"[1, 0]",2,153
18,2,"[-1, 0]",2,255
14,2,"[-1, 0]",2,71
6,2,"[-1, 0]",2,203
10,2,"[1, 0]",2,205
14,2,"[1, 0]",10,30
6,2,"[-1, 0]",2,163
6,2,"[1, 0]",10,182
14,2,"[1, 0]",10,170
18,2,"[1, 0]",10,234
14,2,"[-1, 0]",2,251
22,2,"[-1, 0]",2,139
18,2,"[-1, 0]",10,16
18,2,"[-1, 0]",10,76
18,2,"[-1, 0]",2,15
10,2,"[-1, 0]",2,27
22,2,"[-1, 0]",10,120
6,2,"[-1, 0]",10,224
6,2,"[-1, 0]",2,63
10,2,"[1, 0]",10,86
22,2,"[-1, 0]",2,279
22,2,"[-1, 0]",10,260
6,2,"[1, 0]",2,141
10,2,"[1, 0]",2,165
10,2,"[-1, 0]",10,168
18,2,"[1, 0]",2,213
14,2,"[-1, 0]",2,111
10,2,"[1, 0]",2,85
10,2,"[-1, 0]",2,167
14,2,"[-1, 0]",2,51
10,2,"[-1, 0]",2,67
22,2,"[1, 0]",10,18
10,2,"[-1, 0]",2,127
10,2,"[1, 0]",2,105
10,2,"[1, 0]",2,45
18,2,"[1, 0]",10,214
14,2,"[1, 0]",2,129
14,2,"[-1, 0]",2,11
10,2,"[1, 0]",10,126
22,2,"[-1, 0]",2,119
10,2,"[-1, 0]",2,267
6,2,"[-1, 0]",2,43
14,2,"[1, 0]",2,69
14,2,"[1, 0]",2,229
6,2,"[-1, 0]",10,104
14,2,"[-1, 0]",10,152
18,2,"[1, 0]",10,254
10,2,"[-1, 0]",10,148
10,2,"[1, 0]",2,245
22,2,"[-1, 0]",2,179
6,2,"[-1, 0]",2,23
14,2,"[1, 0]",2,9
18,2,"[-1, 0]",10,56
10,2,"[-1, 0]",10,108
18,2,"[-1, 0]",2,275
18,2,"[1, 0]",10,54
14,2,"[-1, 0]",10,252
22,2,"[1, 0]",10,238
22,2,"[1, 0]",2,57
14,2,"[1, 0]",2,269
18,2,"[-1, 0]",2,235
22,2,"[1, 0]",10,158
10,2,"[-1, 0]",10,188
18,2,"[1, 0]",10,34
6,2,"[-1, 0]",2,103
14,2,"[1, 0]",10,150
6,2,"[-1, 0]",10,204
6,2,"[1, 0]",2,101
10,2,"[1, 0]",2,265
6,2,"[-1, 0]",10,64
14,2,"[1, 0]",10,50
10,2,"[-1, 0]",10,8
22,2,"[1, 0]",10,58
18,2,"[1, 0]",10,274
10,2,"[1, 0]",2,65
18,2,"[1, 0]",2,113
22,2,"[1, 0]",10,78
18,2,"[1, 0]",10,14
10,2,"[1, 0]",10,246
22,2,"[-1, 0]",10,80
18,2,"[1, 0]",10,134
14,2,"[1, 0]",10,250
14,2,"[1, 0]",10,130
14,2,"[-1, 0]",10,52
18,2,"[-1, 0]",10,136
14,2,"[-1, 0]",10,92
22,2,"[1, 0]",2,97
22,2,"[-1, 0]",10,200
6,2,"[1, 0]",10,142
10,2,"[1, 0]",10,146
22,2,"[1, 0]",2,17
10,2,"[1, 0]",2,25
10,2,"[1, 0]",2,145
18,2,"[1, 0]",2,73
10,2,"[-1, 0]",2,107
14,2,"[1, 0]",2,249
10,2,"[-1, 0]",10,28
10,2,"[-1, 0]",10,88
18,2,"[-1, 0]",2,195
