cue1pos,cue2lag,cueCoords,cueEccentricity,trialNumOriginal
6,2,"[1, 0]",5,202
18,2,"[-1, 0]",5,276
6,2,"[1, 0]",5,222
6,2,"[-1, 0]",1,23
6,2,"[1, 0]",1,161
18,2,"[1, 0]",1,253
22,2,"[-1, 0]",5,100
22,2,"[1, 0]",5,198
18,2,"[1, 0]",5,34
22,2,"[1, 0]",5,238
10,2,"[1, 0]",1,125
10,2,"[-1, 0]",5,8
14,2,"[-1, 0]",5,52
18,2,"[1, 0]",5,54
22,2,"[1, 0]",5,98
18,2,"[-1, 0]",5,136
22,2,"[1, 0]",5,158
14,2,"[-1, 0]",5,272
6,2,"[1, 0]",5,262
6,2,"[1, 0]",5,122
14,2,"[-1, 0]",5,32
18,2,"[1, 0]",5,214
22,2,"[-1, 0]",5,280
14,2,"[-1, 0]",1,211
18,2,"[1, 0]",1,273
14,2,"[1, 0]",1,49
14,2,"[1, 0]",5,270
22,2,"[-1, 0]",1,239
6,2,"[-1, 0]",5,64
6,2,"[-1, 0]",5,184
18,2,"[-1, 0]",5,16
10,2,"[-1, 0]",5,248
22,2,"[-1, 0]",5,140
10,2,"[1, 0]",1,45
6,2,"[1, 0]",5,62
14,2,"[1, 0]",1,149
18,2,"[-1, 0]",1,75
10,2,"[1, 0]",1,265
14,2,"[-1, 0]",5,212
14,2,"[-1, 0]",1,191
14,2,"[1, 0]",1,169
22,2,"[-1, 0]",1,59
10,2,"[1, 0]",5,226
6,2,"[-1, 0]",5,244
22,2,"[-1, 0]",5,120
14,2,"[1, 0]",5,250
10,2,"[1, 0]",1,25
22,2,"[-1, 0]",1,19
6,2,"[-1, 0]",1,103
6,2,"[-1, 0]",1,243
18,2,"[1, 0]",1,93
10,2,"[1, 0]",5,26
6,2,"[1, 0]",1,81
14,2,"[-1, 0]",1,171
18,2,"[1, 0]",5,134
18,2,"[-1, 0]",1,175
22,2,"[-1, 0]",5,60
10,2,"[-1, 0]",5,68
18,2,"[1, 0]",1,233
22,2,"[-1, 0]",1,219
14,2,"[1, 0]",1,69
10,2,"[1, 0]",1,85
6,2,"[-1, 0]",5,144
18,2,"[-1, 0]",1,275
10,2,"[1, 0]",5,66
