cue1pos,cue2lag,cueCoords,cueEccentricity,trialNumOriginal
10,2,"[-1, 0]",2,167
6,2,"[1, 0]",10,222
22,2,"[-1, 0]",10,280
6,2,"[-1, 0]",2,123
18,2,"[-1, 0]",2,35
22,2,"[-1, 0]",10,140
18,2,"[1, 0]",2,93
18,2,"[1, 0]",10,94
18,2,"[1, 0]",10,174
6,2,"[1, 0]",2,181
6,2,"[1, 0]",2,81
10,2,"[1, 0]",10,86
22,2,"[1, 0]",10,18
22,2,"[-1, 0]",10,160
6,2,"[-1, 0]",10,44
10,2,"[-1, 0]",10,268
14,2,"[-1, 0]",10,32
6,2,"[1, 0]",2,141
18,2,"[-1, 0]",2,155
18,2,"[1, 0]",10,134
18,2,"[1, 0]",10,274
18,2,"[-1, 0]",2,235
14,2,"[-1, 0]",10,132
22,2,"[1, 0]",2,97
22,2,"[1, 0]",2,197
18,2,"[1, 0]",10,14
14,2,"[-1, 0]",10,172
22,2,"[1, 0]",10,38
22,2,"[-1, 0]",10,220
10,2,"[-1, 0]",10,8
14,2,"[1, 0]",10,270
6,2,"[-1, 0]",10,84
14,2,"[-1, 0]",10,152
14,2,"[-1, 0]",2,251
6,2,"[1, 0]",10,102
22,2,"[-1, 0]",2,39
10,2,"[1, 0]",10,166
14,2,"[1, 0]",10,190
14,2,"[1, 0]",10,70
6,2,"[-1, 0]",2,223
14,2,"[1, 0]",2,269
6,2,"[-1, 0]",10,224
18,2,"[-1, 0]",2,255
18,2,"[-1, 0]",10,276
18,2,"[1, 0]",10,254
14,2,"[1, 0]",10,170
6,2,"[-1, 0]",10,264
10,2,"[1, 0]",2,245
10,2,"[1, 0]",10,186
18,2,"[-1, 0]",2,215
18,2,"[1, 0]",2,33
18,2,"[1, 0]",2,193
14,2,"[-1, 0]",2,31
10,2,"[-1, 0]",10,208
6,2,"[1, 0]",10,42
14,2,"[-1, 0]",2,111
6,2,"[1, 0]",2,61
18,2,"[-1, 0]",2,195
10,2,"[-1, 0]",2,67
10,2,"[-1, 0]",2,227
6,2,"[1, 0]",2,241
14,2,"[1, 0]",2,249
10,2,"[-1, 0]",10,168
22,2,"[-1, 0]",2,219
22,2,"[-1, 0]",2,139
22,2,"[-1, 0]",10,120
14,2,"[-1, 0]",2,191
14,2,"[1, 0]",10,130
10,2,"[1, 0]",10,266
14,2,"[-1, 0]",2,11
22,2,"[-1, 0]",10,200
14,2,"[-1, 0]",2,231
22,2,"[-1, 0]",10,80
6,2,"[-1, 0]",10,164
14,2,"[-1, 0]",10,92
18,2,"[-1, 0]",10,236
6,2,"[-1, 0]",2,243
18,2,"[1, 0]",10,234
6,2,"[1, 0]",10,182
6,2,"[-1, 0]",10,24
10,2,"[1, 0]",2,185
6,2,"[-1, 0]",10,64
10,2,"[1, 0]",2,85
10,2,"[-1, 0]",10,228
22,2,"[1, 0]",2,237
14,2,"[1, 0]",2,49
22,2,"[-1, 0]",10,100
6,2,"[1, 0]",10,202
22,2,"[-1, 0]",2,119
10,2,"[1, 0]",10,226
18,2,"[1, 0]",2,213
18,2,"[1, 0]",2,253
14,2,"[1, 0]",2,9
14,2,"[1, 0]",2,109
10,2,"[-1, 0]",10,28
18,2,"[1, 0]",2,233
18,2,"[1, 0]",10,154
10,2,"[-1, 0]",2,127
6,2,"[1, 0]",10,22
18,2,"[-1, 0]",10,256
14,2,"[1, 0]",2,69
22,2,"[-1, 0]",2,199
18,2,"[1, 0]",2,273
18,2,"[-1, 0]",2,55
10,2,"[1, 0]",2,205
10,2,"[-1, 0]",2,247
22,2,"[1, 0]",2,157
18,2,"[-1, 0]",2,15
6,2,"[-1, 0]",2,203
6,2,"[1, 0]",10,142
14,2,"[1, 0]",2,189
10,2,"[1, 0]",2,265
22,2,"[1, 0]",2,177
22,2,"[-1, 0]",2,19
14,2,"[-1, 0]",10,272
14,2,"[1, 0]",10,150
22,2,"[1, 0]",2,137
22,2,"[1, 0]",10,178
6,2,"[-1, 0]",10,144
14,2,"[1, 0]",10,90
10,2,"[-1, 0]",2,87
22,2,"[1, 0]",10,238
18,2,"[-1, 0]",10,156
18,2,"[-1, 0]",2,95
6,2,"[-1, 0]",10,204
18,2,"[-1, 0]",10,76
10,2,"[1, 0]",10,246
22,2,"[1, 0]",2,17
22,2,"[1, 0]",10,78
22,2,"[1, 0]",10,118
14,2,"[-1, 0]",10,12
14,2,"[-1, 0]",2,131
6,2,"[1, 0]",10,2
10,2,"[1, 0]",10,66
14,2,"[1, 0]",2,149
22,2,"[1, 0]",2,217
22,2,"[1, 0]",10,158
22,2,"[-1, 0]",2,159
18,2,"[1, 0]",2,133
10,2,"[1, 0]",10,46
10,2,"[-1, 0]",2,107
22,2,"[1, 0]",2,257
10,2,"[1, 0]",10,106
10,2,"[-1, 0]",2,47
22,2,"[-1, 0]",10,40
10,2,"[1, 0]",2,225
6,2,"[-1, 0]",2,143
6,2,"[1, 0]",2,1
18,2,"[1, 0]",10,114
6,2,"[1, 0]",10,162
10,2,"[1, 0]",10,146
14,2,"[1, 0]",2,169
10,2,"[-1, 0]",2,27
6,2,"[1, 0]",2,201
14,2,"[1, 0]",10,10
14,2,"[1, 0]",10,250
10,2,"[1, 0]",10,126
18,2,"[-1, 0]",2,75
18,2,"[1, 0]",2,173
22,2,"[1, 0]",2,277
10,2,"[-1, 0]",2,207
10,2,"[1, 0]",10,6
22,2,"[-1, 0]",10,240
10,2,"[1, 0]",2,165
10,2,"[-1, 0]",10,148
18,2,"[1, 0]",10,74
6,2,"[-1, 0]",10,184
18,2,"[-1, 0]",10,176
22,2,"[1, 0]",2,57
6,2,"[-1, 0]",2,63
14,2,"[-1, 0]",2,71
14,2,"[-1, 0]",2,91
