cue1pos,cue2lag,cueCoords,cueEccentricity,trialNumOriginal
22,2,"[1, 0]",5,278
18,2,"[-1, 0]",1,75
6,2,"[1, 0]",5,202
6,2,"[1, 0]",1,121
10,2,"[1, 0]",1,65
18,2,"[1, 0]",5,194
14,2,"[1, 0]",1,9
18,2,"[-1, 0]",1,95
22,2,"[1, 0]",1,37
10,2,"[1, 0]",1,45
10,2,"[-1, 0]",1,27
22,2,"[1, 0]",5,178
22,2,"[-1, 0]",1,259
22,2,"[-1, 0]",5,200
22,2,"[1, 0]",1,17
10,2,"[1, 0]",1,265
10,2,"[1, 0]",1,205
6,2,"[1, 0]",1,181
14,2,"[-1, 0]",5,152
22,2,"[1, 0]",5,198
14,2,"[1, 0]",1,89
22,2,"[-1, 0]",1,199
14,2,"[1, 0]",5,190
10,2,"[-1, 0]",1,127
10,2,"[1, 0]",1,165
6,2,"[-1, 0]",1,103
18,2,"[1, 0]",5,214
6,2,"[1, 0]",1,81
22,2,"[1, 0]",5,38
10,2,"[-1, 0]",1,207
18,2,"[1, 0]",5,254
18,2,"[1, 0]",1,233
14,2,"[1, 0]",1,129
18,2,"[1, 0]",5,14
6,2,"[-1, 0]",5,64
6,2,"[1, 0]",1,241
14,2,"[-1, 0]",5,232
18,2,"[1, 0]",1,73
10,2,"[-1, 0]",1,147
18,2,"[-1, 0]",1,175
22,2,"[-1, 0]",5,280
22,2,"[-1, 0]",1,59
6,2,"[1, 0]",5,222
10,2,"[-1, 0]",1,247
14,2,"[1, 0]",1,189
22,2,"[1, 0]",5,218
14,2,"[1, 0]",5,130
6,2,"[1, 0]",1,161
14,2,"[1, 0]",5,270
14,2,"[-1, 0]",5,132
10,2,"[-1, 0]",5,148
14,2,"[-1, 0]",5,212
18,2,"[-1, 0]",1,135
10,2,"[-1, 0]",1,107
6,2,"[-1, 0]",5,144
14,2,"[-1, 0]",5,252
18,2,"[-1, 0]",1,15
22,2,"[1, 0]",5,98
18,2,"[-1, 0]",1,55
10,2,"[1, 0]",5,186
14,2,"[1, 0]",5,70
6,2,"[-1, 0]",5,84
6,2,"[1, 0]",1,261
18,2,"[-1, 0]",1,235
10,2,"[-1, 0]",1,167
10,2,"[-1, 0]",1,47
18,2,"[1, 0]",1,173
14,2,"[-1, 0]",1,171
18,2,"[1, 0]",5,34
6,2,"[1, 0]",1,21
18,2,"[1, 0]",5,274
6,2,"[1, 0]",5,2
10,2,"[1, 0]",1,225
10,2,"[1, 0]",1,25
14,2,"[-1, 0]",5,52
14,2,"[-1, 0]",1,151
6,2,"[-1, 0]",1,123
18,2,"[1, 0]",5,114
10,2,"[1, 0]",5,126
22,2,"[-1, 0]",1,19
22,2,"[1, 0]",1,57
14,2,"[1, 0]",1,109
18,2,"[1, 0]",5,94
10,2,"[-1, 0]",5,128
14,2,"[1, 0]",5,10
22,2,"[1, 0]",1,257
6,2,"[-1, 0]",5,44
14,2,"[-1, 0]",1,131
18,2,"[-1, 0]",1,115
18,2,"[-1, 0]",5,96
10,2,"[1, 0]",5,106
6,2,"[-1, 0]",1,183
22,2,"[-1, 0]",5,140
18,2,"[-1, 0]",5,36
18,2,"[1, 0]",1,53
10,2,"[1, 0]",1,85
18,2,"[-1, 0]",1,195
18,2,"[1, 0]",5,234
6,2,"[1, 0]",5,62
14,2,"[1, 0]",1,69
14,2,"[-1, 0]",5,72
10,2,"[-1, 0]",1,187
22,2,"[-1, 0]",1,139
10,2,"[1, 0]",1,125
18,2,"[-1, 0]",1,35
10,2,"[1, 0]",5,6
6,2,"[-1, 0]",1,83
22,2,"[-1, 0]",1,119
18,2,"[1, 0]",1,273
18,2,"[1, 0]",5,134
10,2,"[1, 0]",1,105
22,2,"[-1, 0]",1,39
22,2,"[-1, 0]",5,260
22,2,"[1, 0]",1,237
18,2,"[-1, 0]",1,215
22,2,"[1, 0]",1,177
18,2,"[-1, 0]",1,155
6,2,"[1, 0]",5,142
18,2,"[1, 0]",5,74
22,2,"[-1, 0]",5,180
10,2,"[-1, 0]",5,68
14,2,"[1, 0]",5,150
18,2,"[-1, 0]",1,255
22,2,"[-1, 0]",1,279
22,2,"[1, 0]",5,258
14,2,"[1, 0]",5,250
6,2,"[-1, 0]",5,4
6,2,"[1, 0]",5,102
18,2,"[-1, 0]",5,136
14,2,"[1, 0]",1,209
10,2,"[-1, 0]",1,67
10,2,"[1, 0]",5,246
10,2,"[1, 0]",5,266
10,2,"[-1, 0]",5,248
10,2,"[1, 0]",5,206
14,2,"[-1, 0]",5,32
22,2,"[1, 0]",1,97
14,2,"[-1, 0]",1,231
10,2,"[1, 0]",1,245
10,2,"[-1, 0]",1,87
22,2,"[-1, 0]",5,220
18,2,"[1, 0]",5,54
18,2,"[-1, 0]",5,56
22,2,"[1, 0]",5,18
10,2,"[1, 0]",5,26
22,2,"[1, 0]",1,157
14,2,"[-1, 0]",1,251
6,2,"[-1, 0]",5,104
6,2,"[1, 0]",5,82
14,2,"[1, 0]",5,210
10,2,"[-1, 0]",1,227
10,2,"[1, 0]",1,185
6,2,"[-1, 0]",1,203
14,2,"[-1, 0]",1,211
18,2,"[1, 0]",1,133
