browser,duration,endTime,feedback,isi,judgment,startTime,subjectID,type
Chrome,1050,,,1029,83,2019-07-12T19:20:46.186Z,A17K1CHOI773VZ,odd
Chrome,1050,,,977,83,2019-07-12T19:20:46.186Z,A17K1CHOI773VZ,odd
Chrome,1050,,,991,83,2019-07-12T19:20:46.186Z,A17K1CHOI773VZ,odd
Chrome,1050,,,969,76,2019-07-12T19:20:46.186Z,A17K1CHOI773VZ,odd
Chrome,1050,,,957,83,2019-07-12T19:20:46.186Z,A17K1CHOI773VZ,odd
Chrome,1050,,,956,83,2019-07-12T19:20:46.186Z,A17K1CHOI773VZ,odd
Chrome,1050,,,1009,83,2019-07-12T19:20:46.186Z,A17K1CHOI773VZ,odd
Chrome,1050,,,1043,83,2019-07-12T19:20:46.186Z,A17K1CHOI773VZ,odd
Chrome,1050,,,1015,76,2019-07-12T19:20:46.186Z,A17K1CHOI773VZ,odd
Chrome,1050,,,974,83,2019-07-12T20:07:51.721Z,A18G2CLYSTENK,odd
Chrome,1050,,,1038,83,2019-07-12T20:07:51.721Z,A18G2CLYSTENK,odd
Chrome,1050,,,969,76,2019-07-12T20:07:51.721Z,A18G2CLYSTENK,odd
Chrome,1050,,,1021,83,2019-07-12T20:07:51.721Z,A18G2CLYSTENK,odd
Chrome,1050,,,990,83,2019-07-12T20:07:51.721Z,A18G2CLYSTENK,odd
Chrome,1050,,,970,76,2019-07-12T20:07:51.721Z,A18G2CLYSTENK,odd
Chrome,1050,,,988,83,2019-07-12T20:07:51.721Z,A18G2CLYSTENK,odd
Chrome,1050,,,963,83,2019-07-12T20:07:51.721Z,A18G2CLYSTENK,odd
Chrome,1050,,,994,76,2019-07-12T20:07:51.721Z,A18G2CLYSTENK,odd
Chrome,1050,,,1030,76,2019-07-12T19:11:58.619Z,A196XR61DIW5GU,odd
Chrome,1050,,,1031,83,2019-07-12T19:11:58.619Z,A196XR61DIW5GU,odd
Chrome,1050,,,976,83,2019-07-12T19:11:58.619Z,A196XR61DIW5GU,odd
Chrome,1050,,,1028,76,2019-07-12T19:11:58.619Z,A196XR61DIW5GU,odd
Chrome,1050,,,1048,76,2019-07-12T19:11:58.619Z,A196XR61DIW5GU,odd
Chrome,1050,,,1049,76,2019-07-12T19:11:58.619Z,A196XR61DIW5GU,odd
Chrome,1050,,,1022,83,2019-07-12T19:11:58.619Z,A196XR61DIW5GU,odd
Chrome,1050,,,1017,76,2019-07-12T19:11:58.619Z,A196XR61DIW5GU,odd
Chrome,1050,2019-07-12T19:25:44.015Z,"Great Study, hope to do more in the future.",1023,83,2019-07-12T19:11:58.619Z,A196XR61DIW5GU,odd
Chrome,1050,,,957,76,2019-07-12T19:24:51.173Z,A1K5ILJMG439M5,odd
Chrome,1050,,,1038,76,2019-07-12T19:24:51.173Z,A1K5ILJMG439M5,odd
Chrome,1050,,,1033,76,2019-07-12T19:24:51.173Z,A1K5ILJMG439M5,odd
Chrome,1050,,,1039,83,2019-07-12T19:24:51.173Z,A1K5ILJMG439M5,odd
Chrome,1050,,,1000,76,2019-07-12T19:24:51.173Z,A1K5ILJMG439M5,odd
Chrome,1050,,,972,83,2019-07-12T19:24:51.173Z,A1K5ILJMG439M5,odd
Chrome,1050,,,1020,83,2019-07-12T19:24:51.173Z,A1K5ILJMG439M5,odd
Chrome,1050,,,1020,76,2019-07-12T19:24:51.173Z,A1K5ILJMG439M5,odd
Chrome,1050,,,1022,76,2019-07-12T19:24:51.173Z,A1K5ILJMG439M5,odd
Chrome,1050,,,997,76,2019-07-12T19:09:37.645Z,A1LOUZD99NZCT2,odd
Chrome,1050,,,1020,76,2019-07-12T19:09:37.645Z,A1LOUZD99NZCT2,odd
Chrome,1050,,,963,76,2019-07-12T19:09:37.645Z,A1LOUZD99NZCT2,odd
Chrome,1050,,,961,76,2019-07-12T19:09:37.645Z,A1LOUZD99NZCT2,odd
Chrome,1050,,,971,76,2019-07-12T19:09:37.645Z,A1LOUZD99NZCT2,odd
Chrome,1050,,,1008,83,2019-07-12T19:09:37.645Z,A1LOUZD99NZCT2,odd
Chrome,1050,,,1000,83,2019-07-12T19:09:37.645Z,A1LOUZD99NZCT2,odd
Chrome,1050,,,974,83,2019-07-12T19:09:37.645Z,A1LOUZD99NZCT2,odd
Chrome,1050,,,976,76,2019-07-12T19:09:37.645Z,A1LOUZD99NZCT2,odd
