browser,duration,endTime,feedback,isi,judgment,startTime,subjectID,type
Chrome,1050,,,986,76,2019-07-12T19:20:46.186Z,A17K1CHOI773VZ,red
Chrome,1050,,,954,76,2019-07-12T19:20:46.186Z,A17K1CHOI773VZ,red
Chrome,1050,,,1019,83,2019-07-12T19:20:46.186Z,A17K1CHOI773VZ,red
Chrome,1050,,,1003,76,2019-07-12T19:20:46.186Z,A17K1CHOI773VZ,red
Chrome,1050,,,971,83,2019-07-12T19:20:46.186Z,A17K1CHOI773VZ,red
Chrome,1050,,,955,76,2019-07-12T19:20:46.186Z,A17K1CHOI773VZ,red
Chrome,1050,,,1032,83,2019-07-12T19:20:46.186Z,A17K1CHOI773VZ,red
Chrome,1050,,,1026,83,2019-07-12T19:20:46.186Z,A17K1CHOI773VZ,red
Chrome,1050,,,977,76,2019-07-12T19:20:46.186Z,A17K1CHOI773VZ,red
Chrome,1050,,,959,83,2019-07-12T20:07:51.721Z,A18G2CLYSTENK,red
Chrome,1050,,,954,83,2019-07-12T20:07:51.721Z,A18G2CLYSTENK,red
Chrome,1050,,,984,76,2019-07-12T20:07:51.721Z,A18G2CLYSTENK,red
Chrome,1050,,,1036,83,2019-07-12T20:07:51.721Z,A18G2CLYSTENK,red
Chrome,1050,,,970,83,2019-07-12T20:07:51.721Z,A18G2CLYSTENK,red
Chrome,1050,,,1037,76,2019-07-12T20:07:51.721Z,A18G2CLYSTENK,red
Chrome,1050,,,1009,83,2019-07-12T20:07:51.721Z,A18G2CLYSTENK,red
Chrome,1050,,,980,76,2019-07-12T20:07:51.721Z,A18G2CLYSTENK,red
Chrome,1050,,,1038,76,2019-07-12T20:07:51.721Z,A18G2CLYSTENK,red
Chrome,1050,,,1005,83,2019-07-12T19:11:58.619Z,A196XR61DIW5GU,red
Chrome,1050,,,977,76,2019-07-12T19:11:58.619Z,A196XR61DIW5GU,red
Chrome,1050,,,994,83,2019-07-12T19:11:58.619Z,A196XR61DIW5GU,red
Chrome,1050,,,951,76,2019-07-12T19:11:58.619Z,A196XR61DIW5GU,red
Chrome,1050,,,973,76,2019-07-12T19:11:58.619Z,A196XR61DIW5GU,red
Chrome,1050,,,1046,83,2019-07-12T19:11:58.619Z,A196XR61DIW5GU,red
Chrome,1050,,,977,83,2019-07-12T19:11:58.619Z,A196XR61DIW5GU,red
Chrome,1050,,,989,83,2019-07-12T19:11:58.619Z,A196XR61DIW5GU,red
Chrome,1050,,,1036,76,2019-07-12T19:11:58.619Z,A196XR61DIW5GU,red
Chrome,1050,,,999,83,2019-07-12T19:24:51.173Z,A1K5ILJMG439M5,red
Chrome,1050,,,991,83,2019-07-12T19:24:51.173Z,A1K5ILJMG439M5,red
Chrome,1050,,,970,83,2019-07-12T19:24:51.173Z,A1K5ILJMG439M5,red
Chrome,1050,,,955,83,2019-07-12T19:24:51.173Z,A1K5ILJMG439M5,red
Chrome,1050,,,996,83,2019-07-12T19:24:51.173Z,A1K5ILJMG439M5,red
Chrome,1050,,,961,76,2019-07-12T19:24:51.173Z,A1K5ILJMG439M5,red
Chrome,1050,,,1018,76,2019-07-12T19:24:51.173Z,A1K5ILJMG439M5,red
Chrome,1050,,,973,83,2019-07-12T19:24:51.173Z,A1K5ILJMG439M5,red
