browser,duration,endTime,feedback,isi,judgment,startTime,subjectID,type
Chrome,1050,,,1004,76,2019-07-12T19:20:46.186Z,A17K1CHOI773VZ,spikey
Chrome,1050,,,1025,83,2019-07-12T19:20:46.186Z,A17K1CHOI773VZ,spikey
Chrome,1050,,,990,83,2019-07-12T19:20:46.186Z,A17K1CHOI773VZ,spikey
Chrome,1050,,,981,76,2019-07-12T19:20:46.186Z,A17K1CHOI773VZ,spikey
Chrome,1050,,,1031,76,2019-07-12T19:20:46.186Z,A17K1CHOI773VZ,spikey
Chrome,1050,,,980,76,2019-07-12T19:20:46.186Z,A17K1CHOI773VZ,spikey
Chrome,1050,,,1044,76,2019-07-12T19:20:46.186Z,A17K1CHOI773VZ,spikey
Chrome,1050,,,956,83,2019-07-12T19:20:46.186Z,A17K1CHOI773VZ,spikey
Chrome,1050,2019-07-12T19:42:30.071Z,fun,1027,76,2019-07-12T19:20:46.186Z,A17K1CHOI773VZ,spikey
Chrome,1050,,,967,76,2019-07-12T20:07:51.721Z,A18G2CLYSTENK,spikey
Chrome,1050,,,1031,83,2019-07-12T20:07:51.721Z,A18G2CLYSTENK,spikey
Chrome,1050,,,1040,76,2019-07-12T20:07:51.721Z,A18G2CLYSTENK,spikey
Chrome,1050,,,968,83,2019-07-12T20:07:51.721Z,A18G2CLYSTENK,spikey
Chrome,1050,,,1001,76,2019-07-12T20:07:51.721Z,A18G2CLYSTENK,spikey
Chrome,1050,,,1007,76,2019-07-12T20:07:51.721Z,A18G2CLYSTENK,spikey
Chrome,1050,,,1030,83,2019-07-12T20:07:51.721Z,A18G2CLYSTENK,spikey
Chrome,1050,,,997,83,2019-07-12T20:07:51.721Z,A18G2CLYSTENK,spikey
Chrome,1050,2019-07-12T20:18:42.951Z,no problems,955,83,2019-07-12T20:07:51.721Z,A18G2CLYSTENK,spikey
Chrome,1050,,,995,76,2019-07-12T19:11:58.619Z,A196XR61DIW5GU,spikey
Chrome,1050,,,976,76,2019-07-12T19:11:58.619Z,A196XR61DIW5GU,spikey
Chrome,1050,,,964,76,2019-07-12T19:11:58.619Z,A196XR61DIW5GU,spikey
Chrome,1050,,,971,83,2019-07-12T19:11:58.619Z,A196XR61DIW5GU,spikey
Chrome,1050,,,1047,83,2019-07-12T19:11:58.619Z,A196XR61DIW5GU,spikey
Chrome,1050,,,955,76,2019-07-12T19:11:58.619Z,A196XR61DIW5GU,spikey
Chrome,1050,,,994,76,2019-07-12T19:11:58.619Z,A196XR61DIW5GU,spikey
Chrome,1050,,,1033,76,2019-07-12T19:11:58.619Z,A196XR61DIW5GU,spikey
Chrome,1050,,,1022,76,2019-07-12T19:11:58.619Z,A196XR61DIW5GU,spikey
Chrome,1050,,,977,76,2019-07-12T19:24:51.173Z,A1K5ILJMG439M5,spikey
Chrome,1050,,,1043,76,2019-07-12T19:24:51.173Z,A1K5ILJMG439M5,spikey
Chrome,1050,,,977,76,2019-07-12T19:24:51.173Z,A1K5ILJMG439M5,spikey
Chrome,1050,,,1024,76,2019-07-12T19:24:51.173Z,A1K5ILJMG439M5,spikey
