experimentPhase	trialnum	subject	task	answerPos0	cueSpatialPos1	cueEccentricity1	m1	m2	m3	m4	m5	m6	m7	m8	m9	m10	m11	m12	m13	m14	m15	m16	m17	m18	m19	m20	m21	m22	m23	m24	m25	m26	c1	c2	c3	c4	c5	c6	c7	c8	c9	c10	c11	c12	c13	c14	c15	c16	c17	c18	c19	c20	c21	c22	c23	c24	c25	c26	timingBlips
RSVP_two_streams_bigger_cue_size_different_rates 	0 	10 	 T1 	15 	[-1, 0] 	10.0 	G 	E 	B 	J 	N 	D 	H 	A 	W 	X 	S 	Z 	T 	R 	C 	O 	V 	Q 	I 	F 	L 	M 	P 	Y 	U 	K 	O 	  	F 	  	S 	  	H 	  	V 	  	B 	  	X 	  	cue 	  	Z 	  	A 	  	J 	  	Y 	  	L 	  	0
RSVP_two_streams_bigger_cue_size_different_rates 	1 	10 	 T1 	19 	[-1, 0] 	10.0 	B 	V 	K 	S 	H 	I 	Q 	L 	E 	Z 	U 	Y 	N 	A 	G 	C 	M 	W 	P 	X 	F 	J 	T 	O 	R 	D 	X 	  	A 	  	H 	  	V 	  	Q 	  	T 	  	E 	  	O 	  	G 	  	cue 	  	C 	  	W 	  	P 	  	0
RSVP_two_streams_bigger_cue_size_different_rates 	2 	10 	 T1 	11 	[-1, 0] 	10.0 	W 	I 	S 	A 	Y 	O 	Q 	E 	M 	L 	H 	B 	V 	G 	N 	U 	Z 	X 	T 	P 	K 	J 	R 	D 	F 	C 	P 	  	Q 	  	G 	  	D 	  	F 	  	cue 	  	X 	  	T 	  	J 	  	Z 	  	Y 	  	S 	  	K 	  	3
RSVP_two_streams_bigger_cue_size_different_rates 	3 	10 	 T1 	23 	[-1, 0] 	3.0 	L 	V 	R 	U 	A 	M 	W 	K 	D 	X 	C 	J 	N 	B 	F 	P 	O 	T 	G 	I 	Q 	E 	Z 	Y 	H 	S 	H 	  	I 	  	G 	  	J 	  	C 	  	R 	  	M 	  	X 	  	B 	  	N 	  	Q 	  	cue 	  	E 	  	0
RSVP_two_streams_bigger_cue_size_different_rates 	4 	10 	 T1 	7 	[1, 0] 	10.0 	S 	F 	C 	Q 	R 	Y 	J 	U 	O 	A 	Z 	V 	P 	G 	L 	H 	W 	T 	N 	X 	E 	K 	M 	I 	D 	B 	I 	  	Q 	  	L 	  	cue 	  	X 	  	S 	  	Y 	  	A 	  	F 	  	J 	  	W 	  	B 	  	E 	  	0
RSVP_two_streams_bigger_cue_size_different_rates 	5 	10 	 T1 	7 	[-1, 0] 	3.0 	T 	O 	P 	K 	L 	Q 	D 	N 	S 	A 	V 	Y 	X 	B 	J 	W 	U 	R 	H 	I 	G 	M 	C 	Z 	F 	E 	G 	  	P 	  	C 	  	cue 	  	Y 	  	F 	  	M 	  	J 	  	V 	  	N 	  	D 	  	L 	  	B 	  	0
RSVP_two_streams_bigger_cue_size_different_rates 	6 	10 	 T1 	11 	[1, 0] 	10.0 	N 	I 	Z 	P 	O 	L 	C 	V 	K 	A 	J 	M 	W 	H 	Q 	F 	E 	D 	G 	U 	B 	S 	Y 	T 	X 	R 	L 	  	V 	  	Q 	  	N 	  	C 	  	cue 	  	J 	  	E 	  	I 	  	O 	  	U 	  	S 	  	G 	  	0
RSVP_two_streams_bigger_cue_size_different_rates 	7 	10 	 T1 	11 	[-1, 0] 	10.0 	E 	H 	L 	C 	I 	Z 	V 	P 	W 	S 	M 	D 	A 	N 	O 	Q 	K 	F 	U 	Y 	T 	J 	R 	X 	B 	G 	X 	  	J 	  	T 	  	L 	  	E 	  	cue 	  	M 	  	R 	  	W 	  	F 	  	S 	  	I 	  	A 	  	0
RSVP_two_streams_bigger_cue_size_different_rates 	8 	10 	 T1 	19 	[-1, 0] 	3.0 	X 	Y 	B 	G 	N 	E 	Q 	J 	M 	D 	I 	V 	H 	W 	O 	F 	K 	S 	L 	U 	C 	T 	P 	R 	Z 	A 	W 	  	E 	  	U 	  	F 	  	B 	  	R 	  	C 	  	G 	  	A 	  	cue 	  	I 	  	N 	  	M 	  	0
RSVP_two_streams_bigger_cue_size_different_rates 	9 	10 	 T1 	15 	[1, 0] 	3.0 	A 	L 	E 	S 	I 	K 	R 	Z 	F 	D 	X 	N 	H 	B 	T 	P 	C 	Y 	U 	V 	G 	J 	Q 	O 	W 	M 	Z 	  	F 	  	T 	  	N 	  	K 	  	S 	  	D 	  	cue 	  	L 	  	W 	  	U 	  	X 	  	Y 	  	1
