experimentPhase,trialnum,subject,task,answerPos0,cueSpatialPos1,cueEccentricity1,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12,m13,m14,m15,m16,m17,m18,m19,m20,m21,m22,m23,m24,m25,m26,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20,c21,c22,c23,c24,c25,c26,timingBlips
RSVP_two_streams_bigger_cue_size_different_rates ,0 ,11 , T1 ,15 ,"[-1, 0] ",3.0 ,T ,S ,N ,A ,G ,B ,L ,D ,W ,M ,U ,R ,O ,C ,K ,E ,X ,Y ,Q ,I ,H ,P ,J ,Z ,F ,V ,X ,  ,O ,  ,R ,  ,P ,  ,G ,  ,C ,  ,S ,  ,cue ,  ,T ,  ,D ,  ,Y ,  ,K ,  ,E ,  ,0
RSVP_two_streams_bigger_cue_size_different_rates ,1 ,11 , T1 ,15 ,"[1, 0] ",3.0 ,S ,Y ,W ,I ,X ,H ,Q ,F ,U ,L ,O ,P ,G ,A ,Z ,T ,D ,V ,N ,M ,E ,K ,B ,J ,R ,C ,W ,  ,U ,  ,O ,  ,Y ,  ,J ,  ,D ,  ,T ,  ,cue ,  ,C ,  ,N ,  ,M ,  ,G ,  ,S ,  ,0
RSVP_two_streams_bigger_cue_size_different_rates ,2 ,11 , T1 ,23 ,"[-1, 0] ",10.0 ,A ,Q ,X ,L ,Z ,G ,T ,Y ,W ,S ,U ,B ,F ,E ,I ,N ,H ,R ,M ,P ,O ,C ,J ,V ,K ,D ,D ,  ,R ,  ,Z ,  ,O ,  ,W ,  ,A ,  ,B ,  ,V ,  ,K ,  ,H ,  ,N ,  ,cue ,  ,Q ,  ,0
RSVP_two_streams_bigger_cue_size_different_rates ,3 ,11 , T1 ,15 ,"[1, 0] ",10.0 ,Y ,M ,B ,Z ,O ,Q ,V ,L ,C ,H ,S ,E ,F ,W ,R ,J ,G ,U ,K ,A ,D ,I ,T ,N ,X ,P ,C ,  ,R ,  ,K ,  ,E ,  ,V ,  ,N ,  ,H ,  ,cue ,  ,Y ,  ,F ,  ,S ,  ,J ,  ,Z ,  ,0
RSVP_two_streams_bigger_cue_size_different_rates ,4 ,11 , T1 ,19 ,"[-1, 0] ",3.0 ,W ,B ,S ,V ,Y ,N ,K ,I ,X ,O ,Q ,D ,L ,G ,M ,C ,Z ,E ,H ,U ,J ,R ,F ,T ,A ,P ,X ,  ,D ,  ,K ,  ,G ,  ,T ,  ,Z ,  ,O ,  ,V ,  ,F ,  ,cue ,  ,R ,  ,I ,  ,N ,  ,0
RSVP_two_streams_bigger_cue_size_different_rates ,5 ,11 , T1 ,23 ,"[-1, 0] ",10.0 ,M ,F ,Y ,R ,P ,N ,X ,A ,K ,S ,E ,G ,T ,H ,Q ,I ,O ,U ,L ,B ,V ,J ,W ,Z ,D ,C ,S ,  ,L ,  ,O ,  ,H ,  ,R ,  ,N ,  ,Q ,  ,E ,  ,B ,  ,G ,  ,M ,  ,cue ,  ,Y ,  ,0
RSVP_two_streams_bigger_cue_size_different_rates ,6 ,11 , T1 ,7 ,"[1, 0] ",10.0 ,N ,A ,J ,M ,I ,Y ,C ,G ,O ,X ,Q ,K ,H ,Z ,R ,F ,T ,S ,P ,L ,V ,E ,D ,B ,W ,U ,S ,  ,E ,  ,O ,  ,cue ,  ,H ,  ,C ,  ,F ,  ,D ,  ,I ,  ,B ,  ,A ,  ,R ,  ,T ,  ,0
RSVP_two_streams_bigger_cue_size_different_rates ,7 ,11 , T1 ,19 ,"[-1, 0] ",3.0 ,U ,F ,Y ,I ,K ,T ,X ,W ,O ,A ,E ,M ,Z ,S ,Q ,P ,J ,D ,N ,B ,R ,G ,H ,L ,C ,V ,J ,  ,M ,  ,X ,  ,E ,  ,K ,  ,Q ,  ,L ,  ,S ,  ,I ,  ,cue ,  ,T ,  ,N ,  ,U ,  ,0
RSVP_two_streams_bigger_cue_size_different_rates ,8 ,11 , T1 ,23 ,"[1, 0] ",3.0 ,I ,S ,O ,Y ,Q ,X ,G ,J ,U ,A ,M ,F ,Z ,H ,R ,K ,C ,W ,T ,N ,V ,E ,P ,D ,B ,L ,W ,  ,N ,  ,T ,  ,V ,  ,F ,  ,D ,  ,U ,  ,X ,  ,E ,  ,Y ,  ,O ,  ,cue ,  ,M ,  ,0
RSVP_two_streams_bigger_cue_size_different_rates ,9 ,11 , T1 ,7 ,"[1, 0] ",10.0 ,M ,W ,T ,U ,N ,R ,Z ,E ,S ,Y ,P ,F ,B ,G ,O ,I ,D ,A ,H ,C ,X ,Q ,K ,V ,J ,L ,O ,  ,B ,  ,Q ,  ,cue ,  ,G ,  ,W ,  ,Z ,  ,F ,  ,N ,  ,M ,  ,H ,  ,E ,  ,L ,  ,0
RSVP_two_streams_bigger_cue_size_different_rates ,10 ,11 , T1 ,23 ,"[1, 0] ",3.0 ,E ,W ,P ,I ,R ,K ,V ,C ,F ,D ,J ,Y ,N ,T ,X ,B ,A ,H ,M ,S ,G ,L ,Z ,Q ,U ,O ,M ,  ,U ,  ,Y ,  ,W ,  ,N ,  ,O ,  ,F ,  ,S ,  ,B ,  ,P ,  ,Q ,  ,cue ,  ,X ,  ,0
RSVP_two_streams_bigger_cue_size_different_rates ,11 ,11 , T1 ,19 ,"[1, 0] ",3.0 ,E ,O ,N ,H ,P ,G ,L ,M ,T ,U ,F ,I ,S ,D ,A ,V ,X ,Z ,R ,C ,K ,B ,W ,Y ,J ,Q ,V ,  ,D ,  ,F ,  ,P ,  ,J ,  ,L ,  ,K ,  ,N ,  ,H ,  ,cue ,  ,Q ,  ,X ,  ,E ,  ,0
RSVP_two_streams_bigger_cue_size_different_rates ,12 ,11 , T1 ,7 ,"[1, 0] ",10.0 ,Y ,O ,J ,R ,X ,A ,T ,E ,K ,Q ,N ,I ,C ,D ,S ,G ,P ,B ,M ,H ,Z ,V ,L ,W ,F ,U ,I ,  ,M ,  ,V ,  ,cue ,  ,T ,  ,L ,  ,F ,  ,X ,  ,P ,  ,R ,  ,U ,  ,S ,  ,C ,  ,2
RSVP_two_streams_bigger_cue_size_different_rates ,13 ,11 , T1 ,23 ,"[1, 0] ",10.0 ,W ,R ,O ,Q ,T ,G ,Z ,J ,D ,P ,H ,U ,C ,I ,X ,Y ,N ,A ,F ,K ,B ,E ,M ,S ,L ,V ,A ,  ,P ,  ,S ,  ,T ,  ,Q ,  ,V ,  ,X ,  ,H ,  ,N ,  ,Z ,  ,W ,  ,cue ,  ,E ,  ,0
RSVP_two_streams_bigger_cue_size_different_rates ,14 ,11 , T1 ,19 ,"[1, 0] ",3.0 ,P ,Q ,U ,S ,Z ,A ,D ,W ,B ,J ,T ,R ,F ,Y ,H ,I ,V ,E ,G ,K ,X ,L ,C ,O ,M ,N ,X ,  ,M ,  ,Y ,  ,V ,  ,O ,  ,A ,  ,B ,  ,J ,  ,L ,  ,cue ,  ,Z ,  ,Q ,  ,F ,  ,2
RSVP_two_streams_bigger_cue_size_different_rates ,15 ,11 , T1 ,7 ,"[-1, 0] ",3.0 ,F ,I ,X ,K ,N ,W ,D ,Z ,S ,B ,R ,G ,Q ,T ,Y ,P ,E ,U ,V ,M ,H ,L ,O ,C ,J ,A ,O ,  ,S ,  ,P ,  ,cue ,  ,J ,  ,H ,  ,W ,  ,Y ,  ,N ,  ,C ,  ,T ,  ,R ,  ,X ,  ,0
RSVP_two_streams_bigger_cue_size_different_rates ,16 ,11 , T1 ,15 ,"[1, 0] ",10.0 ,Q ,R ,M ,W ,O ,K ,G ,S ,E ,U ,B ,T ,A ,I ,D ,V ,C ,N ,L ,Z ,P ,Y ,X ,F ,H ,J ,N ,  ,D ,  ,Z ,  ,L ,  ,T ,  ,H ,  ,E ,  ,cue ,  ,A ,  ,F ,  ,S ,  ,K ,  ,G ,  ,0
RSVP_two_streams_bigger_cue_size_different_rates ,17 ,11 , T1 ,23 ,"[1, 0] ",3.0 ,F ,Q ,D ,K ,A ,O ,W ,J ,T ,G ,P ,U ,B ,L ,R ,Y ,I ,S ,N ,X ,C ,V ,Z ,M ,H ,E ,S ,  ,M ,  ,C ,  ,L ,  ,E ,  ,B ,  ,V ,  ,Z ,  ,F ,  ,W ,  ,A ,  ,cue ,  ,G ,  ,0
RSVP_two_streams_bigger_cue_size_different_rates ,18 ,11 , T1 ,11 ,"[-1, 0] ",10.0 ,J ,K ,R ,M ,F ,E ,Z ,G ,L ,X ,O ,D ,U ,Y ,W ,H ,N ,T ,S ,Q ,I ,B ,V ,A ,C ,P ,J ,  ,Q ,  ,G ,  ,W ,  ,X ,  ,cue ,  ,L ,  ,C ,  ,B ,  ,T ,  ,O ,  ,S ,  ,D ,  ,0
RSVP_two_streams_bigger_cue_size_different_rates ,19 ,11 , T1 ,11 ,"[1, 0] ",10.0 ,R ,O ,J ,E ,M ,Z ,F ,K ,I ,Q ,Y ,S ,H ,A ,N ,U ,V ,T ,C ,X ,B ,G ,D ,W ,L ,P ,U ,  ,P ,  ,A ,  ,X ,  ,W ,  ,cue ,  ,Y ,  ,B ,  ,L ,  ,M ,  ,F ,  ,E ,  ,Q ,  ,0
RSVP_two_streams_bigger_cue_size_different_rates ,20 ,11 , T1 ,15 ,"[1, 0] ",10.0 ,O ,K ,S ,Z ,C ,H ,M ,A ,Y ,X ,R ,D ,L ,T ,E ,U ,I ,B ,W ,N ,V ,J ,G ,Q ,P ,F ,D ,  ,L ,  ,W ,  ,U ,  ,J ,  ,I ,  ,E ,  ,cue ,  ,S ,  ,R ,  ,B ,  ,Q ,  ,V ,  ,0
RSVP_two_streams_bigger_cue_size_different_rates ,21 ,11 , T1 ,19 ,"[1, 0] ",10.0 ,N ,O ,D ,S ,Q ,B ,R ,L ,F ,W ,H ,G ,C ,I ,V ,U ,J ,M ,E ,A ,Z ,K ,Y ,X ,T ,P ,A ,  ,U ,  ,D ,  ,I ,  ,Y ,  ,S ,  ,T ,  ,B ,  ,O ,  ,cue ,  ,X ,  ,Z ,  ,K ,  ,0
RSVP_two_streams_bigger_cue_size_different_rates ,22 ,11 , T1 ,19 ,"[1, 0] ",3.0 ,E ,O ,I ,G ,P ,L ,W ,H ,R ,V ,C ,B ,U ,K ,Q ,Y ,M ,D ,N ,T ,S ,J ,A ,Z ,X ,F ,I ,  ,Z ,  ,N ,  ,S ,  ,P ,  ,B ,  ,W ,  ,R ,  ,D ,  ,cue ,  ,T ,  ,V ,  ,O ,  ,0
RSVP_two_streams_bigger_cue_size_different_rates ,23 ,11 , T1 ,15 ,"[-1, 0] ",10.0 ,V ,U ,L ,C ,O ,M ,J ,Z ,I ,W ,T ,S ,E ,A ,Q ,Y ,B ,H ,R ,N ,K ,G ,P ,X ,F ,D ,V ,  ,R ,  ,B ,  ,Q ,  ,J ,  ,T ,  ,G ,  ,cue ,  ,E ,  ,H ,  ,C ,  ,Y ,  ,U ,  ,0
RSVP_two_streams_bigger_cue_size_different_rates ,24 ,11 , T1 ,23 ,"[1, 0] ",10.0 ,I ,V ,S ,F ,W ,P ,B ,X ,C ,Z ,G ,Y ,R ,T ,L ,K ,U ,J ,D ,O ,H ,Q ,N ,M ,E ,A ,B ,  ,W ,  ,O ,  ,L ,  ,D ,  ,E ,  ,V ,  ,F ,  ,M ,  ,P ,  ,G ,  ,cue ,  ,Z ,  ,3
RSVP_two_streams_bigger_cue_size_different_rates ,25 ,11 , T1 ,7 ,"[-1, 0] ",10.0 ,Y ,H ,Q ,F ,C ,L ,X ,K ,Z ,P ,A ,S ,R ,D ,I ,U ,T ,O ,V ,J ,M ,W ,E ,B ,N ,G ,F ,  ,J ,  ,C ,  ,cue ,  ,K ,  ,T ,  ,Q ,  ,L ,  ,G ,  ,P ,  ,H ,  ,D ,  ,V ,  ,0
RSVP_two_streams_bigger_cue_size_different_rates ,26 ,11 , T1 ,11 ,"[1, 0] ",3.0 ,S ,I ,X ,F ,D ,M ,L ,K ,R ,V ,P ,Q ,Y ,G ,J ,H ,O ,B ,N ,T ,Z ,C ,W ,A ,E ,U ,T ,  ,N ,  ,I ,  ,F ,  ,J ,  ,cue ,  ,H ,  ,B ,  ,G ,  ,K ,  ,Z ,  ,L ,  ,A ,  ,0
RSVP_two_streams_bigger_cue_size_different_rates ,27 ,11 , T1 ,11 ,"[-1, 0] ",3.0 ,R ,W ,K ,A ,O ,T ,F ,M ,B ,G ,J ,L ,U ,V ,E ,X ,H ,D ,C ,N ,Z ,S ,Y ,Q ,I ,P ,I ,  ,P ,  ,O ,  ,G ,  ,N ,  ,cue ,  ,F ,  ,M ,  ,J ,  ,Q ,  ,T ,  ,L ,  ,W ,  ,0
RSVP_two_streams_bigger_cue_size_different_rates ,28 ,11 , T1 ,23 ,"[1, 0] ",3.0 ,U ,T ,D ,O ,M ,S ,A ,E ,J ,I ,R ,C ,P ,W ,H ,Y ,X ,F ,N ,L ,Q ,V ,K ,B ,Z ,G ,C ,  ,O ,  ,X ,  ,E ,  ,Z ,  ,H ,  ,I ,  ,A ,  ,M ,  ,J ,  ,V ,  ,cue ,  ,U ,  ,0
RSVP_two_streams_bigger_cue_size_different_rates ,29 ,11 , T1 ,23 ,"[-1, 0] ",3.0 ,G ,N ,J ,T ,Y ,A ,L ,R ,I ,F ,H ,O ,M ,Z ,P ,S ,C ,W ,E ,X ,D ,V ,B ,U ,Q ,K ,Z ,  ,W ,  ,F ,  ,S ,  ,I ,  ,D ,  ,T ,  ,U ,  ,N ,  ,A ,  ,Y ,  ,cue ,  ,R ,  ,2
RSVP_two_streams_bigger_cue_size_different_rates ,30 ,11 , T1 ,11 ,"[1, 0] ",3.0 ,C ,U ,F ,K ,B ,Y ,H ,W ,S ,Z ,G ,I ,T ,N ,L ,E ,O ,R ,J ,D ,M ,V ,A ,P ,Q ,X ,E ,  ,I ,  ,R ,  ,W ,  ,J ,  ,cue ,  ,Z ,  ,Y ,  ,S ,  ,A ,  ,N ,  ,O ,  ,T ,  ,0
