experimentPhase	trialnum	subject	task	answerPos0	cueSpatialPos1	cueEccentricity1	m1	m2	m3	m4	m5	m6	m7	m8	m9	m10	m11	m12	m13	m14	m15	m16	m17	m18	m19	m20	m21	m22	m23	m24	m25	m26	c1	c2	c3	c4	c5	c6	c7	c8	c9	c10	c11	c12	c13	c14	c15	c16	c17	c18	c19	c20	c21	c22	c23	c24	c25	c26	timingBlips
RSVP_two_streams_bigger_cue_size_different_rates 	0 	2 	 T1 	15 	[1, 0] 	10.0 	I 	U 	O 	Z 	H 	Y 	E 	X 	S 	G 	M 	L 	K 	A 	J 	P 	D 	B 	F 	Q 	R 	N 	W 	T 	V 	C 	V 	  	T 	  	O 	  	A 	  	J 	  	Y 	  	R 	  	cue 	  	Q 	  	W 	  	P 	  	B 	  	X 	  	0
RSVP_two_streams_bigger_cue_size_different_rates 	1 	2 	 T1 	19 	[-1, 0] 	10.0 	N 	B 	X 	R 	I 	P 	S 	M 	K 	L 	A 	J 	V 	Q 	Y 	F 	T 	E 	W 	C 	U 	D 	G 	O 	Z 	H 	C 	  	S 	  	P 	  	F 	  	H 	  	G 	  	Z 	  	I 	  	M 	  	cue 	  	A 	  	X 	  	L 	  	0
RSVP_two_streams_bigger_cue_size_different_rates 	2 	2 	 T1 	23 	[-1, 0] 	10.0 	K 	C 	N 	P 	D 	E 	J 	W 	X 	G 	O 	M 	Z 	U 	R 	F 	A 	V 	L 	Y 	Q 	B 	S 	H 	I 	T 	C 	  	N 	  	P 	  	T 	  	A 	  	F 	  	G 	  	K 	  	I 	  	Q 	  	W 	  	cue 	  	B 	  	0
RSVP_two_streams_bigger_cue_size_different_rates 	3 	2 	 T1 	7 	[1, 0] 	10.0 	N 	U 	V 	H 	Y 	P 	A 	T 	B 	X 	D 	W 	F 	R 	L 	Z 	K 	M 	O 	E 	J 	I 	G 	C 	Q 	S 	F 	  	O 	  	X 	  	cue 	  	G 	  	D 	  	E 	  	Z 	  	M 	  	I 	  	P 	  	Y 	  	Q 	  	1
RSVP_two_streams_bigger_cue_size_different_rates 	4 	2 	 T1 	7 	[-1, 0] 	10.0 	L 	I 	H 	D 	U 	E 	W 	N 	C 	G 	Y 	T 	K 	P 	V 	O 	J 	B 	M 	Z 	F 	Q 	A 	R 	X 	S 	G 	  	W 	  	Z 	  	cue 	  	L 	  	H 	  	E 	  	V 	  	B 	  	F 	  	X 	  	T 	  	Y 	  	0
RSVP_two_streams_bigger_cue_size_different_rates 	5 	2 	 T1 	23 	[-1, 0] 	3.0 	C 	S 	H 	Y 	W 	X 	R 	J 	A 	Z 	E 	L 	B 	U 	O 	V 	K 	T 	I 	P 	F 	Q 	D 	M 	N 	G 	Q 	  	M 	  	U 	  	O 	  	T 	  	Z 	  	E 	  	S 	  	H 	  	F 	  	R 	  	cue 	  	G 	  	3
RSVP_two_streams_bigger_cue_size_different_rates 	6 	2 	 T1 	15 	[-1, 0] 	3.0 	N 	E 	G 	B 	T 	C 	H 	A 	F 	M 	D 	I 	Z 	P 	Q 	Y 	R 	V 	L 	O 	J 	S 	U 	X 	W 	K 	G 	  	C 	  	T 	  	B 	  	P 	  	Q 	  	V 	  	cue 	  	K 	  	F 	  	Z 	  	L 	  	O 	  	0
RSVP_two_streams_bigger_cue_size_different_rates 	7 	2 	 T1 	7 	[1, 0] 	10.0 	V 	P 	S 	E 	K 	R 	I 	Y 	H 	Z 	A 	W 	T 	M 	L 	O 	X 	N 	J 	F 	Q 	B 	U 	D 	G 	C 	M 	  	U 	  	E 	  	cue 	  	G 	  	Y 	  	N 	  	X 	  	V 	  	T 	  	L 	  	B 	  	O 	  	1
RSVP_two_streams_bigger_cue_size_different_rates 	8 	2 	 T1 	7 	[1, 0] 	3.0 	Z 	A 	P 	N 	E 	H 	B 	W 	S 	J 	U 	O 	L 	D 	T 	M 	F 	G 	K 	Q 	R 	C 	X 	V 	I 	Y 	L 	  	P 	  	G 	  	cue 	  	W 	  	R 	  	U 	  	H 	  	T 	  	Q 	  	C 	  	J 	  	D 	  	0
RSVP_two_streams_bigger_cue_size_different_rates 	9 	2 	 T1 	19 	[1, 0] 	10.0 	M 	N 	R 	E 	O 	J 	K 	S 	P 	D 	H 	X 	A 	L 	F 	B 	U 	W 	G 	Y 	V 	Z 	Q 	T 	C 	I 	A 	  	S 	  	T 	  	F 	  	G 	  	B 	  	O 	  	C 	  	U 	  	cue 	  	Z 	  	I 	  	D 	  	0
RSVP_two_streams_bigger_cue_size_different_rates 	10 	2 	 T1 	19 	[1, 0] 	10.0 	E 	P 	Y 	Z 	I 	H 	N 	J 	A 	F 	O 	T 	U 	S 	G 	B 	R 	M 	X 	C 	K 	L 	D 	Q 	W 	V 	O 	  	N 	  	F 	  	J 	  	H 	  	K 	  	C 	  	S 	  	A 	  	cue 	  	U 	  	W 	  	L 	  	0
RSVP_two_streams_bigger_cue_size_different_rates 	11 	2 	 T1 	15 	[1, 0] 	10.0 	E 	L 	O 	T 	N 	X 	F 	W 	G 	U 	J 	R 	Q 	Y 	A 	V 	B 	C 	M 	Z 	I 	K 	P 	D 	H 	S 	W 	  	X 	  	V 	  	K 	  	S 	  	J 	  	A 	  	cue 	  	T 	  	E 	  	R 	  	H 	  	P 	  	2
RSVP_two_streams_bigger_cue_size_different_rates 	12 	2 	 T1 	23 	[1, 0] 	3.0 	U 	I 	Z 	E 	D 	M 	R 	Y 	P 	J 	C 	X 	V 	S 	K 	H 	O 	G 	W 	N 	A 	F 	L 	T 	Q 	B 	X 	  	E 	  	F 	  	Q 	  	A 	  	D 	  	H 	  	M 	  	K 	  	L 	  	S 	  	cue 	  	W 	  	0
RSVP_two_streams_bigger_cue_size_different_rates 	13 	2 	 T1 	11 	[-1, 0] 	10.0 	I 	E 	Q 	P 	V 	X 	S 	W 	L 	N 	C 	K 	U 	O 	G 	M 	B 	F 	D 	T 	H 	J 	Z 	R 	A 	Y 	W 	  	L 	  	T 	  	N 	  	I 	  	cue 	  	C 	  	M 	  	Z 	  	Y 	  	F 	  	J 	  	E 	  	1
RSVP_two_streams_bigger_cue_size_different_rates 	14 	2 	 T1 	7 	[1, 0] 	10.0 	O 	A 	R 	E 	S 	N 	K 	M 	H 	Q 	G 	U 	D 	V 	Y 	Z 	I 	J 	F 	T 	L 	P 	B 	W 	C 	X 	H 	  	Z 	  	B 	  	cue 	  	R 	  	K 	  	X 	  	J 	  	Y 	  	M 	  	N 	  	U 	  	S 	  	0
RSVP_two_streams_bigger_cue_size_different_rates 	15 	2 	 T1 	15 	[1, 0] 	3.0 	R 	P 	D 	U 	V 	Z 	M 	B 	Q 	F 	S 	Y 	G 	K 	O 	I 	L 	X 	H 	W 	C 	J 	E 	T 	A 	N 	G 	  	X 	  	W 	  	T 	  	Q 	  	B 	  	Y 	  	cue 	  	S 	  	F 	  	L 	  	A 	  	O 	  	0
RSVP_two_streams_bigger_cue_size_different_rates 	16 	2 	 T1 	23 	[-1, 0] 	10.0 	M 	L 	U 	Z 	Q 	C 	S 	T 	B 	H 	Y 	E 	K 	I 	N 	P 	W 	J 	V 	D 	G 	F 	O 	R 	X 	A 	X 	  	K 	  	P 	  	Q 	  	B 	  	L 	  	J 	  	V 	  	M 	  	I 	  	A 	  	cue 	  	N 	  	0
RSVP_two_streams_bigger_cue_size_different_rates 	17 	2 	 T1 	11 	[1, 0] 	10.0 	Y 	A 	P 	T 	D 	L 	Z 	S 	G 	F 	V 	X 	K 	M 	W 	C 	I 	E 	H 	R 	N 	Q 	O 	B 	J 	U 	G 	  	K 	  	A 	  	X 	  	J 	  	cue 	  	T 	  	Q 	  	L 	  	M 	  	O 	  	S 	  	V 	  	0
