experimentPhase,trialnum,subject,task,answerPos0,cueSpatialPos1,cueEccentricity1,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12,m13,m14,m15,m16,m17,m18,m19,m20,m21,m22,m23,m24,m25,m26,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20,c21,c22,c23,c24,c25,c26,timingBlips
RSVP_two_streams_bigger_cue_size_different_rates ,0 ,6 , T1 ,23 ,"[1, 0] ",3.0 ,U ,V ,C ,Z ,D ,T ,I ,W ,G ,R ,E ,N ,F ,P ,M ,O ,H ,K ,Q ,B ,J ,Y ,L ,A ,X ,S ,O ,  ,P ,  ,M ,  ,H ,  ,D ,  ,W ,  ,I ,  ,R ,  ,J ,  ,Z ,  ,S ,  ,cue ,  ,T ,  ,0
RSVP_two_streams_bigger_cue_size_different_rates ,1 ,6 , T1 ,15 ,"[-1, 0] ",3.0 ,U ,C ,Y ,M ,R ,T ,S ,B ,O ,D ,Q ,P ,L ,X ,N ,V ,F ,Z ,H ,J ,I ,W ,G ,E ,A ,K ,N ,  ,W ,  ,X ,  ,I ,  ,K ,  ,B ,  ,T ,  ,cue ,  ,Y ,  ,G ,  ,L ,  ,E ,  ,U ,  ,0
RSVP_two_streams_bigger_cue_size_different_rates ,2 ,6 , T1 ,7 ,"[1, 0] ",3.0 ,H ,A ,F ,V ,Q ,M ,R ,D ,J ,W ,O ,L ,X ,K ,P ,U ,I ,N ,S ,G ,C ,T ,E ,Y ,Z ,B ,A ,  ,G ,  ,Y ,  ,cue ,  ,H ,  ,I ,  ,T ,  ,O ,  ,P ,  ,F ,  ,N ,  ,Q ,  ,K ,  ,0
RSVP_two_streams_bigger_cue_size_different_rates ,3 ,6 , T1 ,11 ,"[1, 0] ",3.0 ,R ,H ,S ,J ,T ,X ,W ,P ,U ,K ,L ,E ,M ,F ,Z ,O ,V ,B ,Y ,C ,I ,N ,Q ,A ,D ,G ,F ,  ,N ,  ,D ,  ,E ,  ,B ,  ,cue ,  ,L ,  ,U ,  ,K ,  ,M ,  ,A ,  ,Z ,  ,V ,  ,0
RSVP_two_streams_bigger_cue_size_different_rates ,4 ,6 , T1 ,19 ,"[1, 0] ",10.0 ,A ,G ,T ,K ,D ,Z ,W ,H ,L ,V ,N ,F ,B ,E ,X ,J ,R ,Q ,I ,S ,U ,C ,O ,M ,P ,Y ,D ,  ,H ,  ,N ,  ,F ,  ,R ,  ,U ,  ,C ,  ,Z ,  ,X ,  ,cue ,  ,J ,  ,L ,  ,K ,  ,0
RSVP_two_streams_bigger_cue_size_different_rates ,5 ,6 , T1 ,19 ,"[-1, 0] ",10.0 ,Y ,S ,K ,Q ,R ,X ,C ,I ,A ,M ,N ,E ,U ,G ,Z ,F ,L ,J ,H ,O ,B ,T ,P ,W ,V ,D ,F ,  ,G ,  ,C ,  ,L ,  ,A ,  ,K ,  ,N ,  ,Q ,  ,R ,  ,cue ,  ,W ,  ,I ,  ,E ,  ,0
RSVP_two_streams_bigger_cue_size_different_rates ,6 ,6 , T1 ,7 ,"[1, 0] ",10.0 ,L ,Z ,R ,K ,E ,X ,S ,W ,N ,Q ,M ,A ,D ,C ,V ,F ,T ,P ,B ,J ,G ,Y ,H ,I ,O ,U ,A ,  ,V ,  ,F ,  ,cue ,  ,C ,  ,R ,  ,Y ,  ,X ,  ,G ,  ,B ,  ,E ,  ,H ,  ,L ,  ,1
RSVP_two_streams_bigger_cue_size_different_rates ,7 ,6 , T1 ,11 ,"[-1, 0] ",3.0 ,J ,H ,Y ,D ,S ,L ,C ,G ,Z ,A ,E ,Q ,I ,B ,O ,W ,P ,M ,X ,R ,K ,N ,U ,F ,V ,T ,V ,  ,H ,  ,M ,  ,T ,  ,Y ,  ,cue ,  ,N ,  ,L ,  ,A ,  ,I ,  ,W ,  ,D ,  ,Q ,  ,0
RSVP_two_streams_bigger_cue_size_different_rates ,8 ,6 , T1 ,15 ,"[-1, 0] ",3.0 ,H ,Q ,L ,S ,W ,E ,N ,Y ,M ,B ,D ,T ,P ,J ,G ,U ,F ,V ,Z ,I ,A ,C ,X ,O ,R ,K ,O ,  ,E ,  ,Y ,  ,A ,  ,X ,  ,C ,  ,H ,  ,cue ,  ,I ,  ,J ,  ,D ,  ,L ,  ,U ,  ,1
RSVP_two_streams_bigger_cue_size_different_rates ,9 ,6 , T1 ,19 ,"[-1, 0] ",3.0 ,D ,B ,E ,I ,F ,R ,L ,O ,G ,W ,J ,A ,T ,C ,Q ,U ,P ,Y ,V ,H ,X ,K ,M ,N ,S ,Z ,Z ,  ,S ,  ,P ,  ,Y ,  ,I ,  ,R ,  ,H ,  ,E ,  ,K ,  ,cue ,  ,V ,  ,C ,  ,D ,  ,0
RSVP_two_streams_bigger_cue_size_different_rates ,10 ,6 , T1 ,7 ,"[1, 0] ",3.0 ,X ,V ,P ,R ,K ,W ,H ,G ,T ,Q ,D ,L ,B ,J ,N ,U ,O ,F ,I ,E ,Z ,S ,M ,A ,Y ,C ,M ,  ,Y ,  ,G ,  ,cue ,  ,S ,  ,K ,  ,B ,  ,X ,  ,J ,  ,O ,  ,Z ,  ,C ,  ,V ,  ,0
RSVP_two_streams_bigger_cue_size_different_rates ,11 ,6 , T1 ,23 ,"[-1, 0] ",3.0 ,W ,L ,O ,S ,V ,E ,H ,Y ,X ,N ,D ,P ,C ,Q ,K ,M ,I ,Z ,F ,R ,U ,B ,G ,T ,J ,A ,O ,  ,L ,  ,V ,  ,R ,  ,I ,  ,B ,  ,E ,  ,W ,  ,F ,  ,H ,  ,U ,  ,cue ,  ,Y ,  ,0
RSVP_two_streams_bigger_cue_size_different_rates ,12 ,6 , T1 ,23 ,"[1, 0] ",3.0 ,C ,W ,U ,P ,A ,J ,Z ,M ,Q ,V ,O ,B ,L ,T ,H ,G ,X ,R ,E ,S ,Y ,F ,K ,N ,I ,D ,Q ,  ,P ,  ,X ,  ,K ,  ,I ,  ,F ,  ,J ,  ,Z ,  ,D ,  ,A ,  ,C ,  ,cue ,  ,Y ,  ,0
RSVP_two_streams_bigger_cue_size_different_rates ,13 ,6 , T1 ,11 ,"[-1, 0] ",3.0 ,F ,B ,C ,W ,Z ,T ,S ,I ,Q ,Y ,D ,J ,V ,E ,K ,O ,R ,G ,L ,N ,X ,H ,U ,A ,P ,M ,M ,  ,F ,  ,I ,  ,H ,  ,X ,  ,cue ,  ,L ,  ,U ,  ,W ,  ,D ,  ,S ,  ,Z ,  ,R ,  ,0
RSVP_two_streams_bigger_cue_size_different_rates ,14 ,6 , T1 ,23 ,"[1, 0] ",10.0 ,Z ,D ,G ,S ,T ,P ,A ,I ,O ,R ,N ,E ,M ,U ,X ,B ,V ,F ,H ,Q ,Y ,K ,J ,L ,W ,C ,E ,  ,F ,  ,P ,  ,W ,  ,C ,  ,O ,  ,Y ,  ,R ,  ,A ,  ,H ,  ,X ,  ,cue ,  ,S ,  ,0
RSVP_two_streams_bigger_cue_size_different_rates ,15 ,6 , T1 ,7 ,"[1, 0] ",10.0 ,E ,Z ,G ,B ,S ,X ,Q ,F ,I ,D ,W ,O ,C ,J ,R ,M ,U ,V ,Y ,A ,L ,N ,P ,T ,H ,K ,N ,  ,K ,  ,A ,  ,cue ,  ,Y ,  ,M ,  ,S ,  ,U ,  ,C ,  ,F ,  ,P ,  ,D ,  ,J ,  ,0
RSVP_two_streams_bigger_cue_size_different_rates ,16 ,6 , T1 ,11 ,"[-1, 0] ",10.0 ,F ,B ,X ,J ,H ,O ,G ,K ,S ,U ,P ,I ,Q ,E ,N ,M ,T ,V ,Y ,A ,L ,W ,R ,C ,D ,Z ,F ,  ,R ,  ,V ,  ,E ,  ,S ,  ,cue ,  ,L ,  ,H ,  ,P ,  ,U ,  ,I ,  ,M ,  ,D ,  ,0
RSVP_two_streams_bigger_cue_size_different_rates ,17 ,6 , T1 ,7 ,"[-1, 0] ",3.0 ,B ,S ,G ,H ,F ,J ,D ,N ,A ,X ,M ,Z ,Q ,E ,C ,Y ,T ,P ,V ,W ,K ,I ,L ,O ,R ,U ,I ,  ,V ,  ,D ,  ,cue ,  ,K ,  ,F ,  ,B ,  ,P ,  ,Y ,  ,N ,  ,Z ,  ,C ,  ,U ,  ,0
