experimentPhase	trialnum	subject	task	answerPos0	cueSpatialPos1	cueEccentricity1	m1	m2	m3	m4	m5	m6	m7	m8	m9	m10	m11	m12	m13	m14	m15	m16	m17	m18	m19	m20	m21	m22	m23	m24	m25	m26	c1	c2	c3	c4	c5	c6	c7	c8	c9	c10	c11	c12	c13	c14	c15	c16	c17	c18	c19	c20	c21	c22	c23	c24	c25	c26	timingBlips
RSVP_two_streams_bigger_cue_size_different_rates 	0 	13 	 T1 	7 	[1, 0] 	3.0 	X 	E 	U 	M 	D 	A 	Y 	J 	I 	O 	N 	L 	R 	V 	C 	B 	H 	T 	Z 	G 	F 	Q 	W 	S 	P 	K 	Q 	  	A 	  	O 	  	cue 	  	S 	  	X 	  	Y 	  	W 	  	I 	  	R 	  	G 	  	H 	  	F 	  	0
RSVP_two_streams_bigger_cue_size_different_rates 	1 	13 	 T1 	15 	[1, 0] 	3.0 	T 	L 	R 	H 	K 	Y 	U 	Z 	O 	Q 	A 	W 	N 	X 	J 	F 	V 	C 	S 	P 	I 	B 	E 	M 	D 	G 	F 	  	Q 	  	J 	  	A 	  	S 	  	W 	  	P 	  	cue 	  	Y 	  	V 	  	Z 	  	N 	  	B 	  	0
RSVP_two_streams_bigger_cue_size_different_rates 	2 	13 	 T1 	19 	[-1, 0] 	10.0 	Y 	V 	W 	E 	C 	Q 	O 	F 	G 	P 	L 	N 	R 	H 	U 	X 	I 	S 	A 	D 	T 	M 	K 	B 	J 	Z 	X 	  	E 	  	D 	  	A 	  	T 	  	M 	  	G 	  	Q 	  	I 	  	cue 	  	F 	  	Z 	  	L 	  	0
RSVP_two_streams_bigger_cue_size_different_rates 	3 	13 	 T1 	15 	[-1, 0] 	3.0 	B 	V 	W 	H 	J 	Z 	I 	G 	Y 	A 	Q 	K 	U 	O 	F 	L 	X 	T 	D 	R 	E 	S 	C 	P 	N 	M 	P 	  	O 	  	Q 	  	D 	  	V 	  	Z 	  	W 	  	cue 	  	C 	  	I 	  	N 	  	J 	  	G 	  	0
RSVP_two_streams_bigger_cue_size_different_rates 	4 	13 	 T1 	11 	[1, 0] 	10.0 	G 	N 	M 	D 	X 	L 	O 	T 	Y 	V 	E 	H 	S 	Q 	B 	A 	W 	R 	I 	J 	F 	C 	U 	K 	P 	Z 	R 	  	M 	  	K 	  	X 	  	V 	  	cue 	  	H 	  	U 	  	N 	  	A 	  	F 	  	L 	  	J 	  	0
RSVP_two_streams_bigger_cue_size_different_rates 	5 	13 	 T1 	7 	[1, 0] 	10.0 	V 	B 	C 	U 	T 	L 	Z 	Y 	N 	J 	X 	H 	R 	I 	O 	P 	M 	K 	W 	D 	E 	Q 	S 	G 	A 	F 	Q 	  	Y 	  	I 	  	cue 	  	A 	  	H 	  	F 	  	E 	  	B 	  	T 	  	C 	  	W 	  	U 	  	0
RSVP_two_streams_bigger_cue_size_different_rates 	6 	13 	 T1 	19 	[1, 0] 	10.0 	Y 	J 	K 	W 	Z 	R 	M 	E 	A 	L 	H 	X 	O 	V 	F 	T 	N 	D 	P 	I 	G 	B 	S 	C 	U 	Q 	U 	  	G 	  	R 	  	H 	  	D 	  	V 	  	T 	  	N 	  	X 	  	cue 	  	F 	  	W 	  	J 	  	0
RSVP_two_streams_bigger_cue_size_different_rates 	7 	13 	 T1 	23 	[-1, 0] 	10.0 	F 	Y 	L 	C 	I 	S 	K 	U 	J 	V 	E 	B 	N 	Z 	T 	M 	H 	D 	Q 	O 	G 	W 	P 	X 	R 	A 	G 	  	W 	  	K 	  	F 	  	C 	  	Q 	  	L 	  	V 	  	T 	  	A 	  	P 	  	cue 	  	H 	  	1
RSVP_two_streams_bigger_cue_size_different_rates 	8 	13 	 T1 	11 	[-1, 0] 	10.0 	I 	V 	W 	N 	C 	H 	B 	Q 	M 	K 	D 	E 	S 	Z 	F 	U 	Y 	O 	J 	X 	G 	P 	T 	R 	L 	A 	Z 	  	S 	  	I 	  	D 	  	P 	  	cue 	  	Q 	  	U 	  	M 	  	T 	  	B 	  	H 	  	N 	  	0
RSVP_two_streams_bigger_cue_size_different_rates 	9 	13 	 T1 	23 	[-1, 0] 	3.0 	I 	A 	S 	J 	X 	M 	P 	K 	B 	H 	R 	U 	L 	N 	G 	Y 	T 	V 	Z 	D 	O 	W 	C 	F 	Q 	E 	M 	  	G 	  	Y 	  	Z 	  	C 	  	A 	  	B 	  	D 	  	T 	  	O 	  	W 	  	cue 	  	R 	  	3
