experimentPhase,trialnum,subject,task,answerPos0,cueSpatialPos1,cueEccentricity1,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12,m13,m14,m15,m16,m17,m18,m19,m20,m21,m22,m23,m24,m25,m26,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20,c21,c22,c23,c24,c25,c26,timingBlips
RSVP_two_streams_bigger_cue_size_different_rates ,0 ,5 , T1 ,15 ,"[1, 0] ",10.0 ,S ,O ,U ,F ,G ,R ,I ,B ,Z ,W ,V ,P ,E ,T ,A ,J ,H ,Y ,L ,M ,Q ,X ,D ,K ,C ,N ,J ,  ,N ,  ,U ,  ,B ,  ,Q ,  ,I ,  ,H ,  ,cue ,  ,O ,  ,S ,  ,R ,  ,A ,  ,P ,  ,0
RSVP_two_streams_bigger_cue_size_different_rates ,1 ,5 , T1 ,15 ,"[-1, 0] ",10.0 ,P ,B ,L ,J ,A ,R ,S ,Y ,I ,C ,V ,U ,N ,Z ,Q ,W ,F ,G ,E ,H ,M ,O ,T ,D ,X ,K ,Y ,  ,O ,  ,N ,  ,V ,  ,D ,  ,K ,  ,G ,  ,cue ,  ,Q ,  ,W ,  ,L ,  ,X ,  ,M ,  ,1
RSVP_two_streams_bigger_cue_size_different_rates ,2 ,5 , T1 ,19 ,"[1, 0] ",10.0 ,X ,P ,M ,A ,Z ,C ,V ,T ,K ,E ,W ,L ,R ,F ,N ,O ,D ,Y ,J ,U ,G ,I ,B ,H ,S ,Q ,R ,  ,U ,  ,P ,  ,K ,  ,T ,  ,W ,  ,A ,  ,S ,  ,X ,  ,cue ,  ,D ,  ,H ,  ,Z ,  ,0
RSVP_two_streams_bigger_cue_size_different_rates ,3 ,5 , T1 ,23 ,"[-1, 0] ",3.0 ,G ,L ,H ,C ,Q ,X ,P ,O ,B ,E ,A ,W ,S ,M ,I ,V ,T ,R ,D ,J ,F ,N ,Z ,K ,U ,Y ,O ,  ,R ,  ,M ,  ,P ,  ,F ,  ,N ,  ,W ,  ,Z ,  ,T ,  ,L ,  ,X ,  ,cue ,  ,C ,  ,0
RSVP_two_streams_bigger_cue_size_different_rates ,4 ,5 , T1 ,7 ,"[1, 0] ",3.0 ,O ,B ,F ,J ,R ,P ,Q ,X ,N ,K ,T ,D ,Z ,V ,H ,E ,M ,I ,Y ,A ,W ,C ,G ,L ,U ,S ,B ,  ,N ,  ,R ,  ,cue ,  ,M ,  ,O ,  ,L ,  ,X ,  ,Q ,  ,Z ,  ,P ,  ,A ,  ,T ,  ,2
RSVP_two_streams_bigger_cue_size_different_rates ,5 ,5 , T1 ,19 ,"[-1, 0] ",3.0 ,T ,M ,D ,A ,S ,J ,P ,B ,V ,Z ,K ,Q ,C ,H ,W ,U ,X ,Y ,E ,I ,L ,R ,G ,O ,N ,F ,C ,  ,M ,  ,J ,  ,H ,  ,V ,  ,K ,  ,E ,  ,P ,  ,D ,  ,cue ,  ,Q ,  ,S ,  ,B ,  ,0
RSVP_two_streams_bigger_cue_size_different_rates ,6 ,5 , T1 ,7 ,"[-1, 0] ",3.0 ,M ,O ,G ,B ,U ,J ,A ,R ,F ,N ,W ,K ,I ,Z ,D ,Q ,P ,H ,Y ,C ,V ,E ,S ,L ,T ,X ,I ,  ,X ,  ,L ,  ,cue ,  ,R ,  ,K ,  ,V ,  ,E ,  ,J ,  ,Z ,  ,W ,  ,P ,  ,N ,  ,0
RSVP_two_streams_bigger_cue_size_different_rates ,7 ,5 , T1 ,15 ,"[-1, 0] ",3.0 ,Q ,W ,F ,T ,H ,S ,P ,I ,N ,J ,U ,V ,D ,Y ,G ,R ,M ,Z ,C ,E ,O ,A ,X ,B ,L ,K ,Q ,  ,C ,  ,O ,  ,W ,  ,N ,  ,E ,  ,L ,  ,cue ,  ,D ,  ,Z ,  ,Y ,  ,S ,  ,G ,  ,1
RSVP_two_streams_bigger_cue_size_different_rates ,8 ,5 , T1 ,11 ,"[-1, 0] ",3.0 ,D ,Q ,I ,O ,J ,W ,M ,Z ,G ,H ,K ,V ,R ,Y ,P ,U ,N ,T ,E ,B ,L ,S ,F ,A ,X ,C ,Y ,  ,T ,  ,N ,  ,P ,  ,C ,  ,cue ,  ,V ,  ,U ,  ,J ,  ,D ,  ,L ,  ,B ,  ,E ,  ,0
RSVP_two_streams_bigger_cue_size_different_rates ,9 ,5 , T1 ,15 ,"[-1, 0] ",3.0 ,Z ,S ,K ,A ,U ,M ,X ,T ,P ,Y ,N ,D ,G ,V ,Q ,E ,F ,I ,W ,C ,J ,L ,B ,R ,H ,O ,L ,  ,P ,  ,W ,  ,S ,  ,G ,  ,Q ,  ,M ,  ,cue ,  ,F ,  ,Y ,  ,Z ,  ,V ,  ,J ,  ,0
