experimentPhase,trialnum,subject,task,answerPos0,cueSpatialPos1,cueEccentricity1,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12,m13,m14,m15,m16,m17,m18,m19,m20,m21,m22,m23,m24,m25,m26,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20,c21,c22,c23,c24,c25,c26,timingBlips
RSVP_two_streams_bigger_cue_size_different_rates ,0 ,9 , T1 ,23 ,"[1, 0] ",10.0 ,N ,Z ,U ,W ,G ,V ,P ,C ,L ,X ,D ,Y ,M ,E ,A ,R ,J ,F ,H ,T ,K ,S ,B ,O ,I ,Q ,E ,  ,A ,  ,R ,  ,W ,  ,S ,  ,Q ,  ,K ,  ,J ,  ,I ,  ,C ,  ,D ,  ,cue ,  ,T ,  ,0
RSVP_two_streams_bigger_cue_size_different_rates ,1 ,9 , T1 ,15 ,"[-1, 0] ",10.0 ,B ,J ,Y ,P ,H ,W ,U ,I ,C ,T ,Z ,Q ,V ,F ,X ,E ,M ,S ,R ,G ,N ,D ,K ,O ,L ,A ,D ,  ,U ,  ,Z ,  ,Q ,  ,T ,  ,X ,  ,A ,  ,cue ,  ,W ,  ,S ,  ,H ,  ,K ,  ,Y ,  ,0
RSVP_two_streams_bigger_cue_size_different_rates ,2 ,9 , T1 ,15 ,"[-1, 0] ",10.0 ,M ,C ,E ,D ,W ,Y ,U ,X ,R ,G ,Z ,O ,H ,Q ,T ,A ,S ,P ,K ,V ,L ,B ,N ,I ,F ,J ,P ,  ,X ,  ,E ,  ,A ,  ,R ,  ,F ,  ,T ,  ,cue ,  ,J ,  ,B ,  ,Y ,  ,W ,  ,N ,  ,0
RSVP_two_streams_bigger_cue_size_different_rates ,3 ,9 , T1 ,11 ,"[1, 0] ",3.0 ,H ,I ,U ,T ,C ,K ,X ,O ,S ,G ,J ,Z ,F ,D ,W ,A ,Q ,B ,E ,N ,P ,V ,L ,M ,Y ,R ,K ,  ,I ,  ,S ,  ,M ,  ,B ,  ,cue ,  ,A ,  ,G ,  ,L ,  ,O ,  ,U ,  ,D ,  ,Z ,  ,0
RSVP_two_streams_bigger_cue_size_different_rates ,4 ,9 , T1 ,7 ,"[1, 0] ",3.0 ,M ,X ,O ,Q ,W ,Z ,I ,E ,L ,T ,B ,A ,Y ,K ,U ,C ,R ,G ,F ,N ,P ,D ,H ,V ,S ,J ,R ,  ,J ,  ,F ,  ,cue ,  ,S ,  ,Z ,  ,O ,  ,T ,  ,B ,  ,U ,  ,Y ,  ,N ,  ,W ,  ,0
RSVP_two_streams_bigger_cue_size_different_rates ,5 ,9 , T1 ,23 ,"[1, 0] ",10.0 ,A ,G ,H ,B ,E ,J ,D ,Q ,V ,C ,O ,K ,Z ,T ,L ,U ,S ,N ,M ,W ,F ,Y ,I ,P ,X ,R ,Q ,  ,L ,  ,U ,  ,Y ,  ,M ,  ,O ,  ,B ,  ,T ,  ,Z ,  ,V ,  ,D ,  ,cue ,  ,X ,  ,0
RSVP_two_streams_bigger_cue_size_different_rates ,6 ,9 , T1 ,23 ,"[1, 0] ",10.0 ,F ,U ,M ,Z ,Y ,I ,W ,T ,L ,O ,R ,S ,G ,K ,V ,X ,E ,A ,C ,P ,B ,H ,J ,N ,Q ,D ,T ,  ,O ,  ,R ,  ,F ,  ,G ,  ,V ,  ,W ,  ,K ,  ,B ,  ,C ,  ,Y ,  ,cue ,  ,Q ,  ,0
RSVP_two_streams_bigger_cue_size_different_rates ,7 ,9 , T1 ,23 ,"[1, 0] ",10.0 ,Q ,T ,R ,W ,P ,V ,D ,U ,L ,G ,J ,A ,B ,F ,S ,C ,E ,Y ,M ,I ,N ,H ,K ,X ,O ,Z ,O ,  ,W ,  ,N ,  ,P ,  ,U ,  ,R ,  ,B ,  ,M ,  ,D ,  ,X ,  ,K ,  ,cue ,  ,F ,  ,0
RSVP_two_streams_bigger_cue_size_different_rates ,8 ,9 , T1 ,23 ,"[1, 0] ",3.0 ,B ,Z ,S ,N ,D ,G ,K ,U ,J ,L ,C ,Y ,M ,T ,A ,O ,E ,X ,I ,V ,W ,P ,Q ,R ,F ,H ,H ,  ,X ,  ,Y ,  ,P ,  ,V ,  ,G ,  ,A ,  ,R ,  ,S ,  ,N ,  ,W ,  ,cue ,  ,I ,  ,0
RSVP_two_streams_bigger_cue_size_different_rates ,9 ,9 , T1 ,23 ,"[-1, 0] ",3.0 ,I ,Y ,R ,D ,V ,E ,P ,W ,T ,N ,S ,K ,U ,G ,M ,X ,C ,A ,H ,B ,J ,L ,Q ,O ,F ,Z ,C ,  ,Q ,  ,N ,  ,X ,  ,K ,  ,P ,  ,T ,  ,A ,  ,U ,  ,H ,  ,V ,  ,cue ,  ,E ,  ,0
