experimentPhase,trialnum,subject,task,answerPos0,cueSpatialPos1,cueEccentricity1,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12,m13,m14,m15,m16,m17,m18,m19,m20,m21,m22,m23,m24,m25,m26,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20,c21,c22,c23,c24,c25,c26,timingBlips
RSVP_two_streams_bigger_cue_size_different_rates ,0 ,12 , T1 ,19 ,"[-1, 0] ",10.0 ,F ,B ,K ,N ,I ,W ,E ,X ,J ,P ,S ,G ,A ,L ,D ,Y ,R ,Z ,H ,U ,O ,T ,Q ,M ,V ,C ,E ,  ,I ,  ,O ,  ,C ,  ,D ,  ,M ,  ,W ,  ,H ,  ,G ,  ,cue ,  ,X ,  ,U ,  ,P ,  ,0
RSVP_two_streams_bigger_cue_size_different_rates ,1 ,12 , T1 ,11 ,"[1, 0] ",3.0 ,U ,G ,M ,A ,Y ,C ,N ,L ,Z ,W ,V ,F ,D ,S ,Q ,K ,R ,I ,P ,T ,J ,O ,H ,B ,X ,E ,T ,  ,C ,  ,R ,  ,G ,  ,Y ,  ,cue ,  ,D ,  ,A ,  ,X ,  ,U ,  ,H ,  ,N ,  ,V ,  ,0
RSVP_two_streams_bigger_cue_size_different_rates ,2 ,12 , T1 ,19 ,"[-1, 0] ",3.0 ,Z ,G ,V ,W ,T ,D ,S ,N ,J ,E ,A ,B ,R ,U ,M ,O ,L ,C ,X ,Q ,I ,H ,Y ,K ,F ,P ,S ,  ,M ,  ,X ,  ,Q ,  ,U ,  ,D ,  ,V ,  ,C ,  ,A ,  ,cue ,  ,K ,  ,H ,  ,Y ,  ,0
RSVP_two_streams_bigger_cue_size_different_rates ,3 ,12 , T1 ,11 ,"[1, 0] ",10.0 ,B ,D ,C ,K ,I ,T ,U ,O ,Y ,G ,W ,J ,S ,V ,H ,N ,Z ,L ,M ,E ,F ,A ,P ,R ,X ,Q ,O ,  ,V ,  ,X ,  ,R ,  ,N ,  ,cue ,  ,U ,  ,Y ,  ,C ,  ,F ,  ,W ,  ,L ,  ,I ,  ,0
RSVP_two_streams_bigger_cue_size_different_rates ,4 ,12 , T1 ,15 ,"[-1, 0] ",10.0 ,P ,C ,W ,S ,O ,Q ,J ,U ,L ,X ,K ,B ,G ,F ,A ,H ,N ,E ,I ,V ,R ,Z ,Y ,D ,T ,M ,M ,  ,N ,  ,W ,  ,P ,  ,O ,  ,E ,  ,D ,  ,cue ,  ,H ,  ,X ,  ,A ,  ,S ,  ,C ,  ,0
RSVP_two_streams_bigger_cue_size_different_rates ,5 ,12 , T1 ,15 ,"[-1, 0] ",10.0 ,W ,G ,Q ,R ,F ,X ,Z ,V ,J ,K ,M ,Y ,I ,T ,N ,D ,L ,C ,O ,B ,U ,E ,S ,H ,P ,A ,I ,  ,X ,  ,O ,  ,P ,  ,W ,  ,A ,  ,V ,  ,cue ,  ,H ,  ,N ,  ,S ,  ,D ,  ,E ,  ,0
RSVP_two_streams_bigger_cue_size_different_rates ,6 ,12 , T1 ,15 ,"[-1, 0] ",3.0 ,P ,E ,T ,B ,Y ,A ,M ,W ,Z ,I ,Q ,G ,O ,F ,D ,N ,H ,J ,S ,L ,U ,X ,K ,R ,V ,C ,G ,  ,E ,  ,F ,  ,U ,  ,K ,  ,J ,  ,S ,  ,cue ,  ,P ,  ,R ,  ,O ,  ,Q ,  ,B ,  ,2
RSVP_two_streams_bigger_cue_size_different_rates ,7 ,12 , T1 ,7 ,"[-1, 0] ",10.0 ,R ,X ,M ,H ,Y ,Z ,D ,B ,E ,K ,P ,A ,U ,V ,W ,I ,L ,T ,S ,F ,Q ,J ,C ,G ,O ,N ,R ,  ,Q ,  ,N ,  ,cue ,  ,A ,  ,B ,  ,D ,  ,P ,  ,O ,  ,F ,  ,E ,  ,J ,  ,I ,  ,0
RSVP_two_streams_bigger_cue_size_different_rates ,8 ,12 , T1 ,23 ,"[-1, 0] ",10.0 ,F ,P ,G ,E ,K ,A ,D ,B ,L ,O ,T ,C ,V ,I ,Z ,H ,X ,U ,J ,S ,W ,R ,Y ,Q ,N ,M ,M ,  ,C ,  ,X ,  ,R ,  ,D ,  ,Q ,  ,Y ,  ,A ,  ,J ,  ,F ,  ,V ,  ,cue ,  ,K ,  ,1
RSVP_two_streams_bigger_cue_size_different_rates ,9 ,12 , T1 ,19 ,"[-1, 0] ",3.0 ,B ,E ,U ,Z ,D ,S ,X ,H ,L ,P ,V ,Q ,G ,J ,F ,N ,T ,W ,O ,K ,R ,C ,A ,M ,Y ,I ,G ,  ,P ,  ,X ,  ,U ,  ,T ,  ,L ,  ,I ,  ,C ,  ,V ,  ,cue ,  ,N ,  ,D ,  ,E ,  ,0
RSVP_two_streams_bigger_cue_size_different_rates ,10 ,12 , T1 ,7 ,"[1, 0] ",3.0 ,I ,S ,U ,T ,P ,Z ,W ,B ,R ,Y ,K ,N ,L ,A ,X ,E ,D ,F ,Q ,J ,C ,H ,M ,O ,V ,G ,C ,  ,B ,  ,V ,  ,cue ,  ,N ,  ,F ,  ,K ,  ,M ,  ,H ,  ,T ,  ,Q ,  ,E ,  ,D ,  ,0
RSVP_two_streams_bigger_cue_size_different_rates ,11 ,12 , T1 ,11 ,"[-1, 0] ",3.0 ,H ,C ,P ,D ,B ,J ,W ,V ,L ,O ,R ,Z ,K ,X ,M ,G ,I ,T ,Q ,Y ,U ,S ,E ,N ,F ,A ,A ,  ,M ,  ,R ,  ,J ,  ,Y ,  ,cue ,  ,G ,  ,N ,  ,F ,  ,W ,  ,E ,  ,L ,  ,Q ,  ,0
RSVP_two_streams_bigger_cue_size_different_rates ,12 ,12 , T1 ,19 ,"[1, 0] ",10.0 ,N ,S ,D ,W ,P ,G ,R ,A ,K ,H ,M ,J ,I ,E ,L ,B ,T ,Z ,F ,U ,V ,Y ,O ,C ,X ,Q ,M ,  ,N ,  ,W ,  ,I ,  ,V ,  ,G ,  ,H ,  ,C ,  ,B ,  ,cue ,  ,A ,  ,L ,  ,J ,  ,0
RSVP_two_streams_bigger_cue_size_different_rates ,13 ,12 , T1 ,7 ,"[-1, 0] ",3.0 ,L ,A ,M ,F ,W ,S ,N ,D ,X ,G ,U ,Y ,Q ,R ,B ,O ,E ,P ,V ,T ,I ,C ,Z ,K ,H ,J ,W ,  ,S ,  ,R ,  ,cue ,  ,Z ,  ,G ,  ,Y ,  ,A ,  ,L ,  ,C ,  ,D ,  ,K ,  ,T ,  ,0
RSVP_two_streams_bigger_cue_size_different_rates ,14 ,12 , T1 ,19 ,"[1, 0] ",10.0 ,Y ,D ,Q ,P ,C ,X ,M ,N ,U ,A ,F ,G ,H ,W ,B ,Z ,E ,J ,S ,V ,L ,R ,O ,K ,I ,T ,X ,  ,R ,  ,Z ,  ,V ,  ,W ,  ,H ,  ,S ,  ,C ,  ,M ,  ,cue ,  ,Q ,  ,T ,  ,G ,  ,0
