trialNumOriginal,cueCoords,cue1pos,cue2lag,cueEccentricity
47,"[1, 0]",10,2,2
278,"[-1, 0]",14,2,10
104,"[1, 0]",18,2,10
158,"[-1, 0]",14,2,2
146,"[-1, 0]",6,2,2
276,"[-1, 0]",6,2,10
144,"[-1, 0]",18,2,2
4,"[1, 0]",18,2,2
121,"[1, 0]",6,2,10
124,"[1, 0]",18,2,10
174,"[-1, 0]",18,2,2
261,"[-1, 0]",6,2,10
175,"[-1, 0]",22,2,2
93,"[1, 0]",14,2,10
113,"[1, 0]",14,2,10
171,"[-1, 0]",6,2,2
72,"[1, 0]",10,2,10
62,"[1, 0]",10,2,2
169,"[-1, 0]",18,2,2
55,"[1, 0]",22,2,2
201,"[-1, 0]",6,2,2
249,"[-1, 0]",18,2,10
270,"[-1, 0]",22,2,10
65,"[1, 0]",22,2,2
264,"[-1, 0]",18,2,10
117,"[1, 0]",10,2,10
32,"[1, 0]",10,2,2
95,"[1, 0]",22,2,10
23,"[1, 0]",14,2,2
24,"[1, 0]",18,2,2
20,"[1, 0]",22,2,2
248,"[-1, 0]",14,2,10
74,"[1, 0]",18,2,10
155,"[-1, 0]",22,2,2
178,"[-1, 0]",14,2,2
243,"[-1, 0]",14,2,10
33,"[1, 0]",14,2,2
173,"[-1, 0]",14,2,2
36,"[1, 0]",6,2,2
57,"[1, 0]",10,2,2
187,"[-1, 0]",10,2,2
120,"[1, 0]",22,2,10
163,"[-1, 0]",14,2,2
147,"[-1, 0]",10,2,2
157,"[-1, 0]",10,2,2
128,"[1, 0]",14,2,10
251,"[-1, 0]",6,2,10
109,"[1, 0]",18,2,10
160,"[-1, 0]",22,2,2
239,"[-1, 0]",18,2,10
45,"[1, 0]",22,2,2
7,"[1, 0]",10,2,2
224,"[-1, 0]",18,2,10
54,"[1, 0]",18,2,2
9,"[1, 0]",18,2,2
231,"[-1, 0]",6,2,10
142,"[-1, 0]",10,2,2
238,"[-1, 0]",14,2,10
137,"[1, 0]",10,2,10
42,"[1, 0]",10,2,2
29,"[1, 0]",18,2,2
63,"[1, 0]",14,2,2
3,"[1, 0]",14,2,2
229,"[-1, 0]",18,2,10
89,"[1, 0]",18,2,10
53,"[1, 0]",14,2,2
280,"[-1, 0]",22,2,10
99,"[1, 0]",18,2,10
241,"[-1, 0]",6,2,10
122,"[1, 0]",10,2,10
114,"[1, 0]",18,2,10
277,"[-1, 0]",10,2,10
233,"[-1, 0]",14,2,10
71,"[1, 0]",6,2,10
18,"[1, 0]",14,2,2
206,"[-1, 0]",6,2,2
30,"[1, 0]",22,2,2
266,"[-1, 0]",6,2,10
81,"[1, 0]",6,2,10
94,"[1, 0]",18,2,10
150,"[-1, 0]",22,2,2
92,"[1, 0]",10,2,10
257,"[-1, 0]",10,2,10
217,"[-1, 0]",10,2,10
52,"[1, 0]",10,2,2
2,"[1, 0]",10,2,2
236,"[-1, 0]",6,2,10
235,"[-1, 0]",22,2,10
82,"[1, 0]",10,2,10
245,"[-1, 0]",22,2,10
118,"[1, 0]",14,2,10
60,"[1, 0]",22,2,2
17,"[1, 0]",10,2,2
183,"[-1, 0]",14,2,2
112,"[1, 0]",10,2,10
69,"[1, 0]",18,2,2
48,"[1, 0]",14,2,2
27,"[1, 0]",10,2,2
188,"[-1, 0]",14,2,2
218,"[-1, 0]",14,2,10
105,"[1, 0]",22,2,10
110,"[1, 0]",22,2,10
186,"[-1, 0]",6,2,2
103,"[1, 0]",14,2,10
134,"[1, 0]",18,2,10
162,"[-1, 0]",10,2,2
170,"[-1, 0]",22,2,2
221,"[-1, 0]",6,2,10
145,"[-1, 0]",22,2,2
136,"[1, 0]",6,2,10
96,"[1, 0]",6,2,10
225,"[-1, 0]",22,2,10
78,"[1, 0]",14,2,10
192,"[-1, 0]",10,2,2
204,"[-1, 0]",18,2,2
6,"[1, 0]",6,2,2
190,"[-1, 0]",22,2,2
13,"[1, 0]",14,2,2
143,"[-1, 0]",14,2,2
125,"[1, 0]",22,2,10
244,"[-1, 0]",18,2,10
108,"[1, 0]",14,2,10
265,"[-1, 0]",22,2,10
148,"[-1, 0]",14,2,2
153,"[-1, 0]",14,2,2
165,"[-1, 0]",22,2,2
166,"[-1, 0]",6,2,2
102,"[1, 0]",10,2,10
12,"[1, 0]",10,2,2
19,"[1, 0]",18,2,2
258,"[-1, 0]",14,2,10
16,"[1, 0]",6,2,2
196,"[-1, 0]",6,2,2
164,"[-1, 0]",18,2,2
8,"[1, 0]",14,2,2
149,"[-1, 0]",18,2,2
227,"[-1, 0]",10,2,10
203,"[-1, 0]",14,2,2
247,"[-1, 0]",10,2,10
185,"[-1, 0]",22,2,2
37,"[1, 0]",10,2,2
209,"[-1, 0]",18,2,2
21,"[1, 0]",6,2,2
129,"[1, 0]",18,2,10
64,"[1, 0]",18,2,2
159,"[-1, 0]",18,2,2
253,"[-1, 0]",14,2,10
184,"[-1, 0]",18,2,2
191,"[-1, 0]",6,2,2
68,"[1, 0]",14,2,2
70,"[1, 0]",22,2,2
154,"[-1, 0]",18,2,2
115,"[1, 0]",22,2,10
211,"[-1, 0]",6,2,10
267,"[-1, 0]",10,2,10
138,"[1, 0]",14,2,10
66,"[1, 0]",6,2,2
252,"[-1, 0]",10,2,10
56,"[1, 0]",6,2,2
230,"[-1, 0]",22,2,10
200,"[-1, 0]",22,2,2
259,"[-1, 0]",18,2,10
59,"[1, 0]",18,2,2
234,"[-1, 0]",18,2,10
140,"[1, 0]",22,2,10
87,"[1, 0]",10,2,10
135,"[1, 0]",22,2,10
5,"[1, 0]",22,2,2
272,"[-1, 0]",10,2,10
240,"[-1, 0]",22,2,10
133,"[1, 0]",14,2,10
58,"[1, 0]",14,2,2
131,"[1, 0]",6,2,10
189,"[-1, 0]",18,2,2
269,"[-1, 0]",18,2,10
263,"[-1, 0]",14,2,10
43,"[1, 0]",14,2,2
100,"[1, 0]",22,2,10
141,"[-1, 0]",6,2,2
182,"[-1, 0]",10,2,2
85,"[1, 0]",22,2,10
198,"[-1, 0]",14,2,2
38,"[1, 0]",14,2,2
222,"[-1, 0]",10,2,10
10,"[1, 0]",22,2,2
107,"[1, 0]",10,2,10
202,"[-1, 0]",10,2,2
246,"[-1, 0]",6,2,10
132,"[1, 0]",10,2,10
67,"[1, 0]",10,2,2
34,"[1, 0]",18,2,2
31,"[1, 0]",6,2,2
274,"[-1, 0]",18,2,10
123,"[1, 0]",14,2,10
152,"[-1, 0]",10,2,2
176,"[-1, 0]",6,2,2
232,"[-1, 0]",10,2,10
88,"[1, 0]",14,2,10
139,"[1, 0]",18,2,10
250,"[-1, 0]",22,2,10
197,"[-1, 0]",10,2,2
151,"[-1, 0]",6,2,2
275,"[-1, 0]",22,2,10
22,"[1, 0]",10,2,2
273,"[-1, 0]",14,2,10
199,"[-1, 0]",18,2,2
39,"[1, 0]",18,2,2
207,"[-1, 0]",10,2,2
61,"[1, 0]",6,2,2
14,"[1, 0]",18,2,2
237,"[-1, 0]",10,2,10
91,"[1, 0]",6,2,10
161,"[-1, 0]",6,2,2
111,"[1, 0]",6,2,10
254,"[-1, 0]",18,2,10
51,"[1, 0]",6,2,2
119,"[1, 0]",18,2,10
195,"[-1, 0]",22,2,2
271,"[-1, 0]",6,2,10
126,"[1, 0]",6,2,10
268,"[-1, 0]",14,2,10
181,"[-1, 0]",6,2,2
210,"[-1, 0]",22,2,2
73,"[1, 0]",14,2,10
98,"[1, 0]",14,2,10
90,"[1, 0]",22,2,10
41,"[1, 0]",6,2,2
179,"[-1, 0]",18,2,2
216,"[-1, 0]",6,2,10
255,"[-1, 0]",22,2,10
25,"[1, 0]",22,2,2
215,"[-1, 0]",22,2,10
106,"[1, 0]",6,2,10
46,"[1, 0]",6,2,2
260,"[-1, 0]",22,2,10
228,"[-1, 0]",14,2,10
97,"[1, 0]",10,2,10
77,"[1, 0]",10,2,10
49,"[1, 0]",18,2,2
208,"[-1, 0]",14,2,2
279,"[-1, 0]",18,2,10
219,"[-1, 0]",18,2,10
15,"[1, 0]",22,2,2
262,"[-1, 0]",10,2,10
205,"[-1, 0]",22,2,2
83,"[1, 0]",14,2,10
172,"[-1, 0]",10,2,2
80,"[1, 0]",22,2,10
212,"[-1, 0]",10,2,10
101,"[1, 0]",6,2,10
84,"[1, 0]",18,2,10
44,"[1, 0]",18,2,2
86,"[1, 0]",6,2,10
177,"[-1, 0]",10,2,2
220,"[-1, 0]",22,2,10
11,"[1, 0]",6,2,2
40,"[1, 0]",22,2,2
226,"[-1, 0]",6,2,10
223,"[-1, 0]",14,2,10
214,"[-1, 0]",18,2,10
50,"[1, 0]",22,2,2
79,"[1, 0]",18,2,10
28,"[1, 0]",14,2,2
26,"[1, 0]",6,2,2
127,"[1, 0]",10,2,10
156,"[-1, 0]",6,2,2
130,"[1, 0]",22,2,10
242,"[-1, 0]",10,2,10
35,"[1, 0]",22,2,2
167,"[-1, 0]",10,2,2
76,"[1, 0]",6,2,10
180,"[-1, 0]",22,2,2
75,"[1, 0]",22,2,10
1,"[1, 0]",6,2,2
194,"[-1, 0]",18,2,2
256,"[-1, 0]",6,2,10
213,"[-1, 0]",14,2,10
116,"[1, 0]",6,2,10
168,"[-1, 0]",14,2,2
193,"[-1, 0]",14,2,2
