trialNumOriginal,cueCoords,cue1pos,cue2lag,cueEccentricity
202,"[-1, 0]",10,2,2
159,"[-1, 0]",18,2,2
31,"[1, 0]",6,2,2
88,"[1, 0]",14,2,10
181,"[-1, 0]",6,2,2
270,"[-1, 0]",22,2,10
111,"[1, 0]",6,2,10
262,"[-1, 0]",10,2,10
86,"[1, 0]",6,2,10
259,"[-1, 0]",18,2,10
65,"[1, 0]",22,2,2
105,"[1, 0]",22,2,10
237,"[-1, 0]",10,2,10
204,"[-1, 0]",18,2,2
71,"[1, 0]",6,2,10
190,"[-1, 0]",22,2,2
226,"[-1, 0]",6,2,10
21,"[1, 0]",6,2,2
114,"[1, 0]",18,2,10
140,"[1, 0]",22,2,10
122,"[1, 0]",10,2,10
42,"[1, 0]",10,2,2
22,"[1, 0]",10,2,2
213,"[-1, 0]",14,2,10
17,"[1, 0]",10,2,2
36,"[1, 0]",6,2,2
249,"[-1, 0]",18,2,10
271,"[-1, 0]",6,2,10
112,"[1, 0]",10,2,10
228,"[-1, 0]",14,2,10
70,"[1, 0]",22,2,2
130,"[1, 0]",22,2,10
131,"[1, 0]",6,2,10
103,"[1, 0]",14,2,10
273,"[-1, 0]",14,2,10
257,"[-1, 0]",10,2,10
43,"[1, 0]",14,2,2
126,"[1, 0]",6,2,10
232,"[-1, 0]",10,2,10
12,"[1, 0]",10,2,2
3,"[1, 0]",14,2,2
108,"[1, 0]",14,2,10
277,"[-1, 0]",10,2,10
218,"[-1, 0]",14,2,10
230,"[-1, 0]",22,2,10
203,"[-1, 0]",14,2,2
133,"[1, 0]",14,2,10
109,"[1, 0]",18,2,10
155,"[-1, 0]",22,2,2
34,"[1, 0]",18,2,2
188,"[-1, 0]",14,2,2
115,"[1, 0]",22,2,10
135,"[1, 0]",22,2,10
54,"[1, 0]",18,2,2
241,"[-1, 0]",6,2,10
59,"[1, 0]",18,2,2
221,"[-1, 0]",6,2,10
76,"[1, 0]",6,2,10
223,"[-1, 0]",14,2,10
160,"[-1, 0]",22,2,2
52,"[1, 0]",10,2,2
182,"[-1, 0]",10,2,2
27,"[1, 0]",10,2,2
178,"[-1, 0]",14,2,2
6,"[1, 0]",6,2,2
63,"[1, 0]",14,2,2
19,"[1, 0]",18,2,2
264,"[-1, 0]",18,2,10
95,"[1, 0]",22,2,10
227,"[-1, 0]",10,2,10
142,"[-1, 0]",10,2,2
239,"[-1, 0]",18,2,10
106,"[1, 0]",6,2,10
91,"[1, 0]",6,2,10
154,"[-1, 0]",18,2,2
179,"[-1, 0]",18,2,2
222,"[-1, 0]",10,2,10
11,"[1, 0]",6,2,2
146,"[-1, 0]",6,2,2
234,"[-1, 0]",18,2,10
9,"[1, 0]",18,2,2
29,"[1, 0]",18,2,2
216,"[-1, 0]",6,2,10
194,"[-1, 0]",18,2,2
263,"[-1, 0]",14,2,10
