experimentPhase,trialnum,subject,task,answerPos0,cueSpatialPos1,cueEccentricity1,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12,m13,m14,m15,m16,m17,m18,m19,m20,m21,m22,m23,m24,m25,m26,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20,c21,c22,c23,c24,c25,c26,timingBlips
RSVP_two_streams_bigger_cue_size ,0 ,14 , T1 ,10 ,"[1, 0] ",10.0 ,I ,V ,M ,J ,N ,G ,R ,D ,B ,K ,E ,X ,S ,A ,T ,W ,Z ,Y ,Q ,U ,C ,P ,F ,H ,O ,L ,Y ,D ,C ,B ,F ,W ,L ,U ,I ,  ,Q ,R ,G ,M ,S ,A ,O ,Z ,X ,N ,P ,H ,K ,J ,T ,V ,0
RSVP_two_streams_bigger_cue_size ,1 ,14 , T1 ,18 ,"[1, 0] ",3.0 ,N ,O ,A ,F ,Y ,T ,U ,D ,G ,L ,R ,J ,C ,B ,Z ,I ,E ,M ,X ,K ,S ,H ,V ,P ,W ,Q ,G ,F ,J ,L ,Z ,O ,T ,R ,U ,Y ,B ,W ,K ,P ,V ,M ,H ,  ,N ,E ,C ,Q ,A ,I ,D ,X ,0
RSVP_two_streams_bigger_cue_size ,2 ,14 , T1 ,6 ,"[-1, 0] ",3.0 ,I ,O ,X ,W ,D ,Z ,A ,R ,G ,J ,Y ,H ,F ,E ,S ,L ,T ,N ,K ,M ,U ,C ,B ,V ,P ,Q ,D ,A ,V ,X ,F ,  ,E ,J ,H ,N ,S ,Y ,B ,R ,W ,C ,O ,U ,M ,Z ,K ,Q ,I ,L ,G ,T ,0
RSVP_two_streams_bigger_cue_size ,3 ,14 , T1 ,18 ,"[-1, 0] ",10.0 ,X ,Q ,B ,H ,P ,F ,I ,Z ,M ,T ,R ,K ,O ,S ,W ,G ,N ,U ,J ,L ,Y ,A ,E ,V ,C ,D ,H ,F ,A ,T ,X ,M ,R ,L ,P ,U ,K ,Q ,G ,W ,D ,I ,V ,  ,O ,N ,Z ,S ,E ,J ,C ,B ,0
RSVP_two_streams_bigger_cue_size ,4 ,14 , T1 ,14 ,"[-1, 0] ",10.0 ,O ,F ,B ,D ,M ,Z ,J ,I ,P ,U ,C ,Q ,A ,N ,S ,L ,W ,X ,E ,G ,T ,R ,Y ,V ,K ,H ,Z ,N ,A ,J ,Y ,R ,M ,S ,X ,F ,V ,P ,E ,  ,T ,C ,D ,I ,O ,W ,L ,K ,H ,B ,Q ,U ,0
RSVP_two_streams_bigger_cue_size ,5 ,14 , T1 ,10 ,"[-1, 0] ",10.0 ,W ,Q ,I ,Y ,M ,P ,O ,L ,X ,J ,T ,Z ,D ,B ,S ,N ,U ,E ,K ,H ,V ,A ,F ,C ,R ,G ,T ,P ,I ,M ,E ,R ,C ,K ,S ,  ,G ,W ,X ,V ,J ,Z ,O ,Y ,L ,F ,H ,N ,B ,D ,A ,Q ,1
RSVP_two_streams_bigger_cue_size ,6 ,14 , T1 ,6 ,"[-1, 0] ",3.0 ,C ,R ,Q ,F ,Z ,H ,L ,O ,G ,W ,D ,T ,U ,B ,M ,J ,X ,Y ,K ,P ,N ,V ,E ,A ,I ,S ,B ,O ,L ,Y ,Z ,  ,H ,A ,I ,V ,M ,N ,X ,K ,U ,W ,D ,Q ,P ,T ,R ,J ,E ,F ,G ,S ,0
RSVP_two_streams_bigger_cue_size ,7 ,14 , T1 ,22 ,"[-1, 0] ",3.0 ,A ,Q ,B ,C ,O ,T ,D ,N ,M ,U ,I ,P ,L ,X ,W ,V ,R ,S ,F ,H ,J ,K ,E ,G ,Y ,Z ,H ,Q ,L ,Z ,J ,G ,F ,O ,W ,B ,N ,D ,R ,U ,T ,Y ,K ,X ,E ,A ,C ,  ,I ,S ,V ,M ,0
RSVP_two_streams_bigger_cue_size ,8 ,14 , T1 ,6 ,"[1, 0] ",3.0 ,W ,P ,D ,H ,A ,T ,Z ,U ,Y ,O ,K ,J ,N ,B ,I ,F ,S ,R ,G ,C ,L ,Q ,M ,V ,X ,E ,U ,E ,N ,H ,C ,  ,D ,V ,M ,P ,X ,Z ,Q ,G ,I ,R ,T ,O ,F ,B ,A ,K ,W ,S ,J ,L ,0
RSVP_two_streams_bigger_cue_size ,9 ,14 , T1 ,14 ,"[1, 0] ",10.0 ,F ,N ,S ,Y ,B ,M ,D ,E ,R ,X ,T ,Q ,C ,W ,U ,V ,P ,A ,I ,L ,G ,Z ,K ,J ,O ,H ,H ,A ,I ,T ,O ,N ,S ,L ,R ,J ,C ,Y ,U ,  ,F ,K ,B ,Z ,W ,P ,Q ,E ,D ,M ,G ,X ,0
