experimentPhase,trialnum,subject,task,answerPos0,cueSpatialPos1,cueEccentricity1,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12,m13,m14,m15,m16,m17,m18,m19,m20,m21,m22,m23,m24,m25,m26,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20,c21,c22,c23,c24,c25,c26,timingBlips
RSVP_two_streams_bigger_cue_size ,0 ,12 , T1 ,14 ,"[-1, 0] ",10.0 ,T ,G ,P ,O ,H ,J ,N ,K ,E ,M ,D ,V ,S ,R ,Y ,W ,X ,I ,F ,A ,Q ,B ,C ,U ,L ,Z ,X ,U ,K ,T ,E ,M ,J ,R ,N ,S ,Y ,W ,L ,  ,Z ,A ,F ,C ,V ,D ,H ,P ,B ,Q ,G ,I ,0
RSVP_two_streams_bigger_cue_size ,1 ,12 , T1 ,22 ,"[1, 0] ",10.0 ,A ,S ,O ,V ,M ,L ,Q ,Y ,K ,N ,C ,E ,R ,I ,P ,B ,J ,H ,X ,T ,F ,G ,Z ,W ,D ,U ,V ,W ,M ,E ,G ,R ,Y ,C ,I ,O ,U ,K ,Q ,L ,N ,X ,T ,D ,P ,H ,A ,  ,S ,J ,Z ,F ,0
RSVP_two_streams_bigger_cue_size ,2 ,12 , T1 ,22 ,"[-1, 0] ",10.0 ,P ,Y ,H ,Q ,M ,A ,R ,I ,N ,C ,X ,Z ,S ,J ,T ,D ,F ,W ,O ,K ,E ,G ,L ,B ,U ,V ,T ,B ,F ,K ,N ,S ,G ,Y ,A ,O ,U ,L ,P ,M ,E ,R ,I ,H ,X ,W ,V ,  ,Q ,J ,C ,D ,0
RSVP_two_streams_bigger_cue_size ,3 ,12 , T1 ,18 ,"[-1, 0] ",3.0 ,D ,R ,O ,S ,P ,J ,T ,H ,I ,F ,Q ,Y ,B ,K ,U ,X ,A ,N ,L ,G ,W ,V ,M ,Z ,E ,C ,C ,A ,N ,T ,G ,F ,H ,W ,E ,J ,I ,L ,U ,Z ,S ,R ,P ,  ,D ,Y ,B ,K ,Q ,X ,M ,O ,0
RSVP_two_streams_bigger_cue_size ,4 ,12 , T1 ,14 ,"[-1, 0] ",3.0 ,I ,X ,V ,R ,D ,S ,U ,O ,T ,B ,Q ,Y ,M ,C ,G ,P ,N ,W ,F ,L ,H ,A ,K ,J ,Z ,E ,C ,P ,Y ,B ,U ,T ,I ,X ,L ,Q ,S ,M ,F ,  ,O ,H ,G ,D ,K ,E ,N ,Z ,A ,W ,J ,V ,0
RSVP_two_streams_bigger_cue_size ,5 ,12 , T1 ,10 ,"[-1, 0] ",3.0 ,Z ,C ,J ,I ,N ,B ,R ,P ,G ,O ,K ,T ,V ,D ,Q ,H ,E ,A ,M ,F ,L ,X ,U ,Y ,W ,S ,F ,E ,S ,C ,R ,B ,I ,D ,L ,  ,K ,T ,P ,N ,Q ,M ,V ,Z ,O ,J ,W ,Y ,A ,U ,X ,H ,1
RSVP_two_streams_bigger_cue_size ,6 ,12 , T1 ,18 ,"[1, 0] ",10.0 ,X ,G ,R ,M ,C ,E ,Y ,A ,H ,Q ,Z ,F ,J ,B ,O ,N ,W ,S ,L ,K ,T ,I ,D ,P ,U ,V ,T ,O ,F ,D ,A ,Y ,U ,Q ,Z ,G ,L ,P ,E ,X ,I ,C ,V ,  ,K ,M ,N ,S ,J ,W ,B ,R ,0
RSVP_two_streams_bigger_cue_size ,7 ,12 , T1 ,10 ,"[-1, 0] ",10.0 ,Z ,O ,V ,K ,X ,Y ,S ,D ,J ,G ,E ,M ,B ,P ,I ,A ,W ,T ,N ,F ,L ,U ,R ,Q ,H ,C ,Z ,Y ,A ,U ,X ,P ,Q ,R ,W ,  ,M ,O ,N ,G ,K ,L ,J ,D ,I ,F ,T ,E ,V ,C ,H ,B ,0
RSVP_two_streams_bigger_cue_size ,8 ,12 , T1 ,6 ,"[1, 0] ",10.0 ,O ,B ,W ,C ,N ,K ,I ,T ,L ,A ,Y ,Q ,M ,P ,R ,Z ,X ,J ,D ,F ,H ,U ,E ,V ,S ,G ,E ,N ,M ,I ,L ,  ,F ,O ,Y ,V ,T ,H ,X ,R ,Q ,W ,C ,P ,J ,U ,K ,Z ,G ,A ,D ,S ,0
RSVP_two_streams_bigger_cue_size ,9 ,12 , T1 ,10 ,"[-1, 0] ",10.0 ,W ,Y ,Q ,O ,B ,G ,J ,Z ,H ,X ,N ,A ,M ,U ,S ,K ,D ,I ,F ,L ,V ,E ,R ,C ,P ,T ,F ,I ,Y ,D ,P ,L ,Z ,X ,J ,  ,U ,O ,C ,N ,S ,T ,A ,E ,V ,W ,B ,Q ,G ,K ,R ,H ,0
RSVP_two_streams_bigger_cue_size ,10 ,12 , T1 ,22 ,"[-1, 0] ",3.0 ,F ,G ,C ,U ,H ,J ,E ,W ,K ,R ,T ,Y ,O ,L ,P ,N ,Z ,I ,D ,B ,Q ,A ,V ,X ,S ,M ,R ,W ,K ,G ,B ,E ,Q ,O ,X ,F ,M ,U ,Y ,P ,Z ,J ,I ,T ,L ,N ,D ,  ,C ,V ,H ,S ,0
RSVP_two_streams_bigger_cue_size ,11 ,12 , T1 ,14 ,"[1, 0] ",10.0 ,D ,A ,U ,L ,B ,H ,T ,G ,I ,N ,O ,R ,M ,V ,J ,C ,F ,K ,Q ,S ,Y ,X ,E ,P ,Z ,W ,T ,B ,P ,E ,S ,Q ,X ,G ,I ,R ,J ,H ,V ,  ,F ,W ,L ,A ,U ,C ,K ,O ,D ,N ,Y ,M ,0
RSVP_two_streams_bigger_cue_size ,12 ,12 , T1 ,6 ,"[1, 0] ",3.0 ,Y ,R ,W ,F ,N ,J ,C ,Q ,T ,Z ,S ,E ,A ,L ,V ,D ,X ,B ,H ,U ,G ,K ,M ,I ,O ,P ,T ,R ,I ,L ,Q ,  ,K ,Y ,N ,B ,C ,U ,P ,D ,Z ,X ,F ,W ,J ,M ,A ,G ,E ,H ,O ,V ,0
RSVP_two_streams_bigger_cue_size ,13 ,12 , T1 ,22 ,"[1, 0] ",3.0 ,V ,T ,N ,S ,M ,W ,K ,Q ,I ,Z ,L ,Y ,A ,U ,J ,X ,O ,B ,H ,E ,C ,P ,D ,G ,R ,F ,T ,Q ,W ,X ,A ,E ,B ,L ,K ,M ,Y ,Z ,P ,R ,I ,V ,O ,D ,N ,H ,S ,  ,F ,G ,C ,J ,0
RSVP_two_streams_bigger_cue_size ,14 ,12 , T1 ,14 ,"[1, 0] ",3.0 ,Q ,B ,N ,Z ,S ,X ,K ,P ,O ,E ,Y ,F ,M ,D ,V ,R ,G ,T ,I ,J ,A ,C ,L ,H ,W ,U ,Y ,C ,N ,H ,S ,D ,Z ,T ,M ,O ,J ,P ,U ,  ,F ,G ,I ,K ,W ,R ,Q ,X ,B ,V ,A ,E ,0
RSVP_two_streams_bigger_cue_size ,15 ,12 , T1 ,22 ,"[-1, 0] ",10.0 ,G ,N ,Y ,I ,Q ,X ,V ,Z ,S ,C ,P ,M ,F ,O ,L ,T ,H ,K ,J ,A ,D ,R ,U ,W ,E ,B ,L ,K ,J ,U ,X ,O ,H ,G ,F ,T ,E ,C ,Q ,S ,R ,V ,D ,M ,A ,N ,Y ,  ,W ,Z ,P ,B ,0
RSVP_two_streams_bigger_cue_size ,16 ,12 , T1 ,18 ,"[1, 0] ",3.0 ,O ,C ,G ,L ,K ,P ,E ,D ,H ,Z ,V ,B ,T ,U ,F ,Q ,Y ,J ,N ,S ,A ,M ,W ,R ,X ,I ,C ,E ,X ,U ,V ,K ,G ,H ,D ,Z ,L ,P ,I ,O ,M ,J ,N ,  ,T ,R ,A ,Q ,S ,B ,W ,F ,0
