experimentPhase,trialnum,subject,task,answerPos0,cueSpatialPos1,cueEccentricity1,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12,m13,m14,m15,m16,m17,m18,m19,m20,m21,m22,m23,m24,m25,m26,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20,c21,c22,c23,c24,c25,c26,timingBlips
RSVP_two_streams_bigger_cue_size ,0 ,11 , T1 ,6 ,"[1, 0] ",3.0 ,I ,H ,B ,Q ,O ,J ,M ,X ,L ,K ,A ,S ,E ,R ,Z ,V ,G ,Y ,U ,W ,P ,F ,N ,T ,C ,D ,G ,H ,U ,T ,P ,  ,S ,M ,L ,X ,V ,I ,R ,Q ,F ,K ,B ,E ,A ,O ,J ,N ,Y ,W ,Z ,D ,0
RSVP_two_streams_bigger_cue_size ,1 ,11 , T1 ,22 ,"[-1, 0] ",10.0 ,Z ,T ,W ,I ,R ,Y ,H ,C ,S ,P ,V ,A ,J ,Q ,D ,F ,E ,X ,N ,M ,K ,L ,O ,B ,G ,U ,T ,H ,A ,M ,J ,L ,U ,F ,C ,O ,N ,W ,K ,D ,I ,X ,B ,Y ,S ,P ,E ,  ,Z ,G ,V ,R ,0
RSVP_two_streams_bigger_cue_size ,2 ,11 , T1 ,6 ,"[-1, 0] ",10.0 ,H ,O ,B ,T ,D ,C ,A ,F ,K ,W ,L ,M ,Y ,Q ,P ,X ,V ,J ,S ,Z ,G ,E ,R ,N ,U ,I ,V ,A ,L ,W ,D ,  ,T ,O ,Z ,B ,M ,S ,H ,E ,R ,F ,I ,N ,G ,Q ,P ,J ,C ,Y ,U ,K ,0
RSVP_two_streams_bigger_cue_size ,3 ,11 , T1 ,18 ,"[1, 0] ",3.0 ,D ,H ,F ,L ,R ,K ,V ,C ,Z ,N ,T ,X ,E ,G ,B ,W ,Q ,S ,A ,J ,M ,Y ,P ,U ,O ,I ,M ,A ,V ,O ,H ,P ,D ,X ,G ,T ,N ,Z ,C ,B ,U ,S ,Q ,  ,Y ,J ,W ,F ,R ,I ,K ,E ,0
RSVP_two_streams_bigger_cue_size ,4 ,11 , T1 ,14 ,"[1, 0] ",10.0 ,L ,E ,Y ,J ,P ,S ,O ,M ,Q ,U ,W ,B ,A ,C ,G ,F ,D ,R ,H ,I ,Z ,K ,T ,V ,X ,N ,D ,N ,C ,M ,B ,G ,J ,Q ,U ,T ,E ,V ,K ,  ,Y ,I ,P ,H ,Z ,O ,W ,F ,S ,A ,L ,R ,0
RSVP_two_streams_bigger_cue_size ,5 ,11 , T1 ,22 ,"[1, 0] ",10.0 ,X ,C ,Q ,Z ,T ,B ,M ,L ,E ,N ,V ,R ,P ,O ,D ,U ,S ,J ,F ,A ,G ,H ,W ,Y ,I ,K ,Q ,U ,I ,G ,B ,D ,X ,M ,E ,R ,V ,Z ,J ,P ,C ,T ,O ,W ,A ,H ,S ,  ,Y ,F ,N ,L ,1
RSVP_two_streams_bigger_cue_size ,6 ,11 , T1 ,10 ,"[1, 0] ",10.0 ,P ,C ,W ,I ,B ,K ,F ,O ,L ,X ,T ,E ,A ,D ,U ,Y ,G ,N ,R ,Q ,J ,M ,H ,S ,Z ,V ,X ,J ,R ,L ,T ,O ,U ,G ,Q ,  ,A ,C ,H ,E ,B ,Y ,S ,N ,P ,Z ,F ,I ,M ,W ,V ,D ,0
RSVP_two_streams_bigger_cue_size ,7 ,11 , T1 ,22 ,"[1, 0] ",3.0 ,H ,E ,T ,X ,O ,C ,Q ,A ,Z ,L ,B ,N ,M ,D ,F ,K ,I ,S ,Y ,G ,P ,R ,V ,U ,W ,J ,L ,R ,A ,H ,Q ,V ,N ,J ,F ,I ,T ,D ,X ,O ,U ,K ,M ,B ,Y ,C ,P ,  ,S ,W ,E ,G ,0
RSVP_two_streams_bigger_cue_size ,8 ,11 , T1 ,22 ,"[1, 0] ",10.0 ,B ,I ,N ,T ,W ,F ,C ,Q ,L ,Y ,R ,V ,E ,M ,P ,X ,A ,G ,Z ,D ,J ,S ,H ,K ,U ,O ,Y ,Z ,M ,U ,S ,B ,P ,G ,J ,N ,Q ,D ,V ,X ,A ,T ,L ,H ,I ,F ,E ,  ,R ,W ,C ,K ,0
RSVP_two_streams_bigger_cue_size ,9 ,11 , T1 ,10 ,"[1, 0] ",3.0 ,D ,E ,T ,A ,S ,O ,V ,J ,Z ,R ,K ,G ,I ,P ,U ,C ,M ,F ,B ,L ,H ,Y ,N ,X ,Q ,W ,F ,W ,S ,Y ,H ,Q ,U ,I ,M ,  ,C ,A ,J ,E ,N ,Z ,D ,R ,X ,B ,K ,O ,P ,V ,G ,T ,0
