experimentPhase,trialnum,subject,task,answerPos0,cueSpatialPos1,cueEccentricity1,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12,m13,m14,m15,m16,m17,m18,m19,m20,m21,m22,m23,m24,m25,m26,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20,c21,c22,c23,c24,c25,c26,timingBlips
RSVP_two_streams_bigger_cue_size ,0 ,3 , T1 ,6 ,"[1, 0] ",10.0 ,F ,G ,D ,O ,Z ,M ,C ,R ,H ,T ,X ,U ,V ,W ,L ,I ,J ,E ,Q ,P ,K ,B ,N ,Y ,A ,S ,T ,X ,Y ,R ,B ,  ,S ,G ,P ,U ,J ,L ,Q ,A ,K ,Z ,F ,W ,C ,H ,I ,V ,N ,O ,E ,D ,0
RSVP_two_streams_bigger_cue_size ,1 ,3 , T1 ,22 ,"[1, 0] ",10.0 ,I ,D ,U ,F ,O ,P ,T ,G ,B ,V ,J ,K ,S ,H ,N ,Q ,X ,Y ,C ,M ,R ,L ,Z ,W ,A ,E ,R ,H ,U ,J ,Q ,E ,W ,P ,T ,Y ,C ,N ,L ,X ,I ,K ,O ,G ,A ,M ,D ,  ,V ,F ,B ,S ,0
RSVP_two_streams_bigger_cue_size ,2 ,3 , T1 ,18 ,"[1, 0] ",10.0 ,K ,Z ,T ,S ,Q ,U ,V ,I ,A ,W ,L ,H ,O ,R ,F ,M ,N ,E ,D ,C ,J ,X ,P ,G ,B ,Y ,W ,F ,K ,N ,A ,E ,T ,Z ,H ,P ,L ,U ,R ,Y ,Q ,O ,I ,  ,M ,G ,S ,D ,X ,B ,V ,C ,0
RSVP_two_streams_bigger_cue_size ,3 ,3 , T1 ,14 ,"[1, 0] ",10.0 ,K ,D ,H ,Z ,A ,Y ,R ,W ,J ,P ,F ,V ,G ,L ,S ,C ,E ,U ,T ,N ,O ,M ,X ,I ,Q ,B ,V ,O ,J ,H ,E ,C ,A ,F ,X ,W ,Q ,Y ,R ,  ,G ,I ,B ,K ,P ,T ,D ,Z ,L ,N ,U ,S ,0
RSVP_two_streams_bigger_cue_size ,4 ,3 , T1 ,10 ,"[1, 0] ",10.0 ,I ,Y ,A ,N ,U ,G ,O ,V ,R ,L ,W ,Q ,K ,T ,P ,D ,Z ,M ,S ,C ,F ,E ,H ,X ,J ,B ,F ,P ,X ,M ,A ,U ,O ,T ,Y ,  ,D ,I ,L ,S ,R ,W ,N ,Z ,V ,B ,C ,E ,H ,G ,Q ,K ,0
RSVP_two_streams_bigger_cue_size ,5 ,3 , T1 ,10 ,"[1, 0] ",10.0 ,H ,G ,B ,A ,F ,X ,J ,L ,N ,Z ,S ,U ,V ,Y ,K ,Q ,O ,E ,P ,I ,W ,M ,R ,T ,D ,C ,L ,F ,Z ,N ,S ,Y ,X ,E ,V ,  ,D ,M ,P ,T ,I ,B ,O ,R ,A ,C ,W ,H ,G ,U ,J ,Q ,0
RSVP_two_streams_bigger_cue_size ,6 ,3 , T1 ,14 ,"[1, 0] ",3.0 ,G ,W ,T ,B ,H ,N ,J ,F ,I ,O ,D ,V ,Q ,K ,P ,A ,E ,C ,R ,X ,Y ,S ,L ,U ,Z ,M ,D ,N ,S ,P ,I ,T ,L ,B ,Z ,G ,R ,A ,Y ,  ,V ,J ,O ,W ,K ,M ,X ,C ,H ,E ,Q ,F ,0
RSVP_two_streams_bigger_cue_size ,7 ,3 , T1 ,22 ,"[1, 0] ",3.0 ,R ,N ,O ,S ,J ,Z ,C ,D ,T ,K ,E ,M ,L ,W ,P ,I ,H ,B ,F ,Y ,Q ,V ,G ,X ,U ,A ,P ,B ,Z ,H ,J ,W ,M ,A ,K ,Q ,I ,D ,T ,C ,R ,Y ,E ,X ,U ,S ,O ,  ,F ,L ,N ,V ,0
RSVP_two_streams_bigger_cue_size ,8 ,3 , T1 ,10 ,"[1, 0] ",10.0 ,Q ,X ,A ,V ,Y ,L ,B ,P ,J ,M ,N ,C ,R ,Z ,E ,S ,F ,H ,D ,U ,T ,G ,K ,I ,O ,W ,R ,L ,Z ,D ,T ,K ,U ,O ,J ,  ,E ,A ,H ,M ,S ,N ,F ,V ,Y ,Q ,P ,W ,G ,I ,B ,X ,0
RSVP_two_streams_bigger_cue_size ,9 ,3 , T1 ,18 ,"[1, 0] ",3.0 ,Y ,F ,D ,O ,C ,Q ,P ,M ,L ,G ,V ,X ,I ,K ,Z ,A ,J ,T ,H ,R ,W ,B ,N ,E ,U ,S ,N ,X ,R ,P ,E ,G ,A ,I ,T ,C ,D ,W ,M ,L ,K ,O ,H ,  ,B ,V ,S ,Q ,Y ,F ,U ,Z ,0
RSVP_two_streams_bigger_cue_size ,10 ,3 , T1 ,14 ,"[1, 0] ",3.0 ,L ,H ,W ,X ,Y ,M ,R ,I ,A ,J ,O ,P ,F ,T ,S ,G ,K ,N ,B ,U ,V ,E ,C ,Z ,Q ,D ,E ,H ,Z ,G ,K ,X ,C ,A ,T ,D ,Q ,W ,B ,  ,L ,R ,Y ,F ,I ,O ,V ,J ,P ,N ,S ,M ,0
RSVP_two_streams_bigger_cue_size ,11 ,3 , T1 ,18 ,"[-1, 0] ",3.0 ,U ,T ,E ,S ,W ,Q ,V ,J ,N ,B ,K ,D ,H ,O ,P ,C ,X ,M ,L ,A ,G ,I ,Z ,F ,Y ,R ,Z ,O ,Q ,P ,N ,I ,F ,X ,L ,S ,B ,E ,H ,U ,M ,D ,K ,  ,Y ,V ,W ,C ,R ,J ,T ,A ,0
RSVP_two_streams_bigger_cue_size ,12 ,3 , T1 ,22 ,"[1, 0] ",10.0 ,K ,P ,I ,Y ,B ,U ,S ,V ,Q ,O ,H ,Z ,G ,D ,C ,J ,X ,T ,W ,F ,M ,L ,A ,E ,R ,N ,D ,H ,U ,B ,Z ,L ,F ,N ,Y ,I ,Q ,W ,S ,G ,X ,V ,K ,T ,J ,O ,A ,  ,C ,R ,M ,E ,0
RSVP_two_streams_bigger_cue_size ,13 ,3 , T1 ,18 ,"[1, 0] ",10.0 ,I ,Z ,G ,T ,C ,M ,E ,W ,R ,P ,J ,Q ,L ,D ,A ,H ,V ,U ,S ,K ,X ,N ,Y ,F ,O ,B ,C ,E ,U ,Y ,D ,G ,F ,R ,W ,I ,Q ,L ,O ,B ,J ,Z ,N ,  ,M ,P ,V ,H ,A ,X ,K ,S ,0
RSVP_two_streams_bigger_cue_size ,14 ,3 , T1 ,18 ,"[-1, 0] ",3.0 ,V ,Y ,W ,X ,E ,P ,B ,I ,F ,J ,D ,C ,R ,O ,M ,G ,Q ,T ,Z ,H ,L ,K ,N ,A ,S ,U ,N ,U ,P ,G ,R ,J ,S ,K ,F ,D ,H ,Y ,C ,W ,V ,E ,Q ,  ,A ,L ,M ,O ,I ,B ,T ,Z ,0
RSVP_two_streams_bigger_cue_size ,15 ,3 , T1 ,22 ,"[1, 0] ",3.0 ,H ,L ,S ,G ,V ,B ,X ,O ,E ,N ,J ,D ,Q ,C ,U ,K ,Y ,M ,A ,P ,I ,Z ,R ,T ,W ,F ,V ,J ,F ,G ,M ,P ,Z ,O ,A ,I ,K ,T ,D ,U ,X ,S ,C ,H ,B ,R ,W ,  ,L ,Y ,N ,E ,0
RSVP_two_streams_bigger_cue_size ,16 ,3 , T1 ,6 ,"[-1, 0] ",3.0 ,G ,Q ,O ,P ,V ,B ,X ,E ,J ,T ,A ,M ,L ,D ,Z ,S ,W ,C ,N ,K ,U ,F ,Y ,R ,I ,H ,O ,X ,P ,S ,W ,  ,K ,Z ,N ,F ,L ,C ,I ,V ,M ,J ,G ,U ,A ,E ,H ,Y ,B ,Q ,T ,R ,0
RSVP_two_streams_bigger_cue_size ,17 ,3 , T1 ,6 ,"[-1, 0] ",10.0 ,D ,M ,X ,Z ,L ,P ,B ,Q ,H ,R ,G ,E ,K ,F ,C ,T ,O ,V ,Y ,A ,N ,S ,J ,U ,I ,W ,Z ,K ,E ,A ,L ,  ,H ,N ,V ,F ,T ,J ,Q ,R ,M ,C ,W ,O ,S ,X ,Y ,D ,P ,U ,I ,G ,0
RSVP_two_streams_bigger_cue_size ,18 ,3 , T1 ,10 ,"[-1, 0] ",10.0 ,Z ,W ,O ,D ,N ,A ,T ,Y ,R ,E ,U ,Q ,F ,V ,G ,M ,B ,I ,X ,L ,H ,S ,K ,J ,P ,C ,Z ,T ,K ,D ,J ,S ,F ,L ,A ,  ,C ,X ,O ,U ,N ,P ,R ,V ,I ,Y ,E ,H ,M ,W ,Q ,B ,0
RSVP_two_streams_bigger_cue_size ,19 ,3 , T1 ,10 ,"[1, 0] ",3.0 ,P ,I ,M ,O ,H ,E ,X ,R ,N ,Z ,Y ,Q ,S ,J ,B ,G ,F ,A ,K ,L ,T ,D ,W ,U ,C ,V ,O ,B ,W ,K ,N ,J ,P ,V ,T ,  ,I ,Z ,C ,D ,Y ,F ,M ,S ,E ,X ,A ,H ,U ,Q ,L ,R ,0
RSVP_two_streams_bigger_cue_size ,20 ,3 , T1 ,6 ,"[-1, 0] ",10.0 ,W ,M ,T ,Q ,P ,F ,G ,D ,Z ,V ,I ,E ,A ,S ,H ,K ,B ,C ,N ,L ,U ,O ,R ,X ,Y ,J ,Y ,U ,D ,J ,H ,  ,L ,G ,V ,X ,O ,Q ,K ,C ,W ,F ,E ,B ,P ,A ,Z ,N ,M ,T ,I ,R ,0
RSVP_two_streams_bigger_cue_size ,21 ,3 , T1 ,22 ,"[-1, 0] ",3.0 ,N ,I ,R ,J ,V ,Q ,B ,K ,L ,A ,W ,G ,P ,X ,Z ,E ,M ,H ,T ,C ,Y ,D ,F ,U ,S ,O ,F ,I ,N ,V ,Z ,X ,T ,P ,U ,H ,D ,Q ,S ,Y ,G ,A ,K ,M ,W ,R ,B ,  ,E ,J ,C ,L ,0
RSVP_two_streams_bigger_cue_size ,22 ,3 , T1 ,6 ,"[-1, 0] ",3.0 ,O ,Q ,N ,Z ,K ,E ,S ,A ,I ,G ,W ,D ,H ,P ,X ,C ,J ,Y ,B ,M ,R ,V ,T ,U ,L ,F ,G ,M ,N ,L ,W ,  ,D ,K ,Z ,T ,S ,I ,O ,A ,C ,X ,Q ,U ,B ,J ,Y ,V ,F ,R ,H ,P ,1
RSVP_two_streams_bigger_cue_size ,23 ,3 , T1 ,18 ,"[1, 0] ",10.0 ,O ,W ,G ,C ,J ,Z ,Q ,D ,Y ,U ,T ,S ,E ,N ,I ,L ,R ,F ,H ,X ,A ,V ,B ,P ,K ,M ,W ,D ,E ,B ,R ,A ,H ,V ,T ,J ,M ,Y ,K ,C ,P ,Z ,L ,  ,O ,U ,I ,X ,F ,S ,Q ,G ,0
RSVP_two_streams_bigger_cue_size ,24 ,3 , T1 ,22 ,"[-1, 0] ",10.0 ,R ,Z ,X ,V ,Y ,M ,D ,E ,B ,A ,N ,K ,F ,P ,O ,T ,G ,J ,U ,Q ,L ,H ,I ,S ,W ,C ,L ,C ,S ,R ,K ,N ,P ,F ,B ,J ,T ,E ,Z ,Y ,M ,Q ,W ,D ,A ,G ,H ,  ,O ,X ,I ,U ,0
RSVP_two_streams_bigger_cue_size ,25 ,3 , T1 ,18 ,"[1, 0] ",10.0 ,L ,E ,B ,M ,G ,U ,J ,D ,K ,F ,Y ,A ,P ,O ,T ,Z ,X ,N ,R ,H ,Q ,C ,V ,I ,S ,W ,Z ,H ,R ,Q ,L ,W ,V ,D ,N ,C ,B ,P ,U ,T ,M ,S ,Y ,  ,I ,E ,X ,A ,G ,K ,O ,F ,0
RSVP_two_streams_bigger_cue_size ,26 ,3 , T1 ,22 ,"[-1, 0] ",10.0 ,O ,P ,X ,M ,B ,G ,U ,S ,Q ,N ,E ,T ,K ,F ,Y ,J ,R ,H ,Z ,I ,L ,C ,V ,A ,D ,W ,V ,E ,O ,H ,P ,W ,J ,T ,L ,R ,K ,A ,F ,U ,Y ,N ,Q ,G ,M ,Z ,D ,  ,S ,I ,C ,X ,0
