experimentPhase,trialnum,subject,task,answerPos0,cueSpatialPos1,cueEccentricity1,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12,m13,m14,m15,m16,m17,m18,m19,m20,m21,m22,m23,m24,m25,m26,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20,c21,c22,c23,c24,c25,c26,timingBlips
RSVP_two_streams_bigger_cue_size ,0 ,6 , T1 ,14 ,"[1, 0] ",10.0 ,L ,U ,W ,P ,Q ,V ,B ,D ,Y ,K ,Z ,X ,G ,C ,E ,T ,R ,S ,M ,J ,I ,H ,O ,N ,A ,F ,P ,R ,J ,K ,C ,Q ,B ,S ,H ,V ,G ,W ,F ,  ,D ,N ,Y ,T ,L ,M ,A ,Z ,X ,I ,O ,U ,0
RSVP_two_streams_bigger_cue_size ,1 ,6 , T1 ,18 ,"[-1, 0] ",3.0 ,K ,R ,W ,M ,Y ,T ,N ,E ,Q ,P ,O ,J ,S ,C ,Z ,L ,V ,U ,X ,B ,H ,F ,A ,I ,G ,D ,D ,P ,E ,H ,R ,U ,X ,Z ,M ,J ,I ,F ,B ,S ,Y ,N ,A ,  ,O ,L ,T ,G ,K ,C ,V ,W ,0
RSVP_two_streams_bigger_cue_size ,2 ,6 , T1 ,14 ,"[-1, 0] ",10.0 ,P ,B ,C ,G ,E ,I ,J ,L ,Z ,T ,S ,H ,N ,O ,U ,W ,D ,V ,M ,Y ,F ,Q ,K ,X ,R ,A ,Q ,M ,B ,P ,G ,U ,I ,V ,D ,W ,J ,E ,C ,  ,Y ,L ,A ,Z ,T ,H ,S ,R ,N ,F ,X ,O ,0
RSVP_two_streams_bigger_cue_size ,3 ,6 , T1 ,10 ,"[1, 0] ",10.0 ,O ,W ,G ,R ,T ,L ,Z ,Y ,Q ,B ,C ,F ,X ,M ,I ,U ,H ,A ,K ,V ,E ,D ,N ,P ,J ,S ,N ,C ,X ,G ,J ,A ,I ,W ,D ,  ,V ,P ,S ,F ,H ,R ,K ,Z ,Y ,U ,E ,M ,Q ,B ,O ,L ,0
RSVP_two_streams_bigger_cue_size ,4 ,6 , T1 ,18 ,"[1, 0] ",10.0 ,S ,E ,R ,I ,T ,A ,H ,W ,B ,C ,P ,F ,X ,K ,L ,M ,Y ,O ,J ,U ,N ,D ,Z ,Q ,V ,G ,F ,T ,C ,G ,H ,M ,W ,D ,B ,Z ,P ,X ,A ,S ,N ,E ,L ,  ,J ,O ,Y ,I ,V ,K ,U ,R ,0
RSVP_two_streams_bigger_cue_size ,5 ,6 , T1 ,18 ,"[-1, 0] ",10.0 ,E ,H ,I ,Z ,P ,B ,M ,U ,G ,O ,A ,Q ,T ,V ,N ,C ,R ,X ,L ,S ,D ,Y ,J ,K ,W ,F ,W ,V ,X ,K ,N ,O ,Y ,H ,M ,Z ,C ,Q ,S ,D ,J ,T ,P ,  ,A ,I ,E ,B ,F ,L ,R ,G ,0
RSVP_two_streams_bigger_cue_size ,6 ,6 , T1 ,18 ,"[-1, 0] ",10.0 ,O ,X ,S ,B ,G ,U ,W ,N ,R ,E ,T ,L ,J ,Q ,I ,K ,H ,Y ,M ,C ,Z ,V ,P ,D ,F ,A ,Z ,F ,X ,C ,L ,G ,Y ,E ,U ,V ,O ,M ,W ,H ,D ,Q ,K ,  ,R ,P ,J ,S ,T ,N ,A ,I ,0
RSVP_two_streams_bigger_cue_size ,7 ,6 , T1 ,18 ,"[-1, 0] ",10.0 ,X ,C ,Y ,B ,V ,P ,T ,Z ,G ,H ,S ,E ,I ,A ,O ,W ,D ,Q ,J ,R ,M ,L ,N ,K ,F ,U ,P ,R ,I ,W ,E ,Y ,M ,B ,S ,Q ,N ,J ,G ,D ,H ,L ,V ,  ,F ,U ,O ,T ,C ,Z ,K ,A ,0
RSVP_two_streams_bigger_cue_size ,8 ,6 , T1 ,18 ,"[-1, 0] ",3.0 ,K ,L ,R ,A ,Q ,Z ,H ,X ,E ,U ,S ,G ,M ,T ,Y ,P ,V ,I ,N ,F ,O ,D ,B ,C ,J ,W ,Z ,D ,T ,A ,C ,I ,J ,M ,F ,B ,V ,P ,E ,K ,L ,Q ,G ,  ,R ,O ,W ,Y ,U ,X ,N ,S ,0
RSVP_two_streams_bigger_cue_size ,9 ,6 , T1 ,10 ,"[1, 0] ",3.0 ,X ,H ,R ,K ,C ,S ,A ,U ,Q ,T ,E ,M ,J ,N ,I ,W ,V ,P ,Y ,F ,Z ,G ,O ,B ,L ,D ,F ,A ,Z ,E ,G ,C ,H ,I ,R ,  ,X ,Q ,D ,U ,S ,J ,P ,N ,W ,K ,T ,B ,M ,V ,Y ,O ,0
