experimentPhase	trialnum	subject	task	answerPos0	cueSpatialPos1	cueEccentricity1	m1	m2	m3	m4	m5	m6	m7	m8	m9	m10	m11	m12	m13	m14	m15	m16	m17	m18	m19	m20	m21	m22	m23	m24	m25	m26	c1	c2	c3	c4	c5	c6	c7	c8	c9	c10	c11	c12	c13	c14	c15	c16	c17	c18	c19	c20	c21	c22	c23	c24	c25	c26	timingBlips
RSVP_two_streams_bigger_cue_size 	0 	15 	 T1 	6 	[1, 0] 	10.0 	F 	O 	M 	J 	V 	U 	E 	X 	P 	T 	G 	S 	R 	A 	L 	H 	B 	Y 	D 	Z 	I 	N 	Q 	C 	K 	W 	F 	U 	Q 	K 	Z 	  	A 	E 	W 	D 	X 	O 	S 	J 	M 	G 	N 	V 	B 	T 	R 	C 	I 	P 	L 	H 	0
RSVP_two_streams_bigger_cue_size 	1 	15 	 T1 	22 	[1, 0] 	10.0 	H 	D 	C 	Q 	A 	S 	Y 	U 	V 	O 	K 	X 	J 	F 	L 	N 	B 	T 	R 	P 	I 	E 	M 	G 	W 	Z 	W 	R 	M 	B 	E 	L 	D 	C 	Z 	T 	G 	I 	V 	P 	O 	U 	H 	Y 	F 	J 	X 	  	K 	Q 	A 	N 	0
RSVP_two_streams_bigger_cue_size 	2 	15 	 T1 	22 	[1, 0] 	10.0 	N 	F 	G 	C 	E 	L 	Q 	U 	H 	I 	Y 	X 	D 	S 	M 	A 	O 	W 	K 	R 	J 	Z 	P 	B 	T 	V 	Q 	L 	B 	U 	V 	W 	D 	H 	I 	A 	C 	X 	J 	O 	Y 	Z 	N 	R 	M 	F 	P 	  	G 	T 	S 	K 	0
RSVP_two_streams_bigger_cue_size 	3 	15 	 T1 	22 	[1, 0] 	3.0 	C 	E 	X 	U 	B 	F 	R 	L 	V 	J 	I 	D 	H 	M 	S 	N 	W 	Y 	Z 	G 	T 	K 	P 	A 	O 	Q 	K 	B 	U 	S 	Y 	D 	G 	L 	F 	J 	H 	V 	R 	X 	C 	W 	Q 	N 	I 	P 	E 	  	M 	Z 	T 	A 	0
RSVP_two_streams_bigger_cue_size 	4 	15 	 T1 	14 	[-1, 0] 	10.0 	O 	A 	T 	Z 	M 	B 	N 	P 	K 	V 	H 	D 	E 	R 	S 	Y 	U 	G 	I 	J 	C 	X 	L 	W 	Q 	F 	I 	K 	T 	S 	J 	D 	G 	P 	V 	E 	C 	L 	Q 	  	W 	R 	H 	A 	F 	M 	X 	N 	U 	B 	Y 	O 	0
RSVP_two_streams_bigger_cue_size 	5 	15 	 T1 	22 	[-1, 0] 	10.0 	T 	W 	U 	Z 	M 	O 	P 	R 	S 	N 	D 	Y 	L 	A 	X 	I 	H 	B 	G 	Q 	J 	K 	F 	C 	V 	E 	B 	A 	E 	K 	U 	D 	O 	J 	L 	X 	H 	N 	Q 	R 	Z 	S 	T 	P 	G 	W 	M 	  	I 	V 	Y 	C 	0
RSVP_two_streams_bigger_cue_size 	6 	15 	 T1 	6 	[-1, 0] 	3.0 	T 	A 	S 	U 	O 	Z 	C 	X 	L 	G 	B 	N 	R 	F 	P 	D 	E 	K 	Y 	W 	I 	J 	V 	Q 	H 	M 	R 	J 	L 	Q 	H 	  	A 	Y 	M 	E 	D 	U 	X 	B 	C 	F 	V 	I 	K 	O 	N 	T 	Z 	P 	G 	S 	0
RSVP_two_streams_bigger_cue_size 	7 	15 	 T1 	22 	[1, 0] 	10.0 	R 	D 	B 	X 	F 	M 	P 	Z 	I 	E 	K 	L 	C 	T 	S 	V 	O 	Q 	J 	A 	G 	Y 	H 	W 	U 	N 	Q 	F 	R 	C 	S 	M 	P 	U 	V 	O 	K 	B 	G 	Z 	X 	Y 	W 	H 	L 	N 	E 	  	J 	I 	A 	D 	0
RSVP_two_streams_bigger_cue_size 	8 	15 	 T1 	22 	[1, 0] 	3.0 	Z 	B 	E 	A 	X 	C 	S 	N 	G 	Q 	V 	D 	U 	F 	R 	H 	Y 	J 	L 	K 	W 	O 	I 	M 	T 	P 	E 	P 	C 	Q 	Z 	N 	L 	G 	B 	I 	W 	U 	J 	R 	T 	H 	D 	M 	S 	X 	A 	  	K 	O 	V 	F 	0
RSVP_two_streams_bigger_cue_size 	9 	15 	 T1 	22 	[-1, 0] 	10.0 	H 	E 	Y 	N 	F 	P 	D 	L 	S 	T 	G 	J 	B 	K 	A 	V 	Z 	Q 	I 	X 	U 	C 	R 	O 	M 	W 	D 	M 	S 	N 	Z 	Q 	V 	J 	X 	T 	A 	G 	U 	K 	Y 	P 	B 	I 	R 	L 	W 	  	E 	H 	O 	F 	0
RSVP_two_streams_bigger_cue_size 	10 	15 	 T1 	10 	[-1, 0] 	10.0 	S 	P 	U 	O 	M 	G 	N 	Z 	X 	Q 	D 	J 	A 	E 	R 	F 	B 	K 	V 	I 	C 	T 	W 	H 	Y 	L 	S 	L 	D 	C 	X 	N 	Z 	M 	J 	  	K 	B 	E 	U 	A 	Y 	Q 	G 	P 	R 	T 	O 	V 	I 	H 	F 	0
RSVP_two_streams_bigger_cue_size 	11 	15 	 T1 	10 	[1, 0] 	10.0 	E 	G 	O 	F 	Q 	Z 	X 	P 	H 	R 	D 	U 	A 	J 	I 	Y 	L 	M 	C 	B 	S 	K 	N 	T 	W 	V 	U 	Y 	S 	M 	G 	B 	W 	T 	Q 	  	E 	I 	O 	N 	K 	D 	C 	X 	L 	P 	R 	J 	F 	Z 	V 	H 	0
RSVP_two_streams_bigger_cue_size 	12 	15 	 T1 	18 	[-1, 0] 	3.0 	R 	C 	U 	M 	L 	W 	N 	H 	X 	P 	D 	J 	O 	Y 	A 	F 	T 	V 	E 	G 	Z 	I 	K 	Q 	B 	S 	P 	C 	U 	A 	O 	M 	I 	N 	Z 	G 	F 	J 	W 	Y 	Q 	B 	K 	  	S 	T 	R 	V 	H 	E 	D 	X 	0
RSVP_two_streams_bigger_cue_size 	13 	15 	 T1 	10 	[-1, 0] 	10.0 	N 	W 	E 	M 	X 	G 	H 	F 	D 	Q 	T 	Z 	R 	V 	L 	B 	C 	Y 	I 	O 	P 	A 	K 	U 	S 	J 	V 	E 	Q 	O 	S 	R 	T 	W 	A 	  	B 	H 	D 	L 	U 	C 	J 	Z 	F 	M 	P 	G 	X 	I 	K 	Y 	0
RSVP_two_streams_bigger_cue_size 	14 	15 	 T1 	6 	[-1, 0] 	10.0 	O 	N 	Q 	G 	L 	V 	R 	F 	M 	Z 	J 	C 	X 	H 	D 	U 	Y 	I 	W 	B 	T 	P 	K 	A 	E 	S 	M 	Z 	K 	Y 	O 	  	I 	A 	D 	C 	F 	G 	E 	V 	H 	W 	N 	R 	J 	L 	T 	P 	Q 	B 	S 	X 	0
RSVP_two_streams_bigger_cue_size 	15 	15 	 T1 	6 	[-1, 0] 	3.0 	F 	Z 	N 	S 	O 	H 	J 	G 	P 	U 	B 	A 	L 	I 	E 	Y 	D 	Q 	T 	V 	X 	W 	C 	K 	R 	M 	M 	X 	U 	O 	I 	  	W 	E 	H 	G 	Z 	K 	D 	S 	F 	L 	T 	C 	B 	R 	Y 	Q 	N 	J 	P 	A 	0
RSVP_two_streams_bigger_cue_size 	16 	15 	 T1 	22 	[1, 0] 	10.0 	B 	J 	E 	D 	K 	I 	R 	A 	P 	H 	N 	L 	X 	O 	M 	G 	Q 	V 	F 	S 	Y 	U 	Z 	C 	W 	T 	V 	R 	K 	M 	B 	O 	U 	Q 	J 	I 	G 	Y 	N 	W 	T 	E 	S 	A 	F 	X 	Z 	  	P 	H 	C 	D 	0
RSVP_two_streams_bigger_cue_size 	17 	15 	 T1 	18 	[1, 0] 	10.0 	J 	Y 	T 	Z 	V 	F 	K 	X 	A 	E 	I 	H 	G 	D 	W 	L 	N 	S 	R 	U 	B 	M 	C 	Q 	P 	O 	Y 	Z 	A 	W 	C 	G 	K 	F 	T 	U 	H 	S 	I 	L 	V 	B 	J 	  	R 	P 	E 	Q 	M 	X 	D 	O 	0
RSVP_two_streams_bigger_cue_size 	18 	15 	 T1 	6 	[-1, 0] 	3.0 	N 	U 	Z 	B 	V 	K 	R 	J 	L 	Y 	W 	I 	F 	C 	E 	G 	S 	T 	D 	M 	A 	H 	Q 	P 	X 	O 	E 	U 	S 	W 	N 	  	X 	T 	Z 	C 	G 	H 	M 	P 	Q 	B 	Y 	K 	A 	J 	F 	L 	D 	R 	O 	I 	0
RSVP_two_streams_bigger_cue_size 	19 	15 	 T1 	14 	[1, 0] 	3.0 	K 	I 	V 	Q 	D 	A 	L 	O 	E 	C 	M 	U 	N 	Y 	Z 	T 	S 	P 	F 	B 	R 	X 	W 	H 	G 	J 	G 	O 	U 	M 	X 	D 	R 	E 	W 	T 	C 	V 	P 	  	S 	L 	Y 	Z 	Q 	H 	F 	A 	I 	N 	B 	J 	0
RSVP_two_streams_bigger_cue_size 	20 	15 	 T1 	6 	[1, 0] 	3.0 	H 	V 	W 	Z 	P 	T 	M 	X 	D 	U 	G 	F 	S 	O 	I 	Q 	B 	R 	C 	J 	E 	A 	Y 	N 	K 	L 	T 	U 	J 	A 	O 	  	E 	N 	F 	I 	G 	L 	C 	Z 	W 	Y 	V 	M 	S 	D 	H 	R 	P 	B 	K 	X 	0
RSVP_two_streams_bigger_cue_size 	21 	15 	 T1 	14 	[-1, 0] 	10.0 	D 	K 	C 	L 	X 	T 	N 	A 	E 	U 	F 	H 	V 	B 	G 	P 	Q 	M 	R 	J 	Z 	W 	I 	S 	Y 	O 	J 	F 	V 	Z 	Y 	A 	B 	E 	W 	S 	O 	L 	T 	  	H 	N 	X 	G 	I 	C 	U 	R 	D 	M 	Q 	K 	0
RSVP_two_streams_bigger_cue_size 	22 	15 	 T1 	14 	[-1, 0] 	10.0 	E 	V 	J 	Q 	G 	T 	H 	X 	D 	O 	I 	C 	U 	K 	L 	A 	N 	R 	Y 	P 	B 	Z 	W 	S 	M 	F 	V 	L 	H 	E 	K 	S 	U 	O 	M 	T 	Z 	G 	N 	  	A 	I 	P 	F 	Y 	D 	Q 	B 	X 	J 	W 	R 	1
RSVP_two_streams_bigger_cue_size 	23 	15 	 T1 	10 	[-1, 0] 	10.0 	E 	H 	U 	W 	T 	V 	B 	N 	K 	A 	P 	Z 	L 	F 	I 	M 	Y 	C 	J 	D 	S 	Q 	R 	O 	X 	G 	U 	L 	H 	K 	J 	D 	M 	P 	W 	  	Q 	I 	T 	R 	Z 	V 	N 	B 	S 	G 	F 	O 	Y 	E 	A 	X 	0
RSVP_two_streams_bigger_cue_size 	24 	15 	 T1 	18 	[1, 0] 	3.0 	U 	M 	G 	I 	X 	H 	J 	P 	E 	C 	A 	T 	N 	D 	Y 	B 	F 	O 	R 	K 	Z 	S 	L 	V 	Q 	W 	M 	F 	P 	A 	G 	B 	K 	R 	Z 	D 	C 	L 	W 	Q 	E 	I 	Y 	  	S 	T 	O 	N 	J 	U 	X 	H 	0
RSVP_two_streams_bigger_cue_size 	25 	15 	 T1 	10 	[-1, 0] 	3.0 	B 	K 	Y 	G 	J 	W 	A 	S 	L 	H 	I 	F 	P 	C 	V 	D 	Z 	E 	U 	X 	R 	O 	N 	M 	T 	Q 	Y 	D 	K 	L 	N 	X 	Z 	S 	P 	  	I 	B 	J 	O 	M 	A 	C 	Q 	U 	T 	V 	H 	E 	G 	W 	F 	0
RSVP_two_streams_bigger_cue_size 	26 	15 	 T1 	22 	[1, 0] 	3.0 	U 	Y 	E 	M 	F 	V 	N 	S 	I 	L 	O 	B 	C 	T 	G 	A 	Z 	R 	W 	D 	J 	K 	P 	Q 	X 	H 	R 	S 	E 	K 	N 	F 	O 	C 	V 	Q 	I 	B 	Z 	H 	G 	M 	P 	J 	L 	X 	W 	  	Y 	A 	U 	T 	0
