experimentPhase,trialnum,subject,task,answerPos0,cueSpatialPos1,cueEccentricity1,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12,m13,m14,m15,m16,m17,m18,m19,m20,m21,m22,m23,m24,m25,m26,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20,c21,c22,c23,c24,c25,c26,timingBlips
RSVP_two_streams_bigger_cue_size ,0 ,4 , T1 ,10 ,"[-1, 0] ",3.0 ,V ,X ,O ,N ,I ,R ,Z ,F ,L ,T ,J ,G ,Q ,K ,A ,C ,H ,M ,U ,D ,Y ,E ,B ,W ,P ,S ,I ,T ,O ,J ,M ,G ,V ,N ,U ,  ,B ,Z ,X ,A ,D ,R ,K ,Y ,E ,F ,S ,P ,H ,C ,L ,Q ,0
RSVP_two_streams_bigger_cue_size ,1 ,4 , T1 ,6 ,"[1, 0] ",3.0 ,G ,L ,K ,I ,P ,A ,S ,W ,C ,J ,U ,B ,Y ,R ,V ,H ,T ,O ,X ,Z ,Q ,M ,D ,F ,N ,E ,B ,J ,G ,V ,N ,  ,X ,Y ,F ,E ,O ,Q ,K ,W ,S ,C ,M ,R ,U ,T ,A ,P ,D ,L ,H ,Z ,0
RSVP_two_streams_bigger_cue_size ,2 ,4 , T1 ,18 ,"[-1, 0] ",10.0 ,Z ,Q ,U ,J ,M ,N ,A ,D ,F ,C ,X ,K ,L ,V ,B ,G ,Y ,R ,W ,T ,O ,I ,H ,P ,E ,S ,Q ,N ,I ,R ,W ,G ,B ,A ,K ,P ,F ,M ,L ,J ,V ,D ,O ,  ,Y ,U ,E ,T ,H ,C ,Z ,S ,0
RSVP_two_streams_bigger_cue_size ,3 ,4 , T1 ,22 ,"[1, 0] ",3.0 ,I ,V ,R ,X ,W ,O ,A ,H ,Y ,E ,K ,B ,T ,U ,D ,J ,S ,P ,N ,C ,M ,Z ,F ,G ,L ,Q ,C ,G ,U ,Q ,B ,M ,F ,D ,I ,X ,N ,E ,J ,V ,A ,K ,Y ,W ,S ,H ,T ,  ,L ,P ,R ,O ,0
RSVP_two_streams_bigger_cue_size ,4 ,4 , T1 ,18 ,"[1, 0] ",3.0 ,Z ,S ,O ,G ,L ,Q ,P ,J ,E ,T ,D ,Y ,X ,V ,W ,N ,B ,C ,I ,M ,R ,K ,A ,U ,H ,F ,Z ,F ,Q ,A ,W ,X ,H ,K ,G ,I ,Y ,R ,J ,B ,D ,C ,S ,  ,O ,T ,M ,V ,E ,U ,L ,N ,0
RSVP_two_streams_bigger_cue_size ,5 ,4 , T1 ,14 ,"[-1, 0] ",3.0 ,Y ,F ,A ,Z ,I ,K ,W ,N ,V ,J ,X ,T ,C ,P ,M ,Q ,L ,E ,B ,D ,U ,H ,R ,O ,G ,S ,A ,M ,J ,R ,V ,Z ,L ,E ,K ,Q ,Y ,W ,B ,  ,T ,X ,C ,F ,U ,G ,O ,H ,P ,S ,D ,I ,1
RSVP_two_streams_bigger_cue_size ,6 ,4 , T1 ,10 ,"[1, 0] ",10.0 ,H ,S ,X ,E ,R ,D ,K ,Q ,J ,A ,W ,B ,N ,I ,G ,L ,T ,Y ,V ,P ,C ,M ,Z ,O ,U ,F ,C ,U ,L ,J ,X ,N ,Y ,Q ,F ,  ,P ,R ,G ,D ,W ,V ,H ,A ,K ,M ,S ,B ,T ,Z ,I ,O ,0
RSVP_two_streams_bigger_cue_size ,7 ,4 , T1 ,14 ,"[1, 0] ",3.0 ,D ,E ,C ,A ,P ,F ,W ,N ,I ,T ,B ,G ,U ,O ,M ,H ,L ,Y ,J ,R ,V ,X ,Q ,Z ,S ,K ,Z ,K ,Y ,G ,E ,F ,H ,O ,A ,W ,L ,N ,T ,  ,R ,X ,P ,M ,D ,V ,S ,Q ,U ,J ,B ,I ,0
RSVP_two_streams_bigger_cue_size ,8 ,4 , T1 ,10 ,"[-1, 0] ",10.0 ,M ,C ,J ,F ,L ,B ,H ,P ,G ,R ,W ,S ,I ,T ,N ,K ,Y ,X ,Z ,A ,Q ,O ,D ,E ,U ,V ,S ,A ,K ,Y ,C ,F ,R ,O ,U ,  ,J ,D ,Z ,G ,I ,H ,L ,B ,N ,P ,M ,V ,T ,X ,W ,Q ,0
RSVP_two_streams_bigger_cue_size ,9 ,4 , T1 ,10 ,"[1, 0] ",3.0 ,F ,G ,C ,V ,K ,B ,X ,T ,L ,P ,W ,I ,N ,J ,O ,A ,H ,Z ,Q ,D ,S ,E ,Y ,R ,U ,M ,T ,F ,I ,P ,M ,O ,D ,V ,Z ,  ,B ,Y ,J ,G ,Q ,S ,W ,E ,X ,U ,H ,N ,K ,L ,A ,R ,0
RSVP_two_streams_bigger_cue_size ,10 ,4 , T1 ,18 ,"[1, 0] ",10.0 ,J ,X ,I ,Z ,B ,U ,W ,O ,V ,R ,A ,L ,C ,E ,P ,Y ,H ,Q ,T ,S ,K ,G ,M ,D ,N ,F ,Y ,X ,L ,H ,A ,G ,V ,E ,O ,U ,J ,W ,N ,C ,I ,F ,T ,  ,S ,Z ,B ,P ,K ,R ,M ,D ,0
RSVP_two_streams_bigger_cue_size ,11 ,4 , T1 ,18 ,"[1, 0] ",3.0 ,V ,G ,P ,F ,C ,R ,W ,J ,N ,U ,E ,T ,I ,Q ,H ,L ,S ,M ,D ,Y ,K ,X ,O ,B ,A ,Z ,N ,V ,M ,O ,A ,Y ,F ,W ,U ,K ,J ,R ,G ,H ,E ,P ,C ,  ,I ,X ,L ,Q ,B ,D ,S ,Z ,0
RSVP_two_streams_bigger_cue_size ,12 ,4 , T1 ,22 ,"[-1, 0] ",3.0 ,P ,I ,V ,Q ,J ,U ,T ,F ,L ,Y ,K ,E ,A ,R ,W ,M ,S ,N ,G ,B ,C ,X ,O ,D ,H ,Z ,C ,S ,P ,D ,A ,U ,O ,G ,F ,B ,R ,N ,M ,V ,Z ,K ,J ,X ,L ,H ,Y ,  ,E ,W ,T ,I ,0
RSVP_two_streams_bigger_cue_size ,13 ,4 , T1 ,10 ,"[-1, 0] ",10.0 ,Q ,B ,V ,H ,M ,E ,O ,J ,W ,L ,G ,S ,I ,X ,T ,K ,D ,R ,C ,Y ,F ,N ,Z ,U ,A ,P ,C ,R ,S ,I ,J ,T ,H ,Y ,A ,  ,B ,P ,X ,K ,G ,W ,F ,V ,Q ,O ,N ,D ,M ,Z ,L ,U ,0
RSVP_two_streams_bigger_cue_size ,14 ,4 , T1 ,10 ,"[1, 0] ",3.0 ,W ,G ,J ,B ,Y ,X ,F ,R ,Z ,D ,O ,N ,I ,P ,A ,E ,L ,M ,S ,K ,T ,U ,Q ,V ,H ,C ,I ,C ,L ,D ,A ,J ,R ,F ,Y ,  ,M ,N ,K ,X ,U ,G ,P ,S ,B ,W ,Z ,V ,E ,Q ,H ,O ,0
RSVP_two_streams_bigger_cue_size ,15 ,4 , T1 ,18 ,"[-1, 0] ",10.0 ,U ,P ,Y ,F ,S ,H ,X ,R ,E ,O ,C ,J ,T ,I ,V ,N ,L ,D ,K ,A ,Q ,M ,B ,W ,G ,Z ,W ,Q ,V ,K ,U ,J ,D ,Y ,X ,Z ,R ,C ,N ,I ,S ,M ,A ,  ,G ,E ,H ,O ,L ,B ,P ,T ,0
RSVP_two_streams_bigger_cue_size ,16 ,4 , T1 ,6 ,"[-1, 0] ",3.0 ,Y ,C ,R ,N ,Z ,Q ,S ,W ,M ,G ,U ,K ,B ,A ,X ,F ,L ,J ,V ,E ,P ,O ,T ,H ,D ,I ,U ,I ,C ,B ,K ,  ,J ,Y ,T ,X ,N ,A ,P ,V ,S ,Z ,D ,M ,O ,Q ,W ,H ,F ,G ,R ,L ,0
RSVP_two_streams_bigger_cue_size ,17 ,4 , T1 ,10 ,"[1, 0] ",3.0 ,X ,U ,Q ,M ,Y ,R ,O ,K ,A ,H ,D ,V ,J ,L ,N ,C ,B ,P ,G ,W ,T ,E ,I ,S ,Z ,F ,H ,X ,S ,E ,P ,A ,F ,Y ,U ,  ,W ,I ,J ,Q ,C ,N ,M ,R ,G ,K ,O ,B ,D ,L ,T ,Z ,0
RSVP_two_streams_bigger_cue_size ,18 ,4 , T1 ,10 ,"[1, 0] ",3.0 ,V ,D ,Y ,M ,G ,L ,X ,R ,U ,N ,Z ,C ,H ,Q ,K ,E ,A ,O ,J ,P ,I ,S ,W ,F ,T ,B ,G ,Y ,U ,A ,D ,V ,S ,L ,W ,  ,M ,I ,K ,F ,Q ,E ,B ,Z ,X ,C ,H ,N ,R ,P ,T ,J ,0
RSVP_two_streams_bigger_cue_size ,19 ,4 , T1 ,18 ,"[-1, 0] ",10.0 ,R ,L ,O ,N ,S ,X ,V ,G ,K ,M ,D ,H ,E ,T ,U ,I ,J ,F ,Z ,Q ,P ,A ,Y ,C ,W ,B ,H ,M ,U ,P ,J ,S ,W ,N ,C ,Q ,Z ,G ,R ,I ,T ,O ,F ,  ,Y ,B ,V ,D ,E ,L ,A ,X ,0
RSVP_two_streams_bigger_cue_size ,20 ,4 , T1 ,10 ,"[1, 0] ",3.0 ,D ,G ,J ,A ,S ,X ,H ,E ,R ,O ,T ,I ,U ,V ,M ,L ,C ,Q ,B ,F ,K ,N ,W ,Y ,Z ,P ,S ,D ,I ,Z ,O ,K ,A ,Q ,X ,  ,L ,R ,U ,F ,W ,V ,J ,G ,T ,N ,B ,M ,C ,E ,P ,H ,0
RSVP_two_streams_bigger_cue_size ,21 ,4 , T1 ,6 ,"[1, 0] ",10.0 ,Q ,J ,B ,S ,V ,P ,F ,H ,Y ,Z ,R ,G ,A ,D ,U ,C ,T ,X ,E ,I ,W ,O ,K ,L ,M ,N ,X ,H ,O ,F ,S ,  ,I ,K ,U ,M ,Q ,P ,Z ,N ,C ,T ,Y ,L ,R ,D ,A ,J ,V ,W ,B ,G ,1
RSVP_two_streams_bigger_cue_size ,22 ,4 , T1 ,14 ,"[-1, 0] ",3.0 ,L ,H ,E ,O ,J ,F ,S ,N ,Q ,V ,R ,W ,T ,D ,P ,K ,B ,G ,M ,U ,A ,Z ,C ,I ,X ,Y ,T ,B ,S ,X ,Q ,J ,F ,H ,A ,N ,C ,I ,Z ,  ,R ,D ,P ,E ,L ,V ,U ,W ,G ,Y ,K ,O ,0
RSVP_two_streams_bigger_cue_size ,23 ,4 , T1 ,6 ,"[-1, 0] ",3.0 ,L ,B ,H ,N ,P ,T ,W ,Y ,R ,X ,U ,F ,Z ,O ,K ,J ,C ,S ,E ,G ,M ,V ,I ,Q ,D ,A ,W ,C ,P ,I ,Y ,  ,T ,B ,K ,V ,S ,X ,Z ,F ,M ,R ,L ,G ,Q ,U ,D ,J ,N ,A ,O ,E ,0
RSVP_two_streams_bigger_cue_size ,24 ,4 , T1 ,10 ,"[1, 0] ",10.0 ,B ,A ,E ,X ,P ,L ,U ,C ,Y ,I ,O ,R ,G ,M ,F ,T ,H ,N ,V ,S ,Z ,W ,J ,Q ,D ,K ,G ,L ,H ,M ,I ,Y ,O ,X ,F ,  ,A ,E ,W ,K ,J ,V ,U ,N ,Q ,S ,C ,R ,T ,D ,B ,Z ,0
RSVP_two_streams_bigger_cue_size ,25 ,4 , T1 ,6 ,"[-1, 0] ",3.0 ,H ,G ,W ,U ,F ,C ,M ,X ,Y ,A ,K ,V ,D ,J ,T ,Q ,B ,R ,E ,I ,O ,L ,Z ,N ,P ,S ,W ,N ,F ,A ,R ,  ,U ,O ,K ,L ,Y ,I ,S ,V ,C ,Q ,H ,Z ,T ,B ,P ,D ,M ,G ,J ,X ,0
RSVP_two_streams_bigger_cue_size ,26 ,4 , T1 ,14 ,"[-1, 0] ",3.0 ,Q ,D ,L ,E ,Z ,W ,M ,B ,I ,V ,X ,S ,N ,H ,O ,Y ,G ,J ,A ,T ,R ,U ,F ,C ,P ,K ,T ,N ,Q ,R ,L ,Y ,F ,C ,X ,I ,A ,G ,M ,  ,K ,W ,E ,D ,H ,J ,O ,V ,U ,P ,S ,Z ,0
RSVP_two_streams_bigger_cue_size ,27 ,4 , T1 ,6 ,"[1, 0] ",10.0 ,I ,Q ,F ,H ,N ,P ,Z ,O ,K ,D ,X ,A ,V ,W ,G ,E ,R ,B ,M ,L ,J ,S ,U ,Y ,C ,T ,M ,U ,J ,X ,V ,  ,R ,H ,I ,L ,K ,B ,Z ,F ,A ,G ,S ,N ,W ,D ,T ,Y ,P ,C ,O ,E ,1
