experimentPhase	trialnum	subject	task	answerPos0	cueSpatialPos1	cueEccentricity1	m1	m2	m3	m4	m5	m6	m7	m8	m9	m10	m11	m12	m13	m14	m15	m16	m17	m18	m19	m20	m21	m22	m23	m24	m25	m26	c1	c2	c3	c4	c5	c6	c7	c8	c9	c10	c11	c12	c13	c14	c15	c16	c17	c18	c19	c20	c21	c22	c23	c24	c25	c26	timingBlips
RSVP_two_streams_bigger_cue_size 	0 	9 	 T1 	6 	[-1, 0] 	10.0 	G 	C 	R 	N 	Q 	H 	A 	Z 	K 	F 	U 	M 	E 	S 	W 	Y 	X 	I 	P 	V 	O 	D 	B 	L 	T 	J 	X 	H 	Q 	A 	U 	  	L 	R 	J 	N 	M 	S 	B 	G 	Y 	D 	V 	F 	E 	T 	W 	P 	C 	O 	K 	Z 	0
RSVP_two_streams_bigger_cue_size 	1 	9 	 T1 	14 	[-1, 0] 	10.0 	G 	P 	E 	O 	L 	V 	U 	B 	M 	D 	Z 	T 	X 	Q 	R 	I 	W 	N 	F 	S 	Y 	A 	K 	J 	C 	H 	B 	N 	Z 	L 	C 	Y 	S 	A 	P 	X 	U 	K 	E 	  	O 	J 	R 	H 	M 	F 	I 	D 	G 	V 	Q 	W 	0
RSVP_two_streams_bigger_cue_size 	2 	9 	 T1 	18 	[1, 0] 	3.0 	X 	P 	K 	W 	E 	C 	T 	V 	O 	R 	I 	U 	Q 	N 	H 	F 	Y 	G 	B 	S 	L 	D 	Z 	A 	J 	M 	K 	S 	G 	M 	R 	L 	N 	B 	D 	F 	T 	Y 	X 	C 	H 	I 	O 	  	E 	J 	A 	P 	U 	Q 	V 	Z 	0
RSVP_two_streams_bigger_cue_size 	3 	9 	 T1 	18 	[1, 0] 	10.0 	D 	Y 	L 	J 	P 	R 	B 	O 	M 	X 	F 	Z 	G 	H 	A 	C 	Q 	V 	S 	W 	E 	T 	U 	N 	K 	I 	J 	A 	F 	R 	S 	M 	Y 	K 	N 	W 	I 	B 	C 	E 	L 	Z 	U 	  	P 	V 	O 	G 	H 	Q 	D 	T 	0
RSVP_two_streams_bigger_cue_size 	4 	9 	 T1 	14 	[1, 0] 	3.0 	S 	H 	O 	J 	N 	W 	K 	Z 	T 	G 	C 	R 	Q 	V 	F 	A 	D 	E 	X 	L 	Y 	P 	U 	I 	M 	B 	R 	C 	Z 	L 	D 	S 	P 	K 	T 	W 	I 	A 	Q 	  	V 	U 	M 	F 	E 	Y 	G 	H 	N 	B 	X 	O 	0
RSVP_two_streams_bigger_cue_size 	5 	9 	 T1 	18 	[1, 0] 	10.0 	P 	R 	S 	Z 	I 	T 	H 	W 	O 	X 	K 	M 	D 	J 	C 	G 	U 	A 	L 	N 	V 	Y 	F 	Q 	B 	E 	R 	B 	I 	W 	Q 	Y 	U 	O 	H 	D 	F 	L 	V 	Z 	N 	C 	A 	  	K 	G 	M 	T 	P 	S 	E 	J 	0
RSVP_two_streams_bigger_cue_size 	6 	9 	 T1 	10 	[1, 0] 	10.0 	I 	R 	C 	Z 	K 	S 	V 	O 	T 	F 	E 	G 	Q 	N 	M 	H 	U 	X 	Y 	P 	L 	W 	J 	A 	D 	B 	T 	L 	R 	C 	J 	P 	X 	E 	F 	  	Z 	U 	H 	M 	D 	V 	I 	A 	W 	N 	O 	G 	Q 	Y 	K 	S 	0
RSVP_two_streams_bigger_cue_size 	7 	9 	 T1 	22 	[-1, 0] 	10.0 	U 	N 	T 	X 	P 	C 	D 	W 	O 	B 	M 	A 	L 	F 	E 	H 	Z 	V 	Q 	R 	I 	Y 	G 	J 	S 	K 	X 	W 	R 	G 	J 	F 	Q 	A 	P 	E 	C 	Z 	H 	S 	Y 	U 	B 	O 	D 	T 	N 	  	K 	V 	I 	L 	0
RSVP_two_streams_bigger_cue_size 	8 	9 	 T1 	18 	[-1, 0] 	10.0 	H 	I 	N 	S 	B 	L 	A 	M 	V 	J 	T 	K 	F 	W 	Y 	X 	U 	C 	Z 	R 	E 	D 	O 	Q 	G 	P 	X 	K 	F 	H 	Z 	N 	D 	A 	O 	B 	V 	C 	S 	U 	P 	G 	Y 	  	E 	T 	Q 	L 	R 	I 	W 	J 	0
RSVP_two_streams_bigger_cue_size 	9 	9 	 T1 	14 	[1, 0] 	3.0 	H 	W 	X 	D 	M 	L 	F 	R 	U 	B 	V 	T 	Z 	O 	P 	C 	Y 	Q 	N 	K 	S 	J 	A 	E 	G 	I 	S 	R 	F 	P 	L 	J 	T 	Y 	O 	D 	I 	A 	B 	  	M 	Z 	N 	K 	E 	V 	W 	Q 	H 	G 	U 	X 	0
RSVP_two_streams_bigger_cue_size 	10 	9 	 T1 	22 	[1, 0] 	3.0 	H 	U 	D 	I 	S 	Q 	L 	J 	X 	R 	W 	Z 	V 	P 	T 	E 	Y 	K 	B 	F 	G 	A 	C 	N 	M 	O 	F 	S 	Y 	H 	J 	X 	C 	I 	U 	Z 	N 	T 	A 	R 	M 	P 	W 	K 	E 	O 	V 	  	L 	D 	Q 	G 	0
RSVP_two_streams_bigger_cue_size 	11 	9 	 T1 	6 	[-1, 0] 	3.0 	Q 	A 	J 	Y 	Z 	T 	K 	F 	S 	W 	B 	H 	U 	V 	P 	L 	R 	O 	N 	D 	M 	C 	X 	E 	I 	G 	K 	S 	F 	N 	W 	  	L 	J 	U 	C 	V 	H 	R 	G 	P 	Q 	M 	E 	O 	T 	Z 	X 	D 	B 	A 	Y 	0
RSVP_two_streams_bigger_cue_size 	12 	9 	 T1 	6 	[1, 0] 	10.0 	S 	H 	T 	R 	U 	G 	K 	L 	V 	P 	Q 	N 	Z 	C 	A 	J 	E 	X 	W 	Y 	I 	B 	F 	D 	O 	M 	C 	K 	I 	R 	O 	  	Z 	S 	M 	F 	V 	G 	W 	H 	U 	T 	Y 	P 	J 	D 	X 	N 	Q 	E 	L 	B 	0
RSVP_two_streams_bigger_cue_size 	13 	9 	 T1 	10 	[1, 0] 	10.0 	A 	V 	X 	U 	Y 	H 	R 	Q 	J 	S 	G 	Z 	C 	T 	K 	F 	L 	E 	P 	B 	N 	I 	D 	M 	W 	O 	F 	T 	M 	S 	D 	Z 	C 	L 	Q 	  	O 	J 	X 	R 	H 	U 	N 	E 	K 	Y 	W 	I 	A 	B 	V 	P 	0
RSVP_two_streams_bigger_cue_size 	14 	9 	 T1 	18 	[-1, 0] 	3.0 	A 	X 	G 	Y 	U 	Z 	O 	S 	F 	Q 	D 	B 	W 	P 	L 	J 	V 	C 	T 	H 	I 	E 	R 	N 	K 	M 	F 	P 	J 	Z 	L 	X 	Y 	I 	E 	K 	W 	T 	S 	A 	H 	D 	V 	  	G 	Q 	B 	U 	N 	O 	R 	M 	0
RSVP_two_streams_bigger_cue_size 	15 	9 	 T1 	22 	[1, 0] 	3.0 	S 	M 	Y 	N 	G 	Z 	X 	J 	L 	A 	F 	O 	P 	T 	B 	U 	W 	I 	V 	R 	K 	Q 	H 	D 	C 	E 	V 	R 	J 	T 	E 	D 	W 	Q 	C 	Y 	I 	H 	U 	G 	X 	O 	K 	P 	A 	B 	L 	  	M 	F 	S 	N 	0
RSVP_two_streams_bigger_cue_size 	16 	9 	 T1 	22 	[1, 0] 	10.0 	Z 	C 	R 	F 	U 	Q 	M 	P 	V 	X 	B 	S 	J 	D 	T 	H 	G 	K 	L 	N 	Y 	A 	E 	O 	W 	I 	R 	M 	E 	H 	Z 	A 	F 	B 	Y 	W 	V 	C 	P 	G 	X 	T 	U 	L 	I 	O 	N 	  	K 	J 	D 	S 	0
