experimentPhase	trialnum	subject	task	answerPos0	cueSpatialPos1	cueEccentricity1	m1	m2	m3	m4	m5	m6	m7	m8	m9	m10	m11	m12	m13	m14	m15	m16	m17	m18	m19	m20	m21	m22	m23	m24	m25	m26	c1	c2	c3	c4	c5	c6	c7	c8	c9	c10	c11	c12	c13	c14	c15	c16	c17	c18	c19	c20	c21	c22	c23	c24	c25	c26	timingBlips
RSVP_two_streams_bigger_cue_size 	0 	7 	 T1 	6 	[-1, 0] 	10.0 	R 	Y 	Z 	D 	L 	M 	W 	N 	I 	X 	P 	G 	F 	J 	B 	K 	O 	E 	C 	S 	A 	T 	V 	U 	Q 	H 	Z 	Y 	V 	T 	K 	  	H 	M 	W 	O 	B 	X 	R 	F 	I 	N 	C 	D 	U 	J 	P 	S 	A 	G 	Q 	L 	0
RSVP_two_streams_bigger_cue_size 	1 	7 	 T1 	22 	[-1, 0] 	3.0 	H 	T 	U 	N 	P 	Z 	O 	G 	Y 	A 	F 	C 	M 	W 	B 	J 	I 	X 	V 	R 	S 	Q 	D 	E 	L 	K 	E 	J 	W 	P 	L 	Z 	U 	O 	Q 	B 	V 	Y 	X 	C 	N 	I 	H 	F 	S 	T 	G 	  	R 	D 	A 	K 	0
RSVP_two_streams_bigger_cue_size 	2 	7 	 T1 	22 	[-1, 0] 	3.0 	M 	A 	N 	Y 	D 	H 	V 	Q 	O 	E 	W 	I 	F 	R 	Z 	C 	J 	L 	U 	P 	B 	X 	G 	K 	S 	T 	X 	M 	R 	I 	Z 	K 	B 	C 	H 	W 	V 	J 	N 	P 	D 	Y 	U 	T 	E 	S 	G 	  	O 	Q 	A 	F 	0
RSVP_two_streams_bigger_cue_size 	3 	7 	 T1 	6 	[1, 0] 	10.0 	N 	R 	F 	Q 	Y 	G 	B 	Z 	U 	E 	M 	P 	T 	A 	V 	J 	K 	S 	H 	L 	O 	W 	D 	X 	C 	I 	B 	V 	Y 	P 	Q 	  	I 	W 	R 	O 	T 	K 	G 	F 	U 	H 	L 	M 	N 	Z 	A 	S 	X 	E 	D 	C 	0
RSVP_two_streams_bigger_cue_size 	4 	7 	 T1 	22 	[1, 0] 	3.0 	H 	R 	F 	E 	T 	I 	U 	V 	W 	A 	L 	J 	Y 	X 	N 	C 	O 	K 	D 	M 	G 	B 	Q 	S 	P 	Z 	G 	Y 	N 	U 	Z 	H 	J 	K 	L 	M 	S 	V 	F 	X 	O 	P 	B 	W 	T 	Q 	C 	  	I 	E 	D 	R 	0
RSVP_two_streams_bigger_cue_size 	5 	7 	 T1 	6 	[1, 0] 	3.0 	L 	J 	C 	K 	W 	A 	P 	T 	D 	M 	U 	I 	N 	R 	G 	B 	Z 	E 	V 	Q 	S 	Y 	F 	X 	H 	O 	S 	X 	V 	Q 	T 	  	F 	E 	R 	Y 	P 	L 	N 	K 	U 	C 	Z 	A 	H 	D 	G 	O 	B 	M 	J 	W 	0
RSVP_two_streams_bigger_cue_size 	6 	7 	 T1 	18 	[-1, 0] 	10.0 	S 	Z 	K 	J 	V 	O 	A 	D 	I 	U 	N 	Q 	T 	E 	F 	G 	X 	W 	L 	P 	M 	R 	Y 	C 	H 	B 	U 	W 	A 	E 	I 	Y 	X 	D 	V 	M 	T 	N 	C 	P 	R 	Q 	J 	  	B 	O 	L 	F 	S 	H 	K 	Z 	0
RSVP_two_streams_bigger_cue_size 	7 	7 	 T1 	6 	[-1, 0] 	3.0 	R 	N 	A 	P 	K 	G 	Q 	T 	Z 	Y 	C 	L 	B 	I 	V 	D 	S 	F 	E 	O 	M 	W 	X 	J 	H 	U 	B 	V 	C 	A 	F 	  	M 	E 	Q 	Y 	P 	L 	G 	H 	R 	D 	W 	O 	U 	I 	T 	S 	J 	K 	N 	X 	0
RSVP_two_streams_bigger_cue_size 	8 	7 	 T1 	14 	[1, 0] 	3.0 	F 	M 	A 	O 	Y 	W 	H 	I 	P 	Z 	U 	C 	T 	X 	S 	D 	J 	R 	Q 	V 	L 	E 	B 	N 	G 	K 	D 	N 	C 	E 	L 	O 	T 	H 	G 	Y 	F 	S 	I 	  	R 	W 	U 	M 	K 	X 	B 	A 	P 	Z 	J 	V 	1
RSVP_two_streams_bigger_cue_size 	9 	7 	 T1 	14 	[-1, 0] 	10.0 	M 	O 	N 	F 	B 	I 	Z 	Q 	T 	R 	P 	K 	E 	D 	S 	U 	C 	W 	V 	J 	A 	G 	L 	X 	H 	Y 	C 	P 	E 	K 	I 	F 	B 	W 	U 	A 	N 	J 	X 	  	H 	T 	M 	L 	Q 	V 	S 	Y 	R 	D 	G 	Z 	0
RSVP_two_streams_bigger_cue_size 	10 	7 	 T1 	14 	[1, 0] 	3.0 	R 	D 	Z 	X 	H 	Y 	W 	L 	K 	B 	Q 	G 	N 	O 	S 	U 	T 	A 	E 	P 	C 	M 	I 	F 	V 	J 	M 	F 	I 	J 	B 	A 	Y 	S 	Q 	X 	C 	V 	R 	  	Z 	W 	L 	K 	H 	D 	O 	G 	U 	P 	T 	N 	0
RSVP_two_streams_bigger_cue_size 	11 	7 	 T1 	10 	[1, 0] 	10.0 	T 	Y 	J 	S 	R 	X 	P 	U 	F 	W 	Q 	E 	C 	L 	A 	V 	M 	O 	D 	H 	K 	N 	B 	G 	Z 	I 	G 	B 	D 	I 	C 	N 	U 	T 	Z 	  	O 	Y 	L 	Q 	P 	M 	X 	F 	R 	E 	A 	V 	J 	H 	S 	K 	0
RSVP_two_streams_bigger_cue_size 	12 	7 	 T1 	10 	[1, 0] 	3.0 	L 	K 	C 	J 	S 	Q 	G 	X 	U 	V 	E 	H 	R 	W 	P 	O 	I 	M 	F 	T 	Y 	B 	D 	A 	Z 	N 	J 	E 	B 	F 	X 	K 	U 	H 	P 	  	O 	T 	W 	D 	G 	R 	A 	I 	Y 	Q 	S 	V 	L 	C 	N 	Z 	0
RSVP_two_streams_bigger_cue_size 	13 	7 	 T1 	22 	[-1, 0] 	10.0 	S 	H 	X 	K 	O 	P 	E 	T 	B 	U 	I 	W 	V 	Q 	G 	L 	A 	J 	R 	F 	Y 	N 	D 	M 	Z 	C 	F 	L 	D 	M 	R 	Y 	N 	E 	I 	P 	O 	C 	K 	B 	W 	Q 	H 	X 	J 	G 	V 	  	A 	Z 	S 	U 	0
RSVP_two_streams_bigger_cue_size 	14 	7 	 T1 	22 	[1, 0] 	3.0 	E 	A 	Z 	D 	G 	L 	R 	K 	I 	C 	N 	Y 	H 	U 	O 	J 	V 	W 	P 	T 	M 	S 	B 	F 	X 	Q 	K 	U 	T 	Y 	P 	H 	A 	O 	N 	R 	Z 	G 	W 	C 	B 	V 	X 	D 	E 	S 	I 	  	Q 	L 	J 	M 	0
RSVP_two_streams_bigger_cue_size 	15 	7 	 T1 	18 	[1, 0] 	10.0 	K 	Q 	L 	R 	M 	P 	N 	Z 	T 	E 	Y 	F 	G 	C 	J 	U 	B 	H 	A 	D 	W 	I 	V 	X 	O 	S 	M 	L 	X 	D 	O 	U 	B 	C 	W 	S 	V 	E 	H 	T 	Y 	K 	J 	  	F 	Z 	R 	P 	N 	I 	A 	Q 	0
RSVP_two_streams_bigger_cue_size 	16 	7 	 T1 	18 	[-1, 0] 	3.0 	A 	H 	J 	I 	D 	V 	K 	W 	B 	E 	C 	R 	X 	O 	Q 	N 	T 	Z 	L 	G 	Y 	U 	M 	P 	S 	F 	R 	H 	D 	Q 	W 	G 	O 	U 	M 	Y 	P 	X 	B 	I 	V 	C 	J 	  	L 	S 	F 	A 	K 	N 	T 	E 	0
RSVP_two_streams_bigger_cue_size 	17 	7 	 T1 	14 	[-1, 0] 	3.0 	X 	E 	Q 	F 	D 	Y 	U 	W 	L 	V 	S 	B 	I 	A 	M 	Z 	T 	H 	J 	R 	N 	C 	O 	P 	K 	G 	H 	K 	B 	X 	F 	D 	Y 	M 	U 	Q 	O 	E 	C 	  	Z 	P 	L 	W 	V 	A 	G 	T 	J 	N 	S 	I 	0
RSVP_two_streams_bigger_cue_size 	18 	7 	 T1 	18 	[-1, 0] 	10.0 	Y 	N 	S 	X 	W 	D 	P 	O 	H 	R 	T 	Q 	C 	J 	K 	G 	A 	V 	Z 	I 	M 	B 	F 	U 	E 	L 	K 	B 	O 	T 	P 	U 	I 	R 	A 	Z 	Q 	S 	N 	J 	W 	M 	H 	  	D 	F 	V 	C 	X 	G 	Y 	L 	0
RSVP_two_streams_bigger_cue_size 	19 	7 	 T1 	18 	[-1, 0] 	10.0 	I 	P 	J 	O 	Q 	C 	W 	N 	T 	Z 	S 	R 	A 	G 	U 	E 	X 	H 	D 	Y 	B 	F 	K 	L 	M 	V 	K 	G 	P 	I 	L 	E 	A 	H 	O 	C 	B 	Y 	R 	S 	D 	Q 	U 	  	V 	W 	X 	F 	Z 	T 	M 	N 	0
RSVP_two_streams_bigger_cue_size 	20 	7 	 T1 	22 	[-1, 0] 	10.0 	K 	H 	P 	C 	I 	D 	X 	Z 	R 	Y 	M 	J 	L 	W 	E 	N 	F 	S 	U 	A 	G 	T 	B 	V 	Q 	O 	W 	A 	B 	J 	M 	G 	H 	L 	E 	U 	N 	S 	C 	R 	Z 	X 	Q 	O 	D 	K 	F 	  	I 	P 	T 	Y 	0
RSVP_two_streams_bigger_cue_size 	21 	7 	 T1 	18 	[1, 0] 	3.0 	Y 	B 	T 	C 	G 	Q 	A 	S 	I 	P 	H 	Z 	R 	D 	E 	M 	X 	W 	O 	L 	K 	U 	V 	F 	N 	J 	A 	J 	I 	K 	Q 	L 	O 	H 	E 	M 	P 	V 	W 	Y 	D 	C 	S 	  	T 	R 	B 	F 	G 	N 	Z 	X 	0
RSVP_two_streams_bigger_cue_size 	22 	7 	 T1 	6 	[1, 0] 	10.0 	N 	Z 	U 	Y 	M 	X 	T 	E 	O 	P 	K 	A 	W 	J 	B 	Q 	D 	L 	C 	H 	G 	F 	I 	V 	R 	S 	F 	Q 	U 	I 	V 	  	S 	A 	D 	Z 	L 	T 	X 	G 	P 	N 	O 	Y 	K 	H 	W 	C 	B 	J 	M 	R 	1
RSVP_two_streams_bigger_cue_size 	23 	7 	 T1 	22 	[1, 0] 	3.0 	L 	K 	W 	S 	D 	B 	C 	T 	E 	V 	M 	X 	Y 	A 	G 	R 	N 	J 	F 	H 	P 	U 	I 	O 	Q 	Z 	I 	K 	O 	E 	B 	Q 	S 	R 	F 	P 	W 	X 	H 	U 	C 	J 	N 	Z 	M 	T 	G 	  	D 	L 	V 	Y 	0
RSVP_two_streams_bigger_cue_size 	24 	7 	 T1 	22 	[-1, 0] 	3.0 	K 	A 	S 	L 	O 	V 	F 	Q 	Z 	U 	G 	R 	W 	C 	E 	J 	D 	N 	X 	B 	Y 	P 	T 	M 	I 	H 	P 	E 	C 	U 	K 	M 	I 	X 	A 	R 	S 	L 	J 	D 	T 	N 	Q 	H 	O 	Y 	Z 	  	G 	V 	W 	B 	0
RSVP_two_streams_bigger_cue_size 	25 	7 	 T1 	6 	[1, 0] 	10.0 	Y 	K 	F 	X 	N 	E 	Q 	L 	I 	T 	D 	Z 	S 	B 	M 	C 	H 	U 	V 	J 	W 	O 	G 	A 	R 	P 	U 	N 	X 	F 	O 	  	J 	V 	R 	M 	E 	K 	Y 	W 	H 	C 	I 	L 	Q 	G 	Z 	D 	P 	S 	T 	B 	0
RSVP_two_streams_bigger_cue_size 	26 	7 	 T1 	14 	[-1, 0] 	10.0 	H 	I 	X 	S 	O 	V 	G 	R 	T 	U 	A 	M 	E 	W 	L 	D 	F 	Q 	P 	C 	K 	B 	N 	J 	Y 	Z 	P 	O 	W 	Z 	X 	F 	G 	R 	I 	J 	E 	H 	Y 	  	U 	V 	C 	D 	N 	Q 	T 	B 	L 	K 	S 	M 	0
RSVP_two_streams_bigger_cue_size 	27 	7 	 T1 	10 	[1, 0] 	3.0 	V 	L 	O 	Z 	D 	X 	W 	H 	Y 	M 	J 	A 	G 	B 	P 	Q 	I 	C 	R 	U 	E 	K 	F 	T 	S 	N 	S 	L 	A 	W 	H 	C 	G 	J 	N 	  	I 	K 	Q 	D 	X 	F 	M 	U 	R 	T 	V 	B 	P 	Z 	Y 	O 	0
RSVP_two_streams_bigger_cue_size 	28 	7 	 T1 	22 	[1, 0] 	3.0 	F 	D 	Y 	L 	S 	X 	J 	G 	K 	H 	O 	R 	V 	M 	A 	C 	Q 	T 	B 	Z 	E 	N 	W 	I 	U 	P 	H 	P 	K 	F 	Y 	A 	J 	Z 	B 	O 	E 	D 	X 	R 	C 	M 	W 	V 	S 	U 	Q 	  	T 	G 	I 	L 	0
RSVP_two_streams_bigger_cue_size 	29 	7 	 T1 	18 	[1, 0] 	3.0 	W 	J 	B 	V 	P 	R 	F 	K 	T 	E 	O 	Y 	U 	N 	D 	C 	Q 	L 	H 	X 	S 	M 	Z 	I 	G 	A 	Y 	R 	P 	S 	M 	L 	I 	O 	A 	E 	V 	W 	C 	K 	D 	T 	U 	  	H 	N 	G 	Z 	F 	X 	J 	Q 	0
RSVP_two_streams_bigger_cue_size 	30 	7 	 T1 	6 	[1, 0] 	10.0 	Q 	W 	O 	P 	F 	K 	I 	N 	B 	Y 	J 	M 	T 	A 	X 	G 	H 	E 	V 	C 	R 	L 	U 	Z 	S 	D 	R 	B 	X 	S 	L 	  	U 	K 	O 	Y 	A 	V 	I 	M 	P 	G 	J 	Z 	N 	D 	W 	C 	T 	Q 	H 	E 	0
RSVP_two_streams_bigger_cue_size 	31 	7 	 T1 	18 	[-1, 0] 	10.0 	K 	X 	V 	H 	U 	E 	J 	I 	P 	Q 	Y 	T 	W 	O 	R 	S 	A 	F 	B 	M 	Z 	N 	D 	G 	C 	L 	V 	I 	P 	R 	X 	U 	H 	W 	B 	C 	O 	S 	T 	F 	K 	G 	L 	  	E 	Y 	A 	Q 	D 	J 	M 	N 	0
RSVP_two_streams_bigger_cue_size 	32 	7 	 T1 	14 	[-1, 0] 	10.0 	K 	J 	R 	Q 	V 	I 	T 	B 	X 	A 	H 	U 	D 	E 	P 	Z 	F 	C 	M 	G 	Y 	O 	N 	S 	L 	W 	O 	W 	X 	H 	P 	G 	K 	C 	S 	N 	T 	M 	U 	  	I 	F 	L 	Z 	A 	V 	J 	E 	R 	B 	Q 	D 	0
RSVP_two_streams_bigger_cue_size 	33 	7 	 T1 	6 	[-1, 0] 	10.0 	L 	O 	I 	J 	B 	A 	Z 	M 	T 	Y 	N 	P 	Q 	S 	D 	E 	X 	C 	F 	G 	W 	R 	U 	K 	V 	H 	U 	F 	S 	O 	B 	  	K 	G 	R 	E 	W 	L 	T 	Y 	M 	V 	H 	X 	I 	J 	Q 	P 	D 	N 	Z 	C 	0
RSVP_two_streams_bigger_cue_size 	34 	7 	 T1 	14 	[-1, 0] 	3.0 	H 	J 	M 	K 	R 	B 	D 	X 	G 	N 	Y 	A 	U 	S 	E 	I 	W 	L 	C 	Z 	V 	Q 	F 	T 	P 	O 	D 	H 	T 	L 	Z 	A 	E 	P 	S 	X 	N 	G 	J 	  	Q 	B 	M 	U 	V 	F 	Y 	W 	K 	R 	C 	I 	0
RSVP_two_streams_bigger_cue_size 	35 	7 	 T1 	6 	[1, 0] 	10.0 	Z 	C 	A 	X 	M 	E 	F 	W 	P 	I 	J 	Y 	B 	K 	S 	U 	N 	H 	G 	R 	V 	T 	D 	L 	Q 	O 	J 	B 	L 	M 	Y 	  	H 	W 	S 	I 	G 	R 	T 	F 	X 	A 	O 	U 	N 	K 	Q 	E 	Z 	V 	C 	D 	0
