experimentPhase,trialnum,subject,task,answerPos0,ltrSpatialPos1,ltrEccentricity1,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12,m13,m14,m15,m16,m17,m18,m19,m20,m21,m22,m23,m24,m25,m26,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20,c21,c22,c23,c24,c25,c26,timingBlips
RSVP_central_cue_between_letter_presentation ,0 ,14 , T1 ,18 ,"[1, 0] ",3.0 ,X ,O ,I ,M ,Z ,F ,P ,K ,U ,C ,Y ,R ,N ,J ,T ,E ,W ,V ,Q ,A ,S ,L ,G ,D ,H ,B ,U ,E ,Z ,K ,M ,Y ,B ,L ,S ,V ,P ,D ,J ,W ,G ,A ,N ,  ,H ,O ,I ,Q ,T ,X ,F ,C ,0
RSVP_central_cue_between_letter_presentation ,1 ,14 , T1 ,6 ,"[-1, 0] ",3.0 ,G ,W ,L ,H ,J ,I ,N ,O ,E ,K ,F ,S ,Z ,M ,B ,P ,X ,Q ,U ,T ,C ,V ,Y ,R ,A ,D ,K ,Q ,P ,I ,U ,  ,J ,M ,N ,O ,L ,G ,A ,X ,S ,Z ,E ,H ,T ,Y ,F ,W ,C ,R ,V ,D ,0
RSVP_central_cue_between_letter_presentation ,2 ,14 , T1 ,22 ,"[-1, 0] ",10.0 ,E ,W ,F ,C ,O ,G ,U ,N ,A ,T ,H ,P ,Z ,Q ,J ,M ,S ,V ,B ,K ,R ,L ,Y ,X ,D ,I ,Y ,Q ,N ,R ,A ,G ,X ,I ,T ,K ,P ,Z ,U ,C ,E ,V ,D ,W ,J ,O ,B ,  ,L ,S ,F ,M ,0
RSVP_central_cue_between_letter_presentation ,3 ,14 , T1 ,22 ,"[1, 0] ",10.0 ,S ,Y ,L ,I ,B ,U ,J ,F ,Q ,Z ,T ,A ,N ,H ,M ,X ,O ,R ,K ,P ,G ,D ,V ,W ,C ,E ,Y ,J ,S ,P ,L ,E ,F ,O ,W ,C ,N ,U ,Q ,R ,I ,Z ,B ,X ,M ,H ,G ,  ,D ,K ,T ,A ,0
RSVP_central_cue_between_letter_presentation ,4 ,14 , T1 ,22 ,"[1, 0] ",10.0 ,T ,Y ,D ,U ,E ,B ,P ,A ,Z ,R ,X ,J ,S ,V ,F ,I ,L ,O ,M ,K ,W ,G ,N ,H ,Q ,C ,E ,O ,W ,Z ,T ,L ,S ,F ,Y ,M ,N ,K ,G ,X ,B ,V ,J ,R ,C ,A ,I ,  ,P ,Q ,D ,U ,0
RSVP_central_cue_between_letter_presentation ,5 ,14 , T1 ,22 ,"[1, 0] ",10.0 ,G ,L ,C ,D ,M ,U ,V ,R ,W ,E ,I ,H ,F ,K ,Z ,X ,N ,B ,P ,A ,O ,T ,Y ,S ,J ,Q ,N ,W ,P ,A ,C ,D ,M ,E ,I ,G ,X ,H ,Z ,U ,B ,T ,F ,R ,Q ,O ,J ,  ,L ,K ,Y ,S ,0
RSVP_central_cue_between_letter_presentation ,6 ,14 , T1 ,10 ,"[-1, 0] ",3.0 ,S ,U ,B ,D ,A ,G ,H ,O ,T ,C ,E ,J ,F ,M ,L ,N ,Q ,W ,R ,Y ,V ,I ,K ,P ,Z ,X ,Q ,T ,O ,C ,F ,I ,J ,X ,K ,  ,Z ,S ,H ,U ,V ,P ,L ,M ,D ,E ,W ,Y ,A ,R ,G ,N ,0
RSVP_central_cue_between_letter_presentation ,7 ,14 , T1 ,14 ,"[-1, 0] ",3.0 ,O ,P ,C ,J ,E ,U ,Y ,M ,Z ,B ,N ,G ,L ,I ,S ,V ,X ,H ,T ,R ,W ,F ,Q ,K ,D ,A ,W ,N ,Y ,B ,D ,G ,F ,X ,I ,H ,J ,L ,C ,  ,S ,A ,K ,M ,E ,P ,Z ,Q ,T ,U ,R ,O ,0
RSVP_central_cue_between_letter_presentation ,8 ,14 , T1 ,18 ,"[1, 0] ",3.0 ,H ,R ,P ,N ,E ,X ,I ,Z ,L ,K ,M ,Q ,F ,D ,C ,S ,J ,B ,A ,G ,T ,O ,U ,Y ,V ,W ,X ,U ,L ,C ,J ,V ,B ,K ,Q ,Z ,I ,S ,N ,D ,Y ,F ,P ,  ,O ,H ,A ,R ,T ,W ,G ,M ,0
RSVP_central_cue_between_letter_presentation ,9 ,14 , T1 ,18 ,"[1, 0] ",3.0 ,A ,R ,X ,E ,Z ,Q ,O ,T ,U ,G ,L ,Y ,W ,F ,V ,B ,P ,M ,J ,H ,N ,S ,C ,D ,K ,I ,M ,B ,E ,V ,K ,W ,R ,G ,D ,Q ,H ,S ,C ,F ,T ,L ,P ,  ,N ,O ,I ,A ,U ,X ,Z ,J ,0
