experimentPhase	trialnum	subject	task	answerPos0	ltrSpatialPos1	ltrEccentricity1	m1	m2	m3	m4	m5	m6	m7	m8	m9	m10	m11	m12	m13	m14	m15	m16	m17	m18	m19	m20	m21	m22	m23	m24	m25	m26	c1	c2	c3	c4	c5	c6	c7	c8	c9	c10	c11	c12	c13	c14	c15	c16	c17	c18	c19	c20	c21	c22	c23	c24	c25	c26	timingBlips
RSVP_central_cue_between_letter_presentation 	0 	13 	 T1 	14 	[-1, 0] 	3.0 	L 	A 	V 	S 	O 	R 	I 	P 	C 	W 	U 	N 	J 	B 	D 	Z 	F 	E 	T 	H 	Q 	M 	G 	X 	K 	Y 	O 	S 	Q 	Z 	M 	V 	X 	D 	I 	F 	J 	N 	L 	  	Y 	K 	C 	U 	E 	H 	W 	P 	A 	R 	B 	G 	0
RSVP_central_cue_between_letter_presentation 	1 	13 	 T1 	14 	[-1, 0] 	10.0 	T 	J 	Q 	B 	X 	H 	U 	I 	K 	W 	C 	G 	R 	P 	E 	F 	L 	D 	A 	V 	S 	Z 	Y 	O 	N 	M 	W 	C 	L 	B 	V 	O 	N 	K 	Y 	F 	I 	P 	M 	  	T 	H 	J 	X 	G 	Q 	Z 	R 	S 	E 	A 	U 	0
RSVP_central_cue_between_letter_presentation 	2 	13 	 T1 	14 	[1, 0] 	3.0 	F 	T 	C 	R 	P 	S 	X 	D 	G 	O 	L 	E 	B 	M 	W 	V 	Q 	Y 	Z 	K 	U 	J 	A 	H 	I 	N 	D 	W 	M 	X 	C 	P 	G 	A 	U 	R 	T 	J 	F 	  	V 	B 	E 	O 	Q 	L 	Z 	K 	N 	I 	S 	Y 	0
RSVP_central_cue_between_letter_presentation 	3 	13 	 T1 	14 	[-1, 0] 	3.0 	V 	J 	B 	K 	O 	Q 	E 	G 	L 	Z 	F 	W 	D 	U 	C 	T 	Y 	I 	P 	A 	X 	M 	S 	N 	H 	R 	H 	Z 	A 	K 	Q 	O 	D 	L 	B 	W 	X 	S 	R 	  	C 	T 	V 	U 	J 	N 	E 	M 	P 	I 	Y 	F 	0
RSVP_central_cue_between_letter_presentation 	4 	13 	 T1 	6 	[-1, 0] 	10.0 	N 	F 	T 	S 	X 	H 	K 	Q 	C 	Y 	E 	W 	I 	J 	O 	A 	D 	L 	M 	P 	Z 	U 	B 	R 	G 	V 	X 	T 	H 	K 	N 	  	W 	D 	U 	B 	M 	Z 	G 	C 	F 	L 	I 	Y 	V 	R 	E 	P 	S 	O 	Q 	J 	0
RSVP_central_cue_between_letter_presentation 	5 	13 	 T1 	18 	[-1, 0] 	10.0 	R 	P 	C 	O 	D 	G 	X 	V 	T 	E 	H 	N 	Q 	J 	B 	L 	Y 	W 	F 	K 	Z 	S 	I 	M 	U 	A 	T 	O 	J 	F 	L 	V 	X 	A 	P 	N 	Z 	S 	Q 	H 	K 	R 	I 	  	W 	C 	Y 	M 	U 	D 	G 	E 	0
RSVP_central_cue_between_letter_presentation 	6 	13 	 T1 	22 	[1, 0] 	10.0 	V 	Y 	T 	E 	I 	A 	L 	J 	D 	K 	U 	Q 	B 	S 	H 	X 	F 	G 	C 	N 	P 	M 	Z 	R 	W 	O 	A 	Q 	X 	U 	E 	Y 	C 	S 	Z 	I 	M 	T 	P 	R 	G 	O 	F 	L 	B 	N 	K 	  	V 	J 	D 	H 	0
RSVP_central_cue_between_letter_presentation 	7 	13 	 T1 	18 	[1, 0] 	10.0 	Y 	E 	N 	D 	B 	L 	M 	J 	C 	O 	K 	R 	P 	V 	I 	A 	T 	F 	X 	S 	H 	W 	G 	Z 	U 	Q 	I 	K 	O 	B 	S 	A 	T 	J 	E 	U 	X 	Q 	N 	L 	P 	Z 	H 	  	G 	V 	Y 	C 	F 	R 	W 	M 	0
RSVP_central_cue_between_letter_presentation 	8 	13 	 T1 	14 	[1, 0] 	3.0 	N 	M 	J 	O 	U 	G 	I 	Z 	X 	P 	S 	T 	L 	R 	A 	Y 	D 	B 	E 	Q 	H 	V 	K 	F 	C 	W 	C 	L 	V 	X 	P 	Q 	G 	A 	Z 	R 	J 	F 	D 	  	U 	W 	T 	H 	S 	K 	O 	N 	E 	Y 	I 	M 	0
RSVP_central_cue_between_letter_presentation 	9 	13 	 T1 	22 	[1, 0] 	10.0 	I 	Z 	A 	J 	D 	E 	F 	S 	B 	C 	N 	K 	O 	X 	Q 	M 	L 	T 	V 	H 	P 	W 	Y 	R 	U 	G 	C 	R 	A 	J 	W 	S 	B 	M 	Y 	D 	T 	H 	X 	K 	I 	Q 	P 	Z 	O 	F 	N 	  	E 	L 	V 	G 	0
