trialNumOriginal,cueCoords,cue1pos,cue2lag,cueEccentricity
120,"[1, 0]",22,2,10
189,"[-1, 0]",18,2,2.5
141,"[-1, 0]",6,2,2.5
145,"[-1, 0]",22,2,2.5
246,"[-1, 0]",6,2,10
48,"[1, 0]",14,2,2.5
197,"[-1, 0]",10,2,2.5
128,"[1, 0]",14,2,10
97,"[1, 0]",10,2,10
198,"[-1, 0]",14,2,2.5
132,"[1, 0]",10,2,10
223,"[-1, 0]",14,2,10
50,"[1, 0]",22,2,2.5
41,"[1, 0]",6,2,2.5
106,"[1, 0]",6,2,10
22,"[1, 0]",10,2,2.5
42,"[1, 0]",10,2,2.5
153,"[-1, 0]",14,2,2.5
157,"[-1, 0]",10,2,2.5
270,"[-1, 0]",22,2,10
150,"[-1, 0]",22,2,2.5
204,"[-1, 0]",18,2,2.5
280,"[-1, 0]",22,2,10
279,"[-1, 0]",18,2,10
129,"[1, 0]",18,2,10
201,"[-1, 0]",6,2,2.5
44,"[1, 0]",18,2,2.5
228,"[-1, 0]",14,2,10
177,"[-1, 0]",10,2,2.5
176,"[-1, 0]",6,2,2.5
107,"[1, 0]",10,2,10
250,"[-1, 0]",22,2,10
89,"[1, 0]",18,2,10
40,"[1, 0]",22,2,2.5
143,"[-1, 0]",14,2,2.5
121,"[1, 0]",6,2,10
274,"[-1, 0]",18,2,10
105,"[1, 0]",22,2,10
173,"[-1, 0]",14,2,2.5
124,"[1, 0]",18,2,10
202,"[-1, 0]",10,2,2.5
35,"[1, 0]",22,2,2.5
87,"[1, 0]",10,2,10
8,"[1, 0]",14,2,2.5
259,"[-1, 0]",18,2,10
113,"[1, 0]",14,2,10
151,"[-1, 0]",6,2,2.5
167,"[-1, 0]",10,2,2.5
242,"[-1, 0]",10,2,10
31,"[1, 0]",6,2,2.5
109,"[1, 0]",18,2,10
155,"[-1, 0]",22,2,2.5
16,"[1, 0]",6,2,2.5
6,"[1, 0]",6,2,2.5
268,"[-1, 0]",14,2,10
130,"[1, 0]",22,2,10
220,"[-1, 0]",22,2,10
135,"[1, 0]",22,2,10
122,"[1, 0]",10,2,10
224,"[-1, 0]",18,2,10
80,"[1, 0]",22,2,10
244,"[-1, 0]",18,2,10
278,"[-1, 0]",14,2,10
234,"[-1, 0]",18,2,10
19,"[1, 0]",18,2,2.5
115,"[1, 0]",22,2,10
222,"[-1, 0]",10,2,10
17,"[1, 0]",10,2,2.5
210,"[-1, 0]",22,2,2.5
72,"[1, 0]",10,2,10
161,"[-1, 0]",6,2,2.5
245,"[-1, 0]",22,2,10
39,"[1, 0]",18,2,2.5
235,"[-1, 0]",22,2,10
101,"[1, 0]",6,2,10
236,"[-1, 0]",6,2,10
37,"[1, 0]",10,2,2.5
18,"[1, 0]",14,2,2.5
60,"[1, 0]",22,2,2.5
117,"[1, 0]",10,2,10
34,"[1, 0]",18,2,2.5
231,"[-1, 0]",6,2,10
53,"[1, 0]",14,2,2.5
79,"[1, 0]",18,2,10
33,"[1, 0]",14,2,2.5
96,"[1, 0]",6,2,10
252,"[-1, 0]",10,2,10
32,"[1, 0]",10,2,2.5
214,"[-1, 0]",18,2,10
94,"[1, 0]",18,2,10
171,"[-1, 0]",6,2,2.5
112,"[1, 0]",10,2,10
243,"[-1, 0]",14,2,10
233,"[-1, 0]",14,2,10
156,"[-1, 0]",6,2,2.5
24,"[1, 0]",18,2,2.5
78,"[1, 0]",14,2,10
232,"[-1, 0]",10,2,10
7,"[1, 0]",10,2,2.5
84,"[1, 0]",18,2,10
57,"[1, 0]",10,2,2.5
175,"[-1, 0]",22,2,2.5
46,"[1, 0]",6,2,2.5
260,"[-1, 0]",22,2,10
74,"[1, 0]",18,2,10
261,"[-1, 0]",6,2,10
174,"[-1, 0]",18,2,2.5
269,"[-1, 0]",18,2,10
196,"[-1, 0]",6,2,2.5
165,"[-1, 0]",22,2,2.5
247,"[-1, 0]",10,2,10
126,"[1, 0]",6,2,10
217,"[-1, 0]",10,2,10
1,"[1, 0]",6,2,2.5
188,"[-1, 0]",14,2,2.5
9,"[1, 0]",18,2,2.5
36,"[1, 0]",6,2,2.5
227,"[-1, 0]",10,2,10
20,"[1, 0]",22,2,2.5
69,"[1, 0]",18,2,2.5
180,"[-1, 0]",22,2,2.5
219,"[-1, 0]",18,2,10
76,"[1, 0]",6,2,10
99,"[1, 0]",18,2,10
178,"[-1, 0]",14,2,2.5
190,"[-1, 0]",22,2,2.5
154,"[-1, 0]",18,2,2.5
86,"[1, 0]",6,2,10
118,"[1, 0]",14,2,10
67,"[1, 0]",10,2,2.5
21,"[1, 0]",6,2,2.5
160,"[-1, 0]",22,2,2.5
267,"[-1, 0]",10,2,10
142,"[-1, 0]",10,2,2.5
182,"[-1, 0]",10,2,2.5
229,"[-1, 0]",18,2,10
68,"[1, 0]",14,2,2.5
230,"[-1, 0]",22,2,10
47,"[1, 0]",10,2,2.5
3,"[1, 0]",14,2,2.5
186,"[-1, 0]",6,2,2.5
88,"[1, 0]",14,2,10
144,"[-1, 0]",18,2,2.5
203,"[-1, 0]",14,2,2.5
137,"[1, 0]",10,2,10
119,"[1, 0]",18,2,10
30,"[1, 0]",22,2,2.5
75,"[1, 0]",22,2,10
29,"[1, 0]",18,2,2.5
114,"[1, 0]",18,2,10
213,"[-1, 0]",14,2,10
258,"[-1, 0]",14,2,10
13,"[1, 0]",14,2,2.5
271,"[-1, 0]",6,2,10
127,"[1, 0]",10,2,10
71,"[1, 0]",6,2,10
131,"[1, 0]",6,2,10
253,"[-1, 0]",14,2,10
272,"[-1, 0]",10,2,10
211,"[-1, 0]",6,2,10
251,"[-1, 0]",6,2,10
95,"[1, 0]",22,2,10
172,"[-1, 0]",10,2,2.5
146,"[-1, 0]",6,2,2.5
58,"[1, 0]",14,2,2.5
216,"[-1, 0]",6,2,10
77,"[1, 0]",10,2,10
138,"[1, 0]",14,2,10
4,"[1, 0]",18,2,2.5
54,"[1, 0]",18,2,2.5
249,"[-1, 0]",18,2,10
2,"[1, 0]",10,2,2.5
226,"[-1, 0]",6,2,10
166,"[-1, 0]",6,2,2.5
111,"[1, 0]",6,2,10
158,"[-1, 0]",14,2,2.5
55,"[1, 0]",22,2,2.5
45,"[1, 0]",22,2,2.5
66,"[1, 0]",6,2,2.5
25,"[1, 0]",22,2,2.5
90,"[1, 0]",22,2,10
134,"[1, 0]",18,2,10
181,"[-1, 0]",6,2,2.5
123,"[1, 0]",14,2,10
184,"[-1, 0]",18,2,2.5
168,"[-1, 0]",14,2,2.5
159,"[-1, 0]",18,2,2.5
91,"[1, 0]",6,2,10
64,"[1, 0]",18,2,2.5
93,"[1, 0]",14,2,10
221,"[-1, 0]",6,2,10
148,"[-1, 0]",14,2,2.5
116,"[1, 0]",6,2,10
102,"[1, 0]",10,2,10
133,"[1, 0]",14,2,10
237,"[-1, 0]",10,2,10
256,"[-1, 0]",6,2,10
208,"[-1, 0]",14,2,2.5
26,"[1, 0]",6,2,2.5
12,"[1, 0]",10,2,2.5
207,"[-1, 0]",10,2,2.5
28,"[1, 0]",14,2,2.5
11,"[1, 0]",6,2,2.5
149,"[-1, 0]",18,2,2.5
152,"[-1, 0]",10,2,2.5
136,"[1, 0]",6,2,10
92,"[1, 0]",10,2,10
56,"[1, 0]",6,2,2.5
98,"[1, 0]",14,2,10
82,"[1, 0]",10,2,10
192,"[-1, 0]",10,2,2.5
23,"[1, 0]",14,2,2.5
240,"[-1, 0]",22,2,10
49,"[1, 0]",18,2,2.5
263,"[-1, 0]",14,2,10
125,"[1, 0]",22,2,10
14,"[1, 0]",18,2,2.5
254,"[-1, 0]",18,2,10
266,"[-1, 0]",6,2,10
104,"[1, 0]",18,2,10
200,"[-1, 0]",22,2,2.5
147,"[-1, 0]",10,2,2.5
264,"[-1, 0]",18,2,10
108,"[1, 0]",14,2,10
81,"[1, 0]",6,2,10
110,"[1, 0]",22,2,10
273,"[-1, 0]",14,2,10
10,"[1, 0]",22,2,2.5
276,"[-1, 0]",6,2,10
241,"[-1, 0]",6,2,10
15,"[1, 0]",22,2,2.5
61,"[1, 0]",6,2,2.5
265,"[-1, 0]",22,2,10
100,"[1, 0]",22,2,10
193,"[-1, 0]",14,2,2.5
238,"[-1, 0]",14,2,10
205,"[-1, 0]",22,2,2.5
38,"[1, 0]",14,2,2.5
275,"[-1, 0]",22,2,10
248,"[-1, 0]",14,2,10
70,"[1, 0]",22,2,2.5
170,"[-1, 0]",22,2,2.5
195,"[-1, 0]",22,2,2.5
85,"[1, 0]",22,2,10
239,"[-1, 0]",18,2,10
225,"[-1, 0]",22,2,10
163,"[-1, 0]",14,2,2.5
183,"[-1, 0]",14,2,2.5
277,"[-1, 0]",10,2,10
103,"[1, 0]",14,2,10
206,"[-1, 0]",6,2,2.5
209,"[-1, 0]",18,2,2.5
191,"[-1, 0]",6,2,2.5
27,"[1, 0]",10,2,2.5
218,"[-1, 0]",14,2,10
140,"[1, 0]",22,2,10
5,"[1, 0]",22,2,2.5
43,"[1, 0]",14,2,2.5
262,"[-1, 0]",10,2,10
185,"[-1, 0]",22,2,2.5
83,"[1, 0]",14,2,10
73,"[1, 0]",14,2,10
199,"[-1, 0]",18,2,2.5
139,"[1, 0]",18,2,10
179,"[-1, 0]",18,2,2.5
187,"[-1, 0]",10,2,2.5
63,"[1, 0]",14,2,2.5
212,"[-1, 0]",10,2,10
257,"[-1, 0]",10,2,10
162,"[-1, 0]",10,2,2.5
194,"[-1, 0]",18,2,2.5
51,"[1, 0]",6,2,2.5
65,"[1, 0]",22,2,2.5
255,"[-1, 0]",22,2,10
52,"[1, 0]",10,2,2.5
215,"[-1, 0]",22,2,10
164,"[-1, 0]",18,2,2.5
62,"[1, 0]",10,2,2.5
59,"[1, 0]",18,2,2.5
169,"[-1, 0]",18,2,2.5
