trialNumOriginal,cueCoords,cue1pos,cue2lag,cueEccentricity
252,"[-1, 0]",10,2,10
243,"[-1, 0]",14,2,10
268,"[-1, 0]",14,2,10
203,"[-1, 0]",14,2,2.5
132,"[1, 0]",10,2,10
72,"[1, 0]",10,2,10
230,"[-1, 0]",22,2,10
147,"[-1, 0]",10,2,2.5
1,"[1, 0]",6,2,2.5
159,"[-1, 0]",18,2,2.5
193,"[-1, 0]",14,2,2.5
74,"[1, 0]",18,2,10
223,"[-1, 0]",14,2,10
70,"[1, 0]",22,2,2.5
16,"[1, 0]",6,2,2.5
113,"[1, 0]",14,2,10
2,"[1, 0]",10,2,2.5
251,"[-1, 0]",6,2,10
158,"[-1, 0]",14,2,2.5
42,"[1, 0]",10,2,2.5
259,"[-1, 0]",18,2,10
76,"[1, 0]",6,2,10
22,"[1, 0]",10,2,2.5
13,"[1, 0]",14,2,2.5
233,"[-1, 0]",14,2,10
89,"[1, 0]",18,2,10
68,"[1, 0]",14,2,2.5
34,"[1, 0]",18,2,2.5
254,"[-1, 0]",18,2,10
18,"[1, 0]",14,2,2.5
194,"[-1, 0]",18,2,2.5
115,"[1, 0]",22,2,10
55,"[1, 0]",22,2,2.5
246,"[-1, 0]",6,2,10
36,"[1, 0]",6,2,2.5
195,"[-1, 0]",22,2,2.5
211,"[-1, 0]",6,2,10
250,"[-1, 0]",22,2,10
148,"[-1, 0]",14,2,2.5
88,"[1, 0]",14,2,10
141,"[-1, 0]",6,2,2.5
80,"[1, 0]",22,2,10
263,"[-1, 0]",14,2,10
109,"[1, 0]",18,2,10
30,"[1, 0]",22,2,2.5
206,"[-1, 0]",6,2,2.5
177,"[-1, 0]",10,2,2.5
44,"[1, 0]",18,2,2.5
9,"[1, 0]",18,2,2.5
136,"[1, 0]",6,2,10
5,"[1, 0]",22,2,2.5
122,"[1, 0]",10,2,10
10,"[1, 0]",22,2,2.5
101,"[1, 0]",6,2,10
139,"[1, 0]",18,2,10
189,"[-1, 0]",18,2,2.5
185,"[-1, 0]",22,2,2.5
145,"[-1, 0]",22,2,2.5
200,"[-1, 0]",22,2,2.5
169,"[-1, 0]",18,2,2.5
106,"[1, 0]",6,2,10
165,"[-1, 0]",22,2,2.5
8,"[1, 0]",14,2,2.5
170,"[-1, 0]",22,2,2.5
204,"[-1, 0]",18,2,2.5
272,"[-1, 0]",10,2,10
202,"[-1, 0]",10,2,2.5
53,"[1, 0]",14,2,2.5
60,"[1, 0]",22,2,2.5
217,"[-1, 0]",10,2,10
175,"[-1, 0]",22,2,2.5
3,"[1, 0]",14,2,2.5
65,"[1, 0]",22,2,2.5
99,"[1, 0]",18,2,10
64,"[1, 0]",18,2,2.5
41,"[1, 0]",6,2,2.5
116,"[1, 0]",6,2,10
121,"[1, 0]",6,2,10
205,"[-1, 0]",22,2,2.5
257,"[-1, 0]",10,2,10
256,"[-1, 0]",6,2,10
29,"[1, 0]",18,2,2.5
47,"[1, 0]",10,2,2.5
167,"[-1, 0]",10,2,2.5
184,"[-1, 0]",18,2,2.5
262,"[-1, 0]",10,2,10
236,"[-1, 0]",6,2,10
26,"[1, 0]",6,2,2.5
93,"[1, 0]",14,2,10
229,"[-1, 0]",18,2,10
156,"[-1, 0]",6,2,2.5
62,"[1, 0]",10,2,2.5
20,"[1, 0]",22,2,2.5
23,"[1, 0]",14,2,2.5
50,"[1, 0]",22,2,2.5
162,"[-1, 0]",10,2,2.5
168,"[-1, 0]",14,2,2.5
215,"[-1, 0]",22,2,10
117,"[1, 0]",10,2,10
176,"[-1, 0]",6,2,2.5
92,"[1, 0]",10,2,10
213,"[-1, 0]",14,2,10
48,"[1, 0]",14,2,2.5
238,"[-1, 0]",14,2,10
187,"[-1, 0]",10,2,2.5
95,"[1, 0]",22,2,10
163,"[-1, 0]",14,2,2.5
180,"[-1, 0]",22,2,2.5
39,"[1, 0]",18,2,2.5
277,"[-1, 0]",10,2,10
85,"[1, 0]",22,2,10
157,"[-1, 0]",10,2,2.5
118,"[1, 0]",14,2,10
186,"[-1, 0]",6,2,2.5
240,"[-1, 0]",22,2,10
73,"[1, 0]",14,2,10
249,"[-1, 0]",18,2,10
144,"[-1, 0]",18,2,2.5
161,"[-1, 0]",6,2,2.5
140,"[1, 0]",22,2,10
164,"[-1, 0]",18,2,2.5
173,"[-1, 0]",14,2,2.5
21,"[1, 0]",6,2,2.5
247,"[-1, 0]",10,2,10
130,"[1, 0]",22,2,10
160,"[-1, 0]",22,2,2.5
59,"[1, 0]",18,2,2.5
123,"[1, 0]",14,2,10
212,"[-1, 0]",10,2,10
210,"[-1, 0]",22,2,2.5
255,"[-1, 0]",22,2,10
52,"[1, 0]",10,2,2.5
244,"[-1, 0]",18,2,10
37,"[1, 0]",10,2,2.5
220,"[-1, 0]",22,2,10
198,"[-1, 0]",14,2,2.5
155,"[-1, 0]",22,2,2.5
178,"[-1, 0]",14,2,2.5
46,"[1, 0]",6,2,2.5
114,"[1, 0]",18,2,10
276,"[-1, 0]",6,2,10
232,"[-1, 0]",10,2,10
126,"[1, 0]",6,2,10
58,"[1, 0]",14,2,2.5
183,"[-1, 0]",14,2,2.5
260,"[-1, 0]",22,2,10
110,"[1, 0]",22,2,10
142,"[-1, 0]",10,2,2.5
199,"[-1, 0]",18,2,2.5
14,"[1, 0]",18,2,2.5
182,"[-1, 0]",10,2,2.5
112,"[1, 0]",10,2,10
267,"[-1, 0]",10,2,10
84,"[1, 0]",18,2,10
248,"[-1, 0]",14,2,10
197,"[-1, 0]",10,2,2.5
45,"[1, 0]",22,2,2.5
181,"[-1, 0]",6,2,2.5
63,"[1, 0]",14,2,2.5
105,"[1, 0]",22,2,10
227,"[-1, 0]",10,2,10
280,"[-1, 0]",22,2,10
174,"[-1, 0]",18,2,2.5
81,"[1, 0]",6,2,10
120,"[1, 0]",22,2,10
83,"[1, 0]",14,2,10
216,"[-1, 0]",6,2,10
172,"[-1, 0]",10,2,2.5
266,"[-1, 0]",6,2,10
96,"[1, 0]",6,2,10
273,"[-1, 0]",14,2,10
56,"[1, 0]",6,2,2.5
143,"[-1, 0]",14,2,2.5
24,"[1, 0]",18,2,2.5
208,"[-1, 0]",14,2,2.5
31,"[1, 0]",6,2,2.5
226,"[-1, 0]",6,2,10
166,"[-1, 0]",6,2,2.5
179,"[-1, 0]",18,2,2.5
71,"[1, 0]",6,2,10
274,"[-1, 0]",18,2,10
135,"[1, 0]",22,2,10
104,"[1, 0]",18,2,10
12,"[1, 0]",10,2,2.5
19,"[1, 0]",18,2,2.5
192,"[-1, 0]",10,2,2.5
128,"[1, 0]",14,2,10
191,"[-1, 0]",6,2,2.5
91,"[1, 0]",6,2,10
235,"[-1, 0]",22,2,10
78,"[1, 0]",14,2,10
149,"[-1, 0]",18,2,2.5
219,"[-1, 0]",18,2,10
82,"[1, 0]",10,2,10
264,"[-1, 0]",18,2,10
253,"[-1, 0]",14,2,10
224,"[-1, 0]",18,2,10
237,"[-1, 0]",10,2,10
43,"[1, 0]",14,2,2.5
90,"[1, 0]",22,2,10
17,"[1, 0]",10,2,2.5
