trialNumOriginal,cueCoords,cue1pos,cue2lag,cueEccentricity
10,"[1, 0]",22,2,2.5
1,"[1, 0]",6,2,2.5
207,"[-1, 0]",10,2,2.5
245,"[-1, 0]",22,2,10
175,"[-1, 0]",22,2,2.5
99,"[1, 0]",18,2,10
241,"[-1, 0]",6,2,10
221,"[-1, 0]",6,2,10
34,"[1, 0]",18,2,2.5
211,"[-1, 0]",6,2,10
131,"[1, 0]",6,2,10
24,"[1, 0]",18,2,2.5
12,"[1, 0]",10,2,2.5
102,"[1, 0]",10,2,10
274,"[-1, 0]",18,2,10
76,"[1, 0]",6,2,10
216,"[-1, 0]",6,2,10
95,"[1, 0]",22,2,10
58,"[1, 0]",14,2,2.5
16,"[1, 0]",6,2,2.5
106,"[1, 0]",6,2,10
40,"[1, 0]",22,2,2.5
141,"[-1, 0]",6,2,2.5
23,"[1, 0]",14,2,2.5
237,"[-1, 0]",10,2,10
268,"[-1, 0]",14,2,10
167,"[-1, 0]",10,2,2.5
103,"[1, 0]",14,2,10
220,"[-1, 0]",22,2,10
176,"[-1, 0]",6,2,2.5
273,"[-1, 0]",14,2,10
68,"[1, 0]",14,2,2.5
171,"[-1, 0]",6,2,2.5
18,"[1, 0]",14,2,2.5
184,"[-1, 0]",18,2,2.5
82,"[1, 0]",10,2,10
266,"[-1, 0]",6,2,10
153,"[-1, 0]",14,2,2.5
62,"[1, 0]",10,2,2.5
270,"[-1, 0]",22,2,10
227,"[-1, 0]",10,2,10
70,"[1, 0]",22,2,2.5
7,"[1, 0]",10,2,2.5
197,"[-1, 0]",10,2,2.5
38,"[1, 0]",14,2,2.5
146,"[-1, 0]",6,2,2.5
166,"[-1, 0]",6,2,2.5
100,"[1, 0]",22,2,10
247,"[-1, 0]",10,2,10
45,"[1, 0]",22,2,2.5
187,"[-1, 0]",10,2,2.5
134,"[1, 0]",18,2,10
192,"[-1, 0]",10,2,2.5
74,"[1, 0]",18,2,10
133,"[1, 0]",14,2,10
142,"[-1, 0]",10,2,2.5
228,"[-1, 0]",14,2,10
210,"[-1, 0]",22,2,2.5
179,"[-1, 0]",18,2,2.5
213,"[-1, 0]",14,2,10
115,"[1, 0]",22,2,10
173,"[-1, 0]",14,2,2.5
132,"[1, 0]",10,2,10
3,"[1, 0]",14,2,2.5
32,"[1, 0]",10,2,2.5
186,"[-1, 0]",6,2,2.5
194,"[-1, 0]",18,2,2.5
204,"[-1, 0]",18,2,2.5
172,"[-1, 0]",10,2,2.5
183,"[-1, 0]",14,2,2.5
185,"[-1, 0]",22,2,2.5
25,"[1, 0]",22,2,2.5
108,"[1, 0]",14,2,10
178,"[-1, 0]",14,2,2.5
20,"[1, 0]",22,2,2.5
136,"[1, 0]",6,2,10
22,"[1, 0]",10,2,2.5
2,"[1, 0]",10,2,2.5
261,"[-1, 0]",6,2,10
9,"[1, 0]",18,2,2.5
157,"[-1, 0]",10,2,2.5
158,"[-1, 0]",14,2,2.5
215,"[-1, 0]",22,2,10
218,"[-1, 0]",14,2,10
248,"[-1, 0]",14,2,10
180,"[-1, 0]",22,2,2.5
15,"[1, 0]",22,2,2.5
280,"[-1, 0]",22,2,10
226,"[-1, 0]",6,2,10
144,"[-1, 0]",18,2,2.5
47,"[1, 0]",10,2,2.5
147,"[-1, 0]",10,2,2.5
4,"[1, 0]",18,2,2.5
277,"[-1, 0]",10,2,10
43,"[1, 0]",14,2,2.5
191,"[-1, 0]",6,2,2.5
123,"[1, 0]",14,2,10
65,"[1, 0]",22,2,2.5
39,"[1, 0]",18,2,2.5
246,"[-1, 0]",6,2,10
35,"[1, 0]",22,2,2.5
