trialNumOriginal,cueCoords,cue1pos,cue2lag,cueEccentricity
125,"[1, 0]",22,2,10
191,"[-1, 0]",6,2,2.5
177,"[-1, 0]",10,2,2.5
161,"[-1, 0]",6,2,2.5
248,"[-1, 0]",14,2,10
253,"[-1, 0]",14,2,10
86,"[1, 0]",6,2,10
72,"[1, 0]",10,2,10
272,"[-1, 0]",10,2,10
170,"[-1, 0]",22,2,2.5
75,"[1, 0]",22,2,10
249,"[-1, 0]",18,2,10
62,"[1, 0]",10,2,2.5
197,"[-1, 0]",10,2,2.5
83,"[1, 0]",14,2,10
228,"[-1, 0]",14,2,10
32,"[1, 0]",10,2,2.5
262,"[-1, 0]",10,2,10
107,"[1, 0]",10,2,10
243,"[-1, 0]",14,2,10
90,"[1, 0]",22,2,10
252,"[-1, 0]",10,2,10
116,"[1, 0]",6,2,10
61,"[1, 0]",6,2,2.5
260,"[-1, 0]",22,2,10
151,"[-1, 0]",6,2,2.5
10,"[1, 0]",22,2,2.5
88,"[1, 0]",14,2,10
221,"[-1, 0]",6,2,10
37,"[1, 0]",10,2,2.5
25,"[1, 0]",22,2,2.5
134,"[1, 0]",18,2,10
185,"[-1, 0]",22,2,2.5
96,"[1, 0]",6,2,10
198,"[-1, 0]",14,2,2.5
193,"[-1, 0]",14,2,2.5
89,"[1, 0]",18,2,10
256,"[-1, 0]",6,2,10
138,"[1, 0]",14,2,10
115,"[1, 0]",22,2,10
160,"[-1, 0]",22,2,2.5
5,"[1, 0]",22,2,2.5
44,"[1, 0]",18,2,2.5
251,"[-1, 0]",6,2,10
166,"[-1, 0]",6,2,2.5
19,"[1, 0]",18,2,2.5
42,"[1, 0]",10,2,2.5
219,"[-1, 0]",18,2,10
267,"[-1, 0]",10,2,10
9,"[1, 0]",18,2,2.5
108,"[1, 0]",14,2,10
190,"[-1, 0]",22,2,2.5
4,"[1, 0]",18,2,2.5
264,"[-1, 0]",18,2,10
82,"[1, 0]",10,2,10
66,"[1, 0]",6,2,2.5
148,"[-1, 0]",14,2,2.5
15,"[1, 0]",22,2,2.5
225,"[-1, 0]",22,2,10
215,"[-1, 0]",22,2,10
127,"[1, 0]",10,2,10
237,"[-1, 0]",10,2,10
201,"[-1, 0]",6,2,2.5
279,"[-1, 0]",18,2,10
52,"[1, 0]",10,2,2.5
110,"[1, 0]",22,2,10
181,"[-1, 0]",6,2,2.5
188,"[-1, 0]",14,2,2.5
259,"[-1, 0]",18,2,10
218,"[-1, 0]",14,2,10
268,"[-1, 0]",14,2,10
100,"[1, 0]",22,2,10
79,"[1, 0]",18,2,10
29,"[1, 0]",18,2,2.5
53,"[1, 0]",14,2,2.5
91,"[1, 0]",6,2,10
11,"[1, 0]",6,2,2.5
240,"[-1, 0]",22,2,10
200,"[-1, 0]",22,2,2.5
95,"[1, 0]",22,2,10
124,"[1, 0]",18,2,10
87,"[1, 0]",10,2,10
245,"[-1, 0]",22,2,10
7,"[1, 0]",10,2,2.5
31,"[1, 0]",6,2,2.5
271,"[-1, 0]",6,2,10
24,"[1, 0]",18,2,2.5
139,"[1, 0]",18,2,10
140,"[1, 0]",22,2,10
208,"[-1, 0]",14,2,2.5
105,"[1, 0]",22,2,10
59,"[1, 0]",18,2,2.5
119,"[1, 0]",18,2,10
112,"[1, 0]",10,2,10
175,"[-1, 0]",22,2,2.5
135,"[1, 0]",22,2,10
144,"[-1, 0]",18,2,2.5
58,"[1, 0]",14,2,2.5
216,"[-1, 0]",6,2,10
133,"[1, 0]",14,2,10
207,"[-1, 0]",10,2,2.5
187,"[-1, 0]",10,2,2.5
123,"[1, 0]",14,2,10
102,"[1, 0]",10,2,10
230,"[-1, 0]",22,2,10
40,"[1, 0]",22,2,2.5
274,"[-1, 0]",18,2,10
99,"[1, 0]",18,2,10
269,"[-1, 0]",18,2,10
56,"[1, 0]",6,2,2.5
22,"[1, 0]",10,2,2.5
69,"[1, 0]",18,2,2.5
182,"[-1, 0]",10,2,2.5
209,"[-1, 0]",18,2,2.5
23,"[1, 0]",14,2,2.5
192,"[-1, 0]",10,2,2.5
141,"[-1, 0]",6,2,2.5
176,"[-1, 0]",6,2,2.5
113,"[1, 0]",14,2,10
174,"[-1, 0]",18,2,2.5
169,"[-1, 0]",18,2,2.5
239,"[-1, 0]",18,2,10
76,"[1, 0]",6,2,10
220,"[-1, 0]",22,2,10
1,"[1, 0]",6,2,2.5
85,"[1, 0]",22,2,10
224,"[-1, 0]",18,2,10
172,"[-1, 0]",10,2,2.5
12,"[1, 0]",10,2,2.5
111,"[1, 0]",6,2,10
97,"[1, 0]",10,2,10
36,"[1, 0]",6,2,2.5
158,"[-1, 0]",14,2,2.5
128,"[1, 0]",14,2,10
34,"[1, 0]",18,2,2.5
276,"[-1, 0]",6,2,10
258,"[-1, 0]",14,2,10
84,"[1, 0]",18,2,10
275,"[-1, 0]",22,2,10
165,"[-1, 0]",22,2,2.5
41,"[1, 0]",6,2,2.5
222,"[-1, 0]",10,2,10
223,"[-1, 0]",14,2,10
238,"[-1, 0]",14,2,10
154,"[-1, 0]",18,2,2.5
46,"[1, 0]",6,2,2.5
122,"[1, 0]",10,2,10
68,"[1, 0]",14,2,2.5
155,"[-1, 0]",22,2,2.5
196,"[-1, 0]",6,2,2.5
270,"[-1, 0]",22,2,10
126,"[1, 0]",6,2,10
233,"[-1, 0]",14,2,10
20,"[1, 0]",22,2,2.5
236,"[-1, 0]",6,2,10
213,"[-1, 0]",14,2,10
280,"[-1, 0]",22,2,10
242,"[-1, 0]",10,2,10
250,"[-1, 0]",22,2,10
48,"[1, 0]",14,2,2.5
50,"[1, 0]",22,2,2.5
255,"[-1, 0]",22,2,10
180,"[-1, 0]",22,2,2.5
266,"[-1, 0]",6,2,10
186,"[-1, 0]",6,2,2.5
152,"[-1, 0]",10,2,2.5
28,"[1, 0]",14,2,2.5
235,"[-1, 0]",22,2,10
164,"[-1, 0]",18,2,2.5
93,"[1, 0]",14,2,10
54,"[1, 0]",18,2,2.5
101,"[1, 0]",6,2,10
