cue1pos,cue2lag,cueCoords,cueEccentricity,trialNumOriginal
10,2,"[1, 0]",2.5,62
22,2,"[-1, 0]",2.5,155
14,2,"[-1, 0]",10,258
14,2,"[1, 0]",10,88
18,2,"[-1, 0]",2.5,209
10,2,"[-1, 0]",2.5,207
18,2,"[1, 0]",2.5,49
22,2,"[1, 0]",2.5,30
10,2,"[-1, 0]",10,247
18,2,"[-1, 0]",2.5,174
22,2,"[-1, 0]",10,255
14,2,"[1, 0]",2.5,53
14,2,"[1, 0]",10,98
6,2,"[1, 0]",2.5,31
6,2,"[1, 0]",10,126
14,2,"[-1, 0]",10,228
14,2,"[1, 0]",10,128
6,2,"[-1, 0]",10,226
14,2,"[1, 0]",2.5,28
22,2,"[1, 0]",10,135
6,2,"[-1, 0]",2.5,191
22,2,"[1, 0]",10,140
14,2,"[-1, 0]",10,233
14,2,"[1, 0]",10,103
6,2,"[-1, 0]",10,216
18,2,"[-1, 0]",2.5,194
10,2,"[-1, 0]",2.5,157
10,2,"[1, 0]",2.5,37
18,2,"[-1, 0]",2.5,154
22,2,"[-1, 0]",2.5,195
10,2,"[-1, 0]",2.5,192
22,2,"[-1, 0]",10,280
10,2,"[-1, 0]",10,222
22,2,"[1, 0]",2.5,45
6,2,"[-1, 0]",2.5,166
10,2,"[-1, 0]",10,242
6,2,"[-1, 0]",10,261
10,2,"[1, 0]",2.5,47
18,2,"[-1, 0]",10,224
18,2,"[-1, 0]",10,219
22,2,"[1, 0]",2.5,5
14,2,"[-1, 0]",10,268
14,2,"[1, 0]",2.5,8
18,2,"[-1, 0]",2.5,179
18,2,"[1, 0]",2.5,64
10,2,"[1, 0]",2.5,32
22,2,"[-1, 0]",10,235
18,2,"[-1, 0]",10,259
6,2,"[-1, 0]",2.5,146
22,2,"[1, 0]",10,125
22,2,"[-1, 0]",2.5,170
18,2,"[-1, 0]",2.5,159
22,2,"[1, 0]",2.5,20
22,2,"[-1, 0]",10,260
14,2,"[-1, 0]",2.5,208
18,2,"[-1, 0]",10,239
14,2,"[-1, 0]",10,273
14,2,"[1, 0]",10,138
