cue1pos,cue2lag,cueCoords,cueEccentricity,trialNumOriginal
14,2,"[1, 0]",2.5,63
14,2,"[-1, 0]",2.5,148
22,2,"[1, 0]",2.5,65
6,2,"[-1, 0]",2.5,146
6,2,"[1, 0]",10,131
6,2,"[-1, 0]",10,271
14,2,"[-1, 0]",2.5,188
6,2,"[1, 0]",10,111
14,2,"[-1, 0]",2.5,153
6,2,"[-1, 0]",2.5,206
22,2,"[1, 0]",10,120
10,2,"[1, 0]",10,112
14,2,"[-1, 0]",10,218
18,2,"[-1, 0]",10,269
6,2,"[1, 0]",2.5,61
18,2,"[-1, 0]",2.5,169
22,2,"[-1, 0]",2.5,180
6,2,"[-1, 0]",2.5,156
10,2,"[1, 0]",10,137
6,2,"[-1, 0]",10,261
22,2,"[-1, 0]",2.5,185
18,2,"[-1, 0]",10,254
6,2,"[1, 0]",10,81
14,2,"[1, 0]",10,138
18,2,"[1, 0]",2.5,29
6,2,"[1, 0]",10,86
22,2,"[1, 0]",10,130
22,2,"[1, 0]",2.5,15
22,2,"[1, 0]",10,90
22,2,"[1, 0]",10,105
6,2,"[1, 0]",2.5,51
18,2,"[-1, 0]",2.5,184
14,2,"[-1, 0]",10,233
18,2,"[1, 0]",2.5,4
14,2,"[1, 0]",2.5,13
10,2,"[1, 0]",10,72
10,2,"[-1, 0]",10,247
6,2,"[-1, 0]",2.5,141
10,2,"[1, 0]",10,117
6,2,"[1, 0]",2.5,31
10,2,"[1, 0]",2.5,47
18,2,"[1, 0]",2.5,14
10,2,"[-1, 0]",10,232
18,2,"[1, 0]",10,84
6,2,"[-1, 0]",2.5,171
14,2,"[-1, 0]",2.5,168
6,2,"[-1, 0]",10,216
22,2,"[-1, 0]",2.5,210
10,2,"[-1, 0]",2.5,162
14,2,"[-1, 0]",10,243
14,2,"[-1, 0]",2.5,183
10,2,"[-1, 0]",10,272
22,2,"[-1, 0]",10,240
10,2,"[-1, 0]",10,267
6,2,"[-1, 0]",10,251
10,2,"[1, 0]",2.5,17
14,2,"[-1, 0]",10,248
22,2,"[-1, 0]",10,245
6,2,"[1, 0]",2.5,26
10,2,"[1, 0]",2.5,62
14,2,"[1, 0]",10,108
10,2,"[-1, 0]",2.5,142
18,2,"[-1, 0]",10,259
10,2,"[-1, 0]",2.5,197
22,2,"[-1, 0]",10,250
6,2,"[1, 0]",2.5,6
10,2,"[-1, 0]",2.5,152
14,2,"[-1, 0]",2.5,143
22,2,"[1, 0]",2.5,50
14,2,"[1, 0]",2.5,28
22,2,"[-1, 0]",10,270
18,2,"[-1, 0]",2.5,174
6,2,"[-1, 0]",10,231
10,2,"[-1, 0]",10,222
22,2,"[1, 0]",2.5,40
10,2,"[1, 0]",2.5,37
18,2,"[-1, 0]",10,249
22,2,"[-1, 0]",2.5,195
22,2,"[-1, 0]",2.5,160
10,2,"[-1, 0]",10,262
18,2,"[-1, 0]",10,219
18,2,"[-1, 0]",10,244
