cue1pos,cue2lag,cueCoords,cueEccentricity,trialNumOriginal
22,2,"[-1, 0]",10,235
18,2,"[1, 0]",10,139
18,2,"[1, 0]",2.5,64
6,2,"[1, 0]",10,86
22,2,"[-1, 0]",10,250
18,2,"[1, 0]",2.5,69
14,2,"[1, 0]",10,128
18,2,"[-1, 0]",10,224
6,2,"[-1, 0]",10,261
6,2,"[1, 0]",2.5,1
14,2,"[1, 0]",10,138
18,2,"[1, 0]",10,114
14,2,"[1, 0]",2.5,43
22,2,"[1, 0]",2.5,45
14,2,"[1, 0]",2.5,53
6,2,"[-1, 0]",10,271
22,2,"[1, 0]",10,85
6,2,"[-1, 0]",2.5,196
22,2,"[1, 0]",10,130
14,2,"[-1, 0]",2.5,168
10,2,"[1, 0]",2.5,42
10,2,"[-1, 0]",10,277
22,2,"[1, 0]",2.5,30
6,2,"[-1, 0]",10,256
14,2,"[1, 0]",2.5,23
14,2,"[1, 0]",10,108
18,2,"[-1, 0]",10,274
6,2,"[1, 0]",10,131
18,2,"[-1, 0]",2.5,184
10,2,"[1, 0]",2.5,57
18,2,"[-1, 0]",2.5,149
10,2,"[1, 0]",2.5,32
18,2,"[1, 0]",2.5,29
6,2,"[1, 0]",2.5,36
10,2,"[-1, 0]",2.5,162
10,2,"[1, 0]",2.5,62
18,2,"[-1, 0]",2.5,199
14,2,"[1, 0]",2.5,48
18,2,"[-1, 0]",10,229
14,2,"[1, 0]",2.5,8
10,2,"[-1, 0]",10,267
18,2,"[-1, 0]",10,219
22,2,"[-1, 0]",10,230
18,2,"[-1, 0]",10,254
22,2,"[-1, 0]",10,280
14,2,"[1, 0]",2.5,18
18,2,"[1, 0]",10,84
14,2,"[-1, 0]",10,223
6,2,"[1, 0]",10,101
10,2,"[-1, 0]",2.5,147
14,2,"[-1, 0]",10,233
6,2,"[1, 0]",10,126
10,2,"[-1, 0]",2.5,207
22,2,"[1, 0]",2.5,40
6,2,"[-1, 0]",10,266
18,2,"[-1, 0]",10,269
14,2,"[1, 0]",2.5,33
10,2,"[-1, 0]",2.5,182
