cue1pos,cue2lag,cueCoords,cueEccentricity,trialNumOriginal
22,2,"[-1, 0]",10,225
22,2,"[-1, 0]",10,275
6,2,"[-1, 0]",2.5,176
6,2,"[1, 0]",10,96
22,2,"[1, 0]",2.5,20
10,2,"[-1, 0]",10,217
10,2,"[-1, 0]",10,227
10,2,"[1, 0]",2.5,32
14,2,"[1, 0]",10,133
22,2,"[-1, 0]",10,280
18,2,"[-1, 0]",2.5,179
18,2,"[-1, 0]",10,224
18,2,"[1, 0]",10,89
10,2,"[-1, 0]",10,222
18,2,"[1, 0]",10,104
14,2,"[-1, 0]",2.5,193
22,2,"[-1, 0]",2.5,195
10,2,"[1, 0]",10,137
22,2,"[-1, 0]",2.5,175
18,2,"[-1, 0]",10,279
22,2,"[-1, 0]",2.5,150
22,2,"[-1, 0]",2.5,210
22,2,"[1, 0]",2.5,5
6,2,"[-1, 0]",2.5,146
6,2,"[-1, 0]",10,271
22,2,"[1, 0]",10,130
18,2,"[-1, 0]",10,219
14,2,"[-1, 0]",10,233
10,2,"[1, 0]",10,127
6,2,"[1, 0]",2.5,1
10,2,"[1, 0]",10,102
14,2,"[-1, 0]",10,243
18,2,"[1, 0]",2.5,34
14,2,"[1, 0]",2.5,3
22,2,"[1, 0]",2.5,30
18,2,"[1, 0]",10,114
22,2,"[-1, 0]",2.5,170
14,2,"[-1, 0]",2.5,198
14,2,"[1, 0]",10,88
10,2,"[-1, 0]",10,272
22,2,"[1, 0]",10,105
14,2,"[-1, 0]",2.5,148
6,2,"[1, 0]",2.5,41
22,2,"[1, 0]",10,90
18,2,"[1, 0]",10,99
6,2,"[1, 0]",10,91
22,2,"[-1, 0]",10,220
10,2,"[1, 0]",2.5,12
14,2,"[-1, 0]",10,248
6,2,"[-1, 0]",10,261
10,2,"[-1, 0]",2.5,167
22,2,"[1, 0]",10,95
22,2,"[1, 0]",2.5,35
10,2,"[1, 0]",10,122
18,2,"[1, 0]",10,139
18,2,"[1, 0]",10,109
18,2,"[-1, 0]",10,239
10,2,"[1, 0]",10,112
14,2,"[1, 0]",10,93
18,2,"[-1, 0]",10,259
18,2,"[-1, 0]",2.5,144
10,2,"[-1, 0]",2.5,202
14,2,"[1, 0]",2.5,18
