trialNumOriginal,cueCoords,cue1pos,cue2lag,cueEccentricity
201,"[-1, 0]",6,2,2.5
251,"[-1, 0]",6,2,10
49,"[1, 0]",18,2,2.5
38,"[1, 0]",14,2,2.5
86,"[1, 0]",6,2,10
221,"[-1, 0]",6,2,10
175,"[-1, 0]",22,2,2.5
15,"[1, 0]",22,2,2.5
78,"[1, 0]",14,2,10
230,"[-1, 0]",22,2,10
98,"[1, 0]",14,2,10
53,"[1, 0]",14,2,2.5
36,"[1, 0]",6,2,2.5
110,"[1, 0]",22,2,10
167,"[-1, 0]",10,2,2.5
131,"[1, 0]",6,2,10
138,"[1, 0]",14,2,10
64,"[1, 0]",18,2,2.5
177,"[-1, 0]",10,2,2.5
224,"[-1, 0]",18,2,10
88,"[1, 0]",14,2,10
261,"[-1, 0]",6,2,10
103,"[1, 0]",14,2,10
7,"[1, 0]",10,2,2.5
252,"[-1, 0]",10,2,10
157,"[-1, 0]",10,2,2.5
101,"[1, 0]",6,2,10
76,"[1, 0]",6,2,10
46,"[1, 0]",6,2,2.5
96,"[1, 0]",6,2,10
56,"[1, 0]",6,2,2.5
186,"[-1, 0]",6,2,2.5
108,"[1, 0]",14,2,10
115,"[1, 0]",22,2,10
259,"[-1, 0]",18,2,10
169,"[-1, 0]",18,2,2.5
225,"[-1, 0]",22,2,10
171,"[-1, 0]",6,2,2.5
200,"[-1, 0]",22,2,2.5
114,"[1, 0]",18,2,10
264,"[-1, 0]",18,2,10
222,"[-1, 0]",10,2,10
42,"[1, 0]",10,2,2.5
213,"[-1, 0]",14,2,10
20,"[1, 0]",22,2,2.5
60,"[1, 0]",22,2,2.5
125,"[1, 0]",22,2,10
196,"[-1, 0]",6,2,2.5
204,"[-1, 0]",18,2,2.5
70,"[1, 0]",22,2,2.5
128,"[1, 0]",14,2,10
45,"[1, 0]",22,2,2.5
256,"[-1, 0]",6,2,10
4,"[1, 0]",18,2,2.5
32,"[1, 0]",10,2,2.5
160,"[-1, 0]",22,2,2.5
250,"[-1, 0]",22,2,10
275,"[-1, 0]",22,2,10
179,"[-1, 0]",18,2,2.5
159,"[-1, 0]",18,2,2.5
197,"[-1, 0]",10,2,2.5
141,"[-1, 0]",6,2,2.5
37,"[1, 0]",10,2,2.5
