trialNumOriginal,cueCoords,cue1pos,cue2lag,cueEccentricity
275,"[-1, 0]",22,2,10
216,"[-1, 0]",6,2,10
121,"[1, 0]",6,2,10
24,"[1, 0]",18,2,2.5
223,"[-1, 0]",14,2,10
89,"[1, 0]",18,2,10
250,"[-1, 0]",22,2,10
129,"[1, 0]",18,2,10
57,"[1, 0]",10,2,2.5
62,"[1, 0]",10,2,2.5
10,"[1, 0]",22,2,2.5
23,"[1, 0]",14,2,2.5
44,"[1, 0]",18,2,2.5
212,"[-1, 0]",10,2,10
240,"[-1, 0]",22,2,10
115,"[1, 0]",22,2,10
148,"[-1, 0]",14,2,2.5
104,"[1, 0]",18,2,10
174,"[-1, 0]",18,2,2.5
276,"[-1, 0]",6,2,10
13,"[1, 0]",14,2,2.5
202,"[-1, 0]",10,2,2.5
36,"[1, 0]",6,2,2.5
164,"[-1, 0]",18,2,2.5
55,"[1, 0]",22,2,2.5
168,"[-1, 0]",14,2,2.5
37,"[1, 0]",10,2,2.5
167,"[-1, 0]",10,2,2.5
118,"[1, 0]",14,2,10
98,"[1, 0]",14,2,10
230,"[-1, 0]",22,2,10
197,"[-1, 0]",10,2,2.5
238,"[-1, 0]",14,2,10
185,"[-1, 0]",22,2,2.5
12,"[1, 0]",10,2,2.5
204,"[-1, 0]",18,2,2.5
117,"[1, 0]",10,2,10
70,"[1, 0]",22,2,2.5
200,"[-1, 0]",22,2,2.5
145,"[-1, 0]",22,2,2.5
203,"[-1, 0]",14,2,2.5
237,"[-1, 0]",10,2,10
198,"[-1, 0]",14,2,2.5
97,"[1, 0]",10,2,10
227,"[-1, 0]",10,2,10
66,"[1, 0]",6,2,2.5
236,"[-1, 0]",6,2,10
175,"[-1, 0]",22,2,2.5
60,"[1, 0]",22,2,2.5
249,"[-1, 0]",18,2,10
100,"[1, 0]",22,2,10
268,"[-1, 0]",14,2,10
262,"[-1, 0]",10,2,10
173,"[-1, 0]",14,2,2.5
88,"[1, 0]",14,2,10
56,"[1, 0]",6,2,2.5
49,"[1, 0]",18,2,2.5
25,"[1, 0]",22,2,2.5
18,"[1, 0]",14,2,2.5
87,"[1, 0]",10,2,10
193,"[-1, 0]",14,2,2.5
170,"[-1, 0]",22,2,2.5
68,"[1, 0]",14,2,2.5
172,"[-1, 0]",10,2,2.5
183,"[-1, 0]",14,2,2.5
99,"[1, 0]",18,2,10
153,"[-1, 0]",14,2,2.5
127,"[1, 0]",10,2,10
85,"[1, 0]",22,2,10
209,"[-1, 0]",18,2,2.5
269,"[-1, 0]",18,2,10
80,"[1, 0]",22,2,10
219,"[-1, 0]",18,2,10
76,"[1, 0]",6,2,10
210,"[-1, 0]",22,2,2.5
41,"[1, 0]",6,2,2.5
165,"[-1, 0]",22,2,2.5
244,"[-1, 0]",18,2,10
132,"[1, 0]",10,2,10
124,"[1, 0]",18,2,10
