trialNumOriginal,cueCoords,cue1pos,cue2lag,cueEccentricity
139,"[1, 0]",18,2,10
176,"[-1, 0]",6,2,2.5
225,"[-1, 0]",22,2,10
97,"[1, 0]",10,2,10
79,"[1, 0]",18,2,10
154,"[-1, 0]",18,2,2.5
191,"[-1, 0]",6,2,2.5
135,"[1, 0]",22,2,10
80,"[1, 0]",22,2,10
91,"[1, 0]",6,2,10
70,"[1, 0]",22,2,2.5
89,"[1, 0]",18,2,10
98,"[1, 0]",14,2,10
239,"[-1, 0]",18,2,10
173,"[-1, 0]",14,2,2.5
108,"[1, 0]",14,2,10
169,"[-1, 0]",18,2,2.5
143,"[-1, 0]",14,2,2.5
46,"[1, 0]",6,2,2.5
58,"[1, 0]",14,2,2.5
87,"[1, 0]",10,2,10
161,"[-1, 0]",6,2,2.5
168,"[-1, 0]",14,2,2.5
250,"[-1, 0]",22,2,10
76,"[1, 0]",6,2,10
14,"[1, 0]",18,2,2.5
152,"[-1, 0]",10,2,2.5
81,"[1, 0]",6,2,10
253,"[-1, 0]",14,2,10
242,"[-1, 0]",10,2,10
41,"[1, 0]",6,2,2.5
234,"[-1, 0]",18,2,10
88,"[1, 0]",14,2,10
111,"[1, 0]",6,2,10
192,"[-1, 0]",10,2,2.5
120,"[1, 0]",22,2,10
195,"[-1, 0]",22,2,2.5
36,"[1, 0]",6,2,2.5
211,"[-1, 0]",6,2,10
31,"[1, 0]",6,2,2.5
38,"[1, 0]",14,2,2.5
269,"[-1, 0]",18,2,10
165,"[-1, 0]",22,2,2.5
72,"[1, 0]",10,2,10
122,"[1, 0]",10,2,10
37,"[1, 0]",10,2,2.5
102,"[1, 0]",10,2,10
92,"[1, 0]",10,2,10
16,"[1, 0]",6,2,2.5
228,"[-1, 0]",14,2,10
49,"[1, 0]",18,2,2.5
150,"[-1, 0]",22,2,2.5
127,"[1, 0]",10,2,10
32,"[1, 0]",10,2,2.5
229,"[-1, 0]",18,2,10
170,"[-1, 0]",22,2,2.5
99,"[1, 0]",18,2,10
219,"[-1, 0]",18,2,10
167,"[-1, 0]",10,2,2.5
159,"[-1, 0]",18,2,2.5
246,"[-1, 0]",6,2,10
157,"[-1, 0]",10,2,2.5
252,"[-1, 0]",10,2,10
180,"[-1, 0]",22,2,2.5
55,"[1, 0]",22,2,2.5
238,"[-1, 0]",14,2,10
260,"[-1, 0]",22,2,10
231,"[-1, 0]",6,2,10
119,"[1, 0]",18,2,10
26,"[1, 0]",6,2,2.5
84,"[1, 0]",18,2,10
266,"[-1, 0]",6,2,10
21,"[1, 0]",6,2,2.5
174,"[-1, 0]",18,2,2.5
48,"[1, 0]",14,2,2.5
273,"[-1, 0]",14,2,10
272,"[-1, 0]",10,2,10
185,"[-1, 0]",22,2,2.5
57,"[1, 0]",10,2,2.5
205,"[-1, 0]",22,2,2.5
226,"[-1, 0]",6,2,10
28,"[1, 0]",14,2,2.5
275,"[-1, 0]",22,2,10
278,"[-1, 0]",14,2,10
202,"[-1, 0]",10,2,2.5
172,"[-1, 0]",10,2,2.5
39,"[1, 0]",18,2,2.5
104,"[1, 0]",18,2,10
43,"[1, 0]",14,2,2.5
259,"[-1, 0]",18,2,10
106,"[1, 0]",6,2,10
182,"[-1, 0]",10,2,2.5
109,"[1, 0]",18,2,10
103,"[1, 0]",14,2,10
233,"[-1, 0]",14,2,10
19,"[1, 0]",18,2,2.5
56,"[1, 0]",6,2,2.5
100,"[1, 0]",22,2,10
274,"[-1, 0]",18,2,10
51,"[1, 0]",6,2,2.5
66,"[1, 0]",6,2,2.5
261,"[-1, 0]",6,2,10
280,"[-1, 0]",22,2,10
61,"[1, 0]",6,2,2.5
249,"[-1, 0]",18,2,10
207,"[-1, 0]",10,2,2.5
74,"[1, 0]",18,2,10
27,"[1, 0]",10,2,2.5
53,"[1, 0]",14,2,2.5
240,"[-1, 0]",22,2,10
8,"[1, 0]",14,2,2.5
22,"[1, 0]",10,2,2.5
123,"[1, 0]",14,2,10
94,"[1, 0]",18,2,10
268,"[-1, 0]",14,2,10
86,"[1, 0]",6,2,10
128,"[1, 0]",14,2,10
204,"[-1, 0]",18,2,2.5
243,"[-1, 0]",14,2,10
134,"[1, 0]",18,2,10
35,"[1, 0]",22,2,2.5
160,"[-1, 0]",22,2,2.5
183,"[-1, 0]",14,2,2.5
73,"[1, 0]",14,2,10
140,"[1, 0]",22,2,10
147,"[-1, 0]",10,2,2.5
163,"[-1, 0]",14,2,2.5
67,"[1, 0]",10,2,2.5
133,"[1, 0]",14,2,10
247,"[-1, 0]",10,2,10
30,"[1, 0]",22,2,2.5
267,"[-1, 0]",10,2,10
237,"[-1, 0]",10,2,10
83,"[1, 0]",14,2,10
179,"[-1, 0]",18,2,2.5
276,"[-1, 0]",6,2,10
110,"[1, 0]",22,2,10
114,"[1, 0]",18,2,10
256,"[-1, 0]",6,2,10
184,"[-1, 0]",18,2,2.5
20,"[1, 0]",22,2,2.5
230,"[-1, 0]",22,2,10
214,"[-1, 0]",18,2,10
149,"[-1, 0]",18,2,2.5
206,"[-1, 0]",6,2,2.5
175,"[-1, 0]",22,2,2.5
90,"[1, 0]",22,2,10
95,"[1, 0]",22,2,10
101,"[1, 0]",6,2,10
255,"[-1, 0]",22,2,10
2,"[1, 0]",10,2,2.5
136,"[1, 0]",6,2,10
222,"[-1, 0]",10,2,10
115,"[1, 0]",22,2,10
227,"[-1, 0]",10,2,10
178,"[-1, 0]",14,2,2.5
213,"[-1, 0]",14,2,10
141,"[-1, 0]",6,2,2.5
186,"[-1, 0]",6,2,2.5
208,"[-1, 0]",14,2,2.5
15,"[1, 0]",22,2,2.5
116,"[1, 0]",6,2,10
223,"[-1, 0]",14,2,10
23,"[1, 0]",14,2,2.5
218,"[-1, 0]",14,2,10
124,"[1, 0]",18,2,10
235,"[-1, 0]",22,2,10
78,"[1, 0]",14,2,10
131,"[1, 0]",6,2,10
245,"[-1, 0]",22,2,10
199,"[-1, 0]",18,2,2.5
77,"[1, 0]",10,2,10
3,"[1, 0]",14,2,2.5
34,"[1, 0]",18,2,2.5
137,"[1, 0]",10,2,10
17,"[1, 0]",10,2,2.5
33,"[1, 0]",14,2,2.5
44,"[1, 0]",18,2,2.5
221,"[-1, 0]",6,2,10
64,"[1, 0]",18,2,2.5
220,"[-1, 0]",22,2,10
254,"[-1, 0]",18,2,10
203,"[-1, 0]",14,2,2.5
13,"[1, 0]",14,2,2.5
11,"[1, 0]",6,2,2.5
126,"[1, 0]",6,2,10
263,"[-1, 0]",14,2,10
251,"[-1, 0]",6,2,10
75,"[1, 0]",22,2,10
118,"[1, 0]",14,2,10
129,"[1, 0]",18,2,10
121,"[1, 0]",6,2,10
148,"[-1, 0]",14,2,2.5
145,"[-1, 0]",22,2,2.5
82,"[1, 0]",10,2,10
277,"[-1, 0]",10,2,10
270,"[-1, 0]",22,2,10
113,"[1, 0]",14,2,10
65,"[1, 0]",22,2,2.5
9,"[1, 0]",18,2,2.5
215,"[-1, 0]",22,2,10
177,"[-1, 0]",10,2,2.5
197,"[-1, 0]",10,2,2.5
6,"[1, 0]",6,2,2.5
262,"[-1, 0]",10,2,10
68,"[1, 0]",14,2,2.5
162,"[-1, 0]",10,2,2.5
62,"[1, 0]",10,2,2.5
69,"[1, 0]",18,2,2.5
212,"[-1, 0]",10,2,10
142,"[-1, 0]",10,2,2.5
125,"[1, 0]",22,2,10
188,"[-1, 0]",14,2,2.5
138,"[1, 0]",14,2,10
189,"[-1, 0]",18,2,2.5
258,"[-1, 0]",14,2,10
171,"[-1, 0]",6,2,2.5
5,"[1, 0]",22,2,2.5
164,"[-1, 0]",18,2,2.5
59,"[1, 0]",18,2,2.5
85,"[1, 0]",22,2,10
271,"[-1, 0]",6,2,10
7,"[1, 0]",10,2,2.5
196,"[-1, 0]",6,2,2.5
47,"[1, 0]",10,2,2.5
18,"[1, 0]",14,2,2.5
4,"[1, 0]",18,2,2.5
151,"[-1, 0]",6,2,2.5
42,"[1, 0]",10,2,2.5
146,"[-1, 0]",6,2,2.5
107,"[1, 0]",10,2,10
155,"[-1, 0]",22,2,2.5
50,"[1, 0]",22,2,2.5
132,"[1, 0]",10,2,10
112,"[1, 0]",10,2,10
248,"[-1, 0]",14,2,10
264,"[-1, 0]",18,2,10
10,"[1, 0]",22,2,2.5
158,"[-1, 0]",14,2,2.5
60,"[1, 0]",22,2,2.5
200,"[-1, 0]",22,2,2.5
209,"[-1, 0]",18,2,2.5
224,"[-1, 0]",18,2,10
54,"[1, 0]",18,2,2.5
105,"[1, 0]",22,2,10
236,"[-1, 0]",6,2,10
216,"[-1, 0]",6,2,10
201,"[-1, 0]",6,2,2.5
12,"[1, 0]",10,2,2.5
130,"[1, 0]",22,2,10
193,"[-1, 0]",14,2,2.5
153,"[-1, 0]",14,2,2.5
187,"[-1, 0]",10,2,2.5
244,"[-1, 0]",18,2,10
40,"[1, 0]",22,2,2.5
52,"[1, 0]",10,2,2.5
117,"[1, 0]",10,2,10
