trialNumOriginal,cueCoords,cue1pos,cue2lag,cueEccentricity
28,"[1, 0]",14,2,2.5
229,"[-1, 0]",18,2,10
12,"[1, 0]",10,2,2.5
130,"[1, 0]",22,2,10
10,"[1, 0]",22,2,2.5
70,"[1, 0]",22,2,2.5
90,"[1, 0]",22,2,10
264,"[-1, 0]",18,2,10
21,"[1, 0]",6,2,2.5
197,"[-1, 0]",10,2,2.5
44,"[1, 0]",18,2,2.5
207,"[-1, 0]",10,2,2.5
107,"[1, 0]",10,2,10
60,"[1, 0]",22,2,2.5
183,"[-1, 0]",14,2,2.5
42,"[1, 0]",10,2,2.5
212,"[-1, 0]",10,2,10
55,"[1, 0]",22,2,2.5
150,"[-1, 0]",22,2,2.5
119,"[1, 0]",18,2,10
103,"[1, 0]",14,2,10
244,"[-1, 0]",18,2,10
252,"[-1, 0]",10,2,10
275,"[-1, 0]",22,2,10
247,"[-1, 0]",10,2,10
180,"[-1, 0]",22,2,2.5
114,"[1, 0]",18,2,10
76,"[1, 0]",6,2,10
101,"[1, 0]",6,2,10
73,"[1, 0]",14,2,10
5,"[1, 0]",22,2,2.5
218,"[-1, 0]",14,2,10
87,"[1, 0]",10,2,10
219,"[-1, 0]",18,2,10
179,"[-1, 0]",18,2,2.5
93,"[1, 0]",14,2,10
157,"[-1, 0]",10,2,2.5
273,"[-1, 0]",14,2,10
178,"[-1, 0]",14,2,2.5
43,"[1, 0]",14,2,2.5
141,"[-1, 0]",6,2,2.5
210,"[-1, 0]",22,2,2.5
250,"[-1, 0]",22,2,10
158,"[-1, 0]",14,2,2.5
98,"[1, 0]",14,2,10
238,"[-1, 0]",14,2,10
74,"[1, 0]",18,2,10
243,"[-1, 0]",14,2,10
277,"[-1, 0]",10,2,10
258,"[-1, 0]",14,2,10
172,"[-1, 0]",10,2,2.5
144,"[-1, 0]",18,2,2.5
3,"[1, 0]",14,2,2.5
231,"[-1, 0]",6,2,10
216,"[-1, 0]",6,2,10
117,"[1, 0]",10,2,10
30,"[1, 0]",22,2,2.5
14,"[1, 0]",18,2,2.5
149,"[-1, 0]",18,2,2.5
106,"[1, 0]",6,2,10
47,"[1, 0]",10,2,2.5
192,"[-1, 0]",10,2,2.5
146,"[-1, 0]",6,2,2.5
50,"[1, 0]",22,2,2.5
235,"[-1, 0]",22,2,10
160,"[-1, 0]",22,2,2.5
222,"[-1, 0]",10,2,10
6,"[1, 0]",6,2,2.5
115,"[1, 0]",22,2,10
255,"[-1, 0]",22,2,10
77,"[1, 0]",10,2,10
84,"[1, 0]",18,2,10
217,"[-1, 0]",10,2,10
195,"[-1, 0]",22,2,2.5
85,"[1, 0]",22,2,10
166,"[-1, 0]",6,2,2.5
31,"[1, 0]",6,2,2.5
245,"[-1, 0]",22,2,10
246,"[-1, 0]",6,2,10
174,"[-1, 0]",18,2,2.5
81,"[1, 0]",6,2,10
45,"[1, 0]",22,2,2.5
276,"[-1, 0]",6,2,10
20,"[1, 0]",22,2,2.5
239,"[-1, 0]",18,2,10
199,"[-1, 0]",18,2,2.5
256,"[-1, 0]",6,2,10
94,"[1, 0]",18,2,10
25,"[1, 0]",22,2,2.5
38,"[1, 0]",14,2,2.5
280,"[-1, 0]",22,2,10
156,"[-1, 0]",6,2,2.5
274,"[-1, 0]",18,2,10
257,"[-1, 0]",10,2,10
215,"[-1, 0]",22,2,10
108,"[1, 0]",14,2,10
34,"[1, 0]",18,2,2.5
19,"[1, 0]",18,2,2.5
