Duration,Response,Stimulus condition,Eccentricity
0.9,1.3280145869939588,0,"[3, 0]"
0.75,0.8399949659942649,1,"[-3, 0]"
0.75,1.152002138987882,2,"[12, 0]"
0.75,1.1919997619988862,1,"[-3, 0]"
1.05,1.8240066739963368,0,"[3, 0]"
0.75,1.0160123849927913,3,"[-12, 0]"
0.975,1.4080024940194562,1,"[-3, 0]"
0.75,1.1439990660001058,0,"[3, 0]"
0.75,0.7280531199940015,0,"[3, 0]"
0.9,1.2959269680141006,3,"[-12, 0]"
0.75,0.9599954609875567,2,"[12, 0]"
0.975,0.6960671959968749,3,"[-12, 0]"
1.125,1.2639715099940076,1,"[-3, 0]"
0.75,1.2160087789816316,3,"[-12, 0]"
1.25,1.5439695559907705,3,"[-12, 0]"
0.75,0.6640112330205739,3,"[-12, 0]"
1.125,0.9839790959958918,3,"[-12, 0]"
1.25,1.0880154129990842,1,"[-3, 0]"
0.975,0.4798919280001428,1,"[-3, 0]"
0.75,0.9199791669961996,1,"[-3, 0]"
0.825,0.9199630460061599,1,"[-3, 0]"
0.825,1.0640105819911696,2,"[12, 0]"
1.05,1.7120522199838888,1,"[-3, 0]"
0.825,0.10400977401877753,0,"[3, 0]"
0.975,0.9759896969771944,2,"[12, 0]"
0.975,1.1679707309813239,1,"[-3, 0]"
0.825,1.0880850120156538,2,"[12, 0]"
1.525,1.256054833997041,0,"[3, 0]"
0.9,1.2720019970147405,2,"[12, 0]"
1.25,1.2400403409847058,3,"[-12, 0]"
0.75,1.0240743609901983,3,"[-12, 0]"
0.9,1.408064548013499,0,"[3, 0]"
1.125,1.5199722560064401,1,"[-3, 0]"
1.25,1.3920228820061311,1,"[-3, 0]"
0.75,1.3120145360007882,3,"[-12, 0]"
0.975,1.3999774449912366,3,"[-12, 0]"
0.75,0.8079962370102294,2,"[12, 0]"
0.975,1.7200147710100282,2,"[12, 0]"
1.125,1.2399847760098055,0,"[3, 0]"
0.75,1.6480268849991262,1,"[-3, 0]"
0.75,1.0719433409976773,3,"[-12, 0]"
1.05,1.4879752070119139,1,"[-3, 0]"
0.9,1.3919639230007306,0,"[3, 0]"
0.825,1.608003095985623,1,"[-3, 0]"
1.125,1.5920424890064169,1,"[-3, 0]"
0.75,0.9760188999935053,0,"[3, 0]"
0.75,1.3919933249999303,1,"[-3, 0]"
0.9,1.1679886319907382,3,"[-12, 0]"
1.525,1.9199849969882052,2,"[12, 0]"
0.825,1.4799825510126539,1,"[-3, 0]"
1.05,1.5360245329793543,3,"[-12, 0]"
1.05,1.9359915370005183,2,"[12, 0]"
0.9,1.6160046789736953,3,"[-12, 0]"
0.975,1.4480128629948013,1,"[-3, 0]"
0.75,1.3200520920217969,0,"[3, 0]"
1.375,1.3279742720187642,1,"[-3, 0]"
0.75,0.8480274359753821,0,"[3, 0]"
1.125,1.2559504870150704,2,"[12, 0]"
1.25,1.479997677000938,2,"[12, 0]"
1.25,1.38399847902474,1,"[-3, 0]"
0.9,1.2880084170028567,3,"[-12, 0]"
0.9,1.2480325789947528,0,"[3, 0]"
0.825,1.2719795439916197,3,"[-12, 0]"
0.825,0.9120372319885064,0,"[3, 0]"
0.825,0.7359382539871149,0,"[3, 0]"
1.375,1.568003647000296,1,"[-3, 0]"
0.975,1.007946320984047,3,"[-12, 0]"
1.05,0.8879597620107234,3,"[-12, 0]"
0.825,1.168051014014054,1,"[-3, 0]"
0.975,1.104023124993546,2,"[12, 0]"
1.125,1.2480398500047158,3,"[-12, 0]"
0.825,0.9279891089827288,1,"[-3, 0]"
0.9,1.0719794880133122,0,"[3, 0]"
0.825,0.9119808709947392,3,"[-12, 0]"
0.75,0.8879979210032616,0,"[3, 0]"
1.05,0.9599275279906578,1,"[-3, 0]"
0.75,0.6880110350030009,1,"[-3, 0]"
0.825,0.8879646560235415,0,"[3, 0]"
0.825,1.104046245018253,1,"[-3, 0]"
0.9,1.024024651007494,0,"[3, 0]"
0.975,0.9440247980237473,0,"[3, 0]"
1.125,0.8720137570053339,0,"[3, 0]"
0.825,0.9519466719939373,0,"[3, 0]"
0.75,0.10398898800485767,3,"[-12, 0]"
0.75,0.12805445998674259,0,"[3, 0]"
0.9,1.423964457004331,2,"[12, 0]"
0.75,1.6240421639813576,1,"[-3, 0]"
0.75,1.2320136729977094,3,"[-12, 0]"
0.75,1.216006775997812,2,"[12, 0]"
0.75,1.1600023529899772,2,"[12, 0]"
0.75,1.1679984350048471,2,"[12, 0]"
0.9,1.016080625995528,2,"[12, 0]"
0.75,1.0320178529946133,0,"[3, 0]"
1.375,1.1520041239855345,1,"[-3, 0]"
0.75,1.3280354749877006,2,"[12, 0]"
0.75,1.2160717309743632,3,"[-12, 0]"
0.9,1.1440004829782993,1,"[-3, 0]"
0.9,0.976004816009663,0,"[3, 0]"
0.75,0.8720270179910585,0,"[3, 0]"
1.05,1.1361127419804689,2,"[12, 0]"
0.9,1.024027350009419,3,"[-12, 0]"
1.05,1.047991108003771,3,"[-12, 0]"
0.975,1.2560864190163556,0,"[3, 0]"
0.75,0.9839669390057679,2,"[12, 0]"
0.825,1.1359372209990397,0,"[3, 0]"
0.825,1.1440692860051058,0,"[3, 0]"
0.825,0.9920128030062187,3,"[-12, 0]"
0.75,1.0160156360070687,3,"[-12, 0]"
0.825,1.1119602139806375,0,"[3, 0]"
0.75,1.375969394983258,2,"[12, 0]"
0.75,1.3360058249963913,2,"[12, 0]"
1.125,1.1280050599889364,0,"[3, 0]"
0.9,1.168029304011725,1,"[-3, 0]"
0.825,0.9679505419917405,1,"[-3, 0]"
0.825,1.248004344990477,0,"[3, 0]"
0.9,1.1920023179845884,3,"[-12, 0]"
0.825,1.4080179890152067,3,"[-12, 0]"
0.975,1.4000321680214256,0,"[3, 0]"
0.75,1.3679793650226202,3,"[-12, 0]"
0.75,1.3040146629791707,2,"[12, 0]"
1.05,1.016048902994953,1,"[-3, 0]"
0.75,1.2399509539827704,2,"[12, 0]"
0.9,1.4079572049959097,2,"[12, 0]"
0.75,1.1919863460061606,1,"[-3, 0]"
0.975,1.2640147149795666,0,"[3, 0]"
0.825,1.0079780299856793,1,"[-3, 0]"
1.125,1.4960592070128769,1,"[-3, 0]"
0.825,1.4320005159825087,0,"[3, 0]"
0.825,1.3759991429978982,1,"[-3, 0]"
0.9,1.4079998579982203,3,"[-12, 0]"
0.9,1.2240227709989995,2,"[12, 0]"
0.75,0.944016196008306,3,"[-12, 0]"
1.25,1.1280019569967408,1,"[-3, 0]"
0.75,1.0240081629890483,1,"[-3, 0]"
