Duration,Response,Stimulus condition,Eccentricity
0.9,0.7519823120092042,2,"[12, 0]"
1.05,0.8559659129823558,3,"[-12, 0]"
1.45,0.8960047470172867,0,"[3, 0]"
1.125,0.9600298469886184,1,"[-3, 0]"
1.25,0.9439394669607282,0,"[3, 0]"
1.05,1.192024999007117,0,"[3, 0]"
1.25,1.2239981510210782,2,"[12, 0]"
1.125,0.919987186032813,3,"[-12, 0]"
0.75,0.6639794500079006,2,"[12, 0]"
1.45,1.2400184740545228,3,"[-12, 0]"
1.45,1.2320105369435623,3,"[-12, 0]"
1.525,1.416048051964026,1,"[-3, 0]"
0.825,0.7199932929943316,3,"[-12, 0]"
0.975,0.7759868949651718,3,"[-12, 0]"
1.45,1.2480475530028343,1,"[-3, 0]"
1.45,1.2879432089976035,2,"[12, 0]"
1.05,0.8159384099999443,3,"[-12, 0]"
0.75,1.0239901850000024,3,"[-12, 0]"
0.975,0.6799956619506702,3,"[-12, 0]"
0.75,0.45595479500479996,3,"[-12, 0]"
1.375,1.3040616879588924,0,"[3, 0]"
1.25,1.1199944140389562,2,"[12, 0]"
1.05,0.8320466669974849,0,"[3, 0]"
0.825,0.6880160399596207,3,"[-12, 0]"
1.375,1.1840392700396478,2,"[12, 0]"
1.525,1.5519598659593612,3,"[-12, 0]"
1.525,1.1920311090070754,2,"[12, 0]"
0.75,0.839982706005685,1,"[-3, 0]"
1.25,0.9279585720505565,3,"[-12, 0]"
1.525,1.5760039029992186,0,"[3, 0]"
1.125,1.1360112790134735,2,"[12, 0]"
0.9,0.7200421380111948,0,"[3, 0]"
1.375,1.511954817979131,2,"[12, 0]"
0.975,0.8720351369702257,1,"[-3, 0]"
1.125,1.3280103669967502,3,"[-12, 0]"
0.825,0.9119964929996058,1,"[-3, 0]"
0.825,0.9680259580491111,0,"[3, 0]"
1.525,1.2800462110317312,3,"[-12, 0]"
1.05,0.6799405189813115,1,"[-3, 0]"
1.05,1.1680753330001608,2,"[12, 0]"
0.75,0.9200058050337248,0,"[3, 0]"
1.125,0.912062160030473,2,"[12, 0]"
1.125,0.7839969299966469,0,"[3, 0]"
0.825,0.9999324629898183,0,"[3, 0]"
1.125,1.3440377379884012,2,"[12, 0]"
1.125,0.9759489970165305,0,"[3, 0]"
0.825,0.6399985550087877,2,"[12, 0]"
0.9,0.7679607179597951,1,"[-3, 0]"
0.975,0.8880102959810756,2,"[12, 0]"
1.45,0.12000782298855484,2,"[12, 0]"
0.975,0.7600960929994471,0,"[3, 0]"
0.975,0.08801310101989657,2,"[12, 0]"
1.45,1.0720489260274917,0,"[3, 0]"
0.825,0.7759985700249672,1,"[-3, 0]"
0.975,0.8159961929777637,1,"[-3, 0]"
1.05,0.8000262820278294,2,"[12, 0]"
1.45,1.4399983210023493,2,"[12, 0]"
1.125,0.976016794971656,1,"[-3, 0]"
1.525,1.1999649059725925,0,"[3, 0]"
0.9,0.8239709259942174,3,"[-12, 0]"
1.525,1.0720110849943012,0,"[3, 0]"
1.45,1.6719775289529935,1,"[-3, 0]"
1.25,0.9519520099856891,3,"[-12, 0]"
0.75,0.6880255570285954,1,"[-3, 0]"
1.25,1.095995481009595,0,"[3, 0]"
1.45,1.2000740399817005,3,"[-12, 0]"
1.375,1.1599668379640207,3,"[-12, 0]"
0.825,0.7120370559860021,1,"[-3, 0]"
1.05,0.999974668957293,0,"[3, 0]"
1.525,1.7360195340006612,1,"[-3, 0]"
0.75,0.7920488839736208,0,"[3, 0]"
1.25,1.0319989819545299,1,"[-3, 0]"
1.05,1.264022144023329,1,"[-3, 0]"
1.125,1.120013830019161,2,"[12, 0]"
1.25,1.2799894589697942,3,"[-12, 0]"
1.525,1.4000117529649287,2,"[12, 0]"
1.25,1.272092972008977,2,"[12, 0]"
0.9,0.9120704230153933,3,"[-12, 0]"
0.975,1.0480178960133344,3,"[-12, 0]"
1.25,0.9920432760263793,2,"[12, 0]"
1.05,1.0160464980290271,3,"[-12, 0]"
1.525,1.2319710070150904,1,"[-3, 0]"
0.9,0.8959837799775414,0,"[3, 0]"
1.375,1.3040093629970215,0,"[3, 0]"
0.825,0.7519793619867414,0,"[3, 0]"
0.75,0.5040218259673566,2,"[12, 0]"
0.75,0.6800217410200275,3,"[-12, 0]"
0.9,0.6239941620151512,2,"[12, 0]"
1.05,0.9919812080333941,3,"[-12, 0]"
1.375,1.4160201459890231,0,"[3, 0]"
1.375,1.439961947966367,0,"[3, 0]"
0.75,0.7120196649921127,3,"[-12, 0]"
1.125,0.8000097359763458,3,"[-12, 0]"
1.45,1.3919369939831086,2,"[12, 0]"
0.975,0.9760410750168376,3,"[-12, 0]"
0.825,0.9440656820079312,3,"[-12, 0]"
1.05,0.9599841330200434,0,"[3, 0]"
0.9,0.6559626259841025,3,"[-12, 0]"
0.9,0.952024022990372,1,"[-3, 0]"
0.975,1.208026368985884,1,"[-3, 0]"
1.25,1.0559476469643414,1,"[-3, 0]"
0.825,0.7040576820145361,3,"[-12, 0]"
1.125,0.9680371829890646,3,"[-12, 0]"
1.45,1.2880256400094368,3,"[-12, 0]"
1.45,1.5519798180321231,0,"[3, 0]"
1.25,1.4400786840124056,0,"[3, 0]"
0.9,0.6000029019778594,1,"[-3, 0]"
0.75,1.0160138600040227,2,"[12, 0]"
0.825,1.008005255018361,3,"[-12, 0]"
0.975,0.999996769009158,2,"[12, 0]"
1.525,1.5919691559975035,0,"[3, 0]"
1.375,1.4239508929895237,3,"[-12, 0]"
0.825,1.000046590983402,2,"[12, 0]"
0.975,0.9439628020045348,2,"[12, 0]"
1.375,1.2000190319959074,2,"[12, 0]"
1.375,1.1599687099806033,1,"[-3, 0]"
0.975,1.1440305390278809,0,"[3, 0]"
1.525,1.5999741519917734,2,"[12, 0]"
0.75,0.711947305011563,0,"[3, 0]"
1.525,1.3520469029899687,3,"[-12, 0]"
0.975,1.0400336349848658,1,"[-3, 0]"
0.75,0.9040395029587671,2,"[12, 0]"
0.75,1.168005726998672,0,"[3, 0]"
0.975,1.0160048070247285,1,"[-3, 0]"
0.9,1.2880323590361513,1,"[-3, 0]"
0.75,0.6159619130194187,3,"[-12, 0]"
1.05,1.2640073240036145,1,"[-3, 0]"
1.45,1.3520522519829683,0,"[3, 0]"
1.25,1.2480522969854064,0,"[3, 0]"
1.525,1.368014067003969,2,"[12, 0]"
1.125,1.2159997620037757,1,"[-3, 0]"
0.975,0.847972925985232,0,"[3, 0]"
0.75,0.6560322939767502,1,"[-3, 0]"
1.375,0.8559936640085652,1,"[-3, 0]"
0.9,0.6480289609753527,3,"[-12, 0]"
1.25,1.3840190210030414,1,"[-3, 0]"
1.25,0.7359575600130484,0,"[3, 0]"
1.05,1.0559941760147922,3,"[-12, 0]"
1.375,1.7279705780092627,1,"[-3, 0]"
1.45,1.4960012789815664,3,"[-12, 0]"
0.9,0.8640192979946733,2,"[12, 0]"
1.25,0.7279500500299037,2,"[12, 0]"
1.375,1.656030379992444,0,"[3, 0]"
1.125,1.1840180410072207,1,"[-3, 0]"
0.9,0.8479953570058569,3,"[-12, 0]"
1.125,1.2559964020038024,3,"[-12, 0]"
0.975,0.9680475490167737,1,"[-3, 0]"
1.05,1.104050779948011,1,"[-3, 0]"
0.9,0.8400710289715789,1,"[-3, 0]"
1.45,1.2000713010202162,0,"[3, 0]"
0.9,0.9999861849937588,0,"[3, 0]"
1.375,1.3920357800088823,1,"[-3, 0]"
1.25,1.17602617200464,1,"[-3, 0]"
0.825,0.5840114720049314,2,"[12, 0]"
0.9,1.015949065971654,3,"[-12, 0]"
1.25,1.1360385019797832,3,"[-12, 0]"
1.45,1.6400010400102474,1,"[-3, 0]"
