Duration,Response,Stimulus condition,Eccentricity
1.45,1.3359656240209006,0,"[3, 0]"
1.05,1.0879877819679677,0,"[3, 0]"
0.75,0.9040374530013651,1,"[-3, 0]"
0.9,0.9680135929957032,1,"[-3, 0]"
0.9,0.8399598950054497,0,"[3, 0]"
0.75,0.7359797790413722,0,"[3, 0]"
0.825,0.8319487660191953,1,"[-3, 0]"
0.825,0.8640536940074526,0,"[3, 0]"
0.75,0.8000147760030814,0,"[3, 0]"
1.125,0.9840231980197132,3,"[-12, 0]"
0.825,0.9280437469715253,1,"[-3, 0]"
1.05,1.1520070279948413,1,"[-3, 0]"
0.75,0.8160441920044832,2,"[12, 0]"
1.375,1.1520133309531957,3,"[-12, 0]"
0.75,0.7520056750508957,0,"[3, 0]"
0.825,0.8080384890199639,0,"[3, 0]"
0.825,0.8560187489492819,1,"[-3, 0]"
1.05,0.9279344899696298,1,"[-3, 0]"
0.825,0.8879547390388325,1,"[-3, 0]"
0.975,1.0720354619552381,1,"[-3, 0]"
0.825,0.9520015100133605,1,"[-3, 0]"
0.825,0.7360633799689822,1,"[-3, 0]"
1.05,1.0080645140260458,3,"[-12, 0]"
0.975,0.9759313329705037,2,"[12, 0]"
1.375,1.087984609999694,3,"[-12, 0]"
0.825,0.7439471809775569,3,"[-12, 0]"
0.825,0.7839982199948281,2,"[12, 0]"
0.825,0.7759931909968145,0,"[3, 0]"
0.75,0.7839944389997981,1,"[-3, 0]"
0.75,0.7359712430043146,0,"[3, 0]"
0.825,0.864000383997336,2,"[12, 0]"
1.05,0.9440014690044336,1,"[-3, 0]"
0.975,1.0640077719581313,1,"[-3, 0]"
0.75,0.7200731249758974,1,"[-3, 0]"
1.25,0.9759807619848289,0,"[3, 0]"
1.05,0.9919667720096186,0,"[3, 0]"
0.825,0.7520193210220896,0,"[3, 0]"
0.825,0.8719973199767992,1,"[-3, 0]"
0.975,0.9039812120026909,0,"[3, 0]"
0.825,0.8480079169967212,1,"[-3, 0]"
1.125,1.0480207839864306,3,"[-12, 0]"
0.975,0.984027343976777,0,"[3, 0]"
1.05,0.9920293819741346,0,"[3, 0]"
0.975,0.9359896710375324,2,"[12, 0]"
0.75,0.6719711640034802,2,"[12, 0]"
0.75,0.7280126760015264,3,"[-12, 0]"
0.9,0.8319612549967133,2,"[12, 0]"
0.825,0.6959303619805723,1,"[-3, 0]"
1.125,0.8800366200157441,1,"[-3, 0]"
0.75,0.7359597639879212,3,"[-12, 0]"
0.75,0.6799738960107788,3,"[-12, 0]"
1.125,0.9120146369677968,2,"[12, 0]"
1.05,0.9199858820065856,2,"[12, 0]"
1.125,0.959935899998527,1,"[-3, 0]"
0.75,0.7679962089750916,0,"[3, 0]"
0.825,0.7760550410021096,3,"[-12, 0]"
0.825,0.8079998099710792,0,"[3, 0]"
1.05,0.9119642819860019,1,"[-3, 0]"
1.375,1.3280357530456968,0,"[3, 0]"
1.375,1.0960480259964243,0,"[3, 0]"
0.825,0.8959631259785965,1,"[-3, 0]"
