Duration,Response,Stimulus condition,Eccentricity
0.975,1.1760314359562472,2,"[12, 0]"
1.25,1.064014719100669,2,"[12, 0]"
1.375,1.2960763860028237,0,"[3, 0]"
1.25,0.9360363560263067,1,"[-3, 0]"
0.975,0.776030650944449,3,"[-12, 0]"
1.25,1.3679637839086354,2,"[12, 0]"
1.25,1.3360018230741844,0,"[3, 0]"
1.525,1.1840459660161287,1,"[-3, 0]"
1.25,1.3359927829587832,2,"[12, 0]"
0.75,0.7359979980392382,0,"[3, 0]"
1.45,1.4479835260426626,2,"[12, 0]"
0.9,0.6879734940594062,3,"[-12, 0]"
1.375,1.4080314839957282,2,"[12, 0]"
1.125,1.0720080400351435,0,"[3, 0]"
1.375,1.3039904499892145,1,"[-3, 0]"
0.75,0.6639656620100141,1,"[-3, 0]"
1.125,0.8239744439488277,1,"[-3, 0]"
1.125,1.1359894199995324,3,"[-12, 0]"
1.375,1.4320097810123116,2,"[12, 0]"
1.45,1.3920155920786783,3,"[-12, 0]"
1.125,1.1600208099698648,0,"[3, 0]"
0.75,1.088057077024132,0,"[3, 0]"
0.75,0.5599883089307696,3,"[-12, 0]"
1.05,0.9760791070293635,3,"[-12, 0]"
1.25,1.368061801069416,3,"[-12, 0]"
0.825,0.6879529050784186,2,"[12, 0]"
1.375,1.2400493589229882,2,"[12, 0]"
1.25,1.4079998679226264,0,"[3, 0]"
1.375,1.7040381410624832,3,"[-12, 0]"
1.45,1.5199713230831549,0,"[3, 0]"
0.75,0.8800150610040873,1,"[-3, 0]"
1.45,1.5920711030485108,1,"[-3, 0]"
0.825,1.2400479540228844,2,"[12, 0]"
1.05,1.0240194640355185,0,"[3, 0]"
1.05,0.9040881200926378,0,"[3, 0]"
0.75,0.7120158630423248,3,"[-12, 0]"
1.125,1.287982058012858,3,"[-12, 0]"
0.9,0.7999923710012808,2,"[12, 0]"
0.975,1.0319652369944379,0,"[3, 0]"
1.45,1.480020610964857,1,"[-3, 0]"
0.75,0.935937607078813,3,"[-12, 0]"
0.825,1.0160193489864469,0,"[3, 0]"
0.825,0.8639943400630727,3,"[-12, 0]"
0.9,0.888058937038295,3,"[-12, 0]"
1.525,1.6960148970829323,3,"[-12, 0]"
0.9,1.048045407049358,1,"[-3, 0]"
0.825,1.0640734760090709,3,"[-12, 0]"
0.9,0.9119783770292997,2,"[12, 0]"
1.525,1.488004712969996,3,"[-12, 0]"
1.525,1.5680120340548456,0,"[3, 0]"
0.75,1.048024125979282,2,"[12, 0]"
1.45,1.4560210139025003,3,"[-12, 0]"
0.75,0.6000134749338031,0,"[3, 0]"
0.975,1.1439640279859304,2,"[12, 0]"
0.825,0.9200178780592978,1,"[-3, 0]"
1.525,1.487995590083301,1,"[-3, 0]"
1.375,1.4799849860137329,1,"[-3, 0]"
1.375,1.2560397890629247,3,"[-12, 0]"
1.45,1.408061344991438,2,"[12, 0]"
1.525,1.4880142000038177,2,"[12, 0]"
1.125,0.9359677849570289,0,"[3, 0]"
0.9,1.0000213120365515,1,"[-3, 0]"
1.45,1.5280202000867575,2,"[12, 0]"
1.05,1.1199768299702555,1,"[-3, 0]"
0.75,0.8720467529492453,3,"[-12, 0]"
1.45,1.480008346028626,3,"[-12, 0]"
1.525,1.536008583032526,1,"[-3, 0]"
1.525,1.4000845840200782,2,"[12, 0]"
1.45,1.6240094569511712,3,"[-12, 0]"
1.125,1.1760164860170335,1,"[-3, 0]"
1.45,1.4560008180560544,0,"[3, 0]"
0.9,1.0959944929927588,0,"[3, 0]"
1.525,1.52004403504543,0,"[3, 0]"
0.825,0.9199992950307205,1,"[-3, 0]"
1.125,0.9919963959837332,2,"[12, 0]"
0.825,0.7120237429626286,1,"[-3, 0]"
0.825,0.8639351360034198,0,"[3, 0]"
0.75,0.8559895709622651,1,"[-3, 0]"
1.125,1.1280782220419496,3,"[-12, 0]"
1.375,1.2559838010929525,2,"[12, 0]"
0.9,0.9760362430242822,0,"[3, 0]"
0.975,0.800058510969393,0,"[3, 0]"
1.05,1.0480371519224718,2,"[12, 0]"
1.25,1.2640091520734131,3,"[-12, 0]"
0.75,0.9439795230282471,3,"[-12, 0]"
1.525,1.4960208060219884,3,"[-12, 0]"
1.05,1.1919495420297608,2,"[12, 0]"
1.525,1.567997760954313,3,"[-12, 0]"
0.975,1.1600079140625894,0,"[3, 0]"
1.375,1.496064401930198,2,"[12, 0]"
1.25,1.1440222249366343,3,"[-12, 0]"
1.525,1.7200390889775008,2,"[12, 0]"
1.25,1.4559651520103216,0,"[3, 0]"
0.9,1.056025687023066,0,"[3, 0]"
0.75,0.6800194069510326,2,"[12, 0]"
1.05,1.207993832998909,0,"[3, 0]"
0.9,1.295980681083165,0,"[3, 0]"
1.25,1.0640782490372658,1,"[-3, 0]"
0.9,0.9599733079085127,1,"[-3, 0]"
0.975,0.9359969770302996,2,"[12, 0]"
0.825,1.0239651360316202,0,"[3, 0]"
1.25,1.3200117510277778,1,"[-3, 0]"
1.375,1.0881104989675805,0,"[3, 0]"
0.825,0.9199308130191639,1,"[-3, 0]"
0.975,0.8240217550192028,1,"[-3, 0]"
1.525,1.5280433209845796,0,"[3, 0]"
1.25,1.096006860025227,2,"[12, 0]"
1.125,1.0800350250210613,3,"[-12, 0]"
0.825,0.9840114730177447,2,"[12, 0]"
1.375,1.2719969489844516,0,"[3, 0]"
1.525,1.4960860289866105,0,"[3, 0]"
1.05,1.2639662909787148,1,"[-3, 0]"
1.375,1.072041624924168,1,"[-3, 0]"
0.9,1.0080155530013144,2,"[12, 0]"
1.525,1.5200359110021964,0,"[3, 0]"
1.375,1.423993150005117,0,"[3, 0]"
0.975,1.1920231889234856,1,"[-3, 0]"
1.125,1.104032860021107,2,"[12, 0]"
0.9,1.1520438469015062,3,"[-12, 0]"
1.125,1.0719811839517206,2,"[12, 0]"
0.825,0.7920336819952354,0,"[3, 0]"
0.825,1.0400528139434755,3,"[-12, 0]"
1.525,1.4560182460118085,2,"[12, 0]"
1.125,1.1039975020103157,0,"[3, 0]"
0.9,0.9120514870155603,1,"[-3, 0]"
1.05,1.0401000540005043,3,"[-12, 0]"
0.975,1.0160483689978719,3,"[-12, 0]"
1.25,1.1599945510970429,3,"[-12, 0]"
1.25,1.056009683990851,0,"[3, 0]"
1.375,1.2559648120077327,1,"[-3, 0]"
1.375,1.3439628820633516,3,"[-12, 0]"
0.9,0.9039936660556123,0,"[3, 0]"
1.05,0.8160331670660526,3,"[-12, 0]"
1.45,1.504014975973405,2,"[12, 0]"
0.75,0.9920369850005955,3,"[-12, 0]"
0.75,0.7679647000040859,1,"[-3, 0]"
1.375,1.4800724639790133,3,"[-12, 0]"
0.9,0.8160125530557707,2,"[12, 0]"
1.375,1.112009939039126,1,"[-3, 0]"
0.825,0.7440604129806161,3,"[-12, 0]"
1.05,1.07999759609811,2,"[12, 0]"
1.375,1.3840571569744498,3,"[-12, 0]"
1.05,1.0399674950167537,1,"[-3, 0]"
1.375,1.1039096340537071,0,"[3, 0]"
0.825,1.0560308219864964,0,"[3, 0]"
0.9,0.9440496020251885,3,"[-12, 0]"
1.05,1.03196657798253,0,"[3, 0]"
1.25,1.5680517390137538,1,"[-3, 0]"
0.825,0.9520462070358917,2,"[12, 0]"
1.25,1.135963513981551,0,"[3, 0]"
1.25,1.3200142430141568,3,"[-12, 0]"
0.975,1.1999692240497097,3,"[-12, 0]"
